Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
188,1.558,337.42392,731.07056,1077.96509
189,1.567,333.04251,727.41315,1074.72949
190,1.575,329.05481,725.04523,1071.48657
191,1.583,323.70398,722.24304,1068.21863
192,1.592,319.11002,719.03113,1064.79614
193,1.6,315.34927,717.92108,1062.13953
194,1.608,310.93918,715.84924,1058.65112
195,1.617,307.43454,712.73425,1054.74915
196,1.625,303.64725,710.57324,1052.02307
197,1.633,299.08316,708.63019,1048.79736
198,1.642,294.96317,705.9881,1046.30737
199,1.65,292.07272,704.13245,1043.74158
200,1.658,287.5365,701.73602,1039.526
201,1.667,283.74847,700.60284,1037.48132
202,1.675,280.11761,699.13293,1033.84167
203,1.683,276.97568,697.37189,1029.75879
204,1.692,274.33121,694.21063,1025.92725
205,1.7,270.65866,691.78003,1024.03455
206,1.708,267.72141,690.2804,1020.39313
207,1.717,264.90985,688.34369,1017.29419
208,1.725,262.17102,686.80548,1013.81396
209,1.733,258.93719,685.14966,1010.13202
210,1.742,255.41121,683.92609,1008.06091
211,1.75,252.59946,682.15302,1004.52161
212,1.758,249.86964,680.34497,1001.88239
213,1.767,246.87126,678.56226,998.29999
214,1.775,243.10417,677.59058,996.62384
215,1.783,240.86717,676.30536,993.35406
216,1.792,237.51709,674.32343,991.37396
217,1.8,234.74409,674.11444,989.38922
218,1.808,230.54294,671.83582,987.62671
219,1.817,227.4557,670.7619,984.95581
220,1.825,223.82396,668.64758,983.37976
221,1.833,220.88605,668.15948,981.54108
222,1.842,217.6032,667.13782,980.10315
223,1.85,213.51509,666.67261,977.69684
224,1.858,209.0468,666.01233,976.53662
225,1.867,205.65935,664.82483,974.60022
226,1.875,201.8176,663.82947,971.87195
227,1.883,197.42967,663.10004,970.27539
228,1.892,193.60052,661.97656,969.27222
229,1.9,188.42186,661.48322,966.74036
230,1.908,184.00604,661.58356,965.14349
231,1.917,178.73131,660.82379,963.6795
232,1.925,174.29584,660.39209,961.44464
233,1.933,169.68292,659.34167,960.59253
234,1.942,162.85657,659.48334,957.77856
235,1.95,157.97314,659.49756,956.48633
236,1.958,152.24907,659.47638,955.06116
237,1.967,145.94528,659.27673,952.61163
238,1.975,140.42589,659.35474,951.27576
239,1.983,133.78009,659.41437,949.90784
240,1.992,126.76171,658.92255,948.38458
241,2,120.56435,659.34833,946.36804
242,2.008,114.03278,659.40961,944.31244
243,2.017,106.89519,660.00134,942.76184
244,2.025,99.73804,661.54773,941.07452
245,2.033,92.09727,661.09534,938.99036
246,2.042,84.82637,661.24286,938.33643
247,2.05,78.0313,661.70032,935.96918
248,2.058,70.0941,662.98529,935.2561
249,2.067,62.32793,662.93237,932.81049
250,2.075,54.54361,663.4389,931.66254
251,2.083,46.62758,664.49188,930.1131
252,2.092,39.45892,665.47919,929.15686
253,2.1,31.19983,665.90247,927.37903
254,2.108,23.51134,666.18671,927.10498
255,2.117,15.14079,667.80481,926.35529
256,2.125,7.87647,669.09692,925.79358
257,2.133,-0.56134,669.27936,925.82953
258,2.142,-8.24977,669.69702,925.33813
259,2.15,-16.24694,671.00519,925.96918
260,2.158,-24.00669,671.24219,926.39459
261,2.167,-32.38708,672.51056,926.52112
262,2.175,-40.36734,673.62598,927.12006
263,2.183,-48.3465,674.7724,928.2973
264,2.192,-56.09526,675.59326,928.97589
265,2.2,-64.41692,676.13385,929.40393
266,2.208,-72.6683,677.09851,929.99817
267,2.217,-80.29385,678.35486,931.13062
268,2.225,-87.99849,679.06281,931.6402
269,2.233,-96.96042,680.06134,932.10748
270,2.242,-104.49634,681.33081,932.61304
271,2.25,-112.51177,682.43866,933.22272
272,2.258,-120.93242,683.38397,933.53845
273,2.267,-128.53207,683.58722,933.96747
274,2.275,-136.28828,684.62109,934.51141
275,2.283,-144.62204,685.23279,934.89331
276,2.292,-151.65912,686.48981,935.41376
277,2.3,-160.4675,687.24774,935.4256
278,2.308,-167.7914,687.82568,935.78662
279,2.317,-175.58476,688.71893,936.52203
280,2.325,-183.71176,689.57544,936.16016
281,2.333,-191.5984,690.92047,937.18256
282,2.342,-199.75114,690.9823,937.46771
283,2.35,-207.23708,691.80145,937.45349
284,2.358,-215.61465,692.26367,937.86804
285,2.367,-224.19139,692.90106,938.37164
286,2.375,-231.21271,693.71509,938.86407
287,2.383,-239.36,693.99878,938.8891
288,2.392,-247.2576,693.93365,939.08759
289,2.4,-256.07205,694.10736,939.45105
290,2.408,-263.8204,694.88916,939.58099
291,2.417,-271.86002,695.08191,938.9303
292,2.425,-279.35632,696.26282,939.00446
293,2.433,-287.84744,696.43689,938.75342
294,2.442,-296.21576,696.70245,938.07367
295,2.45,-303.46512,696.10956,937.4278
296,2.458,-312.40167,696.69763,937.4054
297,2.467,-321.41821,696.55963,937.11755
298,2.475,-329.30804,697.66986,936.63202
299,2.483,-338.04233,698.37244,936.27521
300,2.492,-345.18808,698.33179,935.50531
301,2.5,-353.45547,698.6369,934.94989
302,2.508,-362.25937,698.74438,934.90356
303,2.517,-370.22122,698.22174,934.27655
304,2.525,-378.97058,699.4751,934.47064
305,2.533,-387.46298,699.91113,934.2229
306,2.542,-395.58646,699.34387,933.02435
307,2.55,-403.97693,699.0564,932.92731
308,2.558,-412.41776,699.12012,932.26538
309,2.567,-420.35663,699.30316,931.40839
310,2.575,-429.03812,699.00726,931.53815
311,2.583,-436.72641,698.12384,931.24731
312,2.592,-445.21085,699.16119,931.77594
313,2.6,-453.17606,699.16486,931.36829
314,2.608,-461.68436,699.54071,931.61456
315,2.617,-469.24844,699.20471,931.5672
316,2.625,-477.85687,699.61127,931.06177
317,2.633,-485.98868,699.86627,931.84253
318,2.642,-494.36942,699.33081,932.2511
319,2.65,-501.95203,699.22803,932.08954
320,2.658,-509.46744,699.12567,932.37408
321,2.667,-517.76221,698.95593,933.11169
322,2.675,-525.04041,698.35706,934.12103
323,2.683,-532.68884,699.00079,934.84351
324,2.692,-539.72864,698.6073,935.63165
325,2.7,-547.22595,698.48419,936.83569
326,2.708,-554.91498,697.5769,937.75702
327,2.717,-562.08514,698.39783,938.90765
328,2.725,-569.69495,698.57495,940.15619
329,2.733,-576.56354,697.85162,940.7782
330,2.742,-583.88898,697.8822,941.81561
331,2.75,-591.50232,696.96021,942.82916
332,2.758,-598.29358,696.98962,943.87305
333,2.767,-605.92725,697.7345,944.79749
334,2.775,-612.91754,697.22913,946.05859
335,2.783,-619.56116,696.96429,947.11639
336,2.792,-626.88861,695.9519,947.54169
337,2.8,-634.89832,696.75916,949.38275
338,2.808,-641.56201,696.13696,950.73212
339,2.817,-648.8927,696.19281,951.43152
340,2.825,-656.19208,695.34802,952.25934
341,2.833,-662.84668,694.98126,954.03943
342,2.842,-668.90961,695.39917,955.17279
343,2.85,-676.58228,695.31348,956.70831
344,2.858,-683.47107,694.72052,957.24597
345,2.867,-689.73047,694.66132,957.89539
346,2.875,-696.33234,694.78668,959.09558
347,2.883,-702.4787,694.25397,960.32306
348,2.892,-710.15491,694.06885,960.59369
349,2.9,-718.39166,693.85034,961.07648
350,2.908,-723.83209,694.31207,961.50244
351,2.917,-729.94775,694.76965,961.66254
352,2.925,-736.32959,694.21039,962.38556
353,2.933,-742.93127,693.3916,962.47211
354,2.942,-750.74152,694.54529,962.89606
355,2.95,-758.20502,694.13776,963.00311
356,2.958,-764.83215,693.08685,963.61108
357,2.967,-771.53357,692.98584,963.41174
358,2.975,-777.77686,692.93658,963.59351
359,2.983,-784.00348,692.87262,963.99878
360,2.992,-791.75427,694.30804,963.11163
361,3,-798.91858,694.08081,962.42767
362,3.008,-805.02075,693.88599,962.42053
363,3.017,-811.84821,694.33185,961.90784
364,3.025,-818.08868,693.88824,961.13971
365,3.033,-824.52155,693.67749,960.86676
366,3.042,-831.29584,694.2124,960.90973
367,3.05,-837.94891,695.04626,960.45264
368,3.058,-844.96082,694.78821,958.36682
369,3.067,-852.51941,695.11182,958.00842
370,3.075,-859.84131,694.85999,957.39502
371,3.083,-865.47668,695.09698,956.58606
372,3.092,-873.02875,695.00275,955.20959
373,3.1,-879.73767,694.20313,953.77063
374,3.108,-886.30139,695.04755,953.64319
375,3.117,-894.77588,695.87561,953.13861
376,3.125,-901.69257,696.31543,951.79944
377,3.133,-909.20532,696.45972,950.76678
378,3.142,-916.14514,696.45599,949.59821
379,3.15,-923.72235,696.87225,948.25916
380,3.158,-929.87024,696.68823,947.30469
381,3.167,-938.52277,697.91504,946.5849
382,3.175,-945.69482,698.23743,944.59229
383,3.183,-953.97284,698.47931,943.36511
384,3.192,-961.02997,699.45166,942.53864
385,3.2,-967.62024,699.14734,941.39972
386,3.208,-976.35944,700.13385,939.7027
387,3.217,-984.81409,700.41888,938.07562
388,3.225,-991.72369,700.48242,937.39362
389,3.233,-1000.46143,701.29364,936.97418
390,3.242,-1008.98486,703.46887,935.67468
391,3.25,-1016.01599,702.63727,933.51031
392,3.258,-1024.28479,703.30524,932.4967
393,3.267,-1031.23083,703.11304,932.07367
394,3.275,-1042.03137,704.94257,932.16711
395,3.283,-1049.99683,705.44012,931.79651
396,3.292,-1056.2804,704.8761,931.84802
397,3.3,-1065.47156,706.0589,931.02771
398,3.308,-1072.05249,705.3172,930.20966
399,3.317,-1081.22437,706.29309,930.16345
400,3.325,-1088.65002,707.91565,930.70892
401,3.333,-1096.89746,708.38629,931.82312
402,3.342,-1105.10486,708.4552,931.81689
403,3.35,-1111.97522,708.19415,932.90613
