Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,1946.84045,476.85864,1475.323
2,0.008,1940.23157,476.55164,1475.33252
3,0.017,1933.69263,477.24365,1474.37024
4,0.025,1926.43433,477.56949,1474.21777
5,0.033,1919.9032,478.03409,1474.16919
6,0.042,1913.14441,479.23694,1473.20837
7,0.05,1905.55457,481.01517,1472.94958
8,0.058,1899.38135,481.94104,1473.14221
9,0.067,1892.32324,482.31824,1471.91138
10,0.075,1885.41357,482.93515,1471.146
11,0.083,1879.04089,483.03732,1469.81006
12,0.092,1870.95105,483.13379,1468.65967
13,0.1,1864.68518,482.63547,1468.23376
14,0.108,1856.94226,482.48782,1466.33582
15,0.117,1850.31885,482.38342,1466.51538
16,0.125,1843.33093,480.74524,1464.81604
17,0.133,1836.51013,481.28262,1463.69153
18,0.142,1829.3197,480.96738,1463.37598
19,0.15,1822.19434,482.28247,1462.73865
20,0.158,1815.48242,481.17941,1461.92432
21,0.167,1807.35974,479.02472,1459.15076
22,0.175,1800.49292,479.06155,1458.75488
23,0.183,1793.29419,478.56989,1458.8656
24,0.192,1787.10071,477.42432,1457.56152
25,0.2,1779.13538,476.28098,1456.42017
26,0.208,1771.83936,475.12064,1455.20605
27,0.217,1764.83801,473.66577,1454.71484
28,0.225,1758.54602,472.24374,1454.04944
29,0.233,1750.30115,472.09775,1453.40112
30,0.242,1742.77563,470.39041,1453.94751
31,0.25,1736.12244,468.23404,1453.5365
32,0.258,1726.77734,467.34134,1454.94141
33,0.267,1720.54138,462.9603,1455.23657
34,0.275,1711.86719,463.64612,1456.25586
35,0.283,1703.11694,463.48077,1455.22766
36,0.292,1697.04602,461.86935,1456.91162
37,0.3,1688.17139,460.74042,1457.12805
38,0.308,1680.23877,459.84448,1458.42224
39,0.317,1673.89929,457.07104,1459.12854
40,0.325,1665.83594,457.33316,1460.25867
41,0.333,1657.93896,455.91129,1461.39868
42,0.342,1650.59839,452.97202,1461.98792
