Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,1780.61621,625.38422,968.95941
2,0.008,1768.047,622.2345,969.14966
3,0.017,1762.96741,625.26898,968.84027
4,0.025,1755.17651,626.14777,968.05597
5,0.033,1742.58569,623.28723,968.5907
6,0.042,1732.64966,623.2381,967.97034
7,0.05,1723.04297,622.51685,967.45892
8,0.058,1717.42383,625.21191,969.71631
9,0.067,1708.47803,625.63257,969.50916
10,0.075,1700.66895,624.89124,967.74017
11,0.083,1691.32117,624.74567,967.78577
12,0.092,1681.33923,624.21417,966.58368
13,0.1,1675.39355,625.948,966.77875
14,0.108,1663.36353,623.45197,966.59869
15,0.117,1656.53223,625.31647,966.02521
16,0.125,1646.68921,625.97748,964.4953
17,0.133,1637.77319,626.66675,964.21417
18,0.142,1629.80737,628.65021,964.2757
19,0.15,1617.33118,626.28375,963.20947
20,0.158,1611.52039,627.76379,961.63165
21,0.167,1598.21069,625.69318,962.32013
22,0.175,1591.82666,627.36493,961.47766
23,0.183,1582.43103,629.09167,959.82001
24,0.192,1572.25842,628.97168,960.42157
25,0.2,1565.76416,630.33929,960.82635
26,0.208,1554.82617,629.07709,959.54846
27,0.217,1547.08704,630.25555,959.45203
28,0.225,1538.74585,630.43988,958.55945
29,0.233,1530.10132,630.17615,958.22473
30,0.242,1522.16064,631.22345,958.19373
31,0.25,1512.61365,632.23395,956.81903
32,0.258,1504.91187,632.81812,956.86084
33,0.267,1496.61243,632.45081,956.22449
34,0.275,1489.49805,633.80884,956.17023
35,0.283,1480.9408,633.74976,955.49988
36,0.292,1474.36218,632.45929,955.86072
37,0.3,1467.14819,632.96149,955.95642
38,0.308,1460.19934,634.8783,957.04767
39,0.317,1453.09143,634.64709,957.34436
40,0.325,1445.2384,635.16187,958.18835
41,0.333,1441.54956,634.98309,958.19989
42,0.342,1435.70117,635.0741,957.78589
43,0.35,1429.76062,635.81274,958.74908
44,0.358,1421.71948,635.21179,958.90594
45,0.367,1415.55188,634.43475,959.75995
46,0.375,1409.69531,635.72614,959.30933
47,0.383,1403.15332,636.84454,959.20081
48,0.392,1399.46228,636.50592,958.57318
49,0.4,1393.40161,636.94342,958.78229
50,0.408,1387.3551,638.25055,958.08508
51,0.417,1383.4198,636.68408,957.56183
52,0.425,1377.50745,637.72095,956.70306
53,0.433,1373.27075,638.62268,955.13513
54,0.442,1367.38647,639.12518,954.03906
55,0.45,1362.56274,639.27368,953.99347
56,0.458,1357.36621,640.67004,952.03552
57,0.467,1353.28113,641.13654,950.03333
58,0.475,1349.74023,643.00189,949.54828
59,0.483,1345.82483,642.1604,948.72675
60,0.492,1340.60852,643.9342,947.15759
61,0.5,1337.32971,643.05402,946.0755
62,0.508,1332.69189,645.211,944.55945
63,0.517,1329.58362,646.46118,943.28693
64,0.525,1325.00317,647.28101,941.28424
65,0.533,1321.52991,647.91815,940.75751
66,0.542,1318.74548,648.78632,938.82031
67,0.55,1313.97168,649.44409,937.638
68,0.558,1311.05774,649.35651,935.64948
69,0.567,1308.00769,650.77881,934.11011
70,0.575,1303.62598,651.76111,932.68524
71,0.583,1298.7677,653.15503,931.2453
72,0.592,1296.38269,652.6308,929.67896
73,0.6,1291.57703,654.68512,929.01208
74,0.608,1287.5448,655.00452,926.47534
75,0.617,1283.89758,656.02106,925.72803
76,0.625,1279.58008,656.29407,924.94397
77,0.633,1275.33704,658.24084,922.74548
78,0.642,1270.32617,659.55188,921.7348
79,0.65,1267.40015,659.79639,921.79089
80,0.658,1261.08716,660.20447,919.32422
81,0.667,1256.47583,661.03564,917.87396
82,0.675,1250.93213,661.63763,916.36609
83,0.683,1246.70508,662.11365,915.77185
84,0.692,1240.56238,663.62488,913.54944
85,0.7,1235.95337,663.00043,912.29077
86,0.708,1230.80396,664.99475,911.33887
87,0.717,1224.6936,664.36542,909.14258
88,0.725,1218.13025,666.43024,908.98871
89,0.733,1212.50757,665.19562,906.92975
90,0.742,1205.27747,665.66284,905.62097
91,0.75,1200.03381,665.76624,904.20282
92,0.758,1192.77625,666.82941,903.07953
93,0.767,1186.43103,666.13281,900.88232
94,0.775,1178.28198,668.05432,900.26862
95,0.783,1170.0282,668.60303,898.47614
96,0.792,1162.56616,668.69659,897.32947
97,0.8,1155.12341,668.20514,895.66931
98,0.808,1147.12842,668.07928,894.23547
99,0.817,1138.82825,669.13696,893.03723
100,0.825,1130.2135,667.62494,891.4071
101,0.833,1121.58386,667.97675,890.3985
102,0.842,1112.88403,669.61224,889.75861
103,0.85,1103.43787,668.06982,889.43018
104,0.858,1093.75586,670.15729,888.85602
105,0.867,1084.12793,669.35345,887.82813
106,0.875,1074.63928,670.54297,887.3894
107,0.883,1063.34436,671.05652,887.89563
108,0.892,1052.28491,671.58728,887.80438
109,0.9,1039.81702,672.35925,887.53961
110,0.908,1030.40845,675.53058,889.07245
111,0.917,1018.31897,677.22369,890.5993
112,0.925,1006.10571,677.79742,893.43573
113,0.933,995.26434,678.71838,896.05115
114,0.942,982.05286,681.11017,898.59741
115,0.95,969.52625,682.79095,902.65918
116,0.958,958.07483,684.31555,905.91705
117,0.967,946.52759,687.79468,910.25677
118,0.975,932.93091,689.51166,915.58063
119,0.983,921.01105,691.64282,920.15253
120,0.992,909.68066,694.56116,926.68005
121,1,896.44165,697.10138,933.32538
122,1.008,885.23993,701.3006,940.56769
123,1.017,872.44177,704.71301,946.41852
124,1.025,861.41705,708.94983,953.64557
125,1.033,850.255,713.26794,960.3222
126,1.042,838.19189,715.59479,967.56781
127,1.05,826.57465,718.98267,973.69977
128,1.058,815.50269,721.67316,980.39374
129,1.067,804.63519,726.901,987.49731
130,1.075,793.30975,729.65051,994.4328
131,1.083,782.02686,732.37646,1001.46356
132,1.092,770.54156,733.39417,1008.6062
133,1.1,759.98132,736.1936,1015.80811
134,1.108,747.79236,739.06311,1023.54041
135,1.117,737.22559,739.78741,1030.52795
136,1.125,725.59125,741.88947,1037.50745
137,1.133,713.55493,743.59436,1044.86194
138,1.142,702.88086,743.88159,1054.49219
139,1.15,691.86078,744.85541,1061.70996
140,1.158,680.40381,742.9267,1071.25269
141,1.167,668.79193,742.22552,1078.75061
142,1.175,658.12695,741.26355,1085.93872
143,1.183,647.25964,738.93713,1094.22229
144,1.192,636.98718,736.87927,1101.80432
145,1.2,626.82977,735.28156,1108.60156
146,1.208,615.80481,733.16956,1114.7124
147,1.217,606.62836,731.79987,1121.37854
148,1.225,597.15399,732.73724,1127.19531
149,1.233,587.18695,733.0105,1133.72156
150,1.242,578.0755,735.45868,1140.2915
151,1.25,568.61609,736.38586,1144.74536
152,1.258,558.58746,736.44653,1149.00342
153,1.267,550.79767,737.51398,1154.26306
154,1.275,541.54047,739.41296,1157.91235
155,1.283,532.04132,740.88904,1162.0658
156,1.292,523.22034,742.93408,1165.5542
157,1.3,514.70349,746.63226,1168.49609
158,1.308,505.60059,745.59363,1171.96472
159,1.317,497.22391,746.91931,1173.48499
160,1.325,488.4899,748.98334,1175.95618
161,1.333,480.58591,750.49951,1177.60999
162,1.342,470.65643,749.83875,1178.95984
163,1.35,462.31622,749.16931,1180.0188
164,1.358,453.93558,750.56934,1180.29016
165,1.367,445.53381,748.86188,1180.33459
166,1.375,436.66171,748.23883,1181.52808
167,1.383,428.04608,747.07861,1181.505
168,1.392,420.86023,746.39288,1180.85413
169,1.4,412.42056,745.1059,1180.63574
170,1.408,403.90585,745.13611,1180.0896
171,1.417,396.08228,742.86542,1178.9469
172,1.425,387.64212,740.51532,1177.48767
173,1.433,380.25092,737.59058,1176.06763
174,1.442,372.14758,734.76276,1173.14551
175,1.45,364.10208,732.11646,1171.25708
176,1.458,356.56873,730.13562,1168.42493
177,1.467,348.94226,726.06653,1165.4679
178,1.475,341.00891,723.67908,1162.82666
179,1.483,333.56323,720.95642,1159.6394
180,1.492,326.23019,716.7442,1155.45715
181,1.5,319.68597,714.7326,1151.65674
182,1.508,312.71552,711.19965,1147.91577
183,1.517,305.76617,708.0802,1143.28467
184,1.525,299.26273,705.13531,1139.15771
185,1.533,291.86896,702.04266,1133.75574
186,1.542,286.07822,699.43677,1129.8949
187,1.55,279.67419,696.7132,1125.40332
188,1.558,273.87448,693.03125,1119.46863
189,1.567,268.29254,690.22327,1114.62122
190,1.575,262.78937,687.1803,1109.08862
191,1.583,257.51694,685.02094,1104.28003
192,1.592,252.12814,680.93964,1098.79321
193,1.6,247.17226,678.33807,1093.44214
194,1.608,242.37064,674.34613,1087.93689
195,1.617,238.44884,672.38342,1082.92542
