Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,1932.05627,735.3374,1094.99304
2,0.008,1925.66626,737.8349,1094.76611
3,0.017,1913.40979,737.31549,1093.35205
4,0.025,1904.46826,738.40485,1092.72668
5,0.033,1897.40405,739.79449,1092.59692
6,0.042,1887.50745,740.73639,1091.50415
7,0.05,1878.69189,740.32367,1091.50745
8,0.058,1869.64087,742.74457,1091.28174
9,0.067,1863.15149,744.09814,1089.9397
10,0.075,1851.55151,743.26398,1089.37231
11,0.083,1843.24219,744.59399,1089.20996
12,0.092,1836.125,746.41266,1088.55725
13,0.1,1825.04053,745.71375,1086.78271
14,0.108,1816.10242,746.5575,1086.8031
15,0.117,1810.07788,747.2713,1086.87537
16,0.125,1797.68835,745.94147,1085.22717
17,0.133,1790.60388,747.17865,1084.51868
18,0.142,1781.06006,746.65302,1083.11377
19,0.15,1772.00403,746.64923,1083.45435
20,0.158,1764.6814,747.96356,1083.04846
21,0.167,1753.75134,746.02997,1082.31091
22,0.175,1746.75574,747.21625,1081.90979
23,0.183,1735.89636,745.96606,1080.96448
24,0.192,1728.6488,746.17932,1082.07495
25,0.2,1719.68091,746.51678,1080.87598
26,0.208,1711.40552,745.41235,1081.17688
27,0.217,1701.9209,744.84235,1081.14441
28,0.225,1694.88269,743.39246,1081.12781
29,0.233,1686.98022,743.75818,1081.02026
30,0.242,1679.15698,741.02484,1081.11487
31,0.25,1670.83557,741.70154,1081.15686
32,0.258,1662.72473,739.25598,1082.86011
33,0.267,1654.64001,739.97894,1084.23962
34,0.275,1646.72168,737.42047,1084.17981
35,0.283,1641.05029,737.76642,1085.44006
36,0.292,1633.78662,734.50366,1086.60229
37,0.3,1626.11438,735.29871,1089.37585
38,0.308,1618.70862,732.16498,1091.146
39,0.317,1613.29053,731.7207,1092.11194
40,0.325,1605.66846,729.92462,1092.74524
41,0.333,1598.61499,729.63763,1095.72961
42,0.342,1592.32373,727.01251,1097.1543
43,0.35,1586.09082,727.35144,1098.64954
44,0.358,1580.34436,726.70618,1100.18457
45,0.367,1572.74854,725.30389,1101.92297
46,0.375,1567.03186,725.34894,1102.79504
47,0.383,1560.00684,723.29688,1103.53381
48,0.392,1553.49536,723.02795,1105.2179
49,0.4,1547.57324,722.28949,1106.71167
50,0.408,1541.50439,721.46198,1107.54431
51,0.417,1535.02502,721.78217,1108.09167
52,0.425,1529.34106,719.62653,1109.15479
53,0.433,1522.53687,719.7215,1110.24902
54,0.442,1515.47693,717.70959,1111.66272
55,0.45,1510.09216,717.7865,1113.15674
56,0.458,1503.39441,718.74823,1113.34106
57,0.467,1497.09106,716.11469,1113.91797
58,0.475,1491.23584,716.75067,1115.00427
59,0.483,1484.53455,715.91455,1115.99634
60,0.492,1478.23047,715.06793,1116.92981
61,0.5,1473.18335,714.84198,1117.7832
62,0.508,1466.3363,713.30023,1118.3241
63,0.517,1460.8374,713.22467,1118.42078
64,0.525,1455.59583,713.35272,1118.64832
65,0.533,1449.89746,711.59796,1118.50134
66,0.542,1443.61853,711.61157,1120.22705
67,0.55,1438.60205,710.54059,1120.00293
68,0.558,1433.46716,709.87189,1120.35059
69,0.567,1427.76001,710.8338,1121.02039
70,0.575,1422.91968,711.08228,1120.57678
71,0.583,1417.10754,709.521,1120.21338
72,0.592,1411.32385,709.88324,1120.32849
73,0.6,1406.06482,710.21936,1119.38696
74,0.608,1399.96948,708.13654,1118.90051
75,0.617,1394.61438,708.71045,1119.25061
76,0.625,1390.14807,708.91675,1118.85242
77,0.633,1384.45215,707.24945,1118.76672
78,0.642,1379.521,707.8678,1118.6615
79,0.65,1373.81775,708.59753,1117.7428
80,0.658,1368.41772,706.38464,1116.8197
