Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,1841.22949,671.4173,1053.15344
2,0.008,1834.79333,672.51031,1053.51001
3,0.017,1825.94446,671.81763,1052.51111
4,0.025,1817.4552,672.62036,1052.23535
5,0.033,1810.11243,674.81183,1051.92712
6,0.042,1800.29895,673.5871,1051.09778
7,0.05,1792.43884,675.27765,1051.91479
8,0.058,1783.724,675.55676,1050.56335
9,0.067,1772.79993,675.26874,1051.76367
10,0.075,1765.65466,676.28131,1052.45593
11,0.083,1755.84949,677.04358,1050.73218
12,0.092,1746.31104,678.23895,1049.86902
13,0.1,1737.05981,679.0174,1049.34802
14,0.108,1727.76965,678.05225,1048.85437
15,0.117,1720.15186,678.87598,1048.47925
16,0.125,1710.87134,679.35297,1047.38757
17,0.133,1702.81677,677.65863,1046.7207
18,0.142,1693.30872,679.30975,1046.23816
19,0.15,1685.59094,677.26178,1046.5448
20,0.158,1676.44019,678.43262,1045.2301
21,0.167,1667.37793,677.79218,1044.52295
22,0.175,1658.00854,678.21448,1043.73157
23,0.183,1650.55518,679.39417,1043.74719
24,0.192,1640.04028,677.84326,1043.47705
25,0.2,1632.94604,678.51715,1043.56714
26,0.208,1622.06812,676.88177,1043.40845
27,0.217,1614.69739,679.19165,1042.85498
28,0.225,1607.30823,674.96808,1042.0177
29,0.233,1601.06494,676.07306,1042.21082
30,0.242,1590.10657,676.8739,1042.45813
31,0.25,1582.07373,676.98499,1040.62512
32,0.258,1572.69946,677.06683,1041.03882
33,0.267,1565.422,676.07977,1042.21729
34,0.275,1556.08496,676.14337,1042.95178
35,0.283,1550.95398,675.98035,1042.72229
36,0.292,1545.00598,675.5282,1043.43091
37,0.3,1534.69421,673.50122,1043.96338
38,0.308,1528.49036,674.11731,1045.15027
39,0.317,1522.43201,672.69141,1047.38037
40,0.325,1514.05933,672.55701,1046.91309
41,0.333,1507.30237,671.50305,1048.51868
42,0.342,1501.86194,671.61273,1049.31702
43,0.35,1494.10901,671.38684,1050.05298
44,0.358,1487.1062,672.08917,1050.45862
45,0.367,1482.32324,670.2561,1050.83044
46,0.375,1476.13599,671.70581,1051.95911
47,0.383,1468.31946,671.06482,1052.5498
48,0.392,1463.20752,670.29071,1052.62195
49,0.4,1457.5188,671.06158,1052.36182
50,0.408,1450.2832,671.28693,1052.14978
51,0.417,1447.32458,668.98303,1052.70776
52,0.425,1440.28259,670.62994,1052.5072
53,0.433,1431.97058,669.20154,1052.21069
54,0.442,1428.22559,667.63666,1051.28516
55,0.45,1421.99988,669.63123,1050.99121
56,0.458,1415.63586,669.63708,1050.8335
57,0.467,1411.08301,667.84479,1050.48401
58,0.475,1405.72266,669.07166,1050.85547
59,0.483,1399.86133,669.52704,1050.03015
60,0.492,1394.85156,667.83618,1050.35999
61,0.5,1390.35571,668.96362,1049.14807
62,0.508,1385.15515,669.72156,1048.9071
63,0.517,1379.6593,669.80139,1048.2373
64,0.525,1374.72241,670.15112,1047.80688
65,0.533,1369.80652,669.08948,1047.76135
66,0.542,1365.93481,669.93091,1047.23499
67,0.55,1360.05688,669.19684,1045.22522
68,0.558,1355.16235,669.74646,1044.66602
69,0.567,1350.83997,668.91522,1043.83081
70,0.575,1344.91687,669.83276,1042.87329
71,0.583,1341.32385,670.2959,1042.04138
72,0.592,1336.03247,670.68335,1040.82849
73,0.6,1329.62378,671.5799,1039.70081
74,0.608,1326.47339,671.2912,1038.82532
75,0.617,1319.92798,671.84869,1037.61743
76,0.625,1315.45056,671.95953,1037.33789
77,0.633,1310.38916,672.00861,1036.31433
78,0.642,1304.81934,673.39026,1036.03809
79,0.65,1301.35852,672.37164,1035.01392
80,0.658,1295.29761,673.29797,1034.47327
81,0.667,1289.51611,674.61554,1032.99902
82,0.675,1284.77991,674.27405,1031.24963
83,0.683,1279.05957,675.10101,1029.9696
84,0.692,1272.98022,675.42395,1030.16858
85,0.7,1267.66455,675.04846,1028.4801
86,0.708,1261.73669,675.98926,1026.32007
87,0.717,1255.74878,676.43793,1025.30798
88,0.725,1249.08606,677.6344,1024.41553
89,0.733,1241.40393,677.51855,1023.76794
90,0.742,1235.58545,677.41833,1022.14801
91,0.75,1229.43018,676.53149,1020.64087
92,0.758,1223.07288,676.24426,1020.36853
93,0.767,1215.59949,677.07361,1016.89026
94,0.775,1208.1908,677.19135,1016.10919
95,0.783,1200.55664,677.3468,1014.80133
96,0.792,1192.92981,677.38995,1012.83954
97,0.8,1184.86279,677.59717,1011.60114
98,0.808,1177.13391,679.4007,1010.08386
99,0.817,1169.64063,680.0127,1008.86377
100,0.825,1160.57886,679.57849,1007.79303
101,0.833,1152.47131,679.85059,1006.25446
102,0.842,1144.21069,679.47955,1005.33679
103,0.85,1135.79919,679.57483,1004.41742
104,0.858,1126.17163,680.27979,1003.70233
105,0.867,1117.11389,680.599,1002.77502
106,0.875,1107.05701,680.14709,1001.76544
107,0.883,1098.77771,680.47076,1001.13416
108,0.892,1090.10999,680.03595,1000.72437
109,0.9,1080.59338,683.37146,1000.77258
110,0.908,1070.64429,683.65192,1001.53448
111,0.917,1061.22156,684.16339,1001.9375
112,0.925,1051.86682,683.92682,1003.95734
113,0.933,1042.15625,685.94757,1004.94434
114,0.942,1031.78625,686.75488,1006.37323
115,0.95,1022.62408,688.88324,1008.11652
116,0.958,1012.43445,690.25519,1010.50989
117,0.967,1003.82935,690.74219,1012.30658
118,0.975,995.20874,693.58911,1015.92157
119,0.983,985.33582,695.41412,1019.53046
120,0.992,977.27917,696.4281,1023.0188
121,1,967.63885,697.06342,1026.76807
122,1.008,959.57733,699.47467,1029.73413
123,1.017,950.492,701.3949,1033.21521
124,1.025,940.9657,703.66345,1037.00439
125,1.033,932.57098,704.5993,1040.64734
126,1.042,923.44318,708.10657,1044.94397
127,1.05,915.41827,708.82037,1047.59106
128,1.058,905.99823,712.53558,1051.53149
129,1.067,897.39099,713.61023,1055.48914
130,1.075,888.30682,715.2403,1058.64978
131,1.083,878.33722,718.09033,1062.32458
132,1.092,868.78632,719.85522,1067.06482
133,1.1,858.65717,720.77112,1069.7688
134,1.108,850.0332,722.38599,1074.35779
135,1.117,839.83142,725.25848,1078.70313
136,1.125,829.69708,726.16626,1082.21899
137,1.133,820.24945,728.30219,1087.47888
138,1.142,809.35919,730.24078,1091.49194
139,1.15,799.84918,731.75433,1096.93848
140,1.158,789.76013,731.71033,1101.73157
141,1.167,780.13629,731.68457,1107.172
142,1.175,769.83429,734.1925,1111.95825
143,1.183,759.67139,734.92157,1116.26416
144,1.192,750.79297,735.26324,1120.67029
145,1.2,741.1156,734.49811,1125.15771
146,1.208,731.27435,734.62653,1128.88196
147,1.217,721.41791,734.91669,1133.5354
148,1.225,712.15289,733.08228,1135.75171
149,1.233,702.61328,732.85657,1140.12244
150,1.242,692.65393,732.13013,1142.67834
151,1.25,683.31451,733.93561,1144.8219
152,1.258,673.56537,734.87415,1147.9032
153,1.267,664.42853,737.6427,1150.04028
154,1.275,656.23364,739.45313,1153.09204
155,1.283,645.75586,740.78424,1154.17249
156,1.292,637.76221,742.74127,1156.74841
157,1.3,628.46649,744.11133,1157.34229
158,1.308,619.45667,745.78168,1157.7511
159,1.317,611.36346,747.53229,1159.18799
160,1.325,600.99658,749.62024,1159.56982
161,1.333,592.79773,751.60309,1159.76587
162,1.342,585.13654,748.98413,1161.00793
163,1.35,575.72491,748.82941,1161.1792
164,1.358,567.27734,747.77173,1161.23853
165,1.367,558.21667,746.85077,1160.86401
166,1.375,549.16736,745.89813,1160.64258
167,1.383,541.83423,744.44531,1160.29517
168,1.392,533.18298,742.52435,1159.76318
169,1.4,525.24597,740.84033,1160.21826
170,1.408,516.96204,739.56287,1159.60095
171,1.417,509.11951,736.4776,1157.43127
172,1.425,501.05563,734.65985,1156.90967
173,1.433,493.23801,732.60315,1157.25012
174,1.442,485.1423,732.23621,1155.7395
175,1.45,478.68439,729.40167,1154.03662
176,1.458,470.80066,727.47449,1152.23242
177,1.467,463.95779,724.57849,1152.00696
178,1.475,456.65863,722.20935,1150.57275
179,1.483,449.36691,717.14087,1148.80566
180,1.492,442.32831,713.31067,1147.65845
181,1.5,435.88354,711.10339,1146.81628
182,1.508,428.31369,708.59955,1145.15393
183,1.517,422.09665,705.06116,1144.13721
184,1.525,415.85461,702.41351,1142.28577
185,1.533,408.79651,699.30609,1140.52209
186,1.542,401.97733,696.95929,1138.33276
187,1.55,395.65601,694.39087,1137.13696
188,1.558,389.26859,691.21271,1134.65491
189,1.567,382.88968,687.90948,1133.12366
190,1.575,376.95215,685.06097,1131.83752
191,1.583,370.82632,684.5528,1128.85547
192,1.592,365.59967,681.2724,1127.58313
193,1.6,359.3797,679.38922,1124.13989
194,1.608,354.22641,676.83948,1123.17822
195,1.617,349.18494,674.04199,1121.06189
196,1.625,342.81909,671.97205,1117.5979
197,1.633,338.46716,669.55414,1115.95398
198,1.642,333.42938,666.45123,1113.12659
199,1.65,327.64008,664.56775,1110.58423
200,1.658,323.19513,662.0282,1108.24927
201,1.667,318.69733,659.17004,1105.85449
202,1.675,313.16653,656.5946,1102.44238
203,1.683,307.86353,655.17096,1100.41296
204,1.692,303.0679,652.71503,1098.03992
205,1.7,298.83316,651.698,1094.65637
206,1.708,293.46936,651.37158,1092.8396
207,1.717,289.29538,648.6319,1090.16211
208,1.725,284.1001,647.04108,1087.11731
209,1.733,278.19479,644.74457,1084.94763
210,1.742,275.14569,644.70862,1082.60181
211,1.75,270.94229,644.21759,1079.58044
212,1.758,265.15039,642.34521,1077.93457
213,1.767,260.57391,639.93176,1075.15662
214,1.775,256.99362,638.38507,1072.99756
215,1.783,253.09422,637.84094,1070.64685
216,1.792,249.34192,636.78033,1068.34631
217,1.8,245.0368,635.55353,1066.92725
218,1.808,240.66431,632.76672,1063.85242
219,1.817,235.9734,631.62836,1062.89429
220,1.825,231.68134,630.71936,1060.52356
221,1.833,227.6335,630.27686,1058.98889
222,1.842,223.04884,629.55872,1057.85608
223,1.85,218.71736,628.31744,1055.58887
224,1.858,214.2506,626.71448,1053.42761
225,1.867,209.96538,626.48566,1052.41138
226,1.875,204.86975,626.05353,1050.47876
227,1.883,200.42781,626.02179,1049.14001
228,1.892,195.1201,625.21381,1047.21704
229,1.9,190.21895,625.10443,1045.5542
230,1.908,185.00909,624.9823,1044.13953
231,1.917,179.5441,624.93933,1042.32031
232,1.925,173.97694,624.48163,1041.01819
233,1.933,167.84041,624.86981,1038.50769
234,1.942,162.36578,624.07318,1037.24512
235,1.95,157.17683,625.05719,1035.41614
236,1.958,150.07733,624.45447,1034.08972
237,1.967,143.74873,625.30774,1032.49023
238,1.975,137.37801,624.71857,1030.82019
239,1.983,130.19637,625.22253,1029.55017
240,1.992,124.56512,624.98114,1027.31873
241,2,117.60059,624.94861,1026.31775
242,2.008,110.91254,627.14648,1024.47449
243,2.017,103.45364,626.7915,1022.73309
244,2.025,96.41542,627.66388,1020.65576
245,2.033,89.40882,627.43536,1019.26239
246,2.042,82.12643,628.51489,1017.45795
247,2.05,74.38136,629.51324,1016.85919
248,2.058,65.3672,630.69885,1014.9953
249,2.067,58.17633,630.42035,1013.70032
250,2.075,50.34078,632.41669,1012.22968
251,2.083,42.99644,632.49829,1010.24554
252,2.092,35.184,634.14099,1009.36853
253,2.1,27.05876,634.99811,1009.32318
254,2.108,18.38346,636.31207,1007.50299
255,2.117,10.72088,636.87109,1007.00769
256,2.125,2.68791,638.88849,1006.39252
257,2.133,-5.75645,639.33276,1006.05164
258,2.142,-14.0088,639.89313,1006.30444
259,2.15,-21.84743,639.8103,1005.91644
260,2.158,-29.34885,640.85321,1006.71527
261,2.167,-38.23404,642.03265,1007.4209
262,2.175,-45.77718,642.37897,1008.33472
263,2.183,-53.75682,643.51294,1008.37256
264,2.192,-62.00503,644.75287,1009.21631
265,2.2,-69.0065,646.41345,1009.5177
266,2.208,-77.19816,646.53333,1011.36932
267,2.217,-84.7471,648.05719,1011.81262
268,2.225,-92.1477,648.24524,1011.96179
269,2.233,-100.5338,650.27246,1013.26917
270,2.242,-108.71538,652.43951,1013.90826
271,2.25,-115.79845,652.46857,1013.85107
272,2.258,-123.7269,653.4469,1013.69348
273,2.267,-131.9323,655.76563,1014.5694
274,2.275,-140.33633,654.9389,1014.90033
275,2.283,-147.61452,656.90161,1015.36176
276,2.292,-155.32899,658.04846,1016.27478
277,2.3,-163.47719,658.32159,1015.7619
278,2.308,-171.10381,658.98523,1015.84528
279,2.317,-178.46446,659.74762,1016.43933
