Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-73.83916,-104.53202,992.48633,-87.60498,124.54289,1004.74695,-228.00818,-72.95133,1021.56604,-230.37181,95.00914,1020.53015,-273.78708,-64.22396,960.19733
2,0.008,-73.87122,-104.74718,992.15698,-87.44272,124.55807,1004.65302,-227.71977,-72.73228,1021.8479,-230.37181,95.00914,1020.53015,-273.78708,-64.22396,960.19733
3,0.017,-73.80573,-104.67163,992.29132,-87.44272,124.55807,1004.65302,-227.11926,-71.91965,1021.85907,-230.27119,95.00182,1020.45142,-273.78708,-64.22396,960.19733
4,0.025,-73.66247,-104.51306,992.38165,-86.95734,124.37289,1004.49231,-226.93776,-71.90574,1021.79724,-229.85799,94.95953,1020.49689,-273.66388,-63.06782,960.30414
5,0.033,-73.55761,-104.6857,992.1106,-86.95734,124.37289,1004.49231,-226.9165,-71.8125,1021.75476,-229.85799,94.95953,1020.49689,-273.70779,-63.17305,960.11951
6,0.042,-73.55761,-104.6857,992.1106,-86.82173,124.27551,1004.53632,-226.8941,-71.92901,1021.87366,-229.17761,95.02732,1020.21216,-273.64078,-62.96753,960.03156
7,0.05,-73.57782,-104.6367,991.60205,-86.80059,124.45387,1004.08905,-226.75539,-71.5187,1021.67041,-229.00563,95.18328,1020.2135,-273.52664,-62.86982,959.75317
8,0.058,-73.41051,-104.48872,991.64612,-87.00699,124.42292,1003.81384,-226.60542,-71.33121,1021.52307,-229.46579,95.38996,1020.35077,-273.52664,-62.86982,959.75317
9,0.067,-73.61105,-104.75384,991.49695,-86.93021,124.27625,1003.52203,-226.44897,-71.26095,1021.69775,-228.81735,95.12228,1020.3913,-273.52664,-62.86982,959.75317
10,0.075,-73.57238,-103.99581,992.21295,-86.26374,124.33206,1003.48529,-226.12967,-71.58572,1021.20117,-228.76311,95.22093,1020.46906,-273.64078,-62.96753,960.03156
11,0.083,-72.81781,-104.4371,991.10443,-86.35671,124.20208,1003.67328,-226.12831,-71.7307,1020.83514,-228.81735,95.12228,1020.3913,-273.52664,-62.86982,959.75317
12,0.092,-72.81781,-104.4371,991.10443,-86.97271,124.47886,1003.31726,-226.12106,-71.99252,1020.81348,-228.72173,95.04911,1020.06757,-273.52664,-62.86982,959.75317
13,0.1,-72.78786,-104.51073,991.0047,-86.97271,124.47886,1003.31726,-226.12106,-71.99252,1020.81348,-228.77621,95.13429,1020.20569,-273.52664,-62.86982,959.75317
14,0.108,-72.46279,-104.52229,990.80444,-87.1285,124.61991,1003.65253,-226.08455,-72.1879,1020.6936,-228.81735,95.12228,1020.3913,-273.52664,-62.86982,959.75317
15,0.117,-72.46279,-104.52229,990.80444,-86.92911,124.55093,1004.04205,-225.68074,-72.56885,1021.15588,-229.05634,94.86414,1020.39154,-273.27774,-63.2641,959.71686
16,0.125,-72.46279,-104.52229,990.80444,-86.6795,124.80552,1004.42749,-225.5219,-72.79237,1021.138,-229.00188,94.77896,1020.25342,-273.1044,-64.09726,959.98395
17,0.133,-72.32783,-104.39708,990.9101,-86.69229,124.71501,1004.53418,-225.40572,-72.86585,1021.19727,-229.28186,94.5827,1020.30194,-273.1044,-64.09726,959.98395
18,0.142,-72.19244,-103.5595,991.69171,-86.69229,124.71501,1004.53418,-225.40572,-72.86585,1021.19727,-229.23363,94.53568,1020.62506,-273.1044,-64.09726,959.98395
19,0.15,-72.40849,-103.86572,991.50812,-86.64038,124.59685,1004.70496,-225.17577,-72.92709,1021.12286,-229.09927,94.58154,1020.70642,-273.15323,-64.5911,960.0733
20,0.158,-72.34304,-103.68797,991.56592,-86.64038,124.59685,1004.70496,-225.16252,-72.8299,1021.21442,-229.09927,94.58154,1020.70642,-272.67526,-65.10431,960.62189
21,0.167,-72.34304,-103.68797,991.56592,-86.64038,124.59685,1004.70496,-225.17577,-72.92709,1021.12286,-229.1004,94.42277,1020.92535,-272.87457,-64.73283,960.22803
22,0.175,-72.19244,-103.5595,991.69171,-86.64038,124.59685,1004.70496,-225.16252,-72.8299,1021.21442,-229.1004,94.42277,1020.92535,-272.86545,-64.96465,960.40759
23,0.183,-72.34304,-103.68797,991.56592,-86.64038,124.59685,1004.70496,-225.08507,-72.6304,1021.46912,-229.1004,94.42277,1020.92535,-272.86545,-64.96465,960.40759
24,0.192,-72.19244,-103.5595,991.69171,-86.82173,124.27551,1004.53632,-225.16252,-72.8299,1021.21442,-229.1004,94.42277,1020.92535,-272.57071,-65.21654,960.80402
25,0.2,-72.19244,-103.5595,991.69171,-86.2288,124.37568,1004.71948,-225.33485,-72.90086,1021.2428,-229.1004,94.42277,1020.92535,-272.67526,-65.10431,960.62189
26,0.208,-72.20197,-103.67116,991.83148,-86.2288,124.37568,1004.71948,-225.33485,-72.90086,1021.2428,-229.09927,94.58154,1020.70642,-272.67526,-65.10431,960.62189
27,0.217,-72.34174,-103.79828,991.72607,-86.64038,124.59685,1004.70496,-225.5648,-72.83964,1021.3172,-229.09927,94.58154,1020.70642,-273.30759,-64.78436,960.36884
28,0.225,-72.77271,-103.69849,991.5517,-86.76144,124.24522,1004.36658,-225.62421,-72.35898,1021.80688,-229.09094,94.19159,1020.86438,-273.60208,-64.34446,960.89972
29,0.233,-72.77271,-103.69849,991.5517,-86.76144,124.24522,1004.36658,-225.94716,-72.22373,1021.89923,-228.96683,94.44979,1020.8006,-273.62027,-64.05611,960.89819
30,0.242,-72.77271,-103.69849,991.5517,-86.2479,123.91431,1003.94135,-226.13467,-72.30445,1021.62805,-228.69136,94.34236,1020.8808,-273.43991,-64.59379,960.64587
31,0.25,-72.91259,-103.93025,991.63086,-86.81445,124.08872,1003.67572,-226.13467,-72.30445,1021.62805,-228.89224,94.57394,1020.78302,-273.43991,-64.59379,960.64587
32,0.258,-73.4136,-104.75768,990.77905,-86.81445,124.08872,1003.67572,-226.29033,-71.9814,1021.73999,-228.97809,94.63963,1020.51758,-273.62027,-64.05611,960.89819
33,0.267,-73.25933,-104.8545,990.90332,-86.80167,124.17918,1003.56897,-226.54007,-72.25182,1021.51379,-229.21709,94.38142,1020.51776,-273.62027,-64.05611,960.89819
34,0.275,-73.36279,-104.81936,990.68146,-86.93021,124.27625,1003.52203,-226.59819,-72.13097,1021.42389,-229.35146,94.33553,1020.4364,-273.62027,-64.05611,960.89819
35,0.283,-73.73351,-105.07497,990.96191,-87.1554,124.42977,1003.87659,-226.83601,-72.16977,1021.34991,-229.81531,94.89095,1020.43005,-273.69778,-63.5239,960.62476
36,0.292,-74.01888,-104.9705,990.79327,-87.4955,124.75597,1003.83429,-226.96654,-72.18133,1021.11115,-230.04456,94.95026,1020.27734,-273.69778,-63.5239,960.62476
37,0.3,-73.96518,-105.03058,990.6958,-87.4955,124.75597,1003.83429,-226.96654,-72.18133,1021.11115,-230.32477,94.99687,1020.22607,-273.85901,-63.45872,960.50244
38,0.308,-73.75651,-104.7411,990.57336,-87.57567,124.69612,1004.11371,-227.17282,-72.54195,1020.96155,-230.53488,94.75122,1020.30481,-273.78149,-63.99088,960.77594
39,0.317,-74.098,-104.66271,990.64362,-88.0458,124.50393,1004.07404,-227.13632,-72.73734,1020.84167,-230.66565,94.74609,1019.9624,-273.70779,-64.01759,960.48468
40,0.325,-74.0443,-104.72279,990.54614,-88.33517,124.14063,1004.14056,-227.08369,-72.86552,1020.64374,-230.66565,94.74609,1019.9624,-273.76004,-64.90794,960.41217
41,0.333,-74.43482,-104.38714,990.31805,-88.49748,124.12539,1004.2345,-227.70152,-72.94056,1020.80194,-230.64684,94.7298,1020.10968,-274.33395,-64.08457,960.38184
42,0.342,-74.43482,-104.38714,990.31805,-88.58794,123.92709,1004.39917,-227.94199,-73.27597,1020.89209,-230.83963,94.58363,1020.07043,-274.56604,-64.58969,960.95142
43,0.35,-74.48853,-104.32705,990.41553,-88.91454,123.54049,1004.48663,-227.88602,-73.78873,1020.9129,-230.98039,94.43484,1019.99225,-274.74445,-64.78862,961.22687
