Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-81.75824,-216.61191,1052.50354,99.71483,-264.19199,1015.92255,94.35364,-195.59743,955.06622
2,0.008,-81.46844,-216.08568,1053.60889,100.7825,-262.46625,1016.98956,94.72597,-194.58189,957.10309
3,0.017,-81.22401,-215.26312,1053.75244,101.4832,-261.33246,1018.51355,95.20427,-193.51297,957.71808
4,0.025,-80.0913,-215.14398,1054.59424,102.7822,-259.63062,1019.75452,96.51768,-192.58089,958.81079
5,0.033,-79.36009,-214.85297,1055.8678,102.94553,-259.06516,1020.77515,97.58773,-191.06018,960.45056
6,0.042,-78.95583,-214.10884,1056.59009,104.07062,-257.60736,1022.70758,97.99017,-190.54509,961.8363
7,0.05,-77.96474,-213.18175,1057.021,105.82368,-256.19379,1023.7829,99.53738,-189.07605,963.06012
8,0.058,-77.55698,-212.79178,1058.33154,106.19469,-255.64029,1024.64282,99.44361,-189.41214,963.63599
9,0.067,-77.69546,-212.7718,1059.24182,106.85585,-253.51912,1026.58936,99.99342,-187.05246,965.461
10,0.075,-77.13543,-211.62901,1059.73193,107.24739,-253.05432,1027.58508,101.48506,-184.73273,966.69427
11,0.083,-76.91052,-211.52937,1060.09448,108.35044,-251.80109,1029.47888,101.96626,-185.11279,968.64709
12,0.092,-76.66241,-211.43211,1060.39539,108.616,-249.9614,1030.01221,102.07844,-184.53683,969.14899
13,0.1,-75.27733,-210.08577,1061.32739,109.8915,-249.2014,1030.65405,102.68336,-183.93414,970.51953
14,0.108,-75.32327,-210.17778,1061.57703,111.09812,-247.91333,1031.87231,102.61382,-182.37737,972.25421
15,0.117,-74.84013,-209.55966,1062.85864,110.91494,-246.98799,1032.88928,103.06713,-180.61748,973.39038
16,0.125,-74.45052,-208.2617,1063.78748,111.83306,-245.29227,1034.0835,103.70229,-180.16379,973.98944
17,0.133,-74.26377,-207.84183,1064.61902,113.21834,-244.26228,1035.56787,104.94486,-179.21954,975.00116
18,0.142,-73.47043,-207.54759,1065.00159,113.88065,-243.19702,1035.79553,104.66093,-177.92001,976.06543
19,0.15,-73.15253,-207.03336,1065.61206,114.26196,-241.60631,1037.24719,104.1573,-176.15964,977.81268
20,0.158,-72.95544,-206.77985,1065.75964,114.38409,-240.22249,1038.43396,104.76093,-175.74092,978.45233
21,0.167,-72.61445,-205.47874,1066.62097,114.56505,-239.10437,1039.89075,106.46702,-174.13283,979.76727
22,0.175,-72.5232,-204.94238,1067.49377,114.97039,-238.01729,1040.64978,107.09158,-173.30173,980.81586
23,0.183,-71.54611,-204.3551,1068.05908,116.3389,-236.73074,1041.15393,107.05485,-172.35884,981.63434
24,0.192,-71.41145,-204.27902,1068.4469,117.05024,-235.70473,1040.96643,107.7657,-171.66621,982.29547
25,0.2,-71.29178,-203.58281,1068.74304,116.99989,-235.59206,1042.51807,107.08685,-170.91409,982.8772
26,0.208,-71.12083,-203.21089,1069.01794,118.19614,-234.33051,1043.51709,107.86395,-169.22719,983.74548
27,0.217,-70.49372,-202.99873,1069.5481,118.61478,-233.79459,1044.4729,108.24799,-169.06583,984.18365
28,0.225,-70.54719,-202.28172,1070.0885,119.09986,-232.51399,1044.29785,108.41142,-168.23621,984.51373
