Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,83.26749,-166.21263,58.5914,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
2,0.008,83.29498,-166.33127,58.6914,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
3,0.017,83.29498,-166.33127,58.6914,308.55463,-222.86656,44.45937,255.93004,-168.79239,80.48515
4,0.025,83.29498,-166.33127,58.6914,308.55463,-222.86656,44.45937,255.93004,-168.79239,80.48515
5,0.033,83.16818,-166.40224,58.70358,308.52536,-222.95293,44.5373,255.94551,-168.92625,80.54765
6,0.042,83.26749,-166.21263,58.5914,308.55463,-222.86656,44.45937,255.93004,-168.79239,80.48515
7,0.05,83.15899,-166.25964,58.67308,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
8,0.058,83.29498,-166.33127,58.6914,308.47,-222.8324,44.50396,256.07034,-168.74817,80.57582
9,0.067,83.14068,-166.28362,58.60358,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
10,0.075,83.26749,-166.21263,58.5914,308.42224,-222.81467,44.47207,255.94687,-168.66489,80.60815
11,0.083,83.25871,-166.25691,58.98541,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
12,0.092,83.22202,-165.99568,58.85494,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
13,0.1,83.22202,-165.99568,58.85494,308.47,-222.8324,44.50396,256.07034,-168.74817,80.57582
14,0.108,83.22202,-165.99568,58.85494,308.52536,-222.95293,44.5373,256.07034,-168.74817,80.57582
15,0.117,83.13149,-166.14101,58.57309,308.52536,-222.95293,44.5373,256.07034,-168.74817,80.57582
16,0.125,83.26749,-166.21263,58.5914,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
17,0.133,83.29498,-166.33127,58.6914,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
18,0.142,83.24951,-166.1143,58.95492,308.59888,-222.94426,44.284,256.23059,-168.77,80.35203
19,0.15,83.24951,-166.1143,58.95492,308.59888,-222.94426,44.284,256.07034,-168.74817,80.57582
20,0.158,83.22202,-165.99568,58.85494,308.52536,-222.95293,44.5373,256.07034,-168.74817,80.57582
21,0.167,83.13149,-166.14101,58.57309,308.52536,-222.95293,44.5373,256.07034,-168.74817,80.57582
22,0.175,83.24951,-166.1143,58.95492,308.59888,-222.94426,44.284,256.07034,-168.74817,80.57582
23,0.183,83.24951,-166.1143,58.95492,308.68814,-222.97614,44.28442,256.24081,-168.90233,80.43577
24,0.192,83.2858,-166.18866,58.6609,308.56961,-223.03064,44.36195,256.17715,-168.82681,80.53183
25,0.2,83.2583,-166.07002,58.5609,308.52536,-222.95293,44.5373,256.07034,-168.74817,80.57582
26,0.208,83.14068,-166.28362,58.60358,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
27,0.217,83.29498,-166.33127,58.6914,308.55463,-222.86656,44.45937,256.07034,-168.74817,80.57582
28,0.225,83.26749,-166.21263,58.5914,308.89011,-223.21854,44.83528,256.24081,-168.90233,80.43577
29,0.233,83.26749,-166.21263,58.5914,308.61981,-223.01149,44.46716,256.24081,-168.90233,80.43577
30,0.242,83.13149,-166.14101,58.57309,308.64908,-222.92513,44.38922,256.17715,-168.82681,80.53183
31,0.25,83.26749,-166.21263,58.5914,308.47,-222.8324,44.50396,256.07034,-168.74817,80.57582
32,0.258,83.14068,-166.28362,58.60358,308.52536,-222.95293,44.5373,256.17715,-168.82681,80.53183
33,0.267,83.26749,-166.21263,58.5914,308.61981,-223.01149,44.46716,256.24081,-168.90233,80.43577
34,0.275,83.29498,-166.33127,58.6914,308.64908,-222.92513,44.38922,256.36697,-168.87611,80.675
35,0.283,83.14068,-166.28362,58.60358,308.64908,-222.92513,44.38922,256.20642,-168.82281,80.58223
36,0.292,83.14068,-166.28362,58.60358,308.89011,-223.21854,44.83528,256.17715,-168.82681,80.53183
37,0.3,83.29498,-166.33127,58.6914,308.61981,-223.01149,44.46716,256.17715,-168.82681,80.53183
38,0.308,83.2583,-166.07002,58.5609,308.64908,-222.92513,44.38922,256.25488,-168.83234,80.62627
39,0.317,83.2583,-166.07002,58.5609,308.64908,-222.92513,44.38922,256.36697,-168.87611,80.675
40,0.325,83.29498,-166.33127,58.6914,308.61981,-223.01149,44.46716,256.36697,-168.87611,80.675
41,0.333,83.2583,-166.07002,58.5609,308.61981,-223.01149,44.46716,256.36697,-168.87611,80.675
42,0.342,83.15899,-166.25964,58.67308,308.64908,-222.92513,44.38922,256.56131,-168.92819,80.67542
43,0.35,83.2583,-166.07002,58.5609,308.64908,-222.92513,44.38922,256.43323,-168.94737,80.59292
