Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-277.98679,-54.34196,1101.6261,-267.22598,106.52371,1106.82898,-454.66565,-59.79772,1087.99841,-449.03302,133.11252,1105.36475,-484.28641,-50.71497,1001.09827
2,0.008,-278.02957,-54.08162,1101.96082,-267.22598,106.52371,1106.82898,-454.91205,-60.23372,1088.1897,-448.85767,133.33919,1105.0791,-484.63205,-50.63025,1001.46576
3,0.017,-278.33945,-54.63033,1102.3634,-267.22598,106.52371,1106.82898,-454.93164,-59.96592,1088.18774,-448.85767,133.33919,1105.0791,-484.78586,-50.78304,1001.56152
4,0.025,-278.89175,-54.07663,1103.61914,-267.22598,106.52371,1106.82898,-454.93164,-59.96592,1088.18774,-448.99487,133.52525,1104.9906,-484.63205,-50.63025,1001.46576
5,0.033,-278.4054,-54.79975,1102.76624,-267.22598,106.52371,1106.82898,-454.93164,-59.96592,1088.18774,-448.99487,133.52525,1104.9906,-484.45184,-50.24915,1001.67847
6,0.042,-278.39108,-54.27013,1102.5155,-267.34241,106.2803,1105.72668,-455.06107,-59.39347,1087.84326,-448.65634,134.53046,1104.80029,-484.69238,-50.02608,1001.34827
7,0.05,-278.2583,-54.19908,1102.15564,-267.8696,108.0727,1104.51123,-455.25232,-59.1021,1087.88684,-448.40991,134.47093,1104.38635,-485.27881,-49.71853,1001.38568
8,0.058,-278.2583,-54.19908,1102.15564,-268.19995,108.75337,1104.26086,-455.28961,-59.25356,1087.78333,-448.50662,135.23201,1104.07178,-485.49591,-49.71071,1001.20703
9,0.067,-277.92957,-54.26117,1102.07935,-268.36444,108.9413,1104.00305,-455.40417,-58.86956,1087.68359,-448.50662,135.23201,1104.07178,-485.49591,-49.71071,1001.20703
10,0.075,-277.87146,-53.29403,1102.14441,-268.36444,108.9413,1104.00305,-455.50003,-58.48775,1087.62891,-449.43573,136.40305,1103.42664,-485.67261,-50.17683,1000.93158
11,0.083,-277.76697,-53.43537,1101.95605,-268.36444,108.9413,1104.00305,-455.58484,-58.44776,1087.55078,-449.85617,136.666,1103.3623,-486.0629,-49.87377,1000.63568
12,0.092,-278.09576,-53.37326,1102.03247,-268.09402,109.38452,1103.83679,-455.55023,-58.20344,1087.38062,-450.10413,136.7511,1103.39563,-486.23441,-49.48442,1000.34967
13,0.1,-278.20438,-53.1094,1101.89478,-268.09402,109.38452,1103.83679,-455.55023,-58.20344,1087.38062,-450.06174,136.94505,1103.22961,-486.24368,-47.88599,1000.40662
