Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z,L.Ankle.x,L.Ankle.y,L.Ankle.z,L.Ankle.Medial.x,L.Ankle.Medial.y,L.Ankle.Medial.z
1,0,181.38289,245.02805,297.1817,74.7847,231.03731,80.79998,118.53575,142.74899,94.07764
2,0.008,182.26312,245.00629,299.84543,74.93904,233.51805,83.43764,118.91011,142.67123,96.58067
3,0.017,182.66791,244.54692,300.81888,74.98797,234.3524,84.06907,120.23112,143.01263,98.53796
4,0.025,182.54095,245.21858,303.50711,75.27929,235.71227,85.75584,121.41273,144.01871,100.84499
5,0.033,183.68326,246.40926,306.43808,75.50313,235.98248,90.11681,122.02017,145.69034,102.88994
6,0.042,183.94557,246.75452,308.09821,75.75124,235.34988,90.23541,122.35118,147.25192,104.73217
7,0.05,184.71976,247.56508,311.27521,76.64594,236.63921,94.35667,123.3202,147.76968,107.56534
8,0.058,185.45732,249.01758,313.59012,78.89529,239.72784,96.88097,123.76634,148.60104,109.61745
9,0.067,186.10829,247.80072,316.87137,79.85255,239.16351,97.64832,123.94781,149.27417,111.41699
10,0.075,186.8273,249.58195,318.32309,81.89299,238.37508,97.62626,125.13553,150.29779,112.85597
11,0.083,186.73471,250.09915,319.12292,81.52431,239.63963,99.95541,125.70445,151.20787,113.69724
12,0.092,187.09846,250.51938,319.92795,81.52431,239.63963,99.95541,125.93397,151.47006,114.03284
13,0.1,187.29471,250.46375,320.10303,81.78212,239.14758,99.65199,126.20975,151.65987,114.09772
14,0.108,186.96219,250.16812,319.83627,81.52431,239.63963,99.95541,125.99683,151.48701,113.87495
15,0.117,187.13763,249.75931,318.88855,81.45525,239.09773,98.19601,125.21019,151.0406,113.25564
16,0.125,186.7408,249.69159,317.7276,79.57623,239.69165,97.23759,124.32445,150.17796,111.39456
17,0.133,186.74106,250.48387,315.10324,78.83296,241.14754,96.71111,123.36591,150.35884,109.9968
18,0.142,185.3255,249.01974,312.3924,77.30734,239.15356,93.30396,123.74371,149.61612,107.29096
