Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,309.03979,-176.4487,1287.52747,472.56018,-185.15883,1253.34717,465.67157,-150.99693,1185.99915
2,0.008,308.94278,-176.53996,1287.62366,471.7374,-185.10992,1253.86426,465.57187,-151.1976,1185.97009
3,0.017,308.59225,-176.9491,1287.71338,471.93314,-184.62813,1254.39087,465.21442,-151.36523,1186.32007
4,0.025,308.31619,-176.76257,1288.03149,471.7478,-184.99649,1254.60669,465.2735,-151.299,1186.67847
5,0.033,308.02362,-176.58157,1288.16577,471.57498,-184.83008,1254.84595,465.1445,-152.05344,1187.18359
6,0.042,307.88232,-176.58052,1288.33191,471.37177,-184.5843,1255.1958,465.09796,-151.8573,1187.69067
7,0.05,307.88232,-176.58052,1288.33191,471.1817,-184.80064,1255.97656,464.82965,-151.80971,1188.21448
8,0.058,307.82001,-176.74942,1288.45532,470.96393,-184.87627,1255.97595,465.00174,-151.49934,1188.64331
9,0.067,307.82001,-176.74942,1288.45532,471.02576,-184.87801,1256.13452,465.00421,-151.13301,1188.86768
10,0.075,307.82248,-176.43866,1288.5354,470.92456,-184.91391,1256.30554,465.082,-150.09276,1188.95947
11,0.083,307.15396,-176.6609,1288.72107,470.96899,-184.772,1256.41772,465.0293,-149.88518,1189.20264
12,0.092,307.15396,-176.6609,1288.72107,470.61887,-184.32475,1256.93262,464.83444,-149.84604,1189.34277
13,0.1,307.15396,-176.6609,1288.72107,470.55304,-184.33508,1257.14832,464.83444,-149.84604,1189.34277
14,0.108,307.04932,-176.87715,1288.81702,470.76926,-184.07954,1257.21936,464.89218,-149.32155,1189.48877
15,0.117,306.91409,-177.09624,1288.81934,470.46246,-184.10406,1257.60815,465.02023,-149.23947,1189.6947
16,0.125,306.91409,-177.09624,1288.81934,470.46246,-184.10406,1257.60815,464.20251,-148.63467,1189.9906
17,0.133,307.1217,-177.49567,1289.3197,470.59137,-183.95509,1257.71948,464.20251,-148.63467,1189.9906
18,0.142,307.1217,-177.49567,1289.3197,470.59137,-183.95509,1257.71948,464.20029,-148.06181,1189.91443
19,0.15,307.7522,-177.70869,1289.34302,470.46246,-184.10406,1257.60815,464.26514,-147.90868,1189.80591
20,0.158,307.7543,-177.82776,1289.12671,470.46246,-184.10406,1257.60815,464.26736,-148.4816,1189.88208
21,0.167,308.0032,-178.1642,1289.12781,470.59137,-183.95509,1257.71948,464.20251,-148.63467,1189.9906
22,0.175,308.0032,-178.1642,1289.12781,470.46246,-184.10406,1257.60815,464.70544,-148.74707,1189.81982
