Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,5.16046,-177.56953,60.18888,234.08923,-268.54825,47.90271,169.57541,-205.25911,62.44363
2,0.008,5.18652,-177.80232,60.07966,234.08923,-268.54825,47.90271,169.60922,-205.39192,62.52816
3,0.017,4.9844,-177.97891,60.37469,234.07024,-268.5007,48.01326,169.57541,-205.25911,62.44363
4,0.025,5.08027,-178.55554,60.18685,234.19661,-268.5542,47.97601,169.60922,-205.39192,62.52816
5,0.033,5.23264,-177.94859,60.25487,234.08923,-268.54825,47.90271,169.60922,-205.39192,62.52816
6,0.042,5.26622,-178.39146,60.66221,234.08923,-268.54825,47.90271,169.60922,-205.39192,62.52816
7,0.05,5.21409,-178.10966,60.6118,234.07024,-268.5007,48.01326,169.59352,-205.62868,62.47499
8,0.058,5.21409,-178.10966,60.6118,234.07024,-268.5007,48.01326,169.5374,-205.51501,62.55799
9,0.067,5.21409,-178.10966,60.6118,234.07024,-268.5007,48.01326,169.59352,-205.62868,62.47499
10,0.075,5.02206,-178.41629,60.66414,234.20573,-268.61469,48.01551,169.55894,-205.60112,62.42701
11,0.083,5.00448,-178.3584,60.81344,234.08923,-268.54825,47.90271,169.78209,-205.73048,62.36123
12,0.092,5.22656,-178.091,60.78261,234.08923,-268.54825,47.90271,169.41096,-205.77681,62.66953
13,0.1,5.18087,-177.87341,60.87846,234.07024,-268.5007,48.01326,169.37747,-205.82904,62.68754
14,0.108,5.18087,-177.87341,60.87846,234.05894,-268.44839,47.83727,169.37747,-205.82904,62.68754
15,0.117,5.18087,-177.87341,60.87846,234.08923,-268.54825,47.90271,169.40068,-205.71513,62.6055
16,0.125,5.18087,-177.87341,60.87846,234.18672,-268.56714,48.12606,169.59352,-205.62868,62.47499
17,0.133,4.97844,-178.12558,60.92265,234.18672,-268.56714,48.12606,169.42667,-205.54007,62.72269
18,0.142,4.97844,-178.12558,60.92265,234.22968,-268.55109,48.06107,169.55859,-205.9305,62.58722
19,0.15,5.18087,-177.87341,60.87846,234.17412,-268.50827,48.07946,169.37912,-205.62904,62.7365
20,0.158,5.18087,-177.87341,60.87846,234.09421,-268.46967,48.11572,169.41096,-205.77681,62.66953
21,0.167,5.18087,-177.87341,60.87846,234.17412,-268.50827,48.07946,169.37747,-205.82904,62.68754
22,0.175,5.18087,-177.87341,60.87846,234.29062,-268.57471,48.19226,169.37912,-205.62904,62.7365
23,0.183,5.14126,-177.73515,60.591,234.11247,-268.6738,47.98684,169.41096,-205.77681,62.66953
24,0.192,5.04264,-178.41522,60.50663,234.20998,-268.69269,48.21019,169.37912,-205.62904,62.7365
25,0.2,5.01625,-178.25797,60.36506,234.20998,-268.69269,48.21019,169.41096,-205.77681,62.66953
26,0.208,4.97808,-178.20117,60.6719,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
27,0.217,5.20691,-178.10625,60.76925,234.2796,-268.44476,48.22303,169.5995,-205.87862,62.55578
28,0.225,5.2304,-177.98459,60.47901,234.30991,-268.54462,48.28848,169.37912,-205.62904,62.7365
29,0.233,5.18051,-177.94904,60.62771,234.30991,-268.54462,48.28848,169.42667,-205.54007,62.72269
30,0.242,5.15447,-177.7162,60.73694,234.33316,-268.67017,48.3726,169.41096,-205.77681,62.66953
31,0.25,5.01625,-178.25797,60.36506,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
32,0.258,5.08027,-178.55554,60.18685,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
33,0.267,5.02586,-178.50623,60.37255,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
34,0.275,5.22813,-178.00961,60.02547,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
35,0.283,5.21789,-178.19965,60.32021,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
36,0.292,5.1737,-177.9603,60.21122,234.33316,-268.67017,48.3726,169.41096,-205.77681,62.66953
37,0.3,5.22813,-178.00961,60.02547,234.30991,-268.54462,48.28848,169.37912,-205.62904,62.7365
38,0.308,5.03609,-178.31618,60.07784,234.33316,-268.67017,48.3726,169.62988,-205.50644,62.88813
39,0.317,5.03609,-178.31618,60.07784,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
40,0.325,5.08027,-178.55554,60.18685,234.33316,-268.67017,48.3726,169.57257,-205.62085,62.89902
41,0.333,5.22813,-178.00961,60.02547,234.33316,-268.67017,48.3726,169.62988,-205.50644,62.88813
42,0.342,5.22813,-178.00961,60.02547,234.33316,-268.67017,48.3726,169.62988,-205.50644,62.88813
43,0.35,5.22813,-178.00961,60.02547,234.30991,-268.54462,48.28848,169.62988,-205.50644,62.88813
44,0.358,5.15324,-177.62199,59.99196,234.19341,-268.47818,48.17567,169.42667,-205.54007,62.72269
45,0.367,4.95081,-177.87411,60.03621,234.30991,-268.54462,48.28848,169.57257,-205.62085,62.89902
46,0.375,5.03609,-178.31618,60.07784,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
47,0.383,5.03609,-178.31618,60.07784,234.33316,-268.67017,48.3726,169.62988,-205.50644,62.88813
48,0.392,5.22813,-178.00961,60.02547,234.21664,-268.6037,48.25979,169.62988,-205.50644,62.88813
49,0.4,5.30745,-177.68069,59.86785,234.19341,-268.47818,48.17567,169.62988,-205.50644,62.88813
50,0.408,5.15324,-177.62199,59.99196,234.30991,-268.54462,48.28848,169.62988,-205.50644,62.88813
51,0.417,5.15324,-177.62199,59.99196,234.30991,-268.54462,48.28848,169.42667,-205.54007,62.72269
52,0.425,4.95081,-177.87411,60.03621,234.19341,-268.47818,48.17567,169.73087,-205.50682,62.72053
53,0.433,4.95081,-177.87411,60.03621,234.19341,-268.47818,48.17567,169.81244,-205.35829,62.69363
54,0.442,5.10498,-177.93282,59.91212,234.19341,-268.47818,48.17567,169.42667,-205.54007,62.72269
55,0.45,5.15324,-177.62199,59.99196,234.19341,-268.47818,48.17567,169.3371,-205.51114,62.65469
56,0.458,5.15324,-177.62199,59.99196,234.19341,-268.47818,48.17567,169.62988,-205.50644,62.88813
57,0.467,5.14126,-177.54034,59.8644,234.19341,-268.47818,48.17567,169.77863,-205.22549,62.60911
58,0.475,5.15324,-177.62199,59.99196,234.19341,-268.47818,48.17567,169.77863,-205.22549,62.60911
59,0.483,5.15324,-177.62199,59.99196,234.19341,-268.47818,48.17567,169.60922,-205.39192,62.52816
60,0.492,4.95081,-177.87411,60.03621,234.19341,-268.47818,48.17567,169.3371,-205.51114,62.65469
61,0.5,4.95081,-177.87411,60.03621,234.19341,-268.47818,48.17567,169.5374,-205.51501,62.55799
62,0.508,5.15324,-177.62199,59.99196,234.19341,-268.47818,48.17567,169.60922,-205.39192,62.52816
63,0.517,5.15324,-177.62199,59.99196,234.0639,-268.36984,48.05028,169.60922,-205.39192,62.52816
64,0.525,5.15324,-177.62199,59.99196,234.19341,-268.47818,48.17567,169.60922,-205.39192,62.52816
65,0.533,5.15324,-177.62199,59.99196,234.09421,-268.46967,48.11572,169.60922,-205.39192,62.52816
66,0.542,4.95081,-177.87411,60.03621,234.09421,-268.46967,48.11572,169.60922,-205.39192,62.52816
67,0.55,4.95081,-177.87411,60.03621,234.09421,-268.46967,48.11572,169.60922,-205.39192,62.52816
68,0.558,4.95081,-177.87411,60.03621,234.09421,-268.46967,48.11572,169.60922,-205.39192,62.52816
69,0.567,4.95081,-177.87411,60.03621,234.09421,-268.46967,48.11572,169.42667,-205.54007,62.72269
70,0.575,5.15324,-177.62199,59.99196,234.09421,-268.46967,48.11572,169.37912,-205.62904,62.7365
71,0.583,5.18652,-177.80232,60.07966,234.09421,-268.46967,48.11572,169.5374,-205.51501,62.55799
72,0.592,5.15324,-177.62199,59.99196,234.07024,-268.5007,48.01326,169.60922,-205.39192,62.52816
73,0.6,5.15324,-177.62199,59.99196,234.07024,-268.5007,48.01326,169.60922,-205.39192,62.52816
74,0.608,4.95081,-177.87411,60.03621,234.07024,-268.5007,48.01326,169.60922,-205.39192,62.52816
75,0.617,5.03609,-178.31618,60.07784,234.09421,-268.46967,48.11572,169.42667,-205.54007,62.72269
76,0.625,5.03609,-178.31618,60.07784,234.07024,-268.5007,48.01326,169.37912,-205.62904,62.7365
77,0.633,5.27231,-178.24896,60.13448,234.07024,-268.5007,48.01326,169.5374,-205.51501,62.55799
78,0.642,5.22813,-178.00961,60.02547,234.17412,-268.50827,48.07946,169.60922,-205.39192,62.52816
79,0.65,5.22813,-178.00961,60.02547,234.0639,-268.36984,48.05028,169.39287,-205.40723,62.63815
80,0.658,5.27231,-178.24896,60.13448,234.07024,-268.5007,48.01326,169.37912,-205.62904,62.7365
81,0.667,5.08027,-178.55554,60.18685,234.07024,-268.5007,48.01326,169.37912,-205.62904,62.7365
82,0.675,5.08027,-178.55554,60.18685,234.29062,-268.57471,48.19226,169.39287,-205.40723,62.63815
83,0.683,5.08027,-178.55554,60.18685,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
84,0.692,5.08027,-178.55554,60.18685,234.23395,-268.66168,48.31264,169.37912,-205.62904,62.7365
85,0.7,5.27231,-178.24896,60.13448,234.09346,-268.62625,48.09738,169.37912,-205.62904,62.7365
86,0.708,5.27231,-178.24896,60.13448,234.18672,-268.56714,48.12606,169.42667,-205.54007,62.72269
87,0.717,5.27231,-178.24896,60.13448,234.30991,-268.54462,48.28848,169.42667,-205.54007,62.72269
88,0.725,5.11614,-178.76604,60.35809,234.31387,-268.70026,48.27639,169.37747,-205.82904,62.68754
89,0.733,4.96523,-178.14453,60.77675,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
90,0.742,4.99127,-178.37732,60.66755,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
91,0.75,5.00448,-178.3584,60.81344,234.33316,-268.67017,48.3726,169.41096,-205.77681,62.66953
92,0.758,5.49771,-177.94724,60.92891,234.33316,-268.67017,48.3726,169.37747,-205.82904,62.68754
93,0.767,5.33897,-178.12819,60.84794,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
94,0.775,5.20691,-178.10625,60.76925,234.29062,-268.57471,48.19226,169.42667,-205.54007,62.72269
95,0.783,5.00448,-178.3584,60.81344,234.31387,-268.70026,48.27639,169.41096,-205.77681,62.66953
96,0.792,4.97844,-178.12558,60.92265,234.23395,-268.66168,48.31264,169.37747,-205.82904,62.68754
97,0.8,5.00448,-178.3584,60.81344,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
98,0.808,5.32122,-178.43222,60.86388,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
99,0.817,5.52372,-178.18005,60.81969,234.33316,-268.67017,48.3726,169.80119,-205.85863,62.69329
100,0.825,5.26622,-178.39146,60.66221,234.33316,-268.67017,48.3726,169.37912,-205.62904,62.7365
101,0.833,5.26622,-178.39146,60.66221,234.30991,-268.54462,48.28848,169.37912,-205.62904,62.7365
102,0.842,5.06173,-178.71671,60.54377,234.30991,-268.54462,48.28848,169.62988,-205.50644,62.88813
103,0.85,5.08027,-178.55554,60.18685,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
104,0.858,5.09108,-178.53418,60.37187,234.33316,-268.67017,48.3726,169.57257,-205.62085,62.89902
105,0.867,5.08027,-178.55554,60.18685,234.33316,-268.67017,48.3726,169.42667,-205.54007,62.72269
106,0.875,5.21789,-178.19965,60.32021,234.21664,-268.6037,48.25979,169.62988,-205.50644,62.88813
107,0.883,5.27231,-178.24896,60.13448,234.33316,-268.67017,48.3726,169.62988,-205.50644,62.88813
108,0.892,5.27231,-178.24896,60.13448,234.33316,-268.67017,48.3726,169.62988,-205.50644,62.88813
109,0.9,5.08027,-178.55554,60.18685,234.30991,-268.54462,48.28848,169.62988,-205.50644,62.88813
110,0.908,5.08027,-178.55554,60.18685,234.30991,-268.54462,48.28848,169.62988,-205.50644,62.88813
111,0.917,5.08027,-178.55554,60.18685,234.30991,-268.54462,48.28848,169.62988,-205.50644,62.88813
112,0.925,5.08027,-178.55554,60.18685,234.19341,-268.47818,48.17567,169.62988,-205.50644,62.88813
113,0.933,5.27231,-178.24896,60.13448,234.30991,-268.54462,48.28848,169.62988,-205.50644,62.88813
