Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-1523.28271,-165.88641,1313.34436,-1504.91272,12.17355,1321.67029,-1652.15442,-195.31639,1288.63586,-1656.80286,42.71732,1308.901,-1691.87085,-158.85191,1217.43652
2,0.008,-1517.69104,-164.80513,1312.77942,-1501.30579,13.79436,1321.8208,-1645.93079,-196.00706,1288.42773,-1651.44824,42.17358,1309.23083,-1686.71667,-160.69952,1218.63293
3,0.017,-1512.27539,-165.11639,1312.70959,-1496.09338,13.7128,1321.69287,-1640.60889,-196.99146,1289.01282,-1647.23889,40.89555,1309.28601,-1681.54028,-161.89886,1218.46545
4,0.025,-1508.47095,-164.93523,1313.29102,-1492.32556,12.67923,1322.51929,-1635.78113,-196.88112,1289.11035,-1642.93994,40.63297,1309.17224,-1676.47046,-161.77083,1218.6604
5,0.033,-1503.05347,-164.35143,1314.39209,-1485.75916,12.67133,1323.35681,-1631.07629,-197.1384,1289.77563,-1638.0448,40.63673,1309.0415,-1670.64636,-162.6647,1219.20923
6,0.042,-1497.13184,-166.62926,1314.05542,-1482.48511,15.06381,1323.43237,-1625.06104,-198.1394,1289.70361,-1632.99915,39.45074,1309.14807,-1665.4292,-163.34148,1219.48645
7,0.05,-1492.25598,-167.01405,1316.24268,-1476.92126,12.87561,1323.76099,-1619.26111,-199.30904,1290.04065,-1628.48743,39.70175,1308.78857,-1660.06201,-163.74359,1219.45776
8,0.058,-1486.35071,-166.02832,1315.48511,-1470.46826,11.61689,1323.46582,-1614.68896,-199.42146,1290.39343,-1623.66467,38.84388,1309.48389,-1654.71289,-164.25539,1219.55286
9,0.067,-1482.35193,-166.82086,1315.1803,-1467.37952,13.18614,1324.427,-1608.96545,-199.3728,1290.42651,-1618.84302,38.22358,1309.40381,-1650.24487,-164.93903,1219.67688
10,0.075,-1476.25195,-166.52191,1315.39709,-1460.52625,12.34698,1323.97437,-1603.5011,-200.25124,1290.3064,-1614.16577,37.99952,1308.94861,-1644.44238,-165.76523,1219.35413
11,0.083,-1471.11536,-166.88516,1316.15051,-1458.40796,13.37753,1324.20984,-1597.93665,-200.40926,1290.59729,-1608.47754,37.45733,1308.83704,-1639.31824,-165.61972,1219.46045
12,0.092,-1465.25647,-165.16434,1314.71948,-1451.26807,12.8548,1322.12292,-1592.54333,-200.0598,1290.00391,-1603.48535,37.06372,1308.47217,-1633.87036,-165.97955,1219.16748
13,0.1,-1460.10278,-167.06377,1314.5509,-1448.92786,13.03872,1322.29333,-1586.68811,-200.68312,1289.81616,-1599.17151,36.77459,1308.1886,-1628.70691,-166.23856,1218.06348
14,0.108,-1455.96423,-167.35727,1314.66296,-1441.52283,13.16873,1322.36316,-1581.12708,-200.66788,1289.71313,-1594.51465,36.8801,1308.2583,-1623.28064,-166.32776,1218.54248
15,0.117,-1449.85315,-165.35849,1314.26538,-1439.00232,12.72334,1321.98633,-1576.2207,-200.57095,1289.12952,-1589.19934,37.11086,1307.76099,-1618.07507,-165.88773,1218.48694
16,0.125,-1442.89063,-164.58562,1313.35999,-1432.14221,13.46051,1321.7124,-1571.65662,-200.35057,1288.68005,-1584.03796,37.34657,1306.87793,-1613.58984,-165.55948,1217.87915
17,0.133,-1439.33459,-165.8913,1312.8479,-1425.06616,13.78904,1320.8385,-1566.12927,-199.85565,1288.34412,-1578.68823,37.47588,1306.52686,-1608.24573,-164.53149,1217.3761
18,0.142,-1433.64392,-165.01387,1312.92004,-1422.40161,14.15935,1320.5238,-1560.91064,-199.41939,1288.01074,-1573.72668,38.27026,1305.68689,-1602.44666,-164.05902,1216.48096
19,0.15,-1427.64819,-165.26775,1312.04773,-1414.98267,14.8218,1319.93091,-1555.7572,-199.16469,1287.94165,-1568.23328,38.27226,1305.26709,-1596.93018,-163.8215,1215.55176
20,0.158,-1422.72095,-165.39462,1311.44897,-1411.76453,16.05857,1320.07471,-1550.33521,-199.65741,1286.97754,-1563.01575,38.65644,1305.03931,-1591.33069,-163.67595,1215.4176
21,0.167,-1416.81677,-163.62538,1310.62134,-1405.31982,14.47003,1318.51855,-1544.81555,-198.23399,1286.29016,-1556.96704,39.16851,1304.59692,-1586.56213,-162.83702,1215.31409
22,0.175,-1412.56604,-163.33206,1310.21729,-1397.9447,15.27789,1318.29553,-1539.57666,-198.23499,1285.96399,-1551.14929,39.72083,1303.95337,-1580.98157,-162.3745,1214.5603
23,0.183,-1405.62146,-162.8029,1310.0437,-1392.87537,16.45803,1318.02551,-1533.75452,-197.42476,1285.59058,-1545.71094,40.23442,1303.4729,-1575.24976,-161.91957,1213.03735
24,0.192,-1401.25623,-161.83223,1309.23132,-1386.9303,15.13738,1316.96667,-1527.97278,-197.28824,1283.65198,-1539.25061,41.35412,1302.38916,-1569.48608,-161.10066,1212.68323
25,0.2,-1395.5249,-162.76907,1308.14026,-1380.86157,16.80493,1317.02881,-1523.70569,-195.60899,1284.02539,-1533.16943,42.14822,1302.18054,-1564.13818,-159.95941,1212.25122
26,0.208,-1390.4408,-160.38974,1307.76526,-1375.82019,17.6221,1315.7157,-1518.276,-194.83955,1283.23889,-1527.32898,42.78871,1301.55566,-1558.54443,-159.12024,1211.09375
27,0.217,-1384.69263,-160.38521,1307.78394,-1368.20776,17.87199,1314.94543,-1512.82202,-193.94684,1282.78162,-1521.04138,44.01151,1300.51013,-1552.79224,-158.08479,1210.50842
28,0.225,-1380.10144,-159.78908,1307.38599,-1364.07568,19.77388,1314.53235,-1507.50464,-192.54713,1281.88098,-1515.6145,44.8232,1299.93738,-1547.10266,-157.2715,1209.87622
29,0.233,-1374.37427,-159.48792,1306.34778,-1358.01379,19.12572,1314.1521,-1502.07764,-191.35709,1280.51892,-1509.63977,45.90603,1298.97363,-1541.74792,-156.07736,1208.93738
30,0.242,-1368.48865,-159.18658,1305.58826,-1351.41956,19.51826,1313.13867,-1496.52222,-190.94495,1279.73071,-1503.81934,47.14881,1298.53162,-1536.18677,-154.45261,1208.33289
31,0.25,-1363.49854,-156.87271,1304.46814,-1346.12292,20.43908,1312.7854,-1491.66492,-189.44981,1279.21472,-1497.84924,48.74973,1297.70288,-1530.29712,-153.44209,1207.28052
32,0.258,-1357.72913,-157.15453,1304.38025,-1339.87183,21.7598,1312.58069,-1485.17944,-187.58754,1278.29614,-1491.23425,49.78559,1296.44617,-1524.50427,-152.01808,1206.54956
33,0.267,-1352.72046,-155.48718,1303.91589,-1333.89709,22.45654,1312.5708,-1480.58301,-185.92809,1277.55054,-1485.77527,51.26326,1295.67859,-1518.70837,-149.92676,1205.42798
34,0.275,-1347.08154,-156.87531,1303.66418,-1327.7666,23.59044,1312.29028,-1474.60156,-185.54454,1275.9801,-1479.21802,52.82658,1295.40308,-1512.90723,-148.35918,1204.27356
35,0.283,-1340.92346,-154.62512,1304.36987,-1321.953,24.7963,1312.65369,-1469.14441,-184.19955,1275.83789,-1472.98962,54.50838,1294.82776,-1507.54028,-146.21571,1203.57056
36,0.292,-1335.81201,-154.26457,1305.10071,-1316.09216,26.42961,1312.46289,-1463.58533,-181.75471,1275.495,-1467.29834,56.25435,1294.56677,-1501.18066,-144.02094,1203.10059
37,0.3,-1329.67883,-153.4417,1305.39758,-1309.96631,27.76017,1313.23242,-1458.1748,-179.90219,1275.8064,-1460.9884,57.37994,1294.65015,-1496.00757,-142.36729,1203.22742
38,0.308,-1324.45459,-152.47566,1305.81299,-1302.625,28.29214,1313.58813,-1451.8938,-178.91472,1275.83752,-1454.02844,59.39097,1296.38135,-1490.36292,-140.93037,1203.41956
39,0.317,-1317.41223,-150.88338,1306.33569,-1296.42395,30.17907,1313.77502,-1446.20813,-176.76736,1276.35999,-1447.10156,60.46612,1297.01111,-1483.54565,-139.21024,1204.66187
40,0.325,-1310.77771,-150.67522,1306.46289,-1291.08997,30.93675,1314.24243,-1440.21082,-175.59477,1277.44189,-1440.81262,61.9004,1298.3999,-1477.91724,-136.61345,1205.16919
41,0.333,-1306.71375,-149.84508,1307.69678,-1283.63696,32.61762,1316.07727,-1435.08545,-173.91489,1279.59839,-1434.17163,63.3503,1299.91602,-1472.14209,-134.65546,1206.05493
42,0.342,-1297.99487,-147.21152,1309.48669,-1276.54932,32.23822,1316.69031,-1428.25342,-172.45689,1280.18921,-1427.85925,64.85762,1300.96338,-1465.73743,-133.35135,1207.85254
43,0.35,-1291.86584,-146.59105,1310.15881,-1270.12561,33.17792,1317.9679,-1421.68005,-171.74545,1281.62183,-1420.59412,65.6486,1302.90002,-1460.08447,-132.44109,1209.4198
44,0.358,-1286.15491,-143.99216,1309.83142,-1264.09045,33.12492,1319.92175,-1415.72327,-170.40598,1283.10547,-1414.61865,66.80399,1303.73352,-1453.64233,-131.46735,1210.90918
