Frame#,Time,R.Thigh.x,R.Thigh.y,R.Thigh.z,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z,R.Knee.x,R.Knee.y,R.Knee.z,R.Knee.Medial.x,R.Knee.Medial.y,R.Knee.Medial.z
1,0,-1555.52161,-232.01515,555.6535,-1504.75708,-143.45255,460.84387,-1563.36267,-195.88931,397.67245,-1561.81323,-85.21761,400.48148
2,0.008,-1555.44165,-231.98354,554.57886,-1503.0293,-142.53639,460.5452,-1560.56946,-196.14037,396.9397,-1559.3468,-85.18221,400.22852
3,0.017,-1551.91296,-230.56349,555.57965,-1499.95972,-141.77081,460.91461,-1557.02112,-194.23393,396.24438,-1557.00708,-83.40504,400.25821
4,0.025,-1546.56482,-229.20477,553.96204,-1497.61609,-141.4436,459.62894,-1555.86121,-193.90833,396.34009,-1555.77966,-81.2729,400.353
5,0.033,-1545.68567,-229.98877,553.65234,-1493.84692,-140.28763,458.46399,-1554.32935,-193.8559,396.7446,-1553.23999,-81.83352,400.27811
6,0.042,-1540.02954,-228.85197,554.62177,-1492.82947,-139.91217,457.05753,-1551.51074,-193.13857,395.68707,-1551.22009,-82.2972,399.73273
7,0.05,-1537.16187,-230.07666,553.50659,-1491.14807,-138.84668,455.35681,-1548.72217,-193.19699,396.1217,-1548.61438,-81.87901,399.78763
8,0.058,-1529.82056,-229.30659,552.80865,-1488.9176,-138.85696,454.88962,-1545.94092,-192.99883,395.48364,-1547.20142,-80.20955,399.39392
9,0.067,-1526.62866,-228.8793,552.56482,-1484.89893,-139.08199,454.69876,-1543.6167,-192.75089,394.44351,-1544.04321,-79.46008,399.07242
10,0.075,-1524.42786,-229.9585,552.4212,-1481.11523,-138.30066,455.03748,-1540.42261,-191.95857,394.10919,-1542.2063,-78.42227,399.03226
11,0.083,-1523.82324,-228.60724,552.4826,-1478.18188,-137.78854,455.01828,-1538.66577,-191.82103,394.52859,-1537.15283,-80.02363,398.34399
12,0.092,-1517.16785,-227.76604,551.5882,-1476.28442,-137.52853,454.20288,-1536.59595,-191.12135,394.60535,-1535.36633,-79.29919,397.80792
13,0.1,-1514.65784,-227.32664,551.59357,-1471.29028,-137.52809,453.04401,-1534.78296,-190.78802,394.25687,-1532.10095,-79.13866,396.85242
14,0.108,-1510.85352,-226.71162,551.87476,-1469.58008,-136.98206,452.49677,-1531.34058,-189.41275,393.72003,-1528.3894,-79.77155,396.05969
15,0.117,-1506.84448,-227.51779,550.50665,-1466.4093,-137.49734,452.73532,-1528.63562,-188.26416,393.4162,-1525.82202,-78.81203,396.47943
16,0.125,-1503.70728,-225.99597,550.35797,-1461.75232,-137.09476,452.23541,-1526.53247,-188.54616,392.96408,-1522.9729,-78.67384,396.06174
17,0.133,-1502.51807,-225.18117,549.80823,-1458.56445,-137.21883,451.71078,-1523.83228,-189.07605,393.68555,-1519.77393,-79.55869,396.05994
18,0.142,-1496.86951,-225.70567,548.60571,-1454.41064,-136.99625,449.89908,-1520.43945,-188.48906,393.00964,-1516.92346,-77.61091,395.10413
19,0.15,-1497.20496,-224.12537,549.40051,-1451.95276,-136.36537,448.50357,-1517.00061,-187.60118,392.44955,-1513.38708,-78.20926,395.3703
20,0.158,-1491.94971,-222.49481,549.3186,-1448.49951,-136.57037,447.65363,-1514.62061,-187.14029,391.00858,-1510.39246,-78.08256,394.81998
21,0.167,-1485.20618,-223.27373,548.35168,-1445.24536,-135.69324,446.81155,-1512.04578,-186.37502,391.04465,-1507.5509,-76.67384,394.42752
22,0.175,-1481.63232,-224.13013,547.82715,-1441.68958,-135.52751,446.53888,-1507.78955,-185.83188,391.17068,-1503.5658,-76.51237,392.96973
23,0.183,-1477.2439,-223.33246,547.88361,-1439.05579,-134.59787,446.56573,-1506.37231,-185.81328,390.36362,-1499.99707,-76.11599,393.1218
24,0.192,-1473.17358,-222.78857,546.44598,-1434.39063,-134.58363,445.86932,-1500.7832,-185.67944,390.25385,-1496.90112,-76.50883,392.51572
25,0.2,-1467.98914,-222.3354,546.59259,-1429.99329,-133.46059,444.62186,-1497.47083,-185.16994,390.91928,-1493.66479,-75.42297,391.68066
26,0.208,-1464.29944,-221.74583,546.7951,-1426.13245,-133.384,443.41675,-1496.9574,-185.21245,391.87503,-1489.57446,-75.48061,391.66763
27,0.217,-1459.552,-220.32578,546.96863,-1420.84277,-133.33525,442.2276,-1490.54346,-184.74294,389.84778,-1484.66443,-77.61382,391.23172
28,0.225,-1455.39514,-220.74007,545.56854,-1414.95728,-133.05182,442.4519,-1486.26477,-184.79836,388.65811,-1481.78748,-74.64326,390.6304
29,0.233,-1448.88879,-220.19312,545.6524,-1411.96094,-132.16649,442.3754,-1480.56445,-183.96623,387.79153,-1477.14893,-74.11016,389.52707
30,0.242,-1444.55627,-220.18704,545.43439,-1406.02173,-131.87517,440.23392,-1476.95483,-184.06052,388.53366,-1471.93567,-73.75962,389.28317
31,0.25,-1438.46362,-220.03862,544.13666,-1400.69592,-132.50726,439.88644,-1472.66406,-184.07983,387.50214,-1467.41821,-73.36787,388.78387
32,0.258,-1433.58704,-217.93855,544.7417,-1395.3905,-131.07434,439.5751,-1465.96948,-184.25595,387.54895,-1461.97229,-73.15935,388.45901
