Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
1,0,-1147.62671,128.83743,1350.29736
2,0.008,-1142.20337,130.1705,1350.38538
3,0.017,-1136.4314,130.68796,1350.48926
4,0.025,-1129.37427,129.63615,1349.18457
5,0.033,-1123.46912,131.50008,1348.94287
6,0.042,-1116.60925,131.4285,1348.32214
7,0.05,-1110.69336,131.35425,1348.98743
8,0.058,-1104.81873,131.29248,1349.29053
9,0.067,-1096.77551,130.12672,1347.38489
10,0.075,-1091.29187,132.06071,1347.31909
11,0.083,-1084.89856,131.94023,1346.10242
12,0.092,-1078.82117,131.96075,1346.61414
13,0.1,-1071.25159,131.59416,1344.89758
14,0.108,-1065.08643,131.1893,1345.1073
15,0.117,-1059.19031,132.22751,1344.14539
16,0.125,-1052.9646,130.99095,1342.99585
17,0.133,-1046.12598,130.19084,1341.6958
18,0.142,-1039.84924,129.5657,1340.8479
19,0.15,-1032.69043,128.48222,1340.07495
20,0.158,-1026.37622,127.79691,1339.61121
21,0.167,-1019.30511,127.30893,1337.91895
22,0.175,-1013.39801,125.91613,1336.94775
23,0.183,-1006.80322,125.657,1336.25269
24,0.192,-999.96869,124.55511,1333.68872
25,0.2,-993.16901,124.54123,1333.15649
26,0.208,-986.73804,122.21381,1331.28845
27,0.217,-981.05267,122.22571,1330.17407
28,0.225,-973.64752,121.54793,1329.63928
29,0.233,-967.56311,120.76079,1329.82861
30,0.242,-960.66022,118.75245,1329.38989
31,0.25,-953.89276,118.54588,1329.94653
32,0.258,-945.51129,118.12309,1330.30786
33,0.267,-937.8244,117.20365,1331.29822
34,0.275,-931.56335,116.56118,1331.96558
35,0.283,-923.62787,115.62753,1332.7998
36,0.292,-915.91693,115.52884,1333.55713
37,0.3,-910.09216,115.27537,1334.54529
38,0.308,-901.81915,114.6155,1335.50635
39,0.317,-895.81451,114.77296,1336.30957
40,0.325,-887.9624,114.05115,1337.17334
41,0.333,-882.33905,112.49706,1337.82971
42,0.342,-874.68896,111.40976,1338.98462
43,0.35,-869.38379,111.2845,1339.35767
44,0.358,-862.38177,110.38078,1339.38391
45,0.367,-856.55627,108.40907,1340.16321
46,0.375,-850.24847,108.66575,1340.93201
47,0.383,-843.47632,106.8815,1341.24341
48,0.392,-837.62555,107.00195,1342.70483
49,0.4,-830.43964,104.9689,1342.6261
50,0.408,-824.65997,104.72369,1343.46814
51,0.417,-819.35083,103.3208,1344.07886
52,0.425,-812.49731,102.56498,1343.51086
53,0.433,-806.88617,102.1525,1344.42554
54,0.442,-800.65692,101.52391,1345.5061
55,0.45,-794.37183,99.01495,1345.82837
56,0.458,-789.57825,99.37321,1347.04443
57,0.467,-784.0274,99.7339,1347.20129
58,0.475,-776.8689,99.10989,1347.56262
59,0.483,-772.08984,97.54075,1348.21497
60,0.492,-767.14093,97.07381,1348.76196
61,0.5,-762.06934,97.40556,1349.30627
62,0.508,-755.38855,95.53718,1348.979
63,0.517,-750.01007,95.7103,1350.19617
64,0.525,-744.77881,95.39519,1350.50366
65,0.533,-739.91748,93.93385,1350.7179
66,0.542,-732.55591,92.63168,1350.50415
67,0.55,-727.26544,93.75001,1350.92786
68,0.558,-722.61566,92.4743,1350.85901
69,0.567,-718.01569,91.63155,1350.79651
70,0.575,-711.55396,92.51764,1351.57837
71,0.583,-704.85126,92.18761,1350.38098
72,0.592,-700.11737,90.76892,1350.61194
73,0.6,-694.83093,91.49869,1350.57068
74,0.608,-688.08069,91.54675,1350.15576
75,0.617,-681.91071,92.31835,1350.67358
76,0.625,-676.07623,91.23828,1349.69702
77,0.633,-670.66028,91.25509,1349.59558
78,0.642,-664.92102,92.04079,1349.74561
79,0.65,-658.61902,91.71954,1348.8645
80,0.658,-652.32184,92.4159,1347.51843
81,0.667,-646.3009,93.65074,1348.54163
82,0.675,-640.69244,94.03357,1348.49048
83,0.683,-633.80841,93.84669,1348.2334
84,0.692,-627.67181,94.2776,1345.81824
85,0.7,-622.22559,96.23419,1346.15063
86,0.708,-616.73529,96.22417,1345.51343
87,0.717,-608.61646,97.30265,1344.51331
