Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,-1118.48743,25.34902,1520.52209,-917.06537,36.36414,1377.81604
2,0.008,-1111.76477,26.15301,1519.00842,-911.85223,37.53653,1377.22009
3,0.017,-1105.87866,25.63013,1518.78333,-905.28729,37.6902,1377.34033
4,0.025,-1099.56152,26.40948,1517.77075,-898.29102,37.82484,1375.98438
5,0.033,-1094.12842,26.91802,1516.87646,-893.53998,36.78239,1377.30774
6,0.042,-1088.44153,26.49061,1517.49756,-884.9884,38.72401,1377.45093
7,0.05,-1083.13013,26.54925,1516.66577,-880.065,37.05113,1375.90833
8,0.058,-1076.62976,27.13488,1515.09741,-873.43018,37.84829,1377.04211
9,0.067,-1071.06494,27.87833,1514.90247,-867.95795,38.45709,1376.73267
10,0.075,-1064.40247,27.24658,1513.99438,-861.84235,38.73193,1376.53943
11,0.083,-1058.14441,26.68364,1512.50964,-854.86353,38.69004,1376.12622
12,0.092,-1051.64355,27.42594,1511.8678,-849.46417,35.1691,1375.00415
13,0.1,-1046.17773,27.49732,1510.8949,-839.88397,38.40314,1375.47522
14,0.108,-1040.87976,26.82425,1509.85938,-836.36542,36.25293,1375.13477
15,0.117,-1033.8562,25.32829,1508.47656,-827.63855,39.58754,1375.21069
16,0.125,-1028.52893,25.40208,1507.15015,-822.2149,35.58018,1373.43457
17,0.133,-1022.09833,24.98105,1505.91125,-815.2854,36.83684,1374.40906
18,0.142,-1015.07648,24.05737,1505.75342,-808.38208,36.13313,1373.92236
19,0.15,-1008.64557,24.18369,1503.95715,-801.55634,36.18817,1372.85156
20,0.158,-1002.15509,23.06079,1502.55457,-794.3418,35.39592,1372.15369
21,0.167,-995.81598,22.10962,1502.65039,-789.61963,32.19255,1370.83936
22,0.175,-989.948,21.3675,1500.93274,-781.84442,31.69771,1370.2074
23,0.183,-984.31439,22.08622,1500.51453,-775.88885,32.10266,1369.37976
24,0.192,-977.59381,20.01076,1499.66003,-770.38757,28.50535,1368.05994
25,0.2,-970.72852,18.68992,1497.68396,-763.95917,28.62958,1367.45129
26,0.208,-965.01208,17.73326,1497.72717,-757.70813,29.70452,1366.41516
27,0.217,-958.46942,16.88051,1496.55261,-750.19873,28.65113,1365.32898
28,0.225,-952.91064,15.64411,1496.36511,-745.93024,25.56896,1364.7157
29,0.233,-946.21899,15.06966,1497.19653,-738.4646,25.98147,1365.1731
30,0.242,-937.93292,13.48838,1496.51978,-732.57294,24.93926,1365.68616
31,0.25,-931.68726,11.97361,1496.93591,-724.69739,26.0244,1366.83032
32,0.258,-925.94025,11.22092,1497.32605,-718.3233,21.24172,1365.94775
33,0.267,-918.90356,8.24394,1497.49182,-711.63489,21.2589,1366.41882
34,0.275,-911.70593,7.72045,1498.33875,-704.2652,21.03961,1368.79846
35,0.283,-906.25336,7.44511,1499.56628,-697.81555,16.98948,1369.03284
36,0.292,-899.32288,7.51945,1499.8678,-690.49158,16.66509,1369.18469
37,0.3,-891.6424,5.93098,1501.80469,-684.93542,17.25284,1371.48987
38,0.308,-885.51025,4.68239,1502.59619,-677.71497,14.49236,1371.82251
39,0.317,-880.54504,4.37467,1503.44775,-671.55219,14.82494,1373.32239
40,0.325,-872.58008,3.80306,1504.90149,-664.68652,13.36958,1374.12439
41,0.333,-866.00049,3.29337,1505.14587,-658.54382,13.76833,1374.09326
42,0.342,-859.83112,4.08586,1506.13733,-651.75854,13.20662,1375.18616
43,0.35,-852.04871,2.65226,1507.70972,-647.30835,10.71206,1375.84546
44,0.358,-846.41388,2.19941,1508.84021,-639.65167,9.55186,1376.83032
45,0.367,-840.78271,0.00502,1510.74255,-633.30237,10.1647,1377.64905
46,0.375,-835.81476,0.23799,1510.68555,-625.88318,8.8349,1378.12976
47,0.383,-829.05975,-0.07732,1511.09119,-620.51813,6.37546,1378.93665
48,0.392,-821.42499,-0.76798,1511.21265,-613.05603,6.19901,1380.29553
49,0.4,-815.04816,-1.27199,1511.02661,-605.73621,7.10016,1380.97131
50,0.408,-807.66681,-2.04029,1510.95032,-598.69269,5.47628,1381.56836
51,0.417,-800.72137,-1.95996,1510.92505,-592.18359,5.03574,1381.58008
52,0.425,-795.27881,-2.09814,1511.44592,-586.4903,5.96133,1383.81592
53,0.433,-787.73865,-3.29332,1511.21143,-580.40967,6.03598,1383.16589
54,0.442,-782.03143,-3.26479,1511.79883,-574.33868,6.10612,1382.51807
55,0.45,-774.94971,-4.09761,1512.89575,-565.96204,4.80714,1383.26746
56,0.458,-769.92432,-4.65225,1513.18445,-559.32019,4.49965,1383.97656
57,0.467,-764.62592,-3.70384,1513.93896,-553.46472,4.86728,1383.1781
58,0.475,-757.25189,-3.31152,1514.90735,-548.50989,4.86248,1383.54578
59,0.483,-750.69867,-4.05812,1515.02759,-545.22882,7.42456,1384.72803
60,0.492,-743.6925,-4.66294,1514.86853,-537.91754,4.83773,1385.55115
61,0.5,-737.53247,-5.34627,1516.07959,-530.10852,7.26121,1384.4093
62,0.508,-731.57086,-5.92973,1516.4563,-527.0014,6.99849,1385.3678
