Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,-1189.73877,-46.77771,1225.72607,-1081.28088,-185.24226,1167.93799
2,0.008,-1183.66553,-45.64083,1226.11438,-1075.7594,-182.23035,1167.37341
3,0.017,-1177.11279,-44.81696,1225.77051,-1071.23083,-183.46217,1166.83838
4,0.025,-1170.60437,-43.72457,1225.41614,-1064.72266,-183.10251,1167.76392
5,0.033,-1165.71021,-43.63263,1225.5636,-1059.1427,-182.62831,1166.7323
6,0.042,-1159.58203,-44.14378,1224.63416,-1055.69019,-183.35234,1166.48193
7,0.05,-1153.50635,-43.17383,1223.7052,-1049.0354,-180.10355,1166.73584
8,0.058,-1146.34387,-43.18115,1224.03259,-1044.31091,-181.60948,1165.89795
9,0.067,-1140.32104,-43.23642,1223.23865,-1038.71094,-183.14336,1165.19836
10,0.075,-1133.29224,-42.02152,1222.20959,-1032.4917,-180.75084,1164.88977
11,0.083,-1127.76428,-42.60071,1221.69238,-1027.56982,-182.4402,1164.06177
12,0.092,-1121.67261,-43.13799,1220.3324,-1021.86371,-183.68962,1163.22449
13,0.1,-1114.44116,-42.51925,1220.23706,-1015.62299,-180.69008,1162.86011
14,0.108,-1107.71936,-42.1556,1219.74207,-1009.46985,-182.63364,1162.18115
15,0.117,-1101.61499,-43.08893,1218.33057,-1003.8866,-184.36746,1161.77209
16,0.125,-1094.8916,-43.96556,1217.71082,-997.44275,-181.6689,1161.16541
17,0.133,-1088.37268,-43.63954,1216.65405,-991.81677,-183.8844,1160.26428
18,0.142,-1081.61694,-45.38952,1215.51428,-985.73303,-183.56285,1159.40771
19,0.15,-1074.96057,-45.95224,1214.16882,-979.31244,-183.53128,1158.43616
20,0.158,-1068.65674,-45.59732,1213.34802,-973.17865,-185.74179,1157.59973
21,0.167,-1061.71826,-46.32904,1211.56885,-965.75018,-183.3721,1156.20801
22,0.175,-1055.32349,-47.95286,1210.50537,-960.01062,-185.27252,1155.99109
23,0.183,-1049.27185,-48.75344,1209.89807,-954.4389,-186.1429,1155.05835
24,0.192,-1042.39246,-50.11915,1207.35181,-946.48322,-184.44356,1153.65918
25,0.2,-1035.60889,-50.71182,1207.08167,-941.02545,-186.60454,1153.60815
26,0.208,-1028.19592,-50.58833,1205.52954,-934.72369,-189.82614,1152.20264
27,0.217,-1021.38947,-52.56063,1204.23376,-926.83997,-187.41338,1151.12122
28,0.225,-1014.9986,-51.08693,1202.63013,-921.78894,-189.35928,1150.21753
29,0.233,-1007.56592,-52.41322,1203.07227,-914.29944,-192.24614,1149.40845
30,0.242,-1000.54132,-53.83355,1201.90198,-906.30579,-190.37767,1148.52026
31,0.25,-993.87036,-54.48909,1201.99402,-900.69666,-192.79811,1148.67651
32,0.258,-986.97778,-55.0135,1202.80469,-893.52545,-192.52257,1148.23254
33,0.267,-979.77484,-54.82851,1202.89307,-885.98621,-192.75084,1148.12341
34,0.275,-973.54614,-55.28798,1204.55713,-880.09473,-196.13753,1149.82019
35,0.283,-966.77466,-54.71054,1204.22083,-872.05353,-194.15419,1150.73914
36,0.292,-960.1496,-55.67149,1205.31714,-865.13422,-195.96837,1151.84595
37,0.3,-953.03577,-56.56488,1206.47839,-857.64771,-196.61533,1151.34058
38,0.308,-946.69818,-55.85638,1206.995,-850.66309,-196.67805,1153.24963
39,0.317,-940.84625,-56.12714,1207.7052,-843.84613,-198.94943,1153.09412
40,0.325,-933.23352,-57.84492,1207.5376,-835.47858,-198.69365,1154.82581
41,0.333,-926.45178,-58.35593,1208.55701,-827.94116,-199.99208,1156.23682
42,0.342,-918.66284,-59.5916,1208.62524,-821.83691,-202.39027,1157.09717
43,0.35,-911.27277,-60.0798,1209.70935,-815.50763,-202.85782,1158.69873
44,0.358,-904.45575,-61.09425,1210.21045,-807.82874,-203.02103,1159.35498
45,0.367,-897.27667,-61.87601,1210.95679,-800.81116,-205.35939,1159.15649
46,0.375,-890.68707,-63.24757,1211.56726,-792.5769,-204.10959,1161.18762
47,0.383,-883.30353,-64.25361,1211.78357,-786.26141,-206.0265,1161.15723
48,0.392,-876.48218,-65.54332,1212.58362,-778.81177,-206.3219,1161.99695
49,0.4,-870.49902,-66.4155,1212.51843,-772.27014,-206.5584,1161.96826
50,0.408,-863.93146,-67.01356,1213.55505,-763.58759,-207.12459,1162.00232
51,0.417,-856.45917,-68.33862,1214.7417,-755.86823,-207.56958,1162.65308
52,0.425,-849.38812,-68.2191,1215.00281,-748.30701,-210.12402,1162.56628
