Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
133,1.1,-104.42625,-113.45647,865.17023
134,1.108,-102.29312,-113.21691,862.992
135,1.117,-100.49621,-110.93745,862.17358
136,1.125,-94.926,-111.2862,861.78784
137,1.133,-93.4629,-111.88035,861.65118
138,1.142,-90.00265,-113.15482,859.57043
139,1.15,-87.1229,-111.75522,858.05768
140,1.158,-83.31583,-111.16846,857.52405
141,1.167,-82.25868,-110.46742,856.3924
142,1.175,-78.06396,-112.62899,855.46942
143,1.183,-74.93526,-111.87373,854.17157
144,1.192,-72.29916,-113.46585,854.18884
145,1.2,-69.52078,-112.07991,852.28033
146,1.208,-66.26063,-112.31075,850.84058
147,1.217,-63.21636,-111.69036,850.87433
148,1.225,-60.58136,-111.79494,850.22729
149,1.233,-57.22809,-113.21062,848.60608
150,1.242,-54.67332,-112.50158,846.29877
151,1.25,-51.50436,-112.19897,845.83972
152,1.258,-47.53682,-112.68672,844.67316
153,1.267,-44.5498,-112.47692,842.82928
154,1.275,-39.81583,-112.69862,842.23718
155,1.283,-36.692,-113.38497,841.61194
156,1.292,-33.90447,-113.04499,841.82556
157,1.3,-29.75978,-113.3774,839.15198
158,1.308,-25.58891,-114.2345,837.34406
159,1.317,-22.47931,-113.38814,836.11658
160,1.325,-17.45031,-112.54131,835.43604
161,1.333,-12.10129,-114.99778,835.3606
162,1.342,-7.78484,-114.61813,833.95355
163,1.35,-3.42049,-115.49694,833.85907
164,1.358,1.22059,-116.77443,832.86694
165,1.367,7.27056,-117.42052,832.9165
166,1.375,11.35193,-117.50636,830.8103
167,1.383,18.64875,-119.49213,830.34729
168,1.392,22.8554,-119.31121,829.96143
169,1.4,28.43469,-119.96317,827.84967
170,1.408,34.45253,-120.64835,827.57196
171,1.417,40.55455,-121.95668,826.10474
172,1.425,45.83061,-123.03014,825.02234
173,1.433,52.81623,-123.96774,824.64471
174,1.442,59.23349,-125.86097,823.13025
175,1.45,65.00563,-125.96021,822.88348
176,1.458,72.35805,-127.85518,823.10193
177,1.467,78.30128,-126.93575,821.47632
178,1.475,85.75756,-128.62465,821.13977
179,1.483,91.47642,-129.81914,819.89148
180,1.492,99.49953,-131.11334,820.73901
181,1.5,106.86519,-133.5051,820.98993
182,1.508,112.399,-132.5611,819.8465
183,1.517,120.72998,-134.45619,820.9585
184,1.525,128.61369,-135.2518,822.12268
185,1.533,134.78543,-135.00549,822.50812
186,1.542,143.85429,-138.17679,823.96228
187,1.55,151.84727,-139.17982,824.28473
188,1.558,158.17303,-139.30319,825.58643
189,1.567,166.2016,-141.61862,827.38818
190,1.575,174.68196,-141.28458,829.15924
191,1.583,181.76395,-141.73135,830.13116
192,1.592,191.06033,-144.32291,832.66565
193,1.6,197.03081,-143.46976,833.77075
194,1.608,205.8073,-144.12318,834.42474
195,1.617,215.40196,-147.2446,836.33472
196,1.625,223.82646,-148.17813,838.06134
197,1.633,231.51302,-148.02225,838.32666
198,1.642,240.76013,-148.91936,840.17004
199,1.65,248.94344,-149.371,841.63049
200,1.658,257.25748,-149.40099,841.36066
201,1.667,265.35034,-150.53683,843.1333
202,1.675,274.12625,-151.41951,844.31012
203,1.683,282.15842,-151.73732,844.99884
204,1.692,290.69843,-151.43481,844.70807
205,1.7,297.76202,-150.89291,845.40973
206,1.708,307.69409,-152.31226,847.19763
207,1.717,315.37827,-150.50494,847.09406
208,1.725,323.8959,-151.1055,848.48889
209,1.733,332.91034,-152.02737,849.30823
210,1.742,340.17432,-151.22047,849.43219
211,1.75,349.77286,-151.64276,851.60522
212,1.758,357.6554,-150.29834,852.80554
213,1.767,366.24619,-150.59007,854.08167
214,1.775,373.90796,-149.74957,855.11334
215,1.783,383.36688,-150.00159,857.32477
216,1.792,390.4733,-149.42822,857.42133
217,1.8,398.55646,-149.37865,859.53387
218,1.808,407.13519,-148.65973,860.75714
219,1.817,414.26605,-147.93727,861.51703
220,1.825,423.74063,-148.36546,863.98749
221,1.833,431.57327,-146.31395,864.93134
222,1.842,440.18408,-146.64223,867.45343
223,1.85,448.07941,-145.39725,867.66162
224,1.858,454.75168,-144.23242,868.80774
225,1.867,463.95407,-144.40866,869.92889
226,1.875,470.75409,-142.84169,871.8407
227,1.883,478.80383,-142.81218,871.95941
228,1.892,486.12225,-140.56714,872.17773
229,1.9,493.03287,-141.68137,874.96063
230,1.908,501.22897,-140.19138,875.33423
231,1.917,508.84872,-139.21611,876.57922
232,1.925,516.59259,-137.64479,876.0293
233,1.933,523.30896,-137.06133,876.64294
234,1.942,531.0719,-136.84697,878.32483
235,1.95,538.75342,-134.19682,879.44159
236,1.958,545.35986,-135.29729,879.94965
237,1.967,551.80048,-133.69356,879.70331
238,1.975,558.94196,-131.36801,881.38495
239,1.983,565.67554,-131.31606,881.35114
240,1.992,572.44171,-130.01666,881.76697
241,2,579.82471,-129.45731,881.54987
242,2.008,586.26532,-127.62408,881.3457
243,2.017,592.66888,-126.19217,882.04224
244,2.025,600.30176,-125.88229,883.599
245,2.033,605.88171,-125.00806,884.21326
246,2.042,612.07648,-123.81734,884.02075
247,2.05,618.93964,-123.36455,884.09778
248,2.058,625.75024,-121.3271,883.6568
249,2.067,631.64648,-121.32456,884.58026
250,2.075,635.90204,-121.02802,883.44165
251,2.083,642.34668,-119.71852,884.22614
252,2.092,647.85022,-119.70688,885.03247
253,2.1,652.76355,-117.81958,885.14728
254,2.108,658.37347,-117.71156,885.02246
255,2.117,663.25403,-116.92804,885.49939
256,2.125,668.77002,-116.96664,885.19104
257,2.133,673.34595,-115.19883,885.68439
258,2.142,677.45813,-113.83712,885.81036
259,2.15,682.08752,-113.19399,886.09344
260,2.158,687.77307,-113.61893,886.70715
261,2.167,691.75757,-111.75516,886.63916
262,2.175,694.88434,-111.03374,886.52484
263,2.183,700.45642,-110.49363,886.71436
264,2.192,705.17456,-110.79169,886.86816
265,2.2,708.8399,-110.29521,886.02008
266,2.208,712.94751,-109.33281,885.81305
267,2.217,717.34711,-109.75825,885.23206
268,2.225,721.35297,-108.51913,884.43762
269,2.233,725.42523,-108.75299,883.75311
270,2.242,730.28192,-108.66505,883.42413
271,2.25,731.86066,-108.72623,882.98053
272,2.258,735.8905,-107.68427,882.13281
273,2.267,740.06555,-107.62203,880.98938
274,2.275,743.49316,-108.21236,880.04565
275,2.283,745.93475,-107.08133,878.5592
276,2.292,750.21289,-107.10682,878.83746
277,2.3,754.21783,-105.97897,878.01056
278,2.308,756.62927,-107.03307,877.68054
279,2.317,758.66241,-106.64948,876.0105
280,2.325,763.51025,-107.13117,874.59808
281,2.333,765.01495,-107.9169,873.91431
282,2.342,768.28882,-107.59502,873.12695
283,2.35,770.38855,-107.03601,872.53326
284,2.358,773.30035,-107.68371,871.31183
285,2.367,777.64911,-107.84709,870.49774
286,2.375,778.29095,-107.49743,869.76532
287,2.383,781.5235,-107.81713,868.30707
288,2.392,783.35144,-107.79469,867.46118
289,2.4,786.19568,-108.30347,866.03174
290,2.408,788.57422,-107.95345,865.63043
291,2.417,790.76898,-107.72583,864.5307
292,2.425,794.15558,-108.42587,863.58575
293,2.433,798.26733,-108.26285,862.4729
294,2.442,799.84387,-108.6001,862.25989
295,2.45,802.30994,-109.53793,860.16248
296,2.458,805.74097,-109.13409,858.60736
297,2.467,808.6568,-109.72802,857.34479
298,2.475,811.13629,-110.09267,856.33508
299,2.483,813.44196,-111.10386,854.46484
300,2.492,817.12616,-111.1587,852.75183
301,2.5,821.26001,-111.38383,852.20691
302,2.508,823.6535,-113.39477,850.76691
303,2.517,827.27582,-112.67843,849.00256
304,2.525,830.92871,-112.92255,847.96246
305,2.533,834.3515,-113.99628,846.80609
306,2.542,838.23944,-114.25172,845.54913
307,2.55,841.97437,-115.55415,844.5069
308,2.558,845.90582,-116.1841,842.76294
309,2.567,849.41437,-116.2911,841.49286
310,2.575,853.63751,-116.97495,840.84711
311,2.583,857.75665,-117.15852,840.04022
312,2.592,862.3327,-118.11137,838.46136
313,2.6,867.85657,-117.74979,837.61353
314,2.608,874.83142,-120.45921,837.10999
315,2.617,879.20496,-121.11697,835.46448
316,2.625,884.41077,-120.99612,834.35876
317,2.633,889.16162,-121.61922,833.3999
318,2.642,894.56549,-122.85522,831.84711
319,2.65,900.36707,-122.92812,831.03345
320,2.658,907.55139,-124.07401,830.11823
321,2.667,914.90094,-125.67584,829.65155
322,2.675,919.81134,-126.03919,828.67535
323,2.683,925.5575,-126.54335,827.27753
324,2.692,933.95972,-126.47932,826.41095
325,2.7,940.44434,-128.34662,826.44745
326,2.708,946.98315,-130.22243,824.91412
327,2.717,955.1955,-130.20757,824.09546
328,2.725,961.66919,-131.03438,823.54364
329,2.733,969.54352,-132.52083,823.03326
330,2.742,977.77679,-132.76962,822.21747
331,2.75,985.18652,-133.28693,822.3125
332,2.758,994.11145,-135.3136,823.71411
333,2.767,1000.03668,-135.29744,823.45782
334,2.775,1009.5639,-137.61945,824.3548
335,2.783,1017.31567,-137.51315,825.30371
336,2.792,1026.23132,-137.5209,825.63843
337,2.8,1035.20691,-139.07019,827.22559
338,2.808,1041.30994,-139.08678,828.38495
339,2.817,1051.5116,-139.81407,829.17346
340,2.825,1058.83936,-141.39052,830.71381
341,2.833,1067.15015,-142.0071,832.59155
342,2.842,1076.02063,-142.7708,834.61389
343,2.85,1086.27637,-144.377,835.14301
344,2.858,1094.29077,-144.38313,836.88818
345,2.867,1103.94128,-145.76407,839.13965
346,2.875,1113.80725,-146.52811,840.11432
347,2.883,1121.81067,-147.09645,840.6131
348,2.892,1131.56006,-147.8707,842.24994
349,2.9,1141.01599,-147.69165,843.01599
350,2.908,1149.54944,-148.62611,844.34589
351,2.917,1159.07373,-150.68175,844.56873
352,2.925,1166.89905,-150.64868,845.62372
353,2.933,1177.35413,-150.60805,847.30347
354,2.942,1186.11145,-150.01114,847.23468
355,2.95,1194.41162,-150.40227,848.10443
356,2.958,1203.09863,-151.32533,848.4975
357,2.967,1212.1803,-150.22729,849.78052
358,2.975,1221.53271,-151.0345,850.78979
359,2.983,1230.4115,-150.03899,852.24353
360,2.992,1238.79016,-150.65359,853.1355
361,3,1246.85071,-151.11777,854.12885
362,3.008,1254.95691,-150.66821,854.57666
363,3.017,1264.49976,-150.3736,856.34918
364,3.025,1273.47852,-149.96614,857.12769
365,3.033,1281.58777,-149.99548,859.15015
366,3.042,1289.18701,-150.13499,860.77112
367,3.05,1298.5459,-149.8772,861.95892
368,3.058,1307.58472,-148.94141,863.01746
369,3.067,1315.495,-148.38091,864.78522
370,3.075,1322.99011,-148.45782,864.7536
371,3.083,1330.74377,-149.22159,865.3631
372,3.092,1341.18701,-147.17859,868.09576
373,3.1,1349.21277,-147.37376,868.50018
374,3.108,1357.20972,-146.50223,870.02173
375,3.117,1364.0144,-146.22296,870.32715
376,3.125,1371.53906,-145.24413,871.02893
377,3.133,1379.0011,-144.69687,872.26526
378,3.142,1385.34521,-144.36839,873.26239
379,3.15,1393.09082,-144.04839,874.89746
380,3.158,1401.91321,-143.20964,875.07648
381,3.167,1409.05017,-141.07376,876.14771
382,3.175,1416.35095,-140.84084,877.24396
383,3.183,1422.97021,-139.39903,878.37579
384,3.192,1429.36182,-139.1908,878.60779
385,3.2,1435.9104,-138.5948,879.37402
386,3.208,1443.27454,-137.23534,880.04639
387,3.217,1447.7489,-137.07146,879.88324
388,3.225,1453.59802,-135.80125,879.49286
389,3.233,1460.05054,-134.91296,880.38922
390,3.242,1466.64355,-134.1593,880.72351
391,3.25,1472.7002,-134.34181,880.09985
392,3.258,1479.72241,-133.12857,881.10431
393,3.267,1486.11035,-131.79185,880.7348
394,3.275,1488.79529,-131.64955,879.9411
395,3.283,1494.75293,-130.86095,879.88538
396,3.292,1500.18396,-129.89755,880.85883
397,3.3,1505.40466,-128.83696,880.04327
398,3.308,1510.05225,-128.10904,880.37811
399,3.317,1515.12354,-127.69359,879.97559
400,3.325,1519.18738,-126.85392,879.32104
401,3.333,1524.17798,-126.43497,879.59149
402,3.342,1528.97876,-126.59581,880.42932
403,3.35,1531.53442,-126.21026,880.70282
404,3.358,1537.22009,-125.99655,880.15381
405,3.367,1541.52112,-125.72108,880.95129
406,3.375,1545.44373,-125.91913,880.67804
407,3.383,1549.99585,-125.15619,880.17621
408,3.392,1553.93298,-125.15326,879.82123
409,3.4,1557.8584,-125.92486,879.71118
410,3.408,1562.49377,-125.95087,879.76532
411,3.417,1566.23706,-126.52849,878.98517
412,3.425,1569.56055,-125.94434,878.50842
413,3.433,1573.84412,-126.25893,878.71759
414,3.442,1578.2804,-127.53217,877.72522
415,3.45,1580.65149,-127.72723,876.91296
416,3.458,1584.82385,-127.23757,876.80835
417,3.467,1588.51245,-127.76106,876.01843
418,3.475,1590.92212,-127.47095,875.89282
419,3.483,1595.23999,-127.44482,874.94275
420,3.492,1597.72485,-127.82236,873.53662
421,3.5,1600.65894,-128.92722,873.15808
422,3.508,1604.43994,-128.35539,871.99207
423,3.517,1606.20752,-128.12047,871.2746
424,3.525,1610.16394,-128.29025,870.4577
425,3.533,1612.78784,-129.48172,869.1474
426,3.542,1615.51123,-128.66789,868.01703
427,3.55,1618.73547,-130.07591,866.47473
428,3.558,1621.02283,-130.00706,866.34943
429,3.567,1624.70325,-131.11848,864.83533
430,3.575,1627.47131,-130.6653,864.3772
431,3.583,1629.87891,-132.15092,864.1131
432,3.592,1632.58374,-131.80754,861.94421
433,3.6,1635.02844,-132.10255,860.5036
434,3.608,1638.24585,-132.48445,860.16968
435,3.617,1641.32886,-133.10736,859.11377
436,3.625,1643.78613,-132.85689,858.74939
437,3.633,1647.12781,-133.62643,857.19922
438,3.642,1649.74866,-133.18639,856.53748
439,3.65,1653.51172,-134.82045,855.75507
440,3.658,1655.83569,-134.76251,854.92804
441,3.667,1659.87146,-135.37802,854.01843
442,3.675,1662.42102,-136.6559,853.21997
443,3.683,1665.96118,-136.52538,852.92474
444,3.692,1669.94543,-137.16669,851.448
445,3.7,1672.69324,-138.6282,850.53137
446,3.708,1675.67029,-138.20396,850.03485
447,3.717,1680.2998,-139.96153,849.19934
448,3.725,1683.69836,-140.67691,848.33801
449,3.733,1688.26587,-142.08228,847.80994
450,3.742,1691.82935,-141.98274,846.98737
451,3.75,1695.58093,-142.84981,846.3183
452,3.758,1699.48267,-144.15529,844.9176
453,3.767,1704.74988,-144.24887,843.56274
454,3.775,1709.41199,-145.42317,842.77985
455,3.783,1714.71765,-146.57594,841.55493
456,3.792,1718.68384,-147.72681,840.53912
457,3.8,1723.91968,-148.7067,839.41376
458,3.808,1728.71216,-149.22011,838.22717
459,3.817,1733.59509,-150.78244,837.06494
460,3.825,1738.64929,-151.93327,836.12115
461,3.833,1744.32507,-152.99358,835.66473
462,3.842,1750.9209,-153.74551,834.771
463,3.85,1754.00867,-155.5215,832.99207
464,3.858,1761.50684,-156.63205,832.09003
465,3.867,1767.06165,-158.24927,830.7431
466,3.875,1773.05664,-159.21455,830.34418
467,3.883,1778.78186,-160.04594,829.71643
468,3.892,1784.1665,-162.50888,830.00751
469,3.9,1791.729,-163.2094,828.81488
470,3.908,1795.72229,-165.05498,828.38757
471,3.917,1802.29456,-166.32109,828.67554
