Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,-1061.38123,-202.64523,885.26569
2,0.008,-1057.94275,-203.06064,884.55273
3,0.017,-1054.74048,-203.60567,884.27399
4,0.025,-1050.64026,-201.92526,882.97552
5,0.033,-1048.09644,-201.57152,882.48883
6,0.042,-1044.38623,-202.58136,880.93054
7,0.05,-1040.68982,-203.61311,880.35309
8,0.058,-1036.83179,-203.28456,880.72821
9,0.067,-1032.45117,-202.79736,880.42657
10,0.075,-1028.78064,-202.43199,879.58618
11,0.083,-1024.65564,-203.46463,878.41956
12,0.092,-1018.59875,-202.41679,877.46417
13,0.1,-1014.13666,-204.08696,877.53131
14,0.108,-1009.89648,-204.50948,876.59283
15,0.117,-1006.02942,-204.24983,875.75732
16,0.125,-999.61255,-203.2157,875.47839
17,0.133,-994.67755,-204.76576,874.73926
18,0.142,-989.44843,-206.51578,874.09845
19,0.15,-983.52777,-204.0838,873.08105
20,0.158,-977.71771,-205.60683,872.70801
21,0.167,-973.88074,-207.1098,872.25415
22,0.175,-965.83661,-206.63512,870.6134
23,0.183,-960.10669,-207.94362,870.09875
24,0.192,-954.15118,-207.6026,868.76251
25,0.2,-945.70233,-207.73218,867.95605
26,0.208,-939.13098,-209.37714,867.14105
27,0.217,-932.43738,-209.09767,866.13928
28,0.225,-925.20343,-210.33311,864.45728
29,0.233,-918.12994,-210.96439,863.75244
30,0.242,-910.19177,-211.11862,862.74921
31,0.25,-902.91925,-212.93341,862.59625
32,0.258,-894.40851,-213.46674,862.11816
33,0.267,-886.81732,-213.68741,862.24677
34,0.275,-878.82172,-213.50739,863.07867
35,0.283,-871.38055,-215.26187,863.73962
36,0.292,-863.00586,-216.48349,863.9212
37,0.3,-853.67865,-215.40923,865.198
38,0.308,-844.51221,-217.36963,866.55023
39,0.317,-836.12323,-218.67929,867.79004
40,0.325,-828.33374,-219.40393,868.65387
41,0.333,-820.26483,-220.62517,870.32965
42,0.342,-811.72791,-221.46518,871.5379
43,0.35,-803.93414,-221.46068,873.22974
44,0.358,-793.11475,-221.23688,873.73022
45,0.367,-785.25244,-222.07658,875.51776
46,0.375,-778.52509,-224.64449,875.44086
47,0.383,-767.11969,-223.72806,876.14209
48,0.392,-758.7254,-224.66344,876.82703
49,0.4,-752.12604,-224.52519,877.93719
50,0.408,-741.50977,-225.20576,877.53986
51,0.417,-732.57031,-226.70518,878.61041
52,0.425,-723.76886,-225.97575,879.14185
53,0.433,-716.6944,-227.91177,879.49554
54,0.442,-706.52759,-227.27489,880.03052
55,0.45,-696.97925,-228.25015,879.89331
56,0.458,-687.47736,-229.15974,879.5603
57,0.467,-679.12531,-228.10551,880.25177
58,0.475,-671.63824,-229.47342,881.12494
59,0.483,-661.78027,-229.20554,881.50183
60,0.492,-652.37469,-229.57857,881.72809
61,0.5,-643.73346,-229.88474,881.86914
62,0.508,-633.42883,-229.08926,882.81415
63,0.517,-623.87805,-227.89932,883.81952
64,0.525,-616.56573,-229.14273,885.01538
65,0.533,-607.56989,-228.09126,885.47339
66,0.542,-598.88965,-228.50266,885.62555
67,0.55,-590.52625,-228.46933,886.23822
68,0.558,-580.94299,-227.08461,886.97345
69,0.567,-573.26569,-226.36903,887.36694
70,0.575,-565.66266,-226.65192,887.79181
71,0.583,-556.83435,-225.25237,887.73987
72,0.592,-547.41229,-223.83844,887.97638
73,0.6,-539.08813,-224.49756,887.92798
74,0.608,-531.7851,-223.46262,888.82257
75,0.617,-523.50964,-222.23817,888.8775
76,0.625,-515.35498,-221.53329,888.84601
77,0.633,-506.84027,-221.26253,888.30139
78,0.642,-499.2775,-219.06535,888.71991
79,0.65,-491.49515,-218.32571,889.17181
80,0.658,-483.62442,-217.90053,889.55786
81,0.667,-475.89359,-216.94528,889.92737
82,0.675,-468.94031,-214.91345,890.29474
83,0.683,-460.93481,-214.85394,890.24072
84,0.692,-453.48849,-212.86464,890.23578
85,0.7,-446.60547,-210.51353,890.30994
86,0.708,-439.79071,-211.35907,890.59705
87,0.717,-432.35483,-209.72632,891.2052
88,0.725,-424.47073,-208.61626,891.58716
89,0.733,-418.23779,-207.82393,891.13757
90,0.742,-411.39847,-206.14359,890.62384
91,0.75,-404.75104,-205.31528,889.68738
92,0.758,-397.55606,-203.46935,890.45532
93,0.767,-391.17062,-203.90137,890.13647
94,0.775,-384.19684,-201.45181,890.34259
95,0.783,-377.93958,-201.26724,890.64423
96,0.792,-371.00275,-200.62715,890.12524
97,0.8,-363.65805,-199.18246,890.44336
98,0.808,-358.3967,-199.32306,890.43036
99,0.817,-351.21027,-197.36823,890.53418
100,0.825,-345.0621,-196.26884,890.57202
101,0.833,-339.82767,-196.1945,890.72345
102,0.842,-332.65756,-193.70357,890.55182
103,0.85,-327.26682,-194.37656,890.5564
104,0.858,-320.76486,-193.97153,891.81238
105,0.867,-316.46942,-191.84924,893.82434
106,0.875,-309.78546,-192.00528,894.12653
107,0.883,-304.06467,-190.18504,894.67352
108,0.892,-299.5611,-189.16113,896.26135
109,0.9,-294.12289,-189.36571,897.62213
110,0.908,-289.02936,-186.92226,899.72638
111,0.917,-284.32843,-187.30975,900.40936
112,0.925,-279.14944,-186.8237,901.16626
113,0.933,-275.44034,-186.46098,902.05353
114,0.942,-269.65451,-184.67059,902.76117
115,0.95,-265.44235,-184.45241,903.23175
116,0.958,-260.37625,-184.34727,904.04218
117,0.967,-256.15628,-184.04166,904.59454
118,0.975,-250.63173,-181.64204,904.91681
119,0.983,-247.11099,-181.33345,905.48212
120,0.992,-242.21941,-180.75108,905.80908
121,1,-238.64378,-179.80583,905.73511
122,1.008,-234.47005,-180.70139,905.79584
123,1.017,-230.91147,-179.69565,905.42529
124,1.025,-225.93066,-180.24223,905.06726
125,1.033,-222.2984,-178.68468,904.80139
126,1.042,-219.13876,-177.48976,904.86908
127,1.05,-215.04074,-177.50687,904.91064
128,1.058,-211.11633,-176.87009,905.05981
129,1.067,-207.92259,-177.38914,904.59991
130,1.075,-205.18909,-177.17337,905.28278
131,1.083,-201.29938,-174.56693,904.82867
132,1.092,-197.64018,-175.69775,904.28546
133,1.1,-195.09152,-175.20195,904.28143
134,1.108,-190.8864,-175.11757,904.00836
135,1.117,-187.80325,-175.04933,903.46417
136,1.125,-185.51318,-173.89073,902.44611
137,1.133,-181.89673,-173.5743,902.48383
138,1.142,-178.50105,-173.39577,902.49274
139,1.15,-175.606,-173.59883,901.15302
140,1.158,-171.90079,-174.0172,900.9483
141,1.167,-169.2038,-173.88994,900.70807
142,1.175,-166.81631,-173.50412,899.90338
143,1.183,-164.20267,-173.12302,900.15131
144,1.192,-160.41086,-171.88326,899.75964
145,1.2,-157.03546,-171.86652,899.10059
146,1.208,-153.30359,-172.88026,899.02057
147,1.217,-150.86937,-172.4057,897.7157
148,1.225,-147.73038,-171.72385,896.92432
149,1.233,-143.83455,-173.06323,897.11127
150,1.242,-140.42111,-172.19872,896.88586
151,1.25,-136.992,-172.03993,895.50061
152,1.258,-133.37776,-172.49181,894.98737
153,1.267,-129.59602,-171.95151,895.05005
154,1.275,-125.064,-172.07857,894.91046
155,1.283,-122.32997,-172.5295,894.17706
156,1.292,-118.84878,-174.57558,893.16357
157,1.3,-113.70613,-172.52887,892.37714
158,1.308,-108.65227,-173.43411,891.92822
159,1.317,-105.91711,-174.19502,891.74945
160,1.325,-99.46924,-174.12982,890.79639
161,1.333,-96.32656,-175.09666,890.04736
162,1.342,-90.63816,-174.50229,889.4093
163,1.35,-86.88601,-174.81477,889.04016
164,1.358,-81.41521,-176.41238,887.9245
165,1.367,-76.83528,-175.44954,887.53552
166,1.375,-71.26895,-175.95836,886.90259
167,1.383,-66.09202,-176.88446,885.57648
168,1.392,-60.165,-177.49478,884.84644
169,1.4,-55.85088,-178.74759,884.33893
170,1.408,-48.3418,-179.11531,883.22577
171,1.417,-44.26952,-179.80602,882.4873
172,1.425,-37.98464,-180.10364,881.5498
173,1.433,-31.26922,-182.09087,880.10352
174,1.442,-25.94286,-181.66417,878.80768
175,1.45,-19.81142,-183.09065,878.70551
176,1.458,-12.6109,-184.463,877.26068
177,1.467,-6.68585,-185.16594,876.56476
178,1.475,-0.0539,-186.33919,875.15308
179,1.483,6.99995,-186.90941,875.52582
180,1.492,12.83467,-188.04845,875.1474
181,1.5,21.42957,-189.2524,874.50208
182,1.508,28.06895,-190.30824,875.56818
183,1.517,34.91747,-190.48698,876.65869
184,1.525,42.81427,-191.92436,876.35492
185,1.533,49.85507,-193.01537,876.83185
186,1.542,57.59071,-194.19475,878.11139
187,1.55,65.52098,-194.90044,879.36914
188,1.558,71.92034,-194.85098,880.45837
189,1.567,79.72399,-197.14754,882.50269
190,1.575,87.89974,-198.29298,883.7049
191,1.583,95.96178,-198.21756,883.78479
192,1.592,101.96275,-200.10161,885.18311
193,1.6,110.10997,-201.04837,886.33978
194,1.608,119.22765,-201.2778,887.41937
195,1.617,126.71179,-203.92621,888.18591
196,1.625,134.48299,-204.26425,888.84235
197,1.633,142.17426,-204.23692,889.38458
198,1.642,150.98831,-205.5598,890.15295
199,1.65,159.08188,-207.1906,890.83838
200,1.658,166.22612,-206.58377,890.30988
201,1.667,175.2005,-208.97194,890.61456
202,1.675,183.99686,-210.01125,891.01227
203,1.683,191.97481,-211.30209,891.85272
204,1.692,200.48413,-210.70845,891.79529
205,1.7,209.42229,-210.50835,891.98108
206,1.708,217.50487,-211.44572,893.01923
207,1.717,226.11583,-211.68034,893.3949
208,1.725,234.18909,-213.22653,893.83282
209,1.733,242.84196,-213.20985,894.33594
210,1.742,251.35666,-213.22714,894.698
