Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,-1047.27649,-187.3205,961.58276
2,0.008,-1042.78088,-186.74631,960.13892
3,0.017,-1039.32056,-187.08319,960.03088
4,0.025,-1035.47949,-188.59436,958.75989
5,0.033,-1030.21338,-188.31804,958.41913
6,0.042,-1026.78711,-186.96083,958.39545
7,0.05,-1022.9613,-188.81783,957.1405
8,0.058,-1019.59576,-188.60565,957.00433
9,0.067,-1013.60303,-188.58795,956.93408
10,0.075,-1008.38763,-188.45506,955.56366
11,0.083,-1004.79034,-189.4214,954.64758
12,0.092,-999.71124,-189.06601,954.3208
13,0.1,-993.97046,-187.69017,953.2998
14,0.108,-989.29004,-189.15985,953.04279
15,0.117,-984.80469,-191.42308,951.44574
16,0.125,-977.98035,-188.61357,950.52087
17,0.133,-973.75244,-189.39877,950.72668
18,0.142,-968.22748,-191.6853,949.41071
19,0.15,-962.00049,-190.84621,948.52014
20,0.158,-956.64355,-192.30162,948.51501
21,0.167,-951.31531,-194.61475,948.11957
22,0.175,-943.47388,-192.42197,945.94666
23,0.183,-937.82031,-194.24731,945.92029
24,0.192,-931.08002,-193.29872,944.73828
25,0.2,-924.21796,-196.58009,942.94714
26,0.208,-917.73529,-196.76282,943.24133
27,0.217,-911.8255,-196.05486,941.35852
28,0.225,-902.42694,-196.35757,940.25403
29,0.233,-895.68549,-199.93416,939.78558
30,0.242,-888.24426,-199.56082,938.94739
31,0.25,-880.7757,-199.87135,938.27087
32,0.258,-873.99921,-201.25136,938.69116
33,0.267,-866.41779,-202.74002,939.32495
34,0.275,-856.28564,-202.16605,938.87604
35,0.283,-850.08643,-203.62051,939.75891
36,0.292,-840.42755,-203.0356,939.87769
37,0.3,-831.64728,-202.95982,941.05402
38,0.308,-825.14636,-204.09547,943.01678
39,0.317,-817.2135,-203.58313,943.37921
40,0.325,-810.02686,-207.12691,944.63055
41,0.333,-801.65662,-207.91093,946.43951
42,0.342,-793.6084,-209.10403,948.6145
43,0.35,-784.98914,-208.57281,948.98077
44,0.358,-777.039,-210.09114,950.77991
45,0.367,-769.84088,-210.01819,951.7403
46,0.375,-759.53577,-211.62439,952.948
47,0.383,-751.90637,-212.28825,953.78943
48,0.392,-744.80774,-213.56497,954.9201
49,0.4,-735.08911,-213.28149,954.75995
50,0.408,-726.93097,-214.44617,956.32251
51,0.417,-719.26141,-214.87144,956.68982
52,0.425,-710.81488,-214.79575,957.19049
53,0.433,-701.37781,-216.47551,957.26929
54,0.442,-692.85229,-215.92534,957.53253
55,0.45,-684.57068,-215.9146,957.70282
56,0.458,-676.15637,-216.99727,958.08508
57,0.467,-667.04663,-217.52495,958.49951
58,0.475,-658.36676,-216.06511,958.97485
59,0.483,-650.28284,-215.97462,959.79199
60,0.492,-640.50415,-216.65965,960.51697
61,0.5,-632.04004,-216.0256,960.58105
62,0.508,-623.9801,-216.41426,961.40509
63,0.517,-615.43939,-216.69295,961.69348
64,0.525,-606.45605,-214.55418,962.20197
65,0.533,-598.91168,-216.25157,962.97003
