Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,-1130.75415,-203.54507,1018.43781
2,0.008,-1126.84058,-204.11371,1018.8291
3,0.017,-1120.77625,-201.71387,1018.4903
4,0.025,-1117.60583,-202.0426,1018.31812
5,0.033,-1113.44604,-201.7224,1017.99829
6,0.042,-1107.69263,-201.54945,1018.3136
7,0.05,-1103.80835,-200.95837,1018.36505
8,0.058,-1099.8634,-201.97643,1018.52142
9,0.067,-1094.58459,-200.28711,1017.87177
10,0.075,-1088.65918,-199.8401,1018.06787
11,0.083,-1084.75903,-201.05179,1018.11835
12,0.092,-1079.36829,-199.76204,1017.35345
13,0.1,-1074.90027,-199.1842,1017.69818
14,0.108,-1068.50623,-200.76852,1016.55054
15,0.117,-1063.43701,-199.46562,1016.02094
16,0.125,-1057.90271,-199.47714,1015.83679
17,0.133,-1051.57983,-200.88391,1015.31036
18,0.142,-1047.67676,-201.25078,1014.53564
19,0.15,-1040.41687,-199.96532,1013.6712
20,0.158,-1035.23926,-200.9986,1013.48145
21,0.167,-1027.43579,-200.29616,1011.96289
22,0.175,-1023.03973,-201.65907,1011.22321
23,0.183,-1016.13165,-202.58287,1010.52686
24,0.192,-1009.41162,-201.76451,1009.26843
25,0.2,-1003.04187,-203.63411,1007.76697
26,0.208,-996.07477,-205.32047,1006.63605
27,0.217,-989.52417,-204.79248,1006.33545
28,0.225,-983.2309,-204.94334,1004.95032
29,0.233,-976.46924,-206.75513,1003.06854
30,0.242,-968.38379,-206.58647,1002.9292
31,0.25,-960.60468,-208.97119,1001.63361
32,0.258,-951.7121,-207.71852,1001.2981
33,0.267,-944.85852,-208.61224,1001.36603
34,0.275,-936.10657,-208.98099,1002.28174
35,0.283,-928.52118,-210.8441,1002.87762
36,0.292,-920.56683,-211.00018,1003.25977
37,0.3,-912.59338,-211.25119,1003.52905
38,0.308,-905.46387,-213.51431,1004.66272
39,0.317,-897.15521,-212.3136,1006.14056
40,0.325,-889.99158,-214.47685,1006.58569
41,0.333,-881.20215,-215.39661,1007.23615
42,0.342,-873.99939,-216.10661,1008.28674
43,0.35,-867.35046,-216.83714,1009.70868
44,0.358,-858.93213,-217.0144,1010.68518
45,0.367,-851.22107,-219.64496,1011.03448
46,0.375,-843.76123,-220.53618,1011.27606
47,0.383,-835.70184,-220.69342,1011.92395
48,0.392,-828.33484,-222.69232,1011.84839
49,0.4,-819.41614,-221.87521,1012.13043
50,0.408,-812.59845,-223.33727,1012.14362
51,0.417,-803.48083,-222.24393,1012.48834
52,0.425,-797.13354,-225.90811,1012.21838
53,0.433,-786.96881,-225.62633,1012.08594
54,0.442,-779.52936,-226.65742,1012.79639
55,0.45,-768.64313,-226.54532,1012.71887
56,0.458,-762.29297,-228.4115,1012.26697
57,0.467,-753.17163,-228.19753,1012.74146
58,0.475,-744.41968,-228.75421,1012.96771
59,0.483,-735.1062,-228.68674,1012.48242
60,0.492,-726.80231,-228.87216,1012.50812
61,0.5,-719.73096,-230.38602,1013.46411
62,0.508,-711.33252,-230.62691,1012.92291
63,0.517,-701.81323,-230.79991,1013.06689
64,0.525,-694.83093,-231.62065,1014.03442
65,0.533,-686.92371,-231.32941,1013.18787
66,0.542,-678.48053,-232.56244,1013.59613
67,0.55,-670.56232,-231.88097,1012.5
68,0.558,-663.39136,-231.57976,1012.27814
69,0.567,-655.15887,-231.485,1013.19293
70,0.575,-648.44025,-231.4537,1012.47766
71,0.583,-640.75793,-231.75475,1011.47522
72,0.592,-633.51569,-231.71036,1011.46082
73,0.6,-625.79883,-231.41502,1011.09436
74,0.608,-619.61371,-231.05653,1010.25623
75,0.617,-611.40155,-230.66959,1010.7774
76,0.625,-605.01312,-229.45366,1009.40485
77,0.633,-597.77234,-229.43221,1008.36945
78,0.642,-590.81958,-228.98863,1008.74249
79,0.65,-581.68848,-227.40355,1009.25293
80,0.658,-575.72406,-227.9933,1008.44934
81,0.667,-568.36932,-227.32666,1007.79486
82,0.675,-561.06854,-226.36597,1007.8894
83,0.683,-555.6015,-224.7971,1006.20996
84,0.692,-549.66296,-224.08339,1006.81494
85,0.7,-542.0639,-223.19847,1005.48645
