Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,-995.61755,-159.73463,871.61292
2,0.008,-993.09052,-159.82458,870.64941
3,0.017,-990.39301,-159.7262,869.09583
4,0.025,-985.36401,-159.57437,867.69293
5,0.033,-981.41687,-158.44522,866.83032
6,0.042,-977.99927,-160.75391,866.53369
7,0.05,-974.40704,-160.25754,865.34204
8,0.058,-970.50476,-159.92526,863.20929
9,0.067,-965.78333,-160.76074,862.53369
10,0.075,-962.95068,-159.14702,862.04523
11,0.083,-957.72833,-161.5121,862.03326
12,0.092,-952.73566,-163.09421,860.13812
13,0.1,-948.89063,-162.54645,859.46289
14,0.108,-943.57294,-162.56142,859.57172
15,0.117,-937.88086,-164.77567,858.23657
16,0.125,-933.12775,-164.72374,857.01007
17,0.133,-927.8302,-164.56541,856.10858
18,0.142,-922.05237,-166.0881,856.11029
19,0.15,-916.49493,-166.24435,855.08746
20,0.158,-910.12964,-166.7692,854.17188
21,0.167,-904.5835,-168.26793,852.42139
22,0.175,-898.88324,-168.57869,851.90289
23,0.183,-892.02124,-168.81406,850.82782
24,0.192,-884.64178,-169.08136,850.37964
25,0.2,-878.62024,-171.5015,849.6601
26,0.208,-870.7912,-170.68071,848.23401
27,0.217,-863.09485,-172.42368,847.48688
28,0.225,-856.85486,-172.38387,847.21289
29,0.233,-848.9231,-173.4823,846.54913
30,0.242,-841.6925,-174.84296,845.41553
31,0.25,-833.90729,-174.67465,845.38232
32,0.258,-825.87714,-176.87181,845.1073
33,0.267,-817.09991,-175.86137,845.06464
34,0.275,-809.15143,-178.75397,845.32495
35,0.283,-801.7345,-177.79454,845.62909
36,0.292,-793.23395,-179.59177,846.64874
37,0.3,-784.11951,-179.30586,848.63428
38,0.308,-775.6236,-180.81757,850.10431
39,0.317,-767.10931,-180.94426,850.88055
40,0.325,-757.85657,-180.90685,853.08643
41,0.333,-750.33002,-182.08836,854.52112
42,0.342,-741.56549,-184.3739,856.50629
43,0.35,-732.15521,-184.99715,858.62415
44,0.358,-724.03503,-184.60141,860.20978
45,0.367,-715.41614,-185.15379,861.80402
46,0.375,-706.99518,-186.23976,862.44708
47,0.383,-697.302,-186.72552,863.87421
48,0.392,-689.28137,-188.18567,865.86847
49,0.4,-679.98749,-188.36447,866.35693
50,0.408,-671.22095,-187.41832,867.05463
51,0.417,-662.58142,-189.36229,867.60291
52,0.425,-653.30786,-188.81015,869.32556
53,0.433,-644.84601,-190.23338,870.02386
54,0.442,-635.43848,-189.11354,870.48865
55,0.45,-626.51825,-189.55974,870.87891
