Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
108,0.892,-327.93079,-30.69962,1317.43494
109,0.9,-321.39038,-27.54026,1319.75293
110,0.908,-314.09521,-26.60145,1320.04089
111,0.917,-308.79175,-25.56042,1321.83008
112,0.925,-302.12131,-23.57356,1322.91113
113,0.933,-296.39859,-21.72771,1323.68396
114,0.942,-289.93924,-20.84129,1326.47388
115,0.95,-283.23239,-18.43036,1326.10791
116,0.958,-278.20532,-16.98615,1326.38391
117,0.967,-272.16507,-17.05977,1326.18054
118,0.975,-265.53055,-15.27658,1328.39941
119,0.983,-260.10107,-15.23746,1328.94373
120,0.992,-254.16467,-14.03316,1328.92297
121,1,-248.12546,-13.04988,1328.82654
122,1.008,-242.71973,-11.96249,1328.57898
123,1.017,-237.21161,-10.38154,1329.5271
124,1.025,-230.71234,-11.41141,1329.2915
125,1.033,-225.71178,-10.58006,1329.33044
126,1.042,-219.94514,-8.95932,1329.229
127,1.05,-215.13861,-9.10698,1328.22729
128,1.058,-208.93283,-8.05325,1330.07727
129,1.067,-203.66888,-7.71377,1329.83557
130,1.075,-197.78833,-6.03516,1330.78284
131,1.083,-192.98619,-7.73309,1331.17334
132,1.092,-187.09528,-5.32531,1330.7572
133,1.1,-181.45468,-4.13767,1330.69006
134,1.108,-176.16109,-4.72018,1331.20435
135,1.117,-170.27695,-3.9763,1331.86328
136,1.125,-164.83801,-3.77095,1332.40955
137,1.133,-159.15596,-2.54284,1332.06421
138,1.142,-154.04361,-3.31048,1331.34253
139,1.15,-148.22731,-2.05353,1331.49255
140,1.158,-142.74898,-2.85549,1331.36975
141,1.167,-136.8802,-2.4975,1331.86096
142,1.175,-131.8045,-1.36052,1331.37354
143,1.183,-125.57665,-1.23329,1331.40442
144,1.192,-120.13235,-0.16035,1330.61169
145,1.2,-114.27209,-0.6707,1329.87305
146,1.208,-108.79358,0.12887,1329.75684
147,1.217,-102.63706,-1.07202,1329.59326
148,1.225,-96.56532,0.05671,1329.0647
149,1.233,-90.74171,0.92275,1329.17651
150,1.242,-84.97185,0.74209,1328.84668
151,1.25,-79.6041,-1.35174,1327.97766
152,1.258,-73.59408,-0.06571,1328.04529
153,1.267,-66.56013,-0.66512,1327.27136
154,1.275,-62.1093,0.77819,1327.15771
155,1.283,-55.19339,-0.22761,1326.55029
156,1.292,-50.13691,-1.06147,1325.78979
157,1.3,-44.79889,-0.56692,1325.453
158,1.308,-38.87254,-0.3836,1324.99634
159,1.317,-33.28999,-1.02886,1324.33142
160,1.325,-26.53412,-1.89466,1323.62439
161,1.333,-19.77863,-0.61625,1322.83044
162,1.342,-15.0463,-2.3893,1322.13428
163,1.35,-9.37381,-2.28486,1321.71765
164,1.358,-2.65633,-3.45556,1321.03894
165,1.367,3.14467,-4.60969,1320.06323
166,1.375,8.64171,-5.30555,1318.89209
167,1.383,14.75275,-7.04891,1318.65295
168,1.392,21.16868,-6.92411,1317.53662
169,1.4,26.92883,-8.01079,1317.10706
170,1.408,32.26241,-9.59422,1315.98926
171,1.417,38.87378,-9.95826,1315.47021
172,1.425,44.74038,-11.74683,1313.80115
173,1.433,50.30241,-13.13707,1313.47827
174,1.442,57.07498,-14.14048,1312.00073
175,1.45,64.26781,-15.6977,1311.63989
176,1.458,69.89784,-17.44791,1311.24585
177,1.467,75.80302,-18.42331,1311.41614
178,1.475,81.56335,-19.48058,1311.32593
179,1.483,88.66001,-20.80668,1311.16663
180,1.492,95.00296,-22.28164,1311.94641
181,1.5,101.48222,-24.10705,1312.55737
182,1.508,107.48518,-25.802,1313.25964
183,1.517,113.00443,-25.98394,1315.1377
184,1.525,119.026,-27.06958,1315.39001
185,1.533,125.8584,-29.15423,1316.17529
186,1.542,131.86153,-29.96078,1317.57422
187,1.55,138.29427,-30.51687,1318.69568
188,1.558,144.5049,-31.94692,1320.10925
189,1.567,151.0782,-32.47199,1321.40344
190,1.575,157.05948,-34.06297,1322.71301
191,1.583,164.21997,-34.32115,1323.45728
192,1.592,169.67432,-35.87194,1324.48096
193,1.6,177.29808,-36.21419,1325.49207
194,1.608,182.9879,-37.50592,1325.55737
195,1.617,188.96721,-37.24195,1326.24463
196,1.625,195.6411,-38.33757,1326.46704
197,1.633,201.39758,-38.84262,1327.1554
198,1.642,209.18945,-38.85212,1327.00806
199,1.65,215.32553,-39.68439,1327.50403
200,1.658,221.53337,-40.24519,1327.27625
201,1.667,227.2187,-40.45886,1326.85876
202,1.675,233.65059,-41.00673,1327.58447
203,1.683,240.51295,-40.12985,1327.25879
204,1.692,246.23787,-41.42712,1327.27917
205,1.7,252.33347,-41.932,1327.47119
206,1.708,258.25858,-41.9552,1327.96851
207,1.717,263.77814,-42.54658,1328.74207
208,1.725,269.72089,-43.38061,1329.28552
209,1.733,274.32733,-42.19656,1329.47058
210,1.742,279.90594,-42.47149,1330.22998
211,1.75,286.04904,-42.72187,1330.7218
212,1.758,291.77142,-41.74817,1331.19507
213,1.767,297.77377,-42.95089,1331.9751
214,1.775,303.48785,-42.6717,1331.70959
215,1.783,309.28363,-43.47256,1331.93738
216,1.792,315.44763,-43.48178,1332.34338
217,1.8,320.70633,-42.55998,1332.41394
218,1.808,325.87399,-42.96046,1332.25671
219,1.817,332.21985,-42.9833,1331.85864
220,1.825,337.73557,-41.38183,1331.54956
221,1.833,343.55383,-42.33418,1331.65271
222,1.842,349.59409,-42.07818,1332.00439
223,1.85,354.89056,-41.52773,1331.61218
224,1.858,361.59909,-42.01299,1331.46155
225,1.867,367.22131,-41.63005,1330.60083
226,1.875,372.49384,-41.52528,1330.65466
227,1.883,378.00491,-41.28,1330.75598
228,1.892,384.21948,-40.11557,1330.38257
229,1.9,389.38449,-40.16415,1330.17273
230,1.908,395.45215,-40.89426,1329.56934
231,1.917,401.04736,-38.92423,1329.5033
232,1.925,406.1409,-38.56197,1328.30347
233,1.933,412.51343,-38.12084,1327.92688
234,1.942,418.65897,-38.05418,1327.39722
235,1.95,424.6817,-35.83709,1326.91052
236,1.958,430.27692,-35.93479,1326.10071
237,1.967,436.19818,-36.10408,1326.8103
238,1.975,441.22321,-34.36691,1325.07288
239,1.983,446.54602,-32.61071,1325.03418
240,1.992,452.53159,-33.42003,1324.79065
241,2,457.90723,-32.07594,1324.57715
242,2.008,462.86215,-30.60302,1322.5675
243,2.017,470.05551,-29.24161,1322.84424
244,2.025,475.73685,-28.19563,1322.06897
245,2.033,481.5321,-27.30947,1322.57043
246,2.042,487.70642,-25.02998,1321.3739
247,2.05,492.90552,-24.23148,1321.52917
248,2.058,498.58337,-22.75356,1321.78931
249,2.067,504.67972,-21.04725,1321.61426
250,2.075,510.54068,-21.43703,1322.07886
251,2.083,516.92267,-19.06411,1323.6156
252,2.092,522.54834,-16.61706,1323.7583
253,2.1,529.73486,-15.46119,1325.53955
254,2.108,535.67065,-13.51257,1326.36572
255,2.117,542.24585,-12.74515,1327.82446
256,2.125,548.77301,-11.13628,1329.87329
257,2.133,554.13495,-8.44786,1330.69617
258,2.142,559.34467,-7.56381,1332.47876
259,2.15,564.90649,-5.68216,1334.78674
260,2.158,571.33484,-4.20867,1336.7157
261,2.167,577.77765,-4.44215,1338.14001
262,2.175,584.81323,-2.02876,1338.78528
263,2.183,589.22534,0.76551,1340.74451
264,2.192,595.28442,1.61756,1340.75122
265,2.2,600.25922,1.44699,1341.60535
266,2.208,607.93634,2.4936,1343.11157
267,2.217,612.59515,3.32522,1342.59546
268,2.225,619.03558,4.79169,1342.23462
269,2.233,625.31464,4.91415,1342.78748
270,2.242,631.64801,4.78739,1343.95093
271,2.25,636.38263,6.45807,1343.26819
272,2.258,642.80896,6.43603,1343.30042
273,2.267,647.57996,8.32888,1342.93152
274,2.275,654.7439,9.53729,1343.22803
275,2.283,659.64264,7.98609,1342.76453
276,2.292,664.17487,9.3217,1342.83667
277,2.3,669.56409,10.67574,1342.80408
278,2.308,675.99713,10.35232,1343.79993
279,2.317,680.79547,10.07677,1343.62305
280,2.325,685.94049,11.61685,1343.93958
281,2.333,692.95386,10.84672,1343.46912
282,2.342,697.13544,11.21111,1344.37683
283,2.35,701.9223,12.07793,1343.96472
284,2.358,708.13257,11.63395,1344.58423
285,2.367,713.45648,12.61454,1344.41467
286,2.375,719.22284,11.87203,1344.67102
287,2.383,723.47827,12.52348,1344.6947
288,2.392,729.76947,13.18958,1344.14819
289,2.4,734.72321,12.69876,1343.49622
290,2.408,739.98029,12.89952,1344.07349
291,2.417,745.85211,12.23064,1344.29553
292,2.425,751.73669,13.00944,1343.92749
293,2.433,757.68494,12.41815,1343.23096
294,2.442,762.60596,13.08079,1342.58545
295,2.45,767.77985,12.49239,1340.97595
296,2.458,775.24115,12.77296,1342.2533
297,2.467,779.65723,11.61646,1342.08911
298,2.475,786.70544,11.30932,1340.87354
299,2.483,792.34955,11.19124,1340.64172
300,2.492,798.68713,11.04124,1340.34229
301,2.5,804.63232,10.24609,1338.8855
302,2.508,809.11346,11.75239,1338.38367
303,2.517,814.90295,10.81973,1337.86401
304,2.525,822.1521,10.25601,1336.99158
305,2.533,827.17865,8.95349,1337.16296
306,2.542,832.88818,8.20895,1335.68896
307,2.55,841.39026,7.8436,1334.3667
308,2.558,845.68201,7.51007,1334.37439
309,2.567,851.13892,7.84683,1332.68445
310,2.575,856.3714,6.78885,1331.21228
311,2.583,863.62787,6.03762,1331.00269
312,2.592,870.97778,6.37873,1329.66394
313,2.6,875.06897,3.91159,1328.44177
314,2.608,881.10565,2.24699,1327.28064
315,2.617,888.69037,2.01164,1325.87463
316,2.625,891.29291,2.11841,1324.63965
317,2.633,899.85468,0.81656,1323.88379
318,2.642,905.54041,-0.29336,1323.07397
319,2.65,911.10767,-1.7397,1322.06482
320,2.658,918.83911,-2.09275,1321.41516
321,2.667,926.24084,-4.16764,1321.10449
322,2.675,931.78394,-6.24926,1319.34143
323,2.683,937.74664,-6.49864,1317.79553
324,2.692,943.75159,-8.19602,1316.68811
325,2.7,949.1662,-9.24854,1316.39734
326,2.708,955.82782,-11.29651,1315.31738
327,2.717,962.50476,-12.59346,1314.37036
328,2.725,970.01715,-14.26081,1315.66907
329,2.733,976.38312,-15.39179,1315.74548
330,2.742,982.09314,-18.43589,1315.46057
331,2.75,989.24335,-19.29467,1315.48181
332,2.758,996.36792,-20.13606,1317.18018
333,2.767,1002.04144,-21.39232,1316.98572
334,2.775,1008.08612,-21.93868,1318.12683
335,2.783,1014.69189,-23.41037,1318.98108
336,2.792,1022.65845,-25.52242,1320.63684
337,2.8,1028.70483,-26.97138,1321.1593
338,2.808,1033.59143,-27.01104,1322.31738
339,2.817,1041.73462,-28.18039,1323.52698
340,2.825,1047.67383,-28.92851,1324.6095
341,2.833,1053.40491,-30.27567,1324.63818
342,2.842,1062.38708,-31.5506,1326.15063
343,2.85,1069.44836,-32.70566,1326.29993
344,2.858,1075.43652,-32.28354,1326.70618
345,2.867,1082.34338,-32.27363,1327.02795
346,2.875,1090.10876,-33.65891,1326.97937
347,2.883,1097.17334,-35.09145,1327.75085
348,2.892,1103.96924,-35.58858,1327.90271
349,2.9,1108.91956,-34.31877,1327.0741
350,2.908,1116.23877,-35.68656,1327.16138
351,2.917,1124.51245,-37.09948,1328.22717
352,2.925,1130.03113,-37.68492,1327.81384
353,2.933,1135.32959,-36.05868,1327.2262
354,2.942,1143.35437,-38.22566,1328.78918
355,2.95,1149.61267,-37.91695,1329.0448
356,2.958,1154.75818,-37.44178,1328.93933
357,2.967,1161.79358,-37.9978,1329.24219
358,2.975,1167.11072,-37.8574,1329.4834
359,2.983,1174.59436,-38.42246,1330.80115
360,2.992,1179.95801,-38.24286,1330.35168
361,3,1186.00818,-38.6324,1330.83069
362,3.008,1192.75867,-40.05198,1331.25293
363,3.017,1197.61792,-38.75748,1331.68652
364,3.025,1204.42346,-39.74662,1331.86194
365,3.033,1210.53516,-40.27901,1331.53088
366,3.042,1215.69421,-39.22392,1330.90503
367,3.05,1222.04553,-39.86004,1331.40955
368,3.058,1229.06189,-39.99348,1331.32813
369,3.067,1234.81653,-40.58766,1330.96399
370,3.075,1241.01074,-40.43575,1330.26636
371,3.083,1246.75159,-40.14863,1329.68396
372,3.092,1252.71558,-40.30387,1330.01746
373,3.1,1259.01917,-41.01549,1329.98254
374,3.108,1264.495,-39.69269,1328.96301
375,3.117,1270.94287,-39.82397,1328.69543
376,3.125,1277.62524,-39.8898,1327.90259
377,3.133,1282.55566,-39.165,1328.09351
378,3.142,1287.86548,-39.09193,1327.86658
379,3.15,1294.92639,-39.6971,1327.48303
380,3.158,1300.25049,-38.39008,1326.56018
381,3.167,1306.2041,-38.42154,1326.87769
382,3.175,1311.78577,-38.37845,1325.47058
383,3.183,1317.25964,-37.1937,1325.3905
384,3.192,1322.38232,-36.47709,1325.18396
385,3.2,1329.35999,-36.13599,1324.1748
386,3.208,1335.62073,-36.0411,1323.78906
387,3.217,1340.00879,-33.81163,1323.30908
388,3.225,1346.91748,-34.28235,1321.94434
389,3.233,1351.78979,-33.38187,1322.35864
390,3.242,1357.20728,-31.84678,1321.16504
391,3.25,1364.41492,-33.48967,1319.95691
392,3.258,1370.71167,-33.3808,1320.11633
393,3.267,1373.83325,-30.69136,1319.79089
394,3.275,1380.25879,-30.02106,1319.22095
395,3.283,1386.01184,-29.14522,1320.37451
396,3.292,1390.2135,-25.86959,1320.80737
397,3.3,1396.66296,-24.57024,1321.19751
398,3.308,1403.37976,-23.59887,1322.23718
399,3.317,1410.0564,-23.93621,1323.09448
400,3.325,1416.31909,-22.94866,1323.60437
401,3.333,1422.29749,-20.41483,1324.59021
402,3.342,1428.35889,-19.77383,1326.47131
403,3.35,1433.55676,-18.37391,1327.60522
404,3.358,1438.92065,-17.61468,1328.78943
405,3.367,1444.43298,-16.6238,1330.77441
406,3.375,1450.271,-16.0456,1331.83313
407,3.383,1455.79749,-15.61046,1332.43909
408,3.392,1461.54358,-14.65985,1333.5094
409,3.4,1466.71216,-13.14942,1334.07422
410,3.408,1473.07471,-13.82624,1334.67456
411,3.417,1478.70483,-13.96526,1334.61597
412,3.425,1484.20972,-13.31784,1334.8418
413,3.433,1488.54883,-12.70916,1335.48828
414,3.442,1494.26172,-13.00658,1335.29358
415,3.45,1499.98608,-12.0414,1334.57458
416,3.458,1505.15527,-11.63018,1334.24792
417,3.467,1511.14514,-11.01045,1334.80383
418,3.475,1516.53748,-12.00584,1334.31653
419,3.483,1521.26208,-10.97761,1334.28723
420,3.492,1526.45117,-11.28174,1334.70251
421,3.5,1531.1676,-11.15054,1334.28784
422,3.508,1537.11279,-11.35076,1333.83411
423,3.517,1542.05835,-10.7583,1333.55371
424,3.525,1546.7218,-11.06501,1334.07788
425,3.533,1552.10474,-11.84624,1333.96509
426,3.542,1557.11096,-11.19593,1333.71033
427,3.55,1561.72461,-11.27733,1334.90991
428,3.558,1567.51001,-11.51994,1334.58472
429,3.567,1572.34155,-12.15158,1334.29346
430,3.575,1576.22571,-11.39172,1334.58899
431,3.583,1581.68835,-12.57982,1333.97217
432,3.592,1587.31177,-12.33274,1334.49023
433,3.6,1593.31213,-13.17376,1334.50024
434,3.608,1598.06458,-12.74705,1333.91882
435,3.617,1601.58374,-13.86874,1333.79187
436,3.625,1607.60986,-14.47911,1333.76746
437,3.633,1614.28162,-15.55353,1333.32532
438,3.642,1619.49512,-16.26594,1333.30981
439,3.65,1623.70447,-17.26134,1333.3197
440,3.658,1629.74683,-17.26171,1332.25635
441,3.667,1634.39429,-17.05898,1332.2334
442,3.675,1640.46899,-17.50218,1332.07568
443,3.683,1646.15479,-18.41915,1331.48767
444,3.692,1651.46509,-19.25046,1331.41248
445,3.7,1657.41187,-20.62347,1330.14514
446,3.708,1662.43701,-21.4945,1329.5022
447,3.717,1668.03186,-22.59096,1329.57837
448,3.725,1673.66711,-22.63976,1328.98743
449,3.733,1678.87793,-23.49346,1327.65991
450,3.742,1684.19434,-24.55565,1326.56104
451,3.75,1690.32288,-26.38445,1326.40674
452,3.758,1696.39099,-27.18968,1325.15662
453,3.767,1701.71387,-27.71406,1324.41248
454,3.775,1706.90271,-29.3194,1323.1626
455,3.783,1712.02539,-30.72591,1322.36914
456,3.792,1718.01184,-31.05266,1320.73254
457,3.8,1723.96155,-33.17407,1319.56641
458,3.808,1729.0437,-34.98457,1318.56262
459,3.817,1735.17896,-36.70498,1317.43408
460,3.825,1740.62207,-37.76474,1315.68054
461,3.833,1745.39771,-39.31813,1315.18445
462,3.842,1750.66296,-41.13362,1313.5199
463,3.85,1756.88696,-43.54423,1313.86743
464,3.858,1762.91956,-44.95956,1311.83118
465,3.867,1766.79114,-47.76036,1311.8092
466,3.875,1772.88306,-48.45278,1311.67395
467,3.883,1779.03186,-51.06787,1311.37085
468,3.892,1784.16724,-53.15465,1311.35327
469,3.9,1789.8252,-54.74139,1311.96948
470,3.908,1795.26904,-56.16039,1312.40356
471,3.917,1800.78381,-58.02819,1312.52759
