Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,-1157.4552,-129.60136,1019.19678
2,0.008,-1153.32288,-128.09911,1018.6792
3,0.017,-1146.37561,-129.05455,1018.25128
4,0.025,-1145.91394,-126.42831,1017.88318
5,0.033,-1141.073,-125.42571,1017.71216
6,0.042,-1135.0968,-125.36791,1018.08484
7,0.05,-1128.13965,-126.37325,1018.55609
8,0.058,-1124.39795,-125.69744,1018.21185
9,0.067,-1120.99878,-124.0945,1018.55444
10,0.075,-1115.10986,-123.99537,1018.2547
11,0.083,-1109.07007,-124.14487,1017.35638
12,0.092,-1103.79504,-124.1952,1017.38898
13,0.1,-1097.13452,-124.53448,1017.2074
14,0.108,-1090.95374,-124.40444,1016.93311
15,0.117,-1084.86572,-124.91179,1016.65015
16,0.125,-1079.70715,-124.38959,1015.63446
17,0.133,-1075.87427,-122.45322,1015.9646
18,0.142,-1070.50476,-123.41036,1015.16992
19,0.15,-1064.71472,-123.30246,1014.2854
20,0.158,-1058.40723,-123.70984,1013.77051
21,0.167,-1051.45105,-124.2263,1012.90503
22,0.175,-1045.34131,-124.43628,1012.0611
23,0.183,-1039.21484,-124.99827,1011.72516
24,0.192,-1031.89673,-125.45699,1010.31854
25,0.2,-1022.83337,-126.8522,1008.7265
26,0.208,-1016.96313,-126.95934,1008.05804
27,0.217,-1008.63379,-128.64978,1006.5686
28,0.225,-1001.78485,-129.65425,1004.91705
29,0.233,-997.12158,-129.39861,1004.25098
30,0.242,-990.42444,-129.2482,1003.27557
31,0.25,-983.44171,-129.82037,1003.11182
32,0.258,-971.83112,-131.81807,1002.50421
33,0.267,-964.49994,-132.59711,1001.82233
34,0.275,-959.05524,-132.92784,1002.63721
35,0.283,-951.8056,-132.80943,1003.39307
36,0.292,-942.96326,-133.48114,1002.90436
37,0.3,-935.34064,-134.8152,1003.57324
38,0.308,-928.9884,-134.59544,1005.60022
39,0.317,-921.85181,-135.94008,1007.47369
40,0.325,-912.56348,-138.14635,1007.89929
41,0.333,-905.3006,-138.44144,1009.1438
42,0.342,-898.56958,-137.61658,1009.77374
43,0.35,-889.51056,-139.04974,1009.86139
44,0.358,-881.13971,-140.90041,1011.10468
