Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
90,0.742,-447.2963,84.54221,1325.81506,-500.57516,-182.39468,1314.02979,-504.83078,201.52408,1338.54333
91,0.75,-441.40866,84.7672,1325.32068,-494.33807,-179.63643,1313.40942,-499.11099,203.53806,1338.66052
92,0.758,-434.55206,85.37375,1324.83911,-488.08752,-180.66057,1312.50281,-492.9798,203.39772,1338.24487
93,0.767,-427.95828,88.03929,1324.2323,-482.10428,-178.36623,1313.00708,-485.76965,205.79515,1337.14587
94,0.775,-422.33087,87.77032,1324.12512,-477.18408,-178.22217,1311.89575,-479.54324,206.52545,1336.26086
95,0.783,-416.05548,90.47651,1323.42151,-470.14655,-175.88417,1311.32446,-473.62347,207.78839,1335.60461
96,0.792,-409.11166,92.4966,1322.80237,-464.54468,-173.47887,1311.95422,-466.80624,209.58005,1335.18433
97,0.8,-404.26352,92.47249,1321.57288,-458.70401,-173.80847,1311.21594,-459.82034,210.96555,1334.61609
98,0.808,-397.32629,94.59978,1321.10986,-453.4726,-171.87254,1311.02344,-453.65698,214.87166,1333.52795
99,0.817,-390.55054,95.99937,1320.35083,-447.56693,-168.08337,1310.05908,-446.06659,214.49812,1332.07507
100,0.825,-384.19403,97.23147,1320.73718,-442.18176,-168.83826,1310.1449,-438.60895,216.54988,1331.85754
101,0.833,-377.8797,99.40824,1320.87708,-436.89569,-165.50574,1310.1853,-432.25989,218.40004,1331.61609
102,0.842,-371.11063,100.72208,1321.09729,-429.22397,-164.37129,1309.1604,-425.65045,221.37791,1330.98438
103,0.85,-363.99728,102.77031,1321.11938,-424.09027,-162.49886,1310.7854,-418.7832,221.33133,1330.74414
104,0.858,-357.46179,103.93343,1321.53931,-418.24796,-160.18694,1312.03333,-412.11713,222.68286,1331.95801
105,0.867,-351.41531,106.69956,1323.48181,-411.77521,-159.57085,1312.00232,-405.74527,225.49796,1332.67444
106,0.875,-346.06216,106.80371,1323.89063,-405.86694,-158.62782,1314.41406,-400.07382,226.745,1333.68982
107,0.883,-338.0379,108.11023,1325.27637,-399.69229,-156.73795,1315.35864,-393.2688,228.8959,1333.65857
108,0.892,-332.00882,109.68617,1327.01843,-393.05066,-153.80141,1317.10938,-387.28555,229.10976,1336.11267
109,0.9,-325.26306,111.65359,1328.63843,-385.64487,-154.79185,1319.53406,-381.72357,230.51137,1337.20032
110,0.908,-320.19241,112.55865,1328.72217,-379.14212,-152.64603,1320.79956,-374.48529,233.24727,1338.67566
111,0.917,-314.54742,113.49764,1330.43286,-372.72238,-149.73637,1322.19275,-367.60681,233.74515,1339.34753
112,0.925,-307.142,116.55009,1332.23364,-366.43906,-148.61786,1323.38782,-359.77612,235.59851,1339.68115
113,0.933,-300.95547,117.57101,1332.27332,-359.30835,-148.13824,1325.05835,-354.44385,237.37364,1341.9718
114,0.942,-294.82095,116.72134,1333.55713,-354.29742,-145.72783,1325.82837,-348.26501,237.80768,1342.49219
115,0.95,-288.80673,119.41071,1334.69043,-348.48108,-145.37921,1326.88965,-341.8457,237.83888,1342.63086
116,0.958,-282.21994,120.33621,1334.69519,-342.07944,-143.65248,1327.39063,-335.00436,240.90262,1343.54907
117,0.967,-275.94351,121.55522,1335.51599,-336.82889,-140.92271,1327.82788,-328.36221,242.02832,1345.07458
118,0.975,-269.57635,122.06033,1336.30518,-331.97742,-141.95081,1328.77258,-320.99548,244.01308,1345.28491
119,0.983,-262.20572,122.99146,1336.3092,-326.23392,-138.99072,1329.38965,-313.90744,244.46768,1345.50085
120,0.992,-256.52289,123.82618,1336.79248,-321.31781,-139.55098,1330.1427,-307.67148,245.03719,1345.38464
121,1,-249.47501,125.79597,1336.65198,-314.82117,-137.00116,1329.92542,-301.2471,246.4704,1346.15454
122,1.008,-243.47319,126.31393,1336.19214,-310.68451,-136.95079,1331.06482,-292.88107,247.36693,1346.29895
123,1.017,-237.27394,126.66899,1336.98291,-305.29355,-135.57809,1330.92993,-286.91385,248.64868,1346.58252
124,1.025,-231.55238,126.70303,1337.21289,-299.67624,-134.20985,1331.35693,-280.06107,248.89412,1347.255
125,1.033,-224.40569,128.44557,1336.65564,-294.63657,-132.91344,1331.32654,-274.22256,251.10759,1346.82507
126,1.042,-219.43491,129.13431,1337.23157,-288.03159,-131.32733,1331.10364,-268.1655,252.5018,1346.38977
127,1.05,-212.36975,129.75505,1337.24646,-283.96945,-132.03735,1332.25317,-260.64331,252.08794,1347.51343
128,1.058,-208.08603,129.77229,1338.15747,-278.56436,-130.67967,1332.75684,-253.56824,251.93747,1348.15112
129,1.067,-202.09451,131.46352,1338.19434,-272.48477,-130.96358,1333.97839,-248.54515,251.90842,1348.56909
130,1.075,-196.71872,130.39803,1338.83215,-266.80817,-129.25046,1333.69641,-242.73816,254.36748,1347.6593
131,1.083,-190.96198,131.12695,1339.49829,-260.98495,-128.49977,1333.65186,-236.36723,255.52614,1348.65344
132,1.092,-185.03596,132.55243,1339.37927,-255.52957,-128.31172,1333.65759,-231.59879,255.03635,1349.84937
133,1.1,-179.39221,132.22763,1339.77954,-250.5752,-127.09151,1333.85193,-225.86038,255.93036,1350.83594
134,1.108,-174.08879,132.7695,1339.78113,-245.42435,-126.27109,1334.77502,-219.5865,255.14879,1350.87158
135,1.117,-168.30765,134.45198,1340.08081,-239.55603,-125.73691,1334.40198,-213.29002,257.71204,1350.92737
136,1.125,-161.78181,135.02861,1340.55383,-234.66936,-124.97123,1334.46875,-208.56989,258.12836,1351.75354
137,1.133,-157.14137,135.39032,1340.29199,-230.04927,-125.76703,1333.69958,-201.43246,257.31366,1351.94922
138,1.142,-150.64699,135.42174,1339.93384,-223.19894,-125.34492,1333.99939,-195.45288,258.77316,1352.7981
139,1.15,-145.34619,136.06232,1340.60059,-217.54211,-123.66219,1334.79895,-190.62877,257.91913,1352.27734
140,1.158,-140.32622,136.20621,1340.07617,-213.68468,-124.82644,1335.51001,-184.2115,259.0069,1352.8291
141,1.167,-135.55922,135.85474,1340.33533,-207.40248,-122.87682,1334.37915,-179.6378,259.3895,1352.12244
142,1.175,-128.56284,136.27722,1340.20703,-201.54344,-123.08719,1334.32593,-173.68716,261.10028,1352.22864
143,1.183,-123.46024,136.68344,1339.88147,-195.89833,-122.35754,1333.75696,-168.16844,260.54391,1352.34827
144,1.192,-117.65543,137.43614,1339.98901,-190.51854,-121.71,1333.24097,-162.72018,261.50751,1352.43262
145,1.2,-111.98213,138.05988,1340.06787,-184.52551,-121.61179,1333.20105,-156.01611,261.30301,1352.17834
146,1.208,-106.66709,138.4702,1340.36108,-177.6067,-121.89793,1332.16931,-150.37477,260.19147,1351.81018
147,1.217,-99.2498,137.79558,1339.38611,-173.48187,-121.52369,1332.60034,-144.83437,261.75833,1352.09106
148,1.225,-94.34076,138.51607,1339.22192,-167.14078,-122.0813,1333.06519,-139.95671,260.6441,1351.43323
149,1.233,-88.92365,138.51326,1338.19775,-160.91406,-121.51205,1332.25391,-134.1862,262.4902,1350.47742
150,1.242,-83.44784,138.82164,1339.13489,-156.15921,-121.40822,1331.95459,-129.51459,260.72354,1350.37769
151,1.25,-77.60068,138.57179,1338.5094,-149.21786,-121.61894,1330.78174,-123.46368,260.48499,1350.16602
152,1.258,-71.35469,138.92436,1337.39038,-142.99986,-121.24699,1329.67163,-118.50158,261.3685,1351.05103
153,1.267,-66.50736,138.89964,1336.97974,-137.8978,-122.2207,1329.44788,-112.93949,260.96262,1350.59631
154,1.275,-61.18697,139.16319,1335.97241,-131.64246,-120.99108,1329.49841,-106.97791,260.03796,1349.50232
155,1.283,-53.76353,138.98705,1336.21167,-125.64959,-122.63852,1330.16895,-99.63159,259.91315,1349.30273
156,1.292,-49.15735,139.34694,1335.9469,-118.69184,-123.75701,1328.70715,-94.93819,259.77097,1349.24548
157,1.3,-43.13708,137.61674,1335.05493,-113.45296,-124.27129,1328.73535,-89.71227,260.94833,1349.23828
158,1.308,-37.74794,138.14365,1335.22754,-107.93212,-123.51279,1328.04468,-84.16757,259.51248,1348.57227
159,1.317,-32.07553,136.94781,1334.08459,-102.27242,-124.2702,1327.18896,-77.89883,260.172,1347.02246
160,1.325,-27.1421,137.17107,1334.19568,-95.38828,-124.46194,1326.62488,-72.69045,258.07581,1346.67041
161,1.333,-19.25622,136.70622,1334.02612,-90.43401,-124.47166,1325.41162,-66.31394,258.68811,1345.93274
162,1.342,-14.54712,136.23221,1333.38159,-84.82903,-125.12616,1325.32617,-60.38083,257.18918,1345.87451
163,1.35,-8.22397,135.55829,1332.65833,-78.14649,-125.39487,1324.25427,-54.7644,256.51901,1345.18506
164,1.358,-3.10234,135.11104,1332.08081,-72.40472,-126.73501,1323.52087,-49.62983,255.13376,1344.17957
165,1.367,3.04616,134.41425,1331.03613,-66.13148,-126.42474,1322.33191,-43.87611,257.31305,1344.43457
166,1.375,8.46869,133.3213,1329.82922,-61.67485,-127.72409,1321.58594,-38.47444,254.32684,1342.68469
167,1.383,14.77012,131.46564,1328.42432,-54.63,-128.73962,1320.44495,-31.42648,254.13249,1342.35864
168,1.392,21.15111,131.31544,1327.76404,-49.82445,-129.91339,1319.3916,-25.84987,252.67166,1341.56763
169,1.4,27.41707,131.18619,1327.4198,-43.90894,-130.86353,1318.72046,-19.20094,252.914,1341.36829
170,1.408,34.21399,129.17148,1326.21399,-37.18815,-130.26746,1317.90039,-13.50501,251.27484,1340.46118
171,1.417,39.80327,129.66295,1326.50476,-31.3814,-132.6386,1316.62561,-7.39119,250.08751,1339.25806
172,1.425,45.91305,127.33871,1325.99475,-25.62153,-131.62943,1315.3208,-1.99051,250.44983,1338.10645
173,1.433,52.02678,127.02988,1324.89148,-20.04361,-135.52052,1315.1665,5.51476,249.12799,1336.88574
174,1.442,59.04462,125.21339,1324.45911,-14.30313,-135.0551,1313.50867,11.40306,247.88446,1335.54138
175,1.45,65.44263,124.67686,1323.56042,-8.76786,-137.00034,1312.7948,18.81199,245.83618,1334.61926
176,1.458,71.86568,122.31206,1323.67419,-2.43478,-137.88678,1312.25916,25.3225,245.59128,1334.10046
177,1.467,78.535,120.26452,1322.396,2.71311,-138.63771,1311.20776,32.11592,243.5459,1334.71057
178,1.475,84.93491,120.95673,1323.29236,8.8145,-139.2345,1311.24585,39.01769,242.32669,1335.24023
179,1.483,93.00705,118.93325,1324.01819,14.53889,-141.34337,1311.06042,45.26083,241.05594,1335.4801
180,1.492,98.73059,117.32575,1323.86853,20.84172,-142.78044,1312.38708,53.78074,241.08511,1334.38916
181,1.5,105.02377,116.72181,1324.29053,25.98418,-144.43747,1313.62415,60.21922,238.7869,1335.3667
182,1.508,113.10217,114.74422,1325.42957,32.21252,-144.33508,1313.48145,67.67416,238.13852,1337.49512
183,1.517,118.95996,112.39741,1327.12964,38.00194,-145.57713,1312.83765,75.23379,236.03053,1338.05359
184,1.525,124.35175,112.52699,1327.94226,44.94761,-146.81992,1314.06641,81.561,236.13359,1339.70691
185,1.533,132.24922,109.97718,1329.203,50.19937,-147.33133,1315.82288,88.63682,234.09319,1339.75403
186,1.542,138.1004,109.587,1329.6626,56.61103,-148.51035,1315.95911,95.86703,232.6313,1342.19592
187,1.55,143.92278,109.06586,1330.44324,63.84177,-150.30014,1317.87073,102.28292,232.8636,1342.51587
188,1.558,151.53256,107.51808,1333.08545,68.45771,-152.17751,1319.41528,108.79999,231.09335,1344.12305
189,1.567,156.81685,105.4668,1333.16003,75.79799,-151.44624,1319.79602,114.35654,230.09349,1344.61816
190,1.575,162.99028,105.47484,1335.10962,81.94737,-154.26472,1321.36658,120.56752,228.66255,1347.07996
191,1.583,168.74464,103.47976,1335.26355,88.85764,-154.17462,1322.0636,126.82741,228.42146,1347.65186
192,1.592,176.75258,103.02998,1335.74121,95.44842,-155.03415,1323.3147,133.01286,226.67111,1348.26465
193,1.6,182.34023,101.90604,1336.57849,101.67911,-155.80515,1323.65149,138.78,225.72229,1348.91663
194,1.608,187.65468,101.83061,1337.75317,109.43728,-156.33319,1324.42981,143.39491,223.88147,1349.76086
195,1.617,193.98253,100.68463,1337.88831,115.75376,-158.57309,1324.54626,148.70551,224.93631,1349.46985
196,1.625,199.46954,100.20834,1338.57568,122.80629,-158.13338,1325.22791,153.67918,222.93842,1351.05347
197,1.633,206.84789,100.26871,1339.40002,129.48926,-160.50034,1325.85571,160.33351,223.29028,1350.76184
198,1.642,212.72453,99.83295,1340.17468,136.9369,-159.75238,1325.27808,165.82115,222.34541,1352.15125
199,1.65,217.66019,99.46529,1339.75146,142.68224,-161.17606,1325.56177,171.59773,222.51071,1352.50403
200,1.658,222.83763,97.66202,1339.3147,150.40985,-162.25307,1325.85986,176.35422,221.15086,1352.22974
201,1.667,229.00636,98.50558,1339.32886,156.97588,-162.21188,1325.55579,181.39436,220.11275,1351.50708
202,1.675,235.27359,97.75637,1340.34375,163.08913,-163.4882,1325.34802,186.28218,219.84628,1352.86804
203,1.683,240.39723,97.64194,1339.76099,170.39212,-162.96968,1325.99219,191.69588,218.47954,1352.85034
204,1.692,245.86763,98.04723,1339.71179,176.96161,-164.89807,1327.22021,196.20425,218.75319,1353.48193
205,1.7,251.47198,96.60107,1340.13013,182.22046,-164.43997,1327.19836,202.01807,218.66875,1353.99219
206,1.708,257.2291,97.60405,1340.67749,190.26547,-164.67198,1326.21326,205.19946,218.31978,1354.34619
207,1.717,262.1752,97.36335,1341.10291,195.84308,-166.35901,1327.2218,210.38574,219.64087,1355.27222
208,1.725,267.07883,96.41338,1341.39709,201.97435,-166.9729,1328.32214,216.23326,217.49687,1355.76611
209,1.733,272.46329,96.59045,1341.36316,207.98566,-167.23732,1328.42993,220.94055,217.80998,1356.15881
210,1.742,278.81277,96.54382,1342.46313,214.14836,-166.48041,1328.89905,225.80463,217.24667,1356.7251
211,1.75,283.6973,95.51899,1342.7489,220.61282,-167.21355,1329.57483,230.955,217.09319,1356.7854
212,1.758,288.36865,95.95767,1343.05981,226.56424,-167.52835,1331.30042,236.12418,216.74182,1356.7865
213,1.767,293.60492,96.70161,1343.3457,232.61386,-168.99777,1331.84229,239.93842,216.49231,1356.67651
214,1.775,299.33716,95.6563,1343.14795,238.96046,-168.91225,1331.46545,245.70506,215.5027,1356.49976
215,1.783,304.63828,97.29539,1343.91516,245.55486,-168.54752,1331.24524,250.53452,214.70865,1356.76062
216,1.792,309.84164,96.60735,1343.62646,251.91562,-169.02789,1331.93884,254.39093,215.38623,1356.34473
217,1.8,314.81622,96.19482,1343.73743,256.81796,-168.62372,1331.3396,260.01852,214.59109,1356.46716
218,1.808,320.79633,95.67149,1343.36108,263.99844,-169.16106,1331.89746,266.27228,214.83517,1356.35779
219,1.817,325.39594,96.72586,1343.12256,268.55502,-168.20932,1332.63416,271.0304,215.40852,1356.4657
220,1.825,331.05048,96.0277,1342.89282,275.80652,-169.12596,1331.96875,276.271,214.80777,1356.25513
221,1.833,337.03049,97.24063,1343.13855,280.76099,-169.35208,1331.8407,281.21115,214.21246,1356.32324
222,1.842,342.75497,97.12645,1343.16138,288.26767,-169.01555,1332.05688,286.25146,214.22749,1355.802
223,1.85,348.30011,97.53006,1342.2533,292.82712,-169.92119,1332.60999,290.89011,215.72691,1355.48267
224,1.858,353.51434,97.07594,1342.17053,299.19421,-169.33737,1333.25867,297.52185,214.31326,1354.53198
225,1.867,358.79541,97.28819,1341.25281,306.10037,-168.87833,1333.1189,302.86526,215.47324,1354.0531
226,1.875,364.62637,98.94626,1341.62866,310.98969,-170.16075,1331.65503,307.61584,216.70941,1354.49622
227,1.883,370.72354,98.94696,1341.64526,316.12634,-168.51215,1331.4353,313.71518,216.63077,1354.43933
228,1.892,376.92325,99.96082,1341.66309,322.5014,-166.73364,1331.06189,319.73395,217.77022,1354.60901
229,1.9,383.18036,99.49017,1339.99329,326.97769,-167.38908,1331.32751,326.80502,216.54028,1353.05713
230,1.908,388.79407,99.40511,1339.35364,333.18964,-165.6382,1330.52466,331.14691,218.14368,1352.82507
231,1.917,394.77487,100.41769,1338.84802,338.56354,-164.5322,1330.22791,337.47058,218.49973,1352.11145
232,1.925,400.08316,101.94958,1338.63379,345.26505,-166.16954,1330.78906,343.07248,218.80534,1351.86597
233,1.933,406.93747,101.46788,1338.17993,351.10657,-165.08121,1330.57874,349.9415,219.19818,1350.05115
234,1.942,412.61575,102.76581,1337.44531,356.16898,-162.9088,1329.82141,356.7507,220.05757,1349.93591
235,1.95,417.74078,102.53907,1336.78003,361.7251,-163.40184,1329.62744,361.82062,220.82428,1348.84045
236,1.958,423.76569,103.41164,1336.46094,366.34714,-163.09302,1328.85437,369.26196,222.15897,1348.23926
237,1.967,430.38095,104.25193,1335.46594,373.15662,-162.08957,1327.29504,374.89053,223.16789,1347.22046
238,1.975,436.54095,104.75019,1335.39612,377.28775,-160.63708,1327.07959,381.04785,223.94853,1346.3075
239,1.983,442.19635,106.65484,1333.82178,383.28622,-159.88326,1327.104,386.77524,225.8271,1345.8905
240,1.992,448.0545,107.24775,1333.35693,388.43021,-158.57625,1326.20984,393.99725,226.52547,1343.86377
241,2,455.47543,107.23053,1332.36938,394.96948,-156.36679,1324.94104,399.09665,227.73775,1343.42285
