Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,-1106.02185,33.09114,1408.40637
2,0.008,-1100.53601,33.4568,1407.52942
3,0.017,-1094.22046,33.9938,1407.46265
4,0.025,-1087.5166,34.27621,1406.67615
5,0.033,-1081.54016,34.70067,1406.62183
6,0.042,-1075.70935,35.11581,1405.84277
7,0.05,-1069.35791,35.04645,1405.49915
8,0.058,-1062.93945,35.40859,1405.22839
9,0.067,-1056.26941,35.29272,1404.02429
10,0.075,-1050.25525,35.15288,1403.67236
11,0.083,-1043.61243,35.76208,1402.8656
12,0.092,-1037.39392,35.32452,1402.60706
13,0.1,-1030.58191,34.69315,1401.35681
14,0.108,-1024.14294,34.58878,1401.05298
15,0.117,-1017.18243,33.56127,1399.75635
16,0.125,-1011.60132,33.77438,1398.99536
17,0.133,-1004.86255,34.25011,1397.7738
18,0.142,-998.2406,33.86078,1396.86804
19,0.15,-991.70453,33.16798,1395.65295
20,0.158,-985.61841,31.76689,1394.99463
21,0.167,-979.8042,31.65098,1393.60071
22,0.175,-972.93237,30.68534,1392.76355
23,0.183,-966.97333,29.56639,1391.92554
24,0.192,-960.76428,29.02792,1391.21741
25,0.2,-954.77618,28.56464,1390.23889
26,0.208,-948.27606,26.59071,1388.58191
27,0.217,-940.45837,25.70947,1387.88
28,0.225,-935.16638,25.88846,1387.32166
29,0.233,-927.68909,23.90415,1386.62891
30,0.242,-921.36829,22.88387,1387.09094
31,0.25,-914.28558,22.45625,1387.24084
32,0.258,-907.28326,21.10905,1388.07446
33,0.267,-899.90521,19.50056,1388.43652
34,0.275,-893.23926,18.69626,1389.01587
35,0.283,-887.21332,18.11763,1390.28064
36,0.292,-880.24915,17.51431,1390.63965
37,0.3,-873.50488,17.4008,1391.46509
38,0.308,-866.6955,16.14031,1392.47119
39,0.317,-861.16461,16.16785,1393.39001
40,0.325,-853.86005,15.00618,1394.5144
41,0.333,-848.01263,14.04102,1395.1958
42,0.342,-840.53448,13.94831,1395.61243
43,0.35,-834.35236,13.44609,1396.74866
44,0.358,-827.49457,12.70647,1397.24976
45,0.367,-821.14709,11.72446,1398.55542
46,0.375,-814.67059,10.79773,1398.60498
47,0.383,-807.70178,9.53639,1398.57922
48,0.392,-801.54059,8.85553,1398.97107
49,0.4,-794.11383,8.7754,1399.7467
50,0.408,-788.62091,7.8273,1401.23865
51,0.417,-781.78369,7.41323,1401.27185
52,0.425,-774.92432,6.52933,1401.07751
53,0.433,-768.78339,5.36361,1401.51904
54,0.442,-761.92322,4.29453,1402.17078
55,0.45,-756.01563,3.82708,1402.97876
56,0.458,-750.49969,3.71665,1403.62463
57,0.467,-744.16132,4.17698,1404.20117
58,0.475,-737.72308,3.52849,1404.46765
59,0.483,-731.35889,2.81382,1404.71692
60,0.492,-725.97888,2.3021,1405.57837
61,0.5,-719.39111,1.36381,1405.68738
62,0.508,-713.85608,0.82056,1406.68652
63,0.517,-706.96979,0.49566,1406.91125
64,0.525,-700.89758,0.32751,1406.43127
65,0.533,-695.73303,-0.49819,1406.52759
66,0.542,-688.71198,-0.42772,1406.28809
67,0.55,-683.75043,-0.18866,1406.92139
68,0.558,-678.88007,-0.89398,1407.23486
69,0.567,-671.75616,-0.41555,1407.27161
70,0.575,-666.25104,-1.31199,1407.3125
71,0.583,-661.04871,-1.3424,1406.77185
72,0.592,-655.2439,-1.51556,1406.29114
73,0.6,-648.21515,-1.35461,1406.1283
74,0.608,-642.74249,-1.23553,1406.48828
75,0.617,-637.27759,-1.41308,1406.1261
76,0.625,-629.8653,-0.74825,1405.59204
