Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,128.3732,-58.48202,40.70823,339.16718,-101.37997,44.47482,282.42834,-46.92809,54.45788
2,0.008,128.62265,-58.42307,40.67225,339.73541,-100.59299,44.12614,282.15442,-46.69075,54.50596
3,0.017,128.62265,-58.42307,40.67225,340.06021,-100.35014,44.26164,282.1319,-46.84595,54.73992
4,0.025,128.67233,-58.2979,40.74837,339.8508,-100.45818,44.21725,282.42834,-46.92809,54.45788
5,0.033,128.73051,-58.29904,40.5276,339.8537,-100.36694,44.27964,282.42834,-46.92809,54.45788
6,0.042,128.73608,-58.26387,40.66143,339.8537,-100.36694,44.27964,282.15442,-46.69075,54.50596
7,0.05,128.48669,-58.32292,40.69742,339.68585,-100.46257,44.23792,282.15442,-46.69075,54.50596
8,0.058,128.66119,-58.35655,40.62013,339.5705,-100.59737,44.1468,282.15442,-46.69075,54.50596
9,0.067,128.37595,-58.52097,40.58083,339.5705,-100.59737,44.1468,282.15442,-46.69075,54.50596
10,0.075,128.66676,-58.32137,40.75396,338.97705,-101.5052,44.42797,282.15442,-46.69075,54.50596
11,0.083,128.50916,-58.58217,40.68306,339.5705,-100.59737,44.1468,282.42834,-46.92809,54.45788
12,0.092,128.3732,-58.48202,40.70823,340.06021,-100.35014,44.26164,282.42834,-46.92809,54.45788
13,0.1,128.61708,-58.45824,40.53843,340.06021,-100.35014,44.26164,282.15442,-46.69075,54.50596
14,0.108,128.89369,-58.00306,40.73234,339.68585,-100.46257,44.23792,282.15442,-46.69075,54.50596
15,0.117,128.73051,-58.29904,40.5276,339.68585,-100.46257,44.23792,282.40579,-47.08327,54.69183
16,0.125,128.77469,-58.19746,40.60932,339.5705,-100.59737,44.1468,282.42834,-46.92809,54.45788
17,0.133,128.66676,-58.32137,40.75396,339.73834,-100.50175,44.18853,282.40579,-47.08327,54.69183
18,0.142,128.66676,-58.32137,40.75396,338.97705,-101.5052,44.42797,282.15442,-46.69075,54.50596
19,0.15,128.66119,-58.35655,40.62013,338.97705,-101.5052,44.42797,282.15442,-46.69075,54.50596
20,0.158,128.66119,-58.35655,40.62013,339.73541,-100.59299,44.12614,282.1319,-46.84595,54.73992
21,0.167,128.66119,-58.35655,40.62013,340.06021,-100.35014,44.26164,282.42834,-46.92809,54.45788
22,0.175,128.88812,-58.03825,40.59849,340.06021,-100.35014,44.26164,282.42834,-46.92809,54.45788
23,0.183,128.88812,-58.03825,40.59849,340.06021,-100.35014,44.26164,282.40579,-47.08327,54.69183
24,0.192,128.64429,-58.06209,40.76833,339.68585,-100.46257,44.23792,282.40579,-47.08327,54.69183
25,0.2,128.66676,-58.32137,40.75396,339.73834,-100.50175,44.18853,282.42834,-46.92809,54.45788
26,0.208,128.66676,-58.32137,40.75396,339.16718,-101.37997,44.47482,282.40579,-47.08327,54.69183
27,0.217,128.50916,-58.58217,40.68306,339.15491,-101.48243,44.40619,282.42834,-46.92809,54.45788
28,0.225,128.7213,-58.22955,40.69606,339.39105,-101.33881,44.45621,282.40579,-47.08327,54.69183
29,0.233,128.66119,-58.35655,40.62013,340.06021,-100.35014,44.26164,282.15442,-46.69075,54.50596
30,0.242,128.77469,-58.19746,40.60932,340.06021,-100.35014,44.26164,282.15442,-46.69075,54.50596
31,0.25,128.88808,-58.29356,40.54549,340.06021,-100.35014,44.26164,282.2836,-47.04906,54.63096
32,0.258,129.00151,-58.13436,40.53465,339.68585,-100.46257,44.23792,282.42834,-46.92809,54.45788
33,0.267,128.77469,-58.19746,40.60932,339.8537,-100.36694,44.27964,282.40579,-47.08327,54.69183
34,0.275,128.38464,-58.7037,40.71373,339.73541,-100.59299,44.12614,282.1319,-46.84595,54.73992
35,0.283,128.53354,-58.26016,40.65172,339.39105,-101.33881,44.45621,282.00974,-46.81172,54.67902
36,0.292,128.66119,-58.35655,40.62013,339.16718,-101.37997,44.47482,282.42834,-46.92809,54.45788
37,0.3,128.93866,-58.52192,40.70358,339.94485,-100.48496,44.17053,282.40579,-47.08327,54.69183
38,0.308,128.66119,-58.35655,40.62013,339.68585,-100.46257,44.23792,282.42834,-46.92809,54.45788
39,0.317,128.77469,-58.19746,40.60932,340.06021,-100.35014,44.26164,282.1319,-46.84595,54.73992
40,0.325,128.88812,-58.03825,40.59849,340.06021,-100.35014,44.26164,281.98715,-46.96698,54.91301
41,0.333,128.77469,-58.19746,40.60932,340.06021,-100.35014,44.26164,281.98715,-46.96698,54.91301
42,0.342,128.66119,-58.35655,40.62013,339.5705,-100.59737,44.1468,282.26102,-47.20429,54.86493
43,0.35,128.50359,-58.61733,40.54924,339.94485,-100.48496,44.17053,281.98715,-46.96698,54.91301
44,0.358,128.53354,-58.26016,40.65172,338.97705,-101.5052,44.42797,282.2836,-47.04906,54.63096
45,0.367,128.50359,-58.61733,40.54924,339.16718,-101.37997,44.47482,282.00974,-46.81172,54.67902
46,0.375,128.61696,-58.71341,40.48542,339.65817,-100.66623,44.21421,282.26102,-47.20429,54.86493
47,0.383,128.75847,-58.80532,40.50205,339.5705,-100.59737,44.1468,282.26102,-47.20429,54.86493
48,0.392,128.73045,-58.55432,40.47461,339.68585,-100.46257,44.23792,282.2836,-47.04906,54.63096
49,0.4,128.73051,-58.29904,40.5276,339.68585,-100.46257,44.23792,281.98715,-46.96698,54.91301
50,0.408,128.61708,-58.45824,40.53843,339.68585,-100.46257,44.23792,281.98715,-46.96698,54.91301
51,0.417,128.17027,-58.41421,40.99148,339.5705,-100.59737,44.1468,282.40579,-47.08327,54.69183
52,0.425,128.29005,-58.51575,40.91825,339.5705,-100.59737,44.1468,282.15442,-46.69075,54.50596
53,0.433,128.16754,-58.60796,41.1291,339.39105,-101.33881,44.45621,282.00974,-46.81172,54.67902
54,0.442,128.17027,-58.41421,40.99148,339.94485,-100.48496,44.17053,282.15442,-46.69075,54.50596
55,0.45,128.17027,-58.41421,40.99148,339.68585,-100.46257,44.23792,282.15442,-46.69075,54.50596
56,0.458,128.29643,-58.23685,40.97894,340.06021,-100.35014,44.26164,282.15442,-46.69075,54.50596
57,0.467,128.29643,-58.23685,40.97894,340.06021,-100.35014,44.26164,282.42834,-46.92809,54.45788
58,0.475,128.41902,-57.82563,41.1189,340.14786,-100.41901,44.32903,282.40579,-47.08327,54.69183
59,0.483,128.42255,-58.05938,40.96638,340.06021,-100.35014,44.26164,282.15442,-46.69075,54.50596
60,0.492,128.16293,-58.13667,41.01843,339.8537,-100.36694,44.27964,282.15442,-46.69075,54.50596
61,0.5,128.17027,-58.41421,40.99148,339.5705,-100.59737,44.1468,282.15442,-46.69075,54.50596
62,0.508,128.17027,-58.41421,40.99148,338.97705,-101.5052,44.42797,282.42834,-46.92809,54.45788
