Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z,L.Toe.x,L.Toe.y,L.Toe.z,L.MedFoot.x,L.MedFoot.y,L.MedFoot.z
1,0,20.1316,17.01558,73.61057,223.30173,152.04274,46.66352,176.21533,84.73103,70.4566
2,0.008,20.1316,17.01558,73.61057,223.30173,152.04274,46.66352,176.21533,84.73103,70.4566
3,0.017,20.08043,17.12959,73.54594,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
4,0.025,19.97785,16.9665,73.6597,223.30173,152.04274,46.66352,176.21533,84.73103,70.4566
5,0.033,20.02901,16.85247,73.72433,223.43581,152.02522,46.81999,176.31618,84.87349,70.48158
6,0.042,20.02901,16.85247,73.72433,223.30173,152.04274,46.66352,176.21533,84.73103,70.4566
7,0.05,20.1316,17.01558,73.61057,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
8,0.058,20.1316,17.01558,73.61057,223.30173,152.04274,46.66352,176.21533,84.73103,70.4566
9,0.067,20.1316,17.01558,73.61057,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
10,0.075,20.1316,17.01558,73.61057,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
11,0.083,19.97785,16.9665,73.6597,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
12,0.092,19.97785,16.9665,73.6597,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
13,0.1,19.97785,16.9665,73.6597,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
14,0.108,19.97785,16.9665,73.6597,223.30173,152.04274,46.66352,176.21533,84.73103,70.4566
15,0.117,19.92447,17.03781,73.7496,223.30173,152.04274,46.66352,176.21533,84.73103,70.4566
16,0.125,20.08043,17.12959,73.54594,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
17,0.133,20.02901,16.85247,73.72433,223.30173,152.04274,46.66352,176.31618,84.87349,70.48158
18,0.142,19.97785,16.9665,73.6597,223.32629,151.99773,46.85581,176.31618,84.87349,70.48158
19,0.15,19.97785,16.9665,73.6597,223.32629,151.99773,46.85581,176.21533,84.73103,70.4566
20,0.158,19.92447,17.03781,73.7496,223.32629,151.99773,46.85581,176.25047,84.72392,70.58237
21,0.167,20.02901,16.85247,73.72433,223.32629,151.99773,46.85581,176.21533,84.73103,70.4566
22,0.175,19.97785,16.9665,73.6597,223.32629,151.99773,46.85581,176.21533,84.73103,70.4566
23,0.183,20.02901,16.85247,73.72433,223.32629,151.99773,46.85581,176.31618,84.87349,70.48158
24,0.192,19.92447,17.03781,73.7496,223.32629,151.99773,46.85581,176.21533,84.73103,70.4566
25,0.2,19.97785,16.9665,73.6597,223.21854,151.99568,47.01313,176.25047,84.72392,70.58237
26,0.208,19.97785,16.9665,73.6597,223.21854,151.99568,47.01313,176.25047,84.72392,70.58237
27,0.217,19.90604,17.00052,73.75189,223.21854,151.99568,47.01313,176.25047,84.72392,70.58237
28,0.225,19.90604,17.00052,73.75189,223.21854,151.99568,47.01313,176.14964,84.58146,70.55738
29,0.233,19.81131,17.4038,73.02657,223.21854,151.99568,47.01313,176.31618,84.87349,70.48158
30,0.242,19.95267,16.87903,73.81789,223.21854,151.99568,47.01313,176.21533,84.73103,70.4566
31,0.25,19.95267,16.87903,73.81789,223.21854,151.99568,47.01313,176.31618,84.87349,70.48158
32,0.258,20.02901,16.85247,73.72433,223.21854,151.99568,47.01313,176.14964,84.58146,70.55738
33,0.267,19.93707,17.38553,73.01002,223.34967,151.90149,47.15445,176.14964,84.58146,70.55738
34,0.275,19.91261,16.68618,73.76575,223.34967,151.90149,47.15445,176.14964,84.58146,70.55738
35,0.283,19.86144,16.80021,73.70111,223.21854,151.99568,47.01313,176.14964,84.58146,70.55738
36,0.292,20.02901,16.85247,73.72433,223.21854,151.99568,47.01313,176.21533,84.73103,70.4566
37,0.3,19.97785,16.9665,73.6597,223.08461,152.01262,47.14216,176.21533,84.73103,70.4566
38,0.308,20.02901,16.85247,73.72433,223.08461,152.01262,47.14216,176.21533,84.73103,70.4566
39,0.317,20.02901,16.85247,73.72433,223.23981,151.90842,47.28455,176.21533,84.73103,70.4566
40,0.325,20.02901,16.85247,73.72433,223.21854,151.99568,47.01313,176.25047,84.72392,70.58237
41,0.333,19.73092,17.1911,73.00644,223.37392,151.89085,47.44101,176.14964,84.58146,70.55738
42,0.342,19.91261,16.68618,73.76575,223.23981,151.90842,47.28455,176.14964,84.58146,70.55738
43,0.35,19.91261,16.68618,73.76575,223.32564,151.81857,47.1622,176.21533,84.73103,70.4566
44,0.358,19.91261,16.68618,73.76575,223.23981,151.90842,47.28455,176.21533,84.73103,70.4566
45,0.367,20.02901,16.85247,73.72433,223.23981,151.90842,47.28455,176.21533,84.73103,70.4566
46,0.375,19.91261,16.68618,73.76575,223.23981,151.90842,47.28455,176.3354,84.45921,70.69875
