Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,4.46616,-143.79237,73.03066,241.6456,-208.12645,47.11408,172.89232,-156.98582,74.11236
2,0.008,4.51543,-143.52649,73.1143,241.83791,-208.28624,47.28101,172.98244,-156.80481,74.15783
3,0.017,4.64356,-143.84558,73.03806,241.59656,-208.34724,47.24059,172.89232,-156.98582,74.11236
4,0.025,4.28958,-143.71666,73.12469,241.7364,-208.21506,47.1403,172.95984,-156.97487,74.22507
5,0.033,4.6025,-143.59477,72.96645,241.66458,-208.32628,47.1624,172.88272,-157.4019,74.2599
6,0.042,4.54846,-143.73314,72.90961,241.83791,-208.28624,47.28101,172.88272,-157.4019,74.2599
7,0.05,4.69203,-143.60219,73.02026,241.72864,-208.23586,47.13124,173.08015,-157.05203,74.18391
8,0.058,4.66377,-143.52306,73.19815,241.83791,-208.28624,47.28101,173.08015,-157.05203,74.18391
9,0.067,4.6025,-143.59477,72.96645,241.83791,-208.28624,47.28101,173.08015,-157.05203,74.18391
10,0.075,4.69203,-143.60219,73.02026,241.59656,-208.34724,47.24059,172.89232,-156.98582,74.11236
11,0.083,4.56946,-143.38811,73.17114,241.6981,-208.23956,47.27063,173.01555,-157.0679,74.06262
12,0.092,4.52019,-143.65401,73.0875,241.6073,-208.15092,47.24441,172.76244,-157.32474,74.30106
13,0.1,4.74608,-143.46382,73.0771,241.5058,-208.07974,47.10369,173.2265,-157.13905,74.08449
14,0.108,4.56946,-143.38811,73.17114,241.52409,-208.33365,47.13059,173.01555,-157.0679,74.06262
15,0.117,4.74608,-143.46382,73.0771,241.6981,-208.23956,47.27063,173.04997,-156.79384,74.27055
16,0.125,4.66377,-143.52306,73.19815,241.6237,-208.40376,47.27457,173.08015,-157.05203,74.18391
17,0.133,4.74608,-143.46382,73.0771,241.52409,-208.33365,47.13059,172.95984,-156.97487,74.22507
18,0.142,4.72021,-143.14435,72.91638,241.71428,-208.4955,47.29889,172.99565,-156.92267,74.07388
19,0.15,4.6025,-143.59477,72.96645,241.5058,-208.07974,47.10369,172.69493,-157.33568,74.18836
20,0.158,4.48716,-143.44734,73.29218,241.6073,-208.15092,47.24441,172.88272,-157.4019,74.2599
21,0.167,4.56946,-143.38811,73.17114,241.5058,-208.07974,47.10369,173.10568,-156.8869,74.10809
22,0.175,4.74608,-143.46382,73.0771,241.5844,-207.9662,47.23589,173.04997,-156.79384,74.27055
23,0.183,4.56946,-143.38811,73.17114,241.5966,-208.16838,47.12991,172.89232,-156.98582,74.11236
24,0.192,4.56946,-143.38811,73.17114,241.81503,-208.10155,47.27249,172.89232,-156.98582,74.11236
25,0.2,4.56946,-143.38811,73.17114,241.6456,-208.12645,47.11408,172.90826,-157.23676,74.18409
26,0.208,4.74608,-143.46382,73.0771,241.7471,-208.19762,47.2548,172.97285,-157.22089,74.30537
27,0.217,4.56946,-143.38811,73.17114,241.7471,-208.19762,47.2548,172.97285,-157.22089,74.30537
28,0.225,4.74608,-143.46382,73.0771,241.83791,-208.28624,47.28101,172.95984,-156.97487,74.22507
29,0.233,4.56946,-143.38811,73.17114,241.6456,-208.12645,47.11408,172.98244,-156.80481,74.15783
30,0.242,4.56946,-143.38811,73.17114,241.5058,-208.07974,47.10369,173.10568,-156.8869,74.10809
31,0.25,4.48716,-143.44734,73.29218,241.6981,-208.23956,47.27063,173.01555,-157.0679,74.06262
32,0.258,4.48716,-143.44734,73.29218,241.72421,-208.01292,47.24627,172.88272,-157.4019,74.2599
33,0.267,4.56946,-143.38811,73.17114,241.44176,-208.17015,47.13486,172.78505,-157.15466,74.23383
34,0.275,4.74608,-143.46382,73.0771,241.53255,-208.25879,47.16108,172.88684,-157.36928,74.3745
35,0.283,4.48716,-143.44734,73.29218,241.68304,-208.28804,47.28596,172.78505,-157.15466,74.23383
36,0.292,4.60973,-143.66142,73.14131,241.7471,-208.19762,47.2548,173.17029,-156.87102,74.22938
37,0.3,4.74608,-143.46382,73.0771,241.83791,-208.28624,47.28101,173.17029,-156.87102,74.22938
38,0.308,4.74608,-143.46382,73.0771,241.6456,-208.12645,47.11408,173.04997,-156.79384,74.27055
39,0.317,4.43313,-143.58571,73.23534,241.83791,-208.28624,47.28101,173.08015,-157.05203,74.18391
40,0.325,4.43313,-143.58571,73.23534,241.83791,-208.28624,47.28101,172.69493,-157.33568,74.18836
41,0.333,4.56946,-143.38811,73.17114,241.83791,-208.28624,47.28101,172.88272,-157.4019,74.2599
42,0.342,4.74608,-143.46382,73.0771,241.55165,-208.50612,47.30799,172.88684,-157.36928,74.3745
43,0.35,4.69203,-143.60219,73.02026,241.45203,-208.43602,47.16401,173.01555,-157.0679,74.06262
44,0.358,4.69203,-143.60219,73.02026,241.83791,-208.28624,47.28101,173.01555,-157.0679,74.06262
45,0.367,4.74608,-143.46382,73.0771,241.7471,-208.19762,47.2548,173.01555,-157.0679,74.06262
