Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,-2.65439,-126.40311,989.70929,-24.2466,-109.7308,1030.23108,-20.45448,-74.0433,1056.5918,-37.84019,-22.36221,1066.36328,23.24753,-39.95345,987.69458,7.29499,17.44095,982.80792,-7.04134,65.81723,974.47296
2,0.008,-2.65439,-126.40311,989.70929,-24.49986,-109.43344,1030.44043,-20.20966,-73.90534,1057.17029,-38.56441,-22.13061,1066.27808,23.85856,-40.35309,988.81927,7.47148,17.7204,982.66797,-6.86802,65.86935,974.31
3,0.017,-2.45731,-126.2351,989.75598,-24.49986,-109.43344,1030.44043,-20.31171,-74.14528,1057.77673,-38.64375,-22.05215,1066.47021,22.60689,-39.81193,988.07953,8.12845,16.88361,983.04181,-7.54098,65.84016,974.9137
4,0.025,-2.36882,-126.87021,990.33563,-23.79755,-109.84654,1030.56604,-20.31171,-74.14528,1057.77673,-38.74265,-22.08874,1066.83032,23.68306,-40.42016,988.95966,8.42828,17.39345,983.67798,-8.11257,65.5204,975.08661
5,0.033,-2.15417,-126.72611,990.72076,-24.77347,-109.57432,1030.69556,-20.0509,-73.94881,1057.73584,-38.74265,-22.08874,1066.83032,22.40232,-40.04265,988.49188,8.57424,17.52752,984.36188,-5.78285,65.38281,976.53522
6,0.042,-1.69823,-127.51747,990.26135,-24.65739,-109.74073,1031.12659,-20.57132,-74.39996,1058.67358,-36.84166,-21.91562,1066.2616,23.59095,-41.01038,990.14557,8.71589,18.6367,985.21387,-5.04912,65.2709,978.01239
7,0.05,-2.59464,-127.64564,991.63788,-23.65336,-110.4952,1032.24475,-20.26845,-74.355,1059.18127,-37.03184,-21.78657,1066.51453,23.84574,-40.69066,990.46332,9.07494,18.28831,985.91559,-5.22945,65.53622,979.13928
8,0.058,-1.50534,-127.7469,991.26086,-23.83662,-110.82795,1032.70093,-20.31195,-74.4939,1059.35632,-36.86184,-22.89084,1066.99365,23.86868,-40.31572,990.58447,9.35312,18.35693,986.36121,-5.64105,66.09185,979.8067
9,0.067,-1.30561,-127.79201,991.50464,-23.83662,-110.82795,1032.70093,-20.73513,-74.56842,1059.49695,-36.99797,-22.94493,1067.08801,24.03038,-40.47164,991.21893,9.32769,18.03296,986.86505,-5.83631,67.41801,982.47925
10,0.075,-1.40339,-126.92301,991.5108,-23.83662,-110.82795,1032.70093,-20.73513,-74.56842,1059.49695,-37.14155,-22.80641,1067.75073,24.03038,-40.47164,991.21893,9.70189,18.55622,987.52362,-5.53471,66.54286,981.14026
11,0.083,-1.81824,-127.21225,992.50488,-24.52409,-110.66895,1032.80615,-20.8106,-74.67809,1059.49622,-37.12983,-22.79209,1068.30334,23.82482,-40.41672,991.69495,9.86976,18.49854,987.5434,-6.04165,66.63191,981.75385
12,0.092,-1.97478,-127.19193,991.37061,-24.68674,-110.61681,1032.7002,-20.8692,-74.69524,1059.66479,-37.43666,-23.30137,1068.39038,22.30526,-39.47237,991.12305,10.3108,18.9297,987.75177,-6.04165,66.63191,981.75385
13,0.1,-2.42012,-126.81541,991.03894,-24.23888,-110.76157,1032.84021,-20.8106,-74.67809,1059.49622,-37.9602,-23.38323,1070.37158,23.82482,-40.41672,991.69495,10.3108,18.9297,987.75177,-6.04165,66.63191,981.75385
