Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-214.68137,-80.66547,970.54633,-248.15132,121.82738,976.44818,-335.19992,-51.57675,1013.74078,-351.1517,53.4075,1012.65753,-394.44815,-81.86259,941.36426
2,0.008,-214.68137,-80.66547,970.54633,-247.69252,121.71999,976.41754,-335.04337,-51.39169,1013.92297,-351.228,53.37133,1012.72601,-394.44815,-81.86259,941.36426
3,0.017,-214.66293,-80.76189,970.41919,-247.47437,121.73444,976.3927,-334.70987,-51.47263,1013.68866,-351.1517,53.4075,1012.65753,-394.44815,-81.86259,941.36426
4,0.025,-214.66293,-80.76189,970.41919,-247.33803,121.85697,976.43567,-334.33664,-51.3646,1013.68768,-350.94135,53.41845,1012.63416,-394.0752,-81.96146,941.36945
5,0.033,-214.66293,-80.76189,970.41919,-247.21826,122.0844,976.32343,-334.21045,-51.15303,1013.56305,-350.84091,53.34955,1012.79822,-393.91022,-82.05332,941.49756
6,0.042,-214.66293,-80.76189,970.41919,-246.93724,122.3681,976.37305,-334.07822,-51.37549,1014.00732,-350.84091,53.34955,1012.79822,-393.81909,-81.86461,941.44531
7,0.05,-214.504,-80.63147,970.25061,-246.80479,122.44984,976.46155,-334.30627,-51.23204,1013.76349,-350.85394,53.48955,1012.68512,-393.63925,-81.68089,941.46332
8,0.058,-214.504,-80.63147,970.25061,-246.80479,122.44984,976.46155,-333.8244,-51.16169,1013.86646,-351.09732,54.25089,1013.45587,-393.5426,-81.49016,941.6095
9,0.067,-214.504,-80.63147,970.25061,-246.80479,122.44984,976.46155,-333.8244,-51.16169,1013.86646,-350.85913,54.20126,1013.50842,-393.33463,-81.49729,941.48651
10,0.075,-214.52571,-80.70595,969.85223,-246.80479,122.44984,976.46155,-333.62402,-51.0247,1013.67926,-350.19073,53.57132,1012.6308,-393.33463,-81.49729,941.48651
11,0.083,-214.52571,-80.70595,969.85223,-246.80479,122.44984,976.46155,-333.62402,-51.0247,1013.67926,-350.39438,53.58575,1012.59479,-393.33463,-81.49729,941.48651
12,0.092,-214.45688,-80.43068,970.04089,-246.61818,122.49186,976.40619,-333.87552,-50.96868,1013.729,-350.49783,53.64326,1012.45746,-393.5426,-81.49016,941.6095
13,0.1,-214.47864,-80.50513,969.64252,-246.61818,122.49186,976.40619,-334.00293,-51.03431,1013.6095,-350.63101,53.5877,1012.58752,-393.24844,-81.44135,941.47253
14,0.108,-214.45688,-80.43068,970.04089,-246.80479,122.44984,976.46155,-334.01202,-51.12925,1013.84534,-350.30185,53.62561,1012.50128,-393.04044,-81.44839,941.34949
15,0.117,-214.47864,-80.50513,969.64252,-246.49973,122.57959,976.15997,-333.55957,-51.0622,1013.71973,-350.08105,53.53735,1012.60699,-393.16925,-81.22991,941.52515
16,0.125,-214.47864,-80.50513,969.64252,-246.61818,122.49186,976.40619,-333.44836,-51.17258,1013.90289,-350.19073,53.57132,1012.6308,-393.16925,-81.22991,941.52515
17,0.133,-214.47864,-80.50513,969.64252,-246.49973,122.57959,976.15997,-333.72543,-51.09758,1013.92804,-350.09985,53.65739,1012.73181,-393.16925,-81.22991,941.52515
18,0.142,-214.47864,-80.50513,969.64252,-246.49973,122.57959,976.15997,-333.72543,-51.09758,1013.92804,-349.98486,53.62894,1012.70081,-392.85754,-80.97692,941.4516
19,0.15,-214.47864,-80.50513,969.64252,-246.49973,122.57959,976.15997,-333.44836,-51.17258,1013.90289,-349.96707,53.69246,1012.71362,-392.85754,-80.97692,941.4516
20,0.158,-214.47864,-80.50513,969.64252,-246.3447,122.65692,976.06512,-333.44836,-51.17258,1013.90289,-349.8298,54.12385,1012.64868,-392.90756,-80.79661,941.38556
21,0.167,-214.47864,-80.50513,969.64252,-246.49973,122.57959,976.15997,-333.44836,-51.17258,1013.90289,-350.17572,53.99154,1012.59424,-392.90756,-80.79661,941.38556
22,0.175,-214.25546,-80.41084,969.73956,-246.3447,122.65692,976.06512,-333.87552,-50.96868,1013.729,-350.20767,54.02669,1012.51935,-393.03174,-80.57143,941.60632
23,0.183,-214.25546,-80.41084,969.73956,-246.3447,122.65692,976.06512,-333.87552,-50.96868,1013.729,-350.40372,54.04432,1012.47552,-393.13022,-80.3418,941.85724
24,0.192,-214.17455,-80.20081,969.81622,-246.3447,122.65692,976.06512,-333.72543,-51.09758,1013.92804,-350.44897,54.89207,1013.39734,-393.00604,-80.56705,941.63654
25,0.2,-214.17455,-80.20081,969.81622,-246.49402,122.51698,976.02515,-333.87552,-50.96868,1013.729,-350.12982,54.23125,1012.48822,-393.30029,-80.616,941.77356
26,0.208,-214.39772,-80.29514,969.71918,-246.49402,122.51698,976.02515,-333.72543,-51.09758,1013.92804,-350.28687,54.04586,1012.46466,-392.90756,-80.79661,941.38556
27,0.217,-214.61652,-79.97295,969.38885,-246.49402,122.51698,976.02515,-333.72543,-51.09758,1013.92804,-350.28687,54.04586,1012.46466,-393.13022,-80.3418,941.85724
28,0.225,-214.61652,-79.97295,969.38885,-246.77762,122.53602,976.01373,-333.72543,-51.09758,1013.92804,-350.48291,54.06351,1012.42084,-393.35474,-80.42026,941.93469
29,0.233,-214.61652,-79.97295,969.38885,-246.77762,122.53602,976.01373,-333.72543,-51.09758,1013.92804,-350.48291,54.06351,1012.42084,-393.25629,-80.64989,941.68384
30,0.242,-214.39328,-79.87863,969.48596,-246.83131,122.48636,975.72345,-333.72543,-51.09758,1013.92804,-350.48639,54.17031,1012.33307,-393.25629,-80.64989,941.68384
31,0.25,-214.39328,-79.87863,969.48596,-247.28992,122.5939,975.75409,-333.87552,-50.96868,1013.729,-350.48639,54.17031,1012.33307,-393.35474,-80.42026,941.93469
32,0.258,-214.61652,-79.97295,969.38885,-247.23621,122.64357,976.04443,-333.86642,-50.87372,1013.49316,-350.48639,54.17031,1012.33307,-393.35474,-80.42026,941.93469
33,0.267,-214.61652,-79.97295,969.38885,-247.42328,122.50909,975.66809,-333.87552,-50.96868,1013.729,-350.6196,54.11472,1012.4632,-393.72815,-80.6804,942.0191
34,0.275,-214.61652,-79.97295,969.38885,-247.41826,122.62624,975.52875,-333.87552,-50.96868,1013.729,-350.90491,54.31087,1012.54749,-393.72815,-80.6804,942.0191
35,0.283,-214.64331,-79.84881,969.64148,-247.63374,122.61806,975.54614,-333.98828,-50.9105,1013.66016,-350.7717,54.36639,1012.41736,-393.6297,-80.91009,941.76819
36,0.292,-214.61652,-79.97295,969.38885,-247.81999,122.53764,975.64587,-333.97919,-50.81552,1013.42432,-350.90491,54.31087,1012.54749,-393.6297,-80.91009,941.76819
37,0.3,-214.61652,-79.97295,969.38885,-248.2205,122.55959,975.52234,-333.98828,-50.9105,1013.66016,-351.56509,55.24365,1013.52649,-393.72815,-80.6804,942.0191
38,0.308,-214.61652,-79.97295,969.38885,-248.2205,122.55959,975.52234,-333.98828,-50.9105,1013.66016,-351.00592,54.56412,1012.23181,-393.56073,-80.44921,942.08484
39,0.317,-214.95662,-79.6321,969.58649,-248.3806,122.47657,975.28094,-334.30264,-50.79979,1013.62659,-351.02109,54.47077,1012.31995,-394.00616,-80.8177,941.78235
40,0.325,-214.95662,-79.6321,969.58649,-248.3806,122.47657,975.28094,-334.30264,-50.79979,1013.62659,-351.21637,54.55317,1012.25525,-394.02768,-80.97369,941.71857
41,0.333,-214.95662,-79.6321,969.58649,-248.44228,122.51025,975.15009,-334.61304,-51.08577,1013.68439,-351.36786,54.37885,1012.64905,-394.00616,-80.8177,941.78235
42,0.342,-214.95662,-79.6321,969.58649,-248.76132,122.4758,974.94244,-334.57849,-51.00794,1013.47101,-351.7981,55.31781,1013.22437,-394.18939,-80.8754,941.57104
43,0.35,-214.95662,-79.6321,969.58649,-249.69142,120.74503,975.77356,-334.89856,-51.08446,1013.96185,-351.42926,54.81327,1012.65796,-394.33572,-81.06072,941.53259
44,0.358,-214.95293,-79.55656,969.70886,-249.69142,120.74503,975.77356,-334.3671,-51.4918,1013.99719,-351.53717,54.75533,1012.32257,-394.33572,-81.06072,941.53259
45,0.367,-214.95662,-79.6321,969.58649,-249.69142,120.74503,975.77356,-334.47357,-51.25225,1013.9079,-351.53717,54.75533,1012.32257,-394.33572,-81.06072,941.53259
46,0.375,-214.95293,-79.55656,969.70886,-249.69142,120.74503,975.77356,-334.62021,-51.31549,1014.02075,-351.62988,54.81106,1012.3877,-394.33572,-81.06072,941.53259
47,0.383,-215.20474,-79.48208,969.84833,-249.69142,120.74503,975.77356,-334.88843,-51.4677,1014.0824,-351.72198,54.92922,1012.38654,-394.43225,-81.25141,941.38641
48,0.392,-215.71391,-79.12934,969.76038,-249.69142,120.74503,975.77356,-334.88843,-51.4677,1014.0824,-352.02994,55.21284,1012.44147,-394.49265,-81.06757,941.30194
49,0.4,-215.71391,-79.12934,969.76038,-249.69142,120.74503,975.77356,-335.01114,-51.38853,1014.08173,-352.16476,55.47636,1012.90637,-394.49265,-81.06757,941.30194
50,0.408,-215.91588,-79.39891,969.77362,-249.69142,120.74503,975.77356,-334.86047,-51.63222,1014.29816,-352.16476,55.47636,1012.90637,-394.49265,-81.06757,941.30194
51,0.417,-216.39412,-79.17013,970.03186,-249.69142,120.74503,975.77356,-335.17776,-51.37618,1014.17236,-352.02994,55.21284,1012.44147,-394.76575,-81.40407,941.29883
52,0.425,-216.68275,-79.11401,970.15149,-249.86356,120.57025,976.05188,-335.2551,-51.3096,1013.8891,-352.32263,54.92306,1012.35162,-394.84821,-81.40887,941.21136
53,0.433,-216.68275,-79.11401,970.15149,-249.86356,120.57025,976.05188,-335.2551,-51.3096,1013.8891,-352.44174,54.96976,1012.36896,-394.76575,-81.40407,941.29883
54,0.442,-216.73363,-79.28161,970.06335,-249.86356,120.57025,976.05188,-335.52158,-51.18573,1014.11902,-352.57944,55.01871,1012.25116,-394.84821,-81.40887,941.21136
55,0.45,-216.73363,-79.28161,970.06335,-249.71416,121.79024,974.90369,-335.52158,-51.18573,1014.11902,-352.74231,54.97189,1012.35974,-395.18314,-81.15656,941.32123
56,0.458,-216.73363,-79.28161,970.06335,-249.74149,121.00851,975.8468,-335.52158,-51.18573,1014.11902,-352.74231,54.97189,1012.35974,-395.09827,-81.1785,941.38965
57,0.467,-217.05458,-79.27032,970.12622,-249.71416,121.79024,974.90369,-335.55765,-51.39835,1014.11127,-353.08893,55.03129,1012.23541,-395.18314,-81.15656,941.32123
58,0.475,-217.35742,-78.7327,969.98694,-249.71416,121.79024,974.90369,-335.64069,-51.24242,1014.04199,-353.21307,55.28416,1012.15546,-395.28503,-80.9476,941.38586
59,0.483,-217.05458,-79.27032,970.12622,-249.71416,121.79024,974.90369,-335.64069,-51.24242,1014.04199,-353.25018,55.09707,1012.03644,-394.95004,-81.19983,941.276
60,0.492,-217.35742,-78.7327,969.98694,-250.05121,121.89696,974.98364,-335.64069,-51.24242,1014.04199,-353.48273,55.04779,1012.24701,-395.17191,-80.73624,941.33691
61,0.5,-217.35742,-78.7327,969.98694,-250.1768,121.961,974.91425,-335.69266,-51.09502,1013.9726,-353.48273,55.04779,1012.24701,-395.99466,-80.5533,941.25079
62,0.508,-217.40436,-78.93365,970.19672,-250.05121,121.89696,974.98364,-335.64069,-51.24242,1014.04199,-353.53958,54.77555,1012.00671,-396.04706,-80.72769,941.32684
63,0.517,-217.68314,-78.79125,970.06958,-250.1768,121.961,974.91425,-335.64069,-51.24242,1014.04199,-353.53958,54.77555,1012.00671,-396.04706,-80.72769,941.32684
64,0.525,-217.86562,-78.9772,970.05676,-250.1768,121.961,974.91425,-335.64069,-51.24242,1014.04199,-353.6456,54.77324,1012.06036,-396.04706,-80.72769,941.32684
65,0.533,-217.68314,-78.79125,970.06958,-250.1768,121.961,974.91425,-336.19083,-50.77526,1013.99341,-353.77069,55.25002,1012.95209,-396.04706,-80.72769,941.32684
66,0.542,-217.86562,-78.9772,970.05676,-250.1768,121.961,974.91425,-336.33179,-50.87807,1013.90363,-353.76157,55.06286,1012.95282,-396.04706,-80.72769,941.32684
67,0.55,-217.86562,-78.9772,970.05676,-250.60333,122.00809,974.83112,-336.11935,-51.41024,1013.9328,-353.82098,54.92638,1012.10132,-396.02597,-80.92197,941.18616
68,0.558,-217.86562,-78.9772,970.05676,-250.60333,122.00809,974.83112,-336.11935,-51.41024,1013.9328,-353.91354,55.00701,1012.07666,-396.02597,-80.92197,941.18616
69,0.567,-218.09117,-78.97814,969.77295,-250.60333,122.00809,974.83112,-336.26016,-50.95052,1014.05096,-353.88065,55.16469,1012.92505,-396.02597,-80.92197,941.18616
70,0.575,-217.86562,-78.9772,970.05676,-250.82056,122.58628,974.95496,-336.46082,-50.87535,1013.9873,-354.03027,54.84228,1012.18665,-396.1084,-80.92676,941.09869
71,0.583,-218.02637,-79.22987,970.16864,-251.04617,122.3549,975.36621,-336.37811,-50.82453,1014.03467,-354.03027,54.84228,1012.18665,-396.1084,-80.92676,941.09869
72,0.592,-218.37637,-79.33974,969.94873,-250.82056,122.58628,974.95496,-336.69632,-50.7977,1013.74481,-354.35382,54.55412,1011.99188,-396.1084,-80.92676,941.09869
73,0.6,-218.68634,-79.3801,969.93878,-251.21823,122.10427,975.43256,-336.83014,-51.18942,1013.63416,-354.49857,55.11083,1012.70898,-396.1084,-80.92676,941.09869
74,0.608,-218.68634,-79.3801,969.93878,-251.18774,122.51565,975.31329,-336.97101,-50.72961,1013.75226,-354.64215,54.98561,1012.81543,-396.2702,-80.82864,940.95117
75,0.617,-218.80836,-79.36787,969.80524,-251.18774,122.51565,975.31329,-337.18073,-50.85313,1013.73639,-354.40381,54.93644,1012.86804,-396.1084,-80.92676,941.09869
76,0.625,-219.00522,-79.19148,969.83386,-251.21823,122.10427,975.43256,-337.29871,-50.72716,1013.72009,-354.67032,54.6414,1011.79968,-396.24255,-80.99525,941.15448
77,0.633,-219.16801,-79.36441,969.86304,-251.21823,122.10427,975.43256,-337.18073,-50.85313,1013.73639,-354.67761,54.49174,1012.63733,-396.25491,-81.11756,941.22906
