Frame#,Time,V.Sacral.x,V.Sacral.y,V.Sacral.z,R.ASIS.x,R.ASIS.y,R.ASIS.z,L.ASIS.x,L.ASIS.y,L.ASIS.z
1,0,-448.42343,-40.56659,648.52087,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
2,0.008,-448.4252,-40.10083,648.36078,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
3,0.017,-448.49948,-40.27357,648.41766,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
4,0.025,-448.25534,-39.84769,648.72833,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
5,0.033,-448.08752,-39.89057,648.75653,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
6,0.042,-448.20102,-39.88561,648.86914,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
7,0.05,-448.18781,-40.24979,649.11713,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
8,0.058,-448.07623,-40.62925,648.68622,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
9,0.067,-448.00006,-40.08201,648.94769,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
10,0.075,-447.93307,-40.58556,648.63556,-253.39056,-166.13251,655.05823,-309.34634,126.84566,619.43884
11,0.083,-448.00006,-40.08201,648.94769,-253.39056,-166.13251,655.05823,-309.34634,126.84566,619.43884
12,0.092,-448.2247,-40.53606,648.72296,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
13,0.1,-448.29175,-40.03242,649.03516,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
14,0.108,-448.00006,-40.08201,648.94769,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
15,0.117,-448.00006,-40.08201,648.94769,-253.39056,-166.13251,655.05823,-309.34634,126.84566,619.43884
16,0.125,-447.93307,-40.58556,648.63556,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
17,0.133,-448.00006,-40.08201,648.94769,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
18,0.142,-448.04651,-40.58065,648.74811,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
19,0.15,-448.00006,-40.08201,648.94769,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
20,0.158,-447.93307,-40.58556,648.63556,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
21,0.167,-448.00006,-40.08201,648.94769,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
22,0.175,-448.16785,-40.03915,648.91949,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
23,0.183,-448.11353,-40.07703,649.0603,-253.65456,-166.13916,655.08777,-309.34634,126.84566,619.43884
24,0.192,-448.00006,-40.08201,648.94769,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
25,0.2,-447.93307,-40.58556,648.63556,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
26,0.208,-448.00006,-40.08201,648.94769,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
27,0.217,-448.00006,-40.08201,648.94769,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
28,0.225,-447.9628,-40.63417,648.57367,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
29,0.233,-448.04651,-40.58065,648.74811,-253.5929,-166.15387,655.27814,-309.61343,126.62549,619.42041
30,0.242,-448.04651,-40.58065,648.74811,-253.49174,-166.14317,655.16821,-309.34634,126.84566,619.43884
31,0.25,-447.93307,-40.58556,648.63556,-253.49174,-166.14317,655.16821,-309.61343,126.62549,619.42041
32,0.258,-448.10083,-40.54273,648.60736,-253.65456,-166.13916,655.08777,-309.61343,126.62549,619.42041
33,0.267,-448.25439,-40.58466,648.66107,-253.75751,-166.14941,655.19214,-309.61343,126.62549,619.42041
34,0.275,-448.25439,-40.58466,648.66107,-253.75751,-166.14941,655.19214,-309.61343,126.62549,619.42041
35,0.283,-448.32144,-40.08106,648.97327,-253.75751,-166.14941,655.19214,-309.61343,126.62549,619.42041
36,0.292,-448.13055,-40.59133,648.54541,-253.69749,-166.30843,655.38611,-309.61343,126.62549,619.42041
37,0.3,-448.07623,-40.62925,648.68622,-253.69749,-166.30843,655.38611,-309.61343,126.62549,619.42041
38,0.308,-448.25439,-40.58466,648.66107,-253.69749,-166.30843,655.38611,-309.61343,126.62549,619.42041
39,0.317,-448.31216,-40.34465,648.5318,-253.86209,-166.30397,655.30011,-309.86484,126.508,619.33087
40,0.325,-448.25439,-40.58466,648.66107,-253.93593,-166.15799,655.26111,-309.61343,126.62549,619.42041
41,0.333,-448.13055,-40.59133,648.54541,-253.99081,-166.33963,655.53955,-309.61343,126.62549,619.42041
42,0.342,-448.16754,-40.64051,648.47766,-253.99081,-166.33963,655.53955,-310.0278,126.32887,619.09247
43,0.35,-448.22528,-40.40049,648.34833,-254.16922,-166.34818,655.60846,-310.0278,126.32887,619.09247
44,0.358,-448.28204,-40.89832,648.15222,-254.0405,-166.31255,655.36908,-310.0278,126.32887,619.09247
45,0.367,-448.67245,-40.06971,648.29456,-254.16922,-166.34818,655.60846,-309.86484,126.508,619.33087
46,0.375,-448.41061,-40.61366,647.95941,-254.16922,-166.34818,655.60846,-310.0278,126.32887,619.09247
47,0.383,-448.35806,-40.60541,648.04901,-254.16922,-166.34818,655.60846,-310.0278,126.32887,619.09247
48,0.392,-448.48489,-40.7864,648.0163,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
49,0.4,-448.94913,-40.62443,648.03235,-254.16922,-166.34818,655.60846,-310.0278,126.32887,619.09247
50,0.408,-448.48489,-40.7864,648.0163,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
51,0.417,-448.48489,-40.7864,648.0163,-254.16922,-166.34818,655.60846,-310.0278,126.32887,619.09247
52,0.425,-448.77042,-40.73643,648.01923,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
53,0.433,-449.04086,-40.64662,647.99579,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
54,0.442,-449.24969,-40.44588,647.80768,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
55,0.45,-449.54938,-40.55432,648.11487,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
56,0.458,-449.62299,-40.66465,648.0119,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
57,0.467,-449.64795,-40.83404,647.95154,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
58,0.475,-449.30502,-40.64329,647.91101,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
59,0.483,-449.30502,-40.64329,647.91101,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
60,0.492,-449.42606,-40.49353,648.03741,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
61,0.5,-449.67786,-40.55931,647.90936,-254.16922,-166.34818,655.60846,-310.29916,126.63821,619.25635
