Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z,L.Toe.x,L.Toe.y,L.Toe.z,L.MedFoot.x,L.MedFoot.y,L.MedFoot.z
1,0,1671.84839,100.02881,45.4695,1436.40503,54.34073,43.69102,1493.97827,97.95861,59.62916
2,0.008,1671.99792,99.76289,45.73456,1436.2428,53.88107,43.72711,1493.92212,97.7506,59.65068
3,0.017,1671.41821,100.0273,45.15371,1436.09521,53.69231,42.92882,1494.0321,97.97637,59.54604
4,0.025,1671.75195,100.11977,46.04226,1435.95239,53.78478,42.62961,1494.07471,97.7859,59.65948
5,0.033,1670.94214,99.17755,46.4357,1435.90771,53.65854,42.00621,1494.07471,97.7859,59.65948
6,0.042,1669.60474,101.84827,47.97446,1435.85498,53.7216,41.81728,1494.07471,97.7859,59.65948
7,0.05,1669.66858,102.30788,49.1515,1435.84814,53.39916,41.23361,1494.07471,97.7859,59.65948
8,0.058,1670.71448,100.06461,47.50622,1435.75195,53.71277,40.72866,1494.3811,97.7915,59.29617
9,0.067,1670.3396,100.31074,47.74543,1436.38123,54.28025,39.70214,1494.07642,97.7047,59.50949
10,0.075,1670.3147,100.62784,48.08178,1435.79639,53.41705,40.58293,1494.05798,97.36183,59.68698
11,0.083,1670.07776,100.54564,48.38908,1435.61279,53.45522,40.39265,1493.78955,97.40407,59.48473
12,0.092,1670.0813,100.93071,49.11335,1435.87671,52.94175,40.39736,1493.72485,96.96689,59.61391
13,0.1,1669.76538,101.14659,49.45911,1435.83936,52.90538,40.36335,1493.57373,96.53806,59.36548
14,0.108,1670.33459,101.22884,49.7193,1435.94604,52.72178,40.36241,1493.57373,96.53806,59.36548
15,0.117,1669.81458,101.23683,50.30911,1435.97913,52.54132,40.44352,1493.50586,96.44319,59.368
16,0.125,1668.54968,103.71759,51.94884,1435.93933,52.74562,40.23362,1493.50586,96.44319,59.368
17,0.133,1669.55115,101.37881,50.70779,1435.9989,53.03631,39.75364,1493.50586,96.44319,59.368
18,0.142,1669.65466,101.58385,51.17942,1435.73682,52.82341,39.38841,1493.56982,96.1908,59.28334
19,0.15,1669.84363,101.50789,51.86911,1435.8175,52.17973,39.64791,1493.50391,96.05258,59.36674
20,0.158,1669.77405,101.42917,52.2564,1435.5166,51.36203,39.99498,1493.41541,95.9894,59.44286
21,0.167,1668.11963,104.03181,53.37975,1435.69958,51.71769,39.75693,1493.43909,95.72337,59.61928
22,0.175,1669.65613,101.46229,52.60368,1435.71387,51.92247,39.72646,1493.47754,95.6869,59.47842
23,0.183,1669.45947,101.64427,52.72303,1435.87854,51.42743,39.83678,1493.6936,96.34563,59.19077
24,0.192,1667.97559,104.18974,53.71127,1435.92712,51.37389,39.89811,1493.51196,95.8575,59.37489
25,0.2,1669.32581,102.29508,53.46182,1435.92712,51.37389,39.89811,1493.42114,95.61374,59.467
26,0.208,1669.03137,102.26355,53.82298,1436.03235,51.28262,39.84674,1493.46533,95.59364,59.68811
27,0.217,1667.41028,104.73227,54.64983,1436.26184,50.85792,39.83447,1492.85266,95.01334,59.80209
28,0.225,1667.62683,103.80466,55.06121,1436.19263,50.71521,39.74451,1493.26233,95.25166,59.58441
29,0.233,1669.11621,101.52937,54.53611,1436.21802,50.40173,39.9084,1493.18445,95.17075,59.62991
30,0.242,1667.75696,103.83155,55.332,1436.21802,50.40173,39.9084,1493.20593,95.16882,59.65742
31,0.25,1669.49585,102.54002,56.05109,1436.21802,50.40173,39.9084,1493.20593,95.16882,59.65742
32,0.258,1668.88879,102.90475,56.71445,1436.27783,50.28818,39.84215,1493.07471,95.14093,59.47377
33,0.267,1667.26282,104.06652,57.57554,1436.27783,50.28818,39.84215,1493.12744,95.12725,59.72214
34,0.275,1668.82507,103.38331,59.16586,1436.27783,50.28818,39.84215,1493.10925,95.13764,59.69184
35,0.283,1668.71179,103.7775,59.33319,1436.21423,50.09729,39.77967,1492.98914,95.1129,59.51913
36,0.292,1666.5918,106.26075,59.91899,1436.39661,49.69336,39.438,1492.97278,95.08518,59.46651
37,0.3,1668.94922,103.48458,60.75567,1436.07056,49.65855,39.20071,1492.31177,94.7207,59.65244
