Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z,R.Ulna.x,R.Ulna.y,R.Ulna.z,R.Radius.x,R.Radius.y,R.Radius.z
1,0,-94.40082,-160.38425,743.74304,-26.87198,-164.86734,652.99066,17.25799,-69.23068,669.13184
2,0.008,-94.27735,-160.42558,743.8045,-26.37869,-164.95117,653.01367,17.21196,-69.66353,668.7373
3,0.017,-94.39792,-160.64693,743.73926,-26.68507,-164.9425,653.20776,17.21196,-69.66353,668.7373
4,0.025,-94.40082,-160.38425,743.74304,-27.09763,-164.83978,653.03149,17.21196,-69.66353,668.7373
5,0.033,-94.40082,-160.38425,743.74304,-27.09763,-164.83978,653.03149,17.21196,-69.66353,668.7373
6,0.042,-94.40082,-160.38425,743.74304,-27.04791,-164.81084,652.85419,17.25799,-69.23068,669.13184
7,0.05,-94.40082,-160.38425,743.74304,-27.04791,-164.81084,652.85419,17.25799,-69.23068,669.13184
8,0.058,-94.40082,-160.38425,743.74304,-27.04791,-164.81084,652.85419,17.25799,-69.23068,669.13184
9,0.067,-94.40082,-160.38425,743.74304,-27.04791,-164.81084,652.85419,17.25799,-69.23068,669.13184
10,0.075,-94.40082,-160.38425,743.74304,-27.09763,-164.83978,653.03149,17.25799,-69.23068,669.13184
11,0.083,-94.40082,-160.38425,743.74304,-27.04791,-164.81084,652.85419,17.25799,-69.23068,669.13184
12,0.092,-94.43484,-160.64946,743.9353,-26.87198,-164.86734,652.99066,17.71356,-69.64328,669.4577
13,0.1,-94.40082,-160.38425,743.74304,-26.68507,-164.9425,653.20776,17.25799,-69.23068,669.13184
14,0.108,-94.40082,-160.38425,743.74304,-26.88933,-164.93686,653.3371,17.29418,-68.01037,667.8418
15,0.117,-94.40082,-160.38425,743.74304,-27.09763,-164.83978,653.03149,17.25799,-69.23068,669.13184
16,0.125,-94.33406,-160.54771,743.84479,-27.09763,-164.83978,653.03149,17.71356,-69.64328,669.4577
17,0.133,-94.43484,-160.64946,743.9353,-27.09763,-164.83978,653.03149,17.71356,-69.64328,669.4577
18,0.142,-94.40082,-160.38425,743.74304,-27.09763,-164.83978,653.03149,17.71356,-69.64328,669.4577
19,0.15,-94.40082,-160.38425,743.74304,-27.09763,-164.83978,653.03149,17.71356,-69.64328,669.4577
20,0.158,-94.43484,-160.64946,743.9353,-27.09763,-164.83978,653.03149,17.71356,-69.64328,669.4577
21,0.167,-94.43484,-160.64946,743.9353,-27.09763,-164.83978,653.03149,17.71356,-69.64328,669.4577
22,0.175,-94.31139,-160.69078,743.99677,-26.65509,-164.97974,653.36298,17.71356,-69.64328,669.4577
23,0.183,-94.334,-160.59482,743.92645,-26.65509,-164.97974,653.36298,17.71356,-69.64328,669.4577
24,0.192,-94.45746,-160.5535,743.86499,-26.88933,-164.93686,653.3371,17.71356,-69.64328,669.4577
25,0.2,-94.49149,-160.81871,744.05719,-27.09763,-164.83978,653.03149,17.25799,-69.23068,669.13184
26,0.208,-94.43484,-160.64946,743.9353,-27.09763,-164.83978,653.03149,17.25799,-69.23068,669.13184
27,0.217,-94.40082,-160.38425,743.74304,-27.09763,-164.83978,653.03149,17.25799,-69.23068,669.13184
28,0.225,-94.40082,-160.38425,743.74304,-27.2236,-164.78259,653.13281,17.25799,-69.23068,669.13184
29,0.233,-94.40082,-160.38425,743.74304,-27.2236,-164.78259,653.13281,17.25799,-69.23068,669.13184
30,0.242,-94.43484,-160.64946,743.9353,-27.09763,-164.83978,653.03149,17.25799,-69.23068,669.13184
31,0.25,-94.43484,-160.64946,743.9353,-27.17068,-164.82545,653.29785,17.25799,-69.23068,669.13184
32,0.258,-94.45746,-160.5535,743.86499,-27.17068,-164.82545,653.29785,17.25799,-69.23068,669.13184
33,0.267,-94.40082,-160.38425,743.74304,-27.2236,-164.78259,653.13281,17.25799,-69.23068,669.13184
34,0.275,-94.40082,-160.38425,743.74304,-27.04471,-164.88266,653.19653,17.25799,-69.23068,669.13184
35,0.283,-94.43484,-160.64946,743.9353,-27.09763,-164.83978,653.03149,17.25799,-69.23068,669.13184
36,0.292,-94.40082,-160.38425,743.74304,-27.2236,-164.78259,653.13281,17.25799,-69.23068,669.13184
