Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-211.41277,-184.13438,925.96277,-185.64656,-214.80608,750.73535,-230.64217,-131.6974,711.56476
2,0.008,-210.96306,-184.24496,926.12311,-185.62286,-214.49561,750.64728,-230.31999,-131.63681,711.77869
3,0.017,-210.87068,-184.21683,925.9671,-185.62286,-214.49561,750.64728,-230.31999,-131.63681,711.77869
4,0.025,-211.30183,-184.15561,925.97174,-185.81827,-214.76826,750.67334,-230.96445,-131.75821,711.35083
5,0.033,-211.41277,-184.13438,925.96277,-185.94641,-214.40198,750.47333,-230.96445,-131.75821,711.35083
6,0.042,-211.34853,-184.09938,925.79669,-186.00804,-214.24358,750.46692,-230.96445,-131.75821,711.35083
7,0.05,-211.27969,-184.12257,926.16681,-186.00804,-214.24358,750.46692,-230.52911,-131.60765,711.18066
8,0.058,-211.34853,-184.09938,925.79669,-186.00804,-214.24358,750.46692,-230.52911,-131.60765,711.18066
9,0.067,-211.27969,-184.12257,926.16681,-185.88623,-214.22818,750.42102,-230.52911,-131.60765,711.18066
10,0.075,-211.41277,-184.13438,925.96277,-185.98106,-214.04242,750.40771,-231.15593,-131.88245,711.81396
11,0.083,-211.34396,-184.15753,926.33289,-186.02515,-214.38429,750.36023,-231.15593,-131.88245,711.81396
12,0.092,-210.87068,-184.21683,925.9671,-185.85442,-214.42674,750.42523,-230.64217,-131.6974,711.56476
13,0.1,-210.80188,-184.23997,926.3371,-185.70163,-214.47795,750.53418,-230.64217,-131.6974,711.56476
14,0.108,-211.23991,-184.19478,926.09094,-185.92931,-214.26125,750.57996,-231.15593,-131.88245,711.81396
15,0.117,-211.49565,-184.12766,925.84814,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
16,0.125,-211.56354,-184.10429,925.47809,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
17,0.133,-211.48067,-184.11102,925.59277,-185.82103,-214.03471,750.28143,-231.15593,-131.88245,711.81396
18,0.142,-211.56354,-184.10429,925.47809,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
19,0.15,-211.56354,-184.10429,925.47809,-185.82103,-214.03471,750.28143,-231.15593,-131.88245,711.81396
20,0.158,-211.49565,-184.12766,925.84814,-185.88431,-214.08945,750.53345,-231.15593,-131.88245,711.81396
21,0.167,-211.49565,-184.12766,925.84814,-185.80556,-214.10712,750.64655,-231.15593,-131.88245,711.81396
22,0.175,-211.32281,-184.18808,925.97632,-185.69998,-214.26489,750.27576,-230.64217,-131.6974,711.56476
23,0.183,-211.34747,-184.21307,925.76129,-185.6212,-214.28253,750.38885,-230.31999,-131.63681,711.77869
24,0.192,-211.56354,-184.10429,925.47809,-185.69998,-214.26489,750.27576,-231.15593,-131.88245,711.81396
25,0.2,-211.56354,-184.10429,925.47809,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
26,0.208,-211.68549,-184.0351,925.59167,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
27,0.217,-211.68549,-184.0351,925.59167,-185.82103,-214.03471,750.28143,-231.15593,-131.88245,711.81396
28,0.225,-211.70999,-184.00658,925.41138,-186.02354,-214.17117,750.10175,-231.15593,-131.88245,711.81396
29,0.233,-211.68549,-184.0351,925.59167,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
30,0.242,-211.49565,-184.12766,925.84814,-186.02354,-214.17117,750.10175,-231.15593,-131.88245,711.81396
31,0.25,-211.49565,-184.12766,925.84814,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
32,0.258,-211.56354,-184.10429,925.47809,-185.74783,-214.06868,750.2796,-230.64217,-131.6974,711.56476
33,0.267,-211.56354,-184.10429,925.47809,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
34,0.275,-211.56354,-184.10429,925.47809,-186.02354,-214.17117,750.10175,-231.15593,-131.88245,711.81396
35,0.283,-211.56354,-184.10429,925.47809,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
36,0.292,-211.58806,-184.07578,925.29779,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
37,0.3,-211.70999,-184.00658,925.41138,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
38,0.308,-211.70999,-184.00658,925.41138,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
39,0.317,-211.68549,-184.0351,925.59167,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
40,0.325,-211.54579,-183.95132,925.76898,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
41,0.333,-211.68549,-184.0351,925.59167,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
42,0.342,-211.78366,-183.83231,925.65808,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
43,0.35,-211.75914,-183.86081,925.83838,-185.74783,-214.06868,750.2796,-231.15593,-131.88245,711.81396
44,0.358,-211.75914,-183.86081,925.83838,-185.74783,-214.06868,750.2796,-231.15593,-131.88245,711.81396
45,0.367,-211.68549,-184.0351,925.59167,-186.02354,-214.17117,750.10175,-231.15593,-131.88245,711.81396
46,0.375,-211.78366,-183.83231,925.65808,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
47,0.383,-211.89784,-183.45601,925.9657,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
48,0.392,-211.75914,-183.86081,925.83838,-186.02354,-214.17117,750.10175,-231.15593,-131.88245,711.81396
49,0.4,-211.62125,-184.00008,925.42566,-186.1203,-214.1241,749.97595,-230.96445,-131.75821,711.35083
50,0.408,-211.64575,-183.97153,925.24536,-186.1203,-214.1241,749.97595,-230.96445,-131.75821,711.35083
51,0.417,-211.71944,-183.79729,925.492,-185.89978,-214.01704,750.1684,-231.15593,-131.88245,711.81396
52,0.425,-211.92236,-183.42752,925.78534,-186.02354,-214.17117,750.10175,-230.52911,-131.60765,711.18066
53,0.433,-211.89784,-183.45601,925.9657,-186.02354,-214.17117,750.10175,-231.15593,-131.88245,711.81396
54,0.442,-211.68549,-184.0351,925.59167,-186.02354,-214.17117,750.10175,-231.15593,-131.88245,711.81396
55,0.45,-211.70999,-184.00658,925.41138,-185.99655,-213.96997,750.04254,-230.96445,-131.75821,711.35083
56,0.458,-211.71944,-183.79729,925.492,-185.99655,-213.96997,750.04254,-230.96445,-131.75821,711.35083
57,0.467,-211.85814,-183.3925,925.61926,-186.1203,-214.1241,749.97595,-230.96445,-131.75821,711.35083
58,0.475,-211.51382,-183.45178,925.39697,-185.8385,-213.71919,750.00659,-230.96445,-131.75821,711.35083
59,0.483,-211.47975,-183.90802,925.61127,-185.99655,-213.96997,750.04254,-230.96445,-131.75821,711.35083
60,0.492,-211.64575,-183.97153,925.24536,-185.99655,-213.96997,750.04254,-230.96445,-131.75821,711.35083
61,0.5,-211.5975,-183.86647,925.37842,-185.99655,-213.96997,750.04254,-230.96445,-131.75821,711.35083
62,0.508,-211.65997,-183.39528,925.95343,-185.8385,-213.71919,750.00659,-231.02457,-131.47954,711.44855
63,0.517,-211.65518,-183.09366,925.39362,-185.88571,-213.45192,749.74982,-230.96445,-131.75821,711.35083
