Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,239.8864,-79.46439,1011.31909,248.83377,-32.26519,972.31104,287.224,-16.4876,941.76086,325.94904,-5.69143,904.83301,336.09027,-34.66929,1003.97418,381.22629,-26.90036,982.1756,426.86435,-23.19652,961.36829
2,0.008,239.20143,-78.28886,1012.96387,247.55116,-26.92492,974.86664,286.04376,-14.20357,944.00281,324.80304,-3.0692,906.99463,335.36185,-32.97118,1006.21808,380.68454,-24.8962,984.21747,426.12009,-21.52455,962.28632
3,0.017,239.04077,-76.14458,1015.09753,247.97768,-27.79362,976.61267,286.41129,-12.6946,945.2439,322.92282,-2.33022,908.42767,335.68628,-32.06444,1006.94159,380.50757,-23.63949,985.50427,425.62051,-20.27256,963.05713
4,0.025,239.13007,-75.481,1017.58093,247.52957,-25.72833,979.90887,284.62558,-10.12796,948.17371,322.72986,-1.75174,909.61719,335.0979,-30.23148,1009.03381,379.85226,-20.69621,986.86218,423.88843,-17.03498,964.88751
5,0.033,239.11229,-74.70278,1018.80682,246.72104,-25.47168,981.10791,285.61182,-10.36974,949.70459,321.85229,1.24481,911.75989,335.27362,-28.97273,1010.09247,379.3183,-19.48063,988.05292,423.64618,-16.32925,965.43689
6,0.042,238.26364,-73.15201,1021.01123,246.38029,-22.6932,984.18085,283.30414,-6.08454,952.29419,322.26541,3.45311,914.04645,335.056,-26.6388,1012.42761,379.21429,-17.12583,989.81152,423.25769,-13.94385,967.50885
7,0.05,239.3315,-72.33344,1023.18445,245.73059,-20.08842,985.17499,283.00323,-5.89611,953.67688,320.21558,5.12905,915.5791,334.39191,-25.29513,1013.96503,378.36105,-15.75557,991.71741,423.04633,-11.21054,969.12335
8,0.058,239.16193,-71.23264,1024.14282,245.61211,-19.8952,988.11005,281.88907,-4.07249,956.69849,319.29077,8.73641,917.65576,333.72781,-24.69765,1016.51886,378.35498,-13.95692,993.88501,422.80627,-8.63471,971.68213
9,0.067,237.72128,-70.4988,1026.69617,244.93884,-18.78885,990.71484,281.76355,-2.07259,958.53693,318.91843,9.03036,921.51288,333.33002,-22.89704,1018.70453,378.68396,-12.56463,997.50934,421.38632,-6.45624,975.44623
10,0.075,236.84578,-68.59247,1028.60181,244.6322,-17.85296,992.479,281.56879,0.00924,960.73157,318.52792,10.04823,922.45343,332.24774,-21.21166,1020.66595,376.38177,-9.89196,999.90674,421.01465,-4.01222,978.49579
11,0.083,237.23073,-67.73615,1030.16467,243.56252,-15.47402,993.90204,281.33371,1.39646,963.26086,319.30597,13.68731,926.66791,332.18488,-20.15773,1024.71448,376.04294,-7.67913,1003.18427,420.62653,-1.97112,981.57605
12,0.092,236.36769,-66.0405,1031.66394,242.44531,-15.60523,996.23474,280.89621,3.30117,964.97583,319.42749,15.37463,929.86407,331.20966,-19.04366,1026.22876,375.82739,-7.0862,1006.26727,420.44373,-0.47853,985.66431
13,0.1,235.76364,-65.6814,1033.24976,243.1899,-14.43811,998.60681,280.01294,4.4817,968.84314,319.25909,17.80726,932.41443,329.72797,-16.15506,1029.3479,375.13687,-4.84731,1009.81049,420.45132,1.23602,989.26392
14,0.108,234.98409,-64.57039,1035.82776,242.1938,-11.27247,1000.14734,279.85815,6.22083,970.23102,319.61533,19.15571,934.65314,328.79526,-15.10336,1031.7959,374.35092,-2.98239,1011.81647,419.98892,3.58576,992.98273
15,0.117,235.09647,-63.8061,1037.10571,242.56795,-10.27753,1001.71063,279.19495,6.52565,972.65521,319.29517,20.76117,936.6203,328.21445,-13.3119,1034.66333,374.56097,-1.80897,1016.48895,419.61313,4.3817,996.9024
16,0.125,234.22211,-62.08108,1039.74292,240.80901,-9.67839,1002.72015,278.38239,8.28107,974.89581,319.94031,21.61398,940.12463,326.88345,-11.89134,1038.52661,372.88058,-0.21392,1018.94147,419.47198,6.29454,1000.47156
17,0.133,233.01385,-61.012,1041.44275,240.72549,-9.34524,1004.56409,278.5228,9.52343,976.35181,319.81375,23.7644,941.38275,326.44879,-10.27841,1040.27209,371.92645,1.98292,1022.21429,418.76254,7.76348,1003.93787
18,0.142,232.94322,-58.67573,1043.68408,240.68776,-8.2689,1005.73267,278.48502,9.97908,978.21332,319.39627,24.25065,944.29718,325.42517,-7.83278,1042.43872,371.02704,3.8164,1025.33435,417.92114,9.80311,1007.30115
19,0.15,232.3719,-55.95535,1045.58777,239.84244,-6.58807,1007.75934,278.5762,11.98843,980.99109,319.86081,25.3556,945.3064,324.94821,-5.5004,1044.82422,370.93372,5.3759,1028.41589,417.23065,12.23565,1009.85876
20,0.158,232.18762,-55.57594,1047.30103,239.50476,-6.04676,1009.61646,278.25537,12.55669,981.63116,320.10483,25.44565,949.33984,324.31042,-4.47941,1047.10474,370.83664,7.23588,1029.92139,416.49707,13.4799,1013.96613
21,0.167,231.10114,-53.8194,1049.53088,238.88997,-5.58941,1011.79211,278.57654,14.76651,983.33844,320.02802,25.34325,950.41595,323.61761,-2.61806,1049.78113,370.36856,9.39432,1033.29907,416.44235,13.90394,1015.71112
22,0.175,230.03511,-52.5145,1052.53638,238.63792,-5.11594,1012.84564,277.87177,14.67358,985.64685,318.91705,25.88415,951.52417,322.81247,-1.56229,1051.74512,369.98495,9.64542,1035.11292,416.82303,17.07815,1018.69196
