Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,175.45622,-50.12748,50.15412,414.36456,-88.16792,52.82126,345.60062,-41.08837,73.79536
2,0.008,175.51932,-50.17752,50.02034,414.22644,-88.16424,52.84071,345.60062,-41.08837,73.79536
3,0.017,175.45622,-50.12748,50.15412,414.21741,-88.14325,52.76016,345.60062,-41.08837,73.79536
4,0.025,175.45622,-50.12748,50.15412,414.25641,-88.24089,52.66109,345.60062,-41.08837,73.79536
5,0.033,175.30905,-50.07264,50.19819,414.18381,-88.26098,52.70124,345.60062,-41.08837,73.79536
6,0.042,175.30905,-50.07264,50.19819,414.20355,-88.31693,52.73919,345.57712,-40.98284,73.8597
7,0.05,175.45622,-50.12748,50.15412,414.24924,-88.21674,52.69678,345.47021,-41.10156,73.8297
8,0.058,175.55766,-50.13638,50.24933,414.29028,-88.36093,52.69432,345.43423,-41.31185,73.72667
9,0.067,175.61105,-50.17469,50.15349,414.2688,-88.37408,52.81541,345.37897,-41.00965,73.89149
10,0.075,175.45622,-50.12748,50.15412,414.29028,-88.36093,52.69432,345.47021,-41.10156,73.8297
11,0.083,175.45622,-50.12748,50.15412,414.29028,-88.36093,52.69432,345.45078,-41.26019,73.74951
12,0.092,175.45622,-50.12748,50.15412,414.11761,-88.10763,52.84274,345.32623,-41.14206,73.85355
13,0.1,175.51932,-50.17752,50.02034,414.08405,-88.22536,52.78381,345.60062,-41.08837,73.79536
14,0.108,175.51932,-50.17752,50.02034,414.20911,-88.01327,52.91006,345.60062,-41.08837,73.79536
15,0.117,175.45622,-50.12748,50.15412,414.22635,-88.36942,52.59526,345.45554,-41.13102,73.81834
16,0.125,175.45622,-50.12748,50.15412,414.25641,-88.24089,52.66109,345.60062,-41.08837,73.79536
17,0.133,175.3364,-50.2592,50.12803,414.36456,-88.16792,52.82126,345.47925,-41.16742,73.7737
18,0.142,175.45622,-50.12748,50.15412,414.36456,-88.16792,52.82126,345.60062,-41.08837,73.79536
19,0.15,175.72134,-50.18556,50.25197,414.29028,-88.36093,52.69432,345.3338,-41.0502,73.88319
20,0.158,175.89189,-50.11214,49.94806,414.23715,-88.1992,52.79813,345.60062,-41.08837,73.79536
21,0.167,175.61105,-50.17469,50.15349,414.27844,-88.11423,52.77889,345.60062,-41.08837,73.79536
22,0.175,175.45622,-50.12748,50.15412,414.26898,-88.2727,52.73474,345.60062,-41.08837,73.79536
23,0.183,175.45622,-50.12748,50.15412,414.34326,-88.07968,52.86168,345.60062,-41.08837,73.79536
24,0.192,175.68163,-50.22808,50.0151,414.25641,-88.24089,52.66109,345.45554,-41.13102,73.81834
25,0.2,175.68163,-50.22808,50.0151,414.18381,-88.26098,52.70124,345.60062,-41.08837,73.79536
26,0.208,175.51932,-50.17752,50.02034,414.33447,-88.29647,52.75543,345.50937,-40.99647,73.85715
27,0.217,175.45622,-50.12748,50.15412,414.33447,-88.29647,52.75543,345.44852,-41.24763,73.75707
28,0.225,175.79834,-50.24121,50.11216,414.33447,-88.29647,52.75543,345.60062,-41.08837,73.79536
29,0.233,175.79834,-50.24121,50.11216,414.39084,-88.20916,52.74245,345.60062,-41.08837,73.79536
