Frame#,Time,L.Forearm.x,L.Forearm.y,L.Forearm.z,L.Ulna.x,L.Ulna.y,L.Ulna.z,L.Radius.x,L.Radius.y,L.Radius.z
1,0,-237.50142,294.12985,657.57562,-170.03314,295.92224,593.84814,-118.9425,242.4662,637.55652
2,0.008,-237.50142,294.12985,657.57562,-170.2523,296.04575,593.81317,-118.97366,242.34933,637.66644
3,0.017,-237.94388,294.37231,657.5282,-170.28615,296.02948,593.68512,-118.97366,242.34933,637.66644
4,0.025,-238.11853,294.05878,657.86133,-170.50531,296.15292,593.65015,-119.05379,242.33775,637.90778
5,0.033,-238.11853,294.05878,657.86133,-170.76387,296.23822,593.66534,-118.97366,242.34933,637.66644
6,0.042,-238.11853,294.05878,657.86133,-170.76387,296.23822,593.66534,-119.05379,242.33775,637.90778
7,0.05,-238.11853,294.05878,657.86133,-170.76387,296.23822,593.66534,-119.05379,242.33775,637.90778
8,0.058,-238.55614,294.16058,658.11011,-170.76387,296.23822,593.66534,-119.05379,242.33775,637.90778
9,0.067,-238.76309,293.99036,657.81415,-170.85649,296.17087,593.72021,-119.55803,242.77361,637.74255
10,0.075,-238.73486,293.61023,658.07861,-170.89729,296.03848,593.65405,-119.4766,241.38118,637.82581
11,0.083,-238.77296,293.54727,658.1629,-170.64426,295.93137,593.81714,-119.19759,242.48657,637.86542
12,0.092,-238.57788,293.41824,658.56207,-170.47397,295.98325,594.13745,-119.05379,242.33775,637.90778
13,0.1,-238.60884,293.27628,658.63251,-169.69394,296.40616,593.6394,-119.05379,242.33775,637.90778
14,0.108,-238.55396,293.18936,658.6991,-170.12549,296.02954,593.81567,-119.05379,242.33775,637.90778
15,0.117,-238.78413,292.95422,658.80164,-170.12549,296.02954,593.81567,-119.05379,242.33775,637.90778
16,0.125,-237.83226,293.229,659.20789,-170.41568,295.71249,594.29651,-119.4766,241.38118,637.82581
17,0.133,-237.41942,293.17319,659.06055,-170.61513,295.83997,594.25067,-119.4766,241.38118,637.82581
18,0.142,-237.94637,293.9501,659.61969,-170.61513,295.83997,594.25067,-119.05379,242.33775,637.90778
19,0.15,-238.11092,293.96652,659.66534,-170.37961,295.77112,594.22852,-119.4766,241.38118,637.82581
20,0.158,-238.49756,294.31409,660.05408,-170.41568,295.71249,594.29651,-119.4766,241.38118,637.82581
21,0.167,-238.94255,294.04294,659.96606,-170.61513,295.83997,594.25067,-119.4766,241.38118,637.82581
22,0.175,-239.07619,294.09225,660.09174,-170.72499,295.80725,594.14124,-119.63443,241.06645,637.66882
23,0.183,-238.74553,292.604,659.17981,-170.72499,295.80725,594.14124,-119.54601,240.91695,637.42584
24,0.192,-238.18596,292.27451,659.0929,-170.72499,295.80725,594.14124,-119.63443,241.06645,637.66882
25,0.2,-239.13393,292.64035,658.82648,-170.5916,296.00699,594.15253,-119.63443,241.06645,637.66882
26,0.208,-238.9881,292.77185,658.53156,-170.8446,296.11417,593.98944,-119.63443,241.06645,637.66882
27,0.217,-239.14436,292.80984,658.74243,-170.8446,296.11417,593.98944,-119.63443,241.06645,637.66882
28,0.225,-238.87053,293.10242,658.8819,-170.72302,296.10947,593.77051,-119.63443,241.06645,637.66882
29,0.233,-238.94041,292.99225,659.01245,-170.72302,296.10947,593.77051,-120.1389,241.50262,637.50348
30,0.242,-239.17361,292.746,658.8233,-170.90862,295.86453,593.5954,-120.1389,241.50262,637.50348
31,0.25,-239.12994,292.80341,659.06537,-170.94946,295.99329,593.49023,-120.12475,241.96609,637.6181
32,0.258,-238.94041,292.99225,659.01245,-170.72302,296.10947,593.77051,-119.4766,241.38118,637.82581
33,0.267,-238.66655,293.28473,659.15198,-170.5916,296.00699,594.15253,-119.19759,242.48657,637.86542
34,0.275,-238.66655,293.28473,659.15198,-170.59554,295.98788,594.35645,-119.05379,242.33775,637.90778
35,0.283,-238.66655,293.28473,659.15198,-170.59554,295.98788,594.35645,-119.05379,242.33775,637.90778
36,0.292,-238.28215,293.08539,659.26642,-170.59554,295.98788,594.35645,-119.05379,242.33775,637.90778
37,0.3,-237.7226,292.75598,659.1795,-169.90465,295.68951,594.53754,-119.05379,242.33775,637.90778
38,0.308,-237.85759,292.46759,659.31671,-169.86987,295.57748,594.85925,-119.05379,242.33775,637.90778
39,0.317,-237.85759,292.46759,659.31671,-169.92418,295.5416,594.43176,-119.4766,241.38118,637.82581
40,0.325,-237.57549,292.75293,659.28113,-169.92418,295.5416,594.43176,-119.42686,241.22241,637.92078
41,0.333,-237.57549,292.75293,659.28113,-169.92418,295.5416,594.43176,-119.42686,241.22241,637.92078
42,0.342,-237.57549,292.75293,659.28113,-169.37297,296.06476,594.6106,-119.42686,241.22241,637.92078
43,0.35,-237.57549,292.75293,659.28113,-169.37297,296.06476,594.6106,-119.42686,241.22241,637.92078
44,0.358,-237.57549,292.75293,659.28113,-169.92418,295.5416,594.43176,-119.24397,240.91072,637.74182
45,0.367,-237.41924,292.71487,659.07031,-169.92418,295.5416,594.43176,-119.24397,240.91072,637.74182
