Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,107.7044,-60.48819,1148.88416,113.64548,-11.08729,1136.27759,143.62779,18.40162,1127.74646,178.26906,45.11407,1123.10413,175.14677,-26.25091,1181.53516,220.47311,2.79413,1173.96545,256.60126,17.41947,1162.99219
2,0.008,108.07438,-62.39038,1152.57739,112.10056,-9.94668,1138.20398,142.63628,18.20488,1129.80371,177.94467,43.00444,1126.03564,173.84489,-26.87722,1185.4668,218.9408,1.58786,1177.78418,255.12349,17.20281,1166.59814
3,0.017,106.88975,-63.03167,1154.78149,112.20603,-11.49943,1141.68701,142.58176,17.09928,1133.08093,177.1376,43.99632,1128.29614,172.81776,-27.70023,1188.8656,217.80132,-0.55303,1180.80774,254.38252,13.41229,1169.94336
4,0.025,104.93824,-62.68502,1157.65686,110.93546,-11.14905,1143.80396,140.35728,19.99701,1134.96094,176.35318,42.38408,1131.35046,171.91835,-28.39313,1191.6145,217.2179,-0.99409,1185.21265,253.96979,13.67002,1173.29492
5,0.033,103.98723,-63.49707,1160.06604,109.19956,-13.01033,1146.2959,141.51355,16.36231,1138.91284,176.28885,40.70596,1134.88757,171.28477,-29.73793,1194.70862,216.6624,-0.46216,1187.73853,252.51898,12.21271,1177.1261
6,0.042,103.52148,-64.86459,1163.36804,109.05393,-13.46686,1149.00476,139.59717,17.23928,1141.51892,175.69704,39.87464,1136.87744,170.19984,-30.36098,1197.4342,215.25374,-3.47036,1190.85608,251.47955,12.49647,1180.41321
7,0.05,101.92341,-65.00919,1166.30884,108.61755,-14.49584,1151.90283,139.89238,14.61077,1144.15063,175.25238,39.31406,1141.01733,168.01329,-31.25518,1200.79187,214.56311,-4.03191,1194.17798,250.98294,10.95777,1183.90283
8,0.058,100.71459,-66.35512,1168.01563,107.21832,-16.11774,1153.96912,139.32091,13.46767,1147.94092,175.02913,35.88929,1144.65735,167.14832,-32.44804,1203.85315,213.63374,-5.67036,1197.51709,250.26997,9.85688,1187.21838
9,0.067,100.50384,-67.35422,1170.71179,106.51162,-14.80159,1158.09619,138.55952,11.08796,1150.35156,173.5432,36.49535,1146.83118,166.11906,-33.95089,1206.48889,212.4873,-5.7415,1200.21167,249.15077,5.97698,1190.9635
10,0.075,99.42548,-68.55032,1173.39636,106.46709,-17.37082,1159.59106,137.27374,12.77553,1152.34192,173.31226,34.50853,1150.20837,165.52655,-34.47114,1209.18408,211.4296,-7.04588,1204.38342,248.84369,3.47016,1193.97437
11,0.083,98.53452,-69.74258,1175.48132,105.64926,-19.48333,1161.2771,136.52017,10.02179,1155.75049,173.49681,35.7194,1153.91516,164.64612,-37.12897,1212.2616,210.3143,-8.13191,1207.69006,247.82906,4.25717,1197.36755
12,0.092,97.61185,-70.18208,1177.7771,105.49942,-20.84303,1163.37012,137.15483,10.59868,1158.52869,173.78217,30.35398,1156.7196,163.69206,-36.63919,1215.28308,209.49992,-11.4936,1209.66235,246.63617,3.21306,1200.60913
13,0.1,97.62415,-71.41988,1181.03418,104.99461,-21.48355,1166.31116,136.04231,8.39363,1161.1377,173.29149,32.62923,1159.45801,163.23524,-39.42141,1218.61865,208.93311,-11.49015,1214.13025,245.72684,0.20647,1203.90649
14,0.108,95.52158,-71.97358,1182.94653,105.0053,-22.30736,1168.5791,136.08121,6.17034,1165.1228,172.62662,30.36809,1162.14587,161.49898,-40.50613,1220.89465,208.53935,-14.22887,1216.37988,245.74553,-3.44705,1207.41113
15,0.117,94.71098,-73.71137,1185.32153,103.74974,-22.91161,1171.35608,135.48909,5.77441,1166.84729,171.78273,28.47347,1164.6366,160.89243,-41.92908,1223.73901,207.88617,-14.52742,1220.0282,244.67093,-3.35689,1211.29736
16,0.125,94.22557,-75.43143,1187.44092,103.84753,-24.56903,1173.59985,135.66776,3.85053,1169.23206,172.20924,27.56507,1167.1178,159.17868,-43.52122,1226.31311,206.70383,-17.78542,1221.94873,244.30263,-3.76099,1214.41431
17,0.133,93.67286,-76.1584,1190.06104,102.84103,-25.55223,1175.15479,134.79732,2.21051,1171.06909,172.86646,23.2358,1170.41626,158.83897,-44.10257,1228.76648,206.5287,-20.82751,1224.66956,243.60533,-5.56461,1217.81238
18,0.142,92.7176,-77.63609,1192.18958,103.10951,-28.45785,1179.16333,133.71747,0.50308,1173.07141,172.33739,24.12186,1172.64465,158.12286,-46.96885,1231.53955,205.80568,-21.60864,1228.33179,242.60239,-9.44456,1220.19165
19,0.15,91.67103,-78.719,1194.55457,102.7231,-28.92563,1180.06238,133.85988,-1.09188,1176.9209,171.44037,22.35966,1175.31067,156.96585,-47.45223,1233.95166,203.53596,-22.26877,1230.74976,242.31662,-12.06029,1222.61829
20,0.158,90.7971,-79.94978,1196.78259,101.99877,-30.06836,1182.69214,133.25969,-1.58284,1178.94604,170.60995,20.77633,1178.01379,156.17982,-49.62046,1236.7345,203.16499,-23.64072,1233.25635,241.84282,-13.26366,1225.84949
21,0.167,89.46548,-81.56525,1198.60999,101.24938,-31.4607,1184.8606,133.46841,-2.79044,1181.33154,170.80629,17.6442,1180.61255,155.18683,-50.88725,1239.23816,202.8239,-26.11609,1235.96057,240.62727,-16.72533,1228.37073
22,0.175,88.95754,-82.52111,1200.96338,101.10934,-33.22146,1187.05444,132.05858,-4.69292,1184.24524,171.013,17.13675,1183.052,154.56348,-52.77787,1242.09729,201.15665,-26.80078,1239.67432,240.09344,-17.79033,1231.1908
23,0.183,88.21101,-83.75423,1203.82422,99.05426,-33.9082,1190.23547,132.45123,-7.42553,1185.92871,170.72357,16.09823,1185.35254,153.58104,-53.76468,1244.38171,201.28465,-29.67557,1241.51587,239.68184,-19.83056,1234.66687
24,0.192,87.3927,-85.95551,1205.91125,99.78151,-35.8327,1191.75073,132.34126,-9.46856,1188.85962,169.07417,13.4725,1188.41919,152.1331,-56.19321,1246.74304,199.99893,-32.18943,1243.9325,239.02065,-22.95518,1236.68616
25,0.2,86.32291,-86.86591,1207.72375,98.0523,-36.95074,1194.41907,131.80771,-10.12722,1190.55811,170.47873,9.77412,1190.56116,151.62605,-58.35656,1248.7218,199.44519,-34.33757,1247.06445,238.34125,-23.5901,1239.6687
26,0.208,86.39186,-88.82318,1209.94312,96.74454,-39.28487,1197.03906,131.92465,-11.43404,1194.63745,169.94244,9.61374,1192.84546,150.62393,-60.12776,1251.71021,198.85342,-35.98219,1249.11401,237.20636,-26.15472,1242.77075
27,0.217,85.64775,-90.0732,1211.96338,96.76135,-40.56164,1197.76611,131.55508,-12.84399,1195.11353,169.79471,8.73736,1196.64868,149.30618,-61.98872,1253.98999,198.22926,-38.52959,1251.34937,237.05537,-28.57149,1245.49792
28,0.225,84.19514,-91.42959,1214.29126,96.52627,-40.11269,1201.87585,130.66556,-11.49278,1198.02271,169.24896,4.96463,1197.00391,148.94661,-64.07294,1255.81677,197.13478,-41.18924,1254.30652,236.14359,-31.93764,1248.13977
29,0.233,83.27872,-93.32697,1215.7179,96.76818,-42.59058,1203.30994,129.60881,-12.89709,1201.12183,168.69531,2.88784,1200.22986,147.90436,-66.216,1258.77478,196.72893,-43.51668,1256.76782,235.67209,-33.90749,1250.74988
30,0.242,82.58971,-94.5295,1217.96277,96.32547,-44.81738,1204.15283,131.20801,-19.60765,1202.52258,168.28871,1.29542,1203.01733,146.61951,-68.00487,1261.11169,195.6985,-44.52275,1258.86169,235.03377,-36.38244,1253.64526
31,0.25,81.79944,-97.02886,1220.02527,95.06926,-45.99048,1207.05188,130.91165,-21.01468,1203.88818,169.20834,-1.24153,1205.86804,146.18086,-70.38567,1262.88281,195.06523,-48.24934,1261.84778,234.87543,-38.66588,1256.49731
32,0.258,80.73634,-98.26631,1222.03784,95.2708,-48.53032,1208.77673,129.60323,-19.351,1207.13672,168.56015,-4.20086,1206.81958,145.52228,-72.49957,1265.08545,194.41936,-50.29663,1264.14795,234.22006,-40.85577,1259.40308
33,0.267,80.57504,-99.34742,1223.25122,96.13027,-49.84912,1209.32312,129.80624,-22.69588,1209.50647,169.35016,-5.75405,1209.48352,144.68265,-74.986,1267.40002,194.6779,-53.24092,1267.27905,233.22935,-44.73839,1261.76001
34,0.275,79.87307,-101.23153,1225.06665,95.02385,-52.70513,1212.42896,129.90752,-27.53534,1210.20435,169.19664,-8.00761,1212.3689,143.85477,-77.25302,1269.64172,193.65581,-56.22403,1268.85217,233.00461,-46.91254,1264.56775
35,0.283,79.3978,-103.11518,1227.21704,94.13496,-53.39414,1213.75769,129.26765,-29.46946,1212.16321,169.79195,-14.00009,1214.1897,143.21643,-78.58344,1271.24768,192.99191,-59.43697,1271.90112,233.10857,-50.95803,1266.65637
36,0.292,78.58736,-104.776,1228.30811,94.1043,-55.80427,1214.99231,130.33963,-30.88809,1214.07385,169.17387,-14.52121,1216.06152,142.51981,-81.34307,1273.15356,192.53487,-62.19321,1274.34705,231.70247,-52.29244,1268.55212
37,0.3,77.92223,-106.80356,1230.00977,92.86357,-55.19735,1215.75635,128.95192,-32.95457,1216.6228,168.92317,-15.94531,1218.11548,141.4498,-84.00961,1275.0542,191.85104,-64.98642,1276.28845,231.83716,-55.16381,1271.77808
38,0.308,77.28374,-108.10767,1231.08423,92.42057,-56.64713,1218.10559,128.59126,-34.47858,1218.09167,169.45735,-18.25106,1218.83704,141.30276,-85.66657,1276.78979,191.56766,-67.66418,1277.66516,231.05968,-58.67421,1273.28589
39,0.317,76.22247,-111.20917,1232.97107,92.8073,-62.10155,1220.08093,129.46379,-37.37074,1220.25464,168.98355,-20.21038,1221.99902,140.17993,-88.47547,1278.13477,190.44562,-69.06366,1279.56824,230.39166,-61.60149,1274.69983
40,0.325,76.08233,-112.22478,1234.24341,92.34924,-61.74168,1220.75867,128.8096,-38.69901,1222.01978,168.88898,-23.43941,1224.2644,139.87215,-90.67619,1279.86389,190.7653,-70.93323,1280.95435,230.46606,-64.26269,1277.03833
41,0.333,75.62798,-114.15924,1235.85925,92.51447,-62.75331,1221.68286,129.3656,-40.91368,1222.70618,169.16353,-27.04365,1224.87622,139.60167,-92.43555,1280.83875,189.60474,-75.66474,1283.10718,229.59824,-67.60963,1278.49158
42,0.342,75.34557,-116.09331,1236.79382,91.62873,-65.62616,1223.51929,130.51624,-45.32539,1225.65137,169.23694,-28.34158,1226.70288,138.97552,-95.87106,1282.97388,189.66933,-77.85415,1285.12659,229.29051,-70.98108,1280.28625
43,0.35,74.59563,-118.90397,1238.07239,92.05376,-68.8404,1225.48425,129.36218,-47.18446,1225.49963,169.44624,-31.92271,1227.84436,138.3662,-98.18102,1284.17566,190.02295,-80.64929,1286.2865,229.5452,-73.73591,1281.14868
44,0.358,74.32516,-120.79423,1239.09009,92.27386,-71.63439,1226.52271,129.71313,-49.6969,1226.8396,169.01503,-33.64073,1229.86145,138.05461,-99.93705,1285.60474,189.65132,-84.21125,1286.7229,229.57516,-77.31664,1282.96533
45,0.367,74.10233,-122.40186,1240.28369,93.33677,-72.61524,1227.82886,128.69379,-51.48306,1228.40991,170.16409,-37.50258,1231.17505,137.05013,-103.57276,1286.68457,188.94864,-86.96698,1287.67322,229.19194,-81.49969,1284.50146
46,0.375,73.68577,-125.13853,1241.15857,91.88887,-76.11407,1227.50818,131.00056,-54.94067,1229.55286,170.6171,-40.85429,1231.68542,136.97438,-105.78629,1287.98181,188.67349,-89.43916,1288.97266,229.2883,-84.9873,1285.79578
47,0.383,72.86383,-126.31651,1242.11438,92.24167,-78.3317,1227.59717,131.62807,-58.64698,1229.90405,171.2598,-44.01873,1232.53271,136.35277,-109.71558,1288.68909,188.45305,-93.38723,1291.61536,228.87415,-87.44966,1286.69543
48,0.392,71.75326,-128.03168,1243.27197,95.34772,-83.20871,1229.28125,130.74464,-62.23306,1230.44714,171.64806,-46.15755,1234.11206,136.00339,-111.94002,1290.14307,188.76991,-96.28925,1292.67163,228.60486,-92.49503,1288.61353
49,0.4,72.37042,-131.46306,1243.97229,95.11404,-84.81908,1231.20178,131.56784,-63.8326,1232.36462,171.64963,-50.6368,1235.19275,136.49408,-114.88597,1290.88367,188.20531,-100.87228,1293.19653,228.87296,-95.83055,1289.99304
50,0.408,71.2995,-132.62778,1244.46802,93.09205,-86.302,1232.12537,131.61398,-64.96416,1233.0907,172.48555,-52.92892,1236.30933,136.08311,-118.19009,1291.89734,187.7648,-102.92918,1294.25879,228.12473,-98.98999,1291.07043
51,0.417,71.29266,-135.37415,1245.41089,92.43942,-87.66118,1232.45544,131.95711,-70.00013,1234.03235,173.70358,-55.58349,1238.62256,135.56113,-120.27426,1292.26721,187.12213,-107.63138,1295.6073,228.06627,-102.96431,1292.30273
52,0.425,71.10011,-137.50899,1245.88232,94.13179,-90.9584,1234.49939,133.00903,-72.91193,1236.47009,173.03162,-59.81717,1239.87683,134.94521,-123.31932,1293.58826,187.13472,-110.45062,1297.12244,227.22351,-106.66216,1293.44495
53,0.433,71.0924,-140.72864,1246.03442,94.26758,-92.69917,1235.06006,132.87601,-75.65466,1236.59729,173.50578,-62.23023,1241.57593,134.89154,-126.629,1294.17175,186.72545,-114.61036,1298.14941,227.08707,-109.80286,1294.40771
54,0.442,71.71888,-143.47498,1246.67639,94.16149,-97.9349,1234.99072,132.36337,-77.58167,1236.94299,174.12971,-64.67058,1241.43311,134.43831,-130.29587,1295.0376,186.55191,-117.03023,1298.90027,227.57941,-113.43369,1294.97119
55,0.45,71.21943,-145.65668,1247.33142,92.894,-97.98425,1234.70435,132.62161,-80.96986,1238.4281,174.09151,-69.31402,1241.74365,134.19214,-133.17722,1295.59326,186.42046,-119.95068,1299.09351,227.21611,-117.12557,1295.99792
56,0.458,70.61653,-147.27652,1247.37659,93.88886,-100.20337,1235.65332,132.43044,-83.80978,1238.65686,173.93365,-71.17318,1242.54407,133.82597,-135.03271,1296.12012,186.19249,-124.25619,1299.5686,226.61525,-120.51405,1296.22949
57,0.467,70.20195,-150.00237,1247.854,93.78027,-104.92556,1236.40735,132.18152,-84.96521,1239.37537,174.04927,-74.36618,1242.64197,133.78844,-137.72768,1296.20483,187.03191,-126.93874,1299.8363,227.61745,-124.13757,1296.59766
58,0.475,70.07495,-154.16595,1248.32874,93.10111,-105.67628,1236.38647,133.22652,-87.90032,1239.11121,175.15765,-77.93153,1243.62988,133.42743,-141.12918,1296.91431,186.46175,-132.15298,1300.13135,227.25,-128.22717,1296.77283
59,0.483,70.06664,-155.34134,1248.60901,94.08727,-109.64131,1237.27625,133.8766,-91.09809,1240.69409,175.18892,-79.86798,1243.49646,133.60638,-144.24429,1297.18115,186.98174,-136.02536,1300.39856,227.228,-132.06281,1296.93726
60,0.492,69.9279,-158.34232,1248.38367,94.40689,-110.97188,1237.64734,133.28441,-93.91808,1241.06775,175.17435,-85.02086,1242.68384,133.67236,-147.01576,1297.17383,185.9178,-138.01135,1300.26892,227.00661,-135.53804,1296.93774
61,0.5,69.40705,-160.06337,1248.63147,95.53387,-114.62109,1236.86768,132.83791,-96.90072,1241.18494,175.70689,-87.43719,1243.02222,133.46529,-150.95758,1297.59753,186.80675,-141.68109,1300.34509,227.17892,-138.88797,1296.96228
62,0.508,69.95671,-163.05011,1248.66089,95.05579,-117.05629,1237.72754,134.14162,-100.91148,1241.65564,176.86113,-91.74258,1243.12573,133.03223,-153.30699,1297.52148,186.90245,-144.54341,1300.56323,227.11592,-143.67143,1297.03821
63,0.517,69.75743,-166.11697,1248.8905,94.68081,-118.64434,1238.46118,134.61139,-102.20296,1241.97998,176.65614,-92.50381,1243.74329,133.10089,-157.60954,1296.61646,186.9084,-149.59744,1299.76196,227.08099,-146.39247,1296.77942
64,0.525,67.9656,-167.73528,1248.66882,95.10835,-123.07225,1238.10071,133.77225,-106.23417,1241.96655,176.52956,-97.07798,1244.96692,133.28337,-161.04254,1296.84558,186.96671,-152.755,1299.61218,227.66682,-150.10724,1296.20923
65,0.533,67.90586,-169.54973,1248.65356,94.77169,-124.32936,1238.375,134.90962,-109.8925,1241.69092,176.7673,-99.61795,1244.46863,133.3535,-163.55757,1296.46118,186.71274,-155.44241,1299.45325,227.56859,-153.47856,1295.99841
66,0.542,68.01517,-172.01125,1248.97327,94.68591,-127.02972,1237.82983,135.22849,-110.92741,1241.44336,177.07397,-104.52377,1245.38074,133.43025,-166.85464,1295.99414,186.28322,-158.59503,1299.17212,227.12874,-157.12036,1296.14246
67,0.55,67.50439,-174.84996,1247.99536,91.27014,-129.0464,1238.06372,134.78346,-114.22964,1240.79834,176.81503,-106.72482,1243.4126,133.20543,-169.53871,1296.12207,186.83586,-162.37859,1298.25818,227.54379,-161.2816,1295.9353
68,0.558,67.78291,-177.74022,1247.65271,92.76961,-131.34186,1236.83923,135.02368,-116.10072,1240.81848,178.80583,-109.36304,1244.77014,133.36432,-174.17398,1294.85571,186.80379,-165.99585,1297.95789,227.5421,-164.60338,1295.33423
69,0.567,67.0878,-180.47246,1246.63037,93.11172,-133.28755,1237.17651,135.68365,-120.25298,1240.51599,177.78661,-112.63946,1243.32019,133.37518,-177.07024,1294.79248,186.81558,-168.52254,1297.81738,226.88962,-167.92142,1294.95544
70,0.575,67.43048,-182.58636,1246.41541,95.8103,-139.23531,1236.93127,136.38007,-123.58804,1240.41626,178.19601,-116.73913,1245.50867,133.36945,-178.6196,1294.44043,187.36281,-172.9736,1297.21204,227.80209,-172.17198,1294.01001
71,0.583,67.8315,-184.97331,1245.80969,96.00362,-140.7576,1236.74902,136.882,-126.80592,1239.44751,179.1922,-118.99472,1244.24036,133.66599,-183.25502,1293.52905,187.49127,-176.89139,1296.05554,228.27736,-175.78082,1293.26147
