Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
1,0,-613.03375,-487.42883,917.8161
2,0.008,-608.9765,-487.60577,918.93591
3,0.017,-603.87341,-491.70172,918.841
4,0.025,-596.6554,-486.91797,918.5462
5,0.033,-590.43237,-489.37476,917.17847
6,0.042,-582.56274,-487.06784,917.97809
7,0.05,-580.07721,-488.41135,917.42499
8,0.058,-573.08331,-484.42328,916.57648
9,0.067,-568.84406,-486.52921,915.53143
10,0.075,-562.15027,-487.83875,916.3728
11,0.083,-556.87469,-485.76401,913.97803
12,0.092,-546.03827,-484.26102,913.78027
13,0.1,-540.46832,-486.93558,911.72107
14,0.108,-533.79938,-483.50952,911.82593
15,0.117,-527.76953,-486.7323,911.29791
16,0.125,-521.03815,-485.4375,910.3385
17,0.133,-513.86182,-486.42551,909.69836
18,0.142,-507.01212,-483.98721,908.83636
19,0.15,-501.5386,-485.0506,908.19763
20,0.158,-492.70297,-482.71359,907.67065
21,0.167,-485.59293,-485.10406,907.56036
22,0.175,-478.54944,-483.36285,906.93311
23,0.183,-469.85703,-486.47705,905.63312
24,0.192,-462.28024,-485.49634,904.15631
25,0.2,-454.51614,-483.06076,903.34625
26,0.208,-446.47092,-482.06894,902.45953
27,0.217,-439.91956,-483.51346,902.26843
28,0.225,-431.70374,-479.64969,902.15216
29,0.233,-423.13474,-482.97226,899.427
30,0.242,-417.40753,-481.11899,899.01904
31,0.25,-407.98077,-480.32227,896.72632
32,0.258,-399.00504,-481.38593,896.07056
33,0.267,-390.15659,-481.05399,895.68262
34,0.275,-382.79663,-479.49185,895.21552
35,0.283,-372.70111,-480.12424,894.54736
36,0.292,-364.86252,-480.02475,894.05872
37,0.3,-356.48611,-478.41299,893.47748
38,0.308,-347.65488,-478.4213,893.01868
39,0.317,-338.93597,-478.61563,892.35236
40,0.325,-330.72757,-478.06012,892.03204
41,0.333,-322.35776,-476.83011,892.82153
42,0.342,-312.83627,-475.79974,891.47876
43,0.35,-304.55273,-477.28452,891.88031
44,0.358,-296.88797,-476.33301,891.3078
45,0.367,-287.70279,-475.5733,892.12695
46,0.375,-278.89914,-476.05865,893.02454
47,0.383,-271.56015,-474.66058,893.29523
48,0.392,-261.42557,-475.70532,894.47992
49,0.4,-252.90605,-472.55255,896.30914
50,0.408,-245.62842,-472.92123,897.06506
51,0.417,-238.64085,-472.19617,897.84399
52,0.425,-229.71672,-472.50684,899.89838
53,0.433,-220.30856,-470.4512,901.48328
54,0.442,-212.35158,-471.08099,903.71631
55,0.45,-205.08046,-469.85745,903.6825
56,0.458,-196.43602,-468.3869,905.42938
57,0.467,-187.09607,-468.23581,907.64697
58,0.475,-179.21516,-467.63586,907.89502
59,0.483,-171.65164,-466.4671,909.96771
60,0.492,-162.31635,-466.68655,910.84167
61,0.5,-154.4671,-466.06805,912.93121
62,0.508,-147.03003,-464.26889,913.93005
63,0.517,-138.06328,-463.95844,915.01947
64,0.525,-129.91183,-464.36786,915.41614
65,0.533,-121.42825,-463.25287,915.55322
66,0.542,-113.82684,-460.86429,917.284
67,0.55,-106.32109,-461.2099,917.63275
68,0.558,-98.07594,-461.91541,919.48425
69,0.567,-89.90229,-460.76263,919.63324
70,0.575,-82.04572,-458.20224,920.33008
71,0.583,-74.21413,-458.73914,920.74518
72,0.592,-66.57615,-459.04749,921.2243
73,0.6,-58.44844,-458.271,921.13977
74,0.608,-49.58936,-456.94199,922.61945
75,0.617,-42.17709,-456.61075,922.90454
76,0.625,-33.72628,-458.54895,923.34924
77,0.633,-25.33661,-457.39951,924.11023
78,0.642,-16.22024,-455.91928,924.97424
79,0.65,-8.47751,-454.88632,924.67676
80,0.658,-0.24095,-455.87598,924.2099
81,0.667,7.88968,-456.24942,924.78687
82,0.675,15.91614,-455.48544,925.88049
83,0.683,25.18212,-454.50351,925.35101
84,0.692,33.37304,-455.47876,924.86456
85,0.7,41.19514,-454.35272,924.91656
86,0.708,49.93574,-452.7085,924.5769
87,0.717,59.11586,-452.15381,925.45355
88,0.725,66.71668,-451.93811,924.75269
89,0.733,75.93974,-452.604,925.63562
90,0.742,83.05608,-451.84418,924.79938
91,0.75,91.63136,-452.13065,924.09735
92,0.758,102.10792,-451.24371,923.47009
93,0.767,109.06201,-448.92316,923.54889
94,0.775,117.96462,-448.80011,922.28705
95,0.783,127.13104,-449.6582,921.927
96,0.792,133.92442,-450.2522,921.25732
97,0.8,141.89378,-450.90695,919.74463
98,0.808,151.97639,-449.55231,920.91608
99,0.817,160.75449,-448.88651,919.21265
100,0.825,169.25378,-447.24158,917.8139
101,0.833,175.72105,-450.74957,917.05237
102,0.842,186.37895,-447.97464,916.62262
103,0.85,193.86412,-448.24973,917.034
104,0.858,203.86392,-445.65881,916.54626
105,0.867,212.30974,-446.41043,916.0014
106,0.875,219.70753,-446.59796,915.99829
107,0.883,229.37637,-444.2334,915.88647
108,0.892,236.07056,-445.29031,916.33942
109,0.9,245.30466,-444.57437,916.78741
110,0.908,253.62708,-445.53381,915.57867
111,0.917,260.8847,-444.0925,916.86377
112,0.925,269.62817,-443.27118,917.40308
113,0.933,277.59293,-441.02341,919.84186
114,0.942,285.85074,-441.92847,920.51135
115,0.95,291.0527,-442.80637,920.39343
116,0.958,300.64261,-441.84018,921.62183
117,0.967,308.05356,-442.31235,922.21008
118,0.975,313.98389,-441.35992,924.59473
119,0.983,321.90259,-440.57336,925.75604
120,0.992,329.39679,-438.51547,926.51276
121,1,338.14871,-437.94394,927.3476
122,1.008,344.98022,-435.91174,928.16522
123,1.017,351.17599,-439.04428,927.98059
124,1.025,358.1814,-437.76443,930.80988
125,1.033,365.54794,-436.38309,932.02014
126,1.042,372.23715,-434.49008,932.48163
127,1.05,379.92804,-434.8468,932.66864
128,1.058,386.02258,-436.77521,933.43427
129,1.067,392.4393,-434.92749,934.24786
130,1.075,398.96198,-435.13205,935.20892
131,1.083,404.49939,-435.22906,935.96295
132,1.092,411.19058,-434.55865,937.71857
133,1.1,417.26361,-434.02939,937.97827
134,1.108,424.82227,-433.99728,939.46973
135,1.117,432.2139,-433.42273,939.93024
136,1.125,437.39523,-436.24796,940.80634
137,1.133,443.14536,-434.32053,941.12531
138,1.142,450.64017,-433.5488,943.19434
139,1.15,456.34311,-432.16693,942.48798
140,1.158,462.10843,-434.64554,943.23248
141,1.167,468.34161,-432.25629,943.78918
142,1.175,474.60718,-433.31866,943.66254
143,1.183,481.25473,-430.854,945.24792
144,1.192,486.43515,-432.83182,945.3136
145,1.2,492.81329,-431.15347,943.98944
146,1.208,499.57822,-431.41876,943.96277
147,1.217,504.81833,-431.36108,945.38037
148,1.225,511.65665,-432.70999,945.80188
149,1.233,518.28717,-431.64322,945.81232
150,1.242,525.61151,-432.41577,945.64807
151,1.25,532.3111,-430.75867,945.51404
152,1.258,537.02936,-432.85141,944.7323
153,1.267,544.35461,-433.39987,945.1582
154,1.275,551.03229,-432.46927,944.53284
155,1.283,557.47028,-430.96335,944.70227
156,1.292,565.19257,-431.19116,943.16486
157,1.3,570.07959,-432.36725,942.70447
158,1.308,576.46198,-431.83432,942.24841
159,1.317,583.65875,-432.44934,940.78522
160,1.325,590.82593,-432.48322,941.38159
161,1.333,598.01416,-431.88574,940.23608
162,1.342,604.20367,-432.69818,938.60229
163,1.35,611.0799,-433.29974,938.9798
164,1.358,618.52893,-433.53015,937.70313
165,1.367,624.10077,-433.41086,935.52423
166,1.375,631.47083,-433.78543,934.63232
167,1.383,639.37012,-433.09113,933.01776
168,1.392,648.42969,-433.26544,932.48584
169,1.4,654.09656,-433.16412,930.79395
170,1.408,660.12048,-435.22717,929.73151
171,1.417,667.95618,-435.38885,927.48846
172,1.425,676.4635,-435.37802,926.28973
173,1.433,682.60651,-437.19028,925.8103
174,1.442,690.63086,-436.95734,924.42773
175,1.45,697.44067,-437.22733,923.9574
176,1.458,707.09729,-438.29816,922.10059
177,1.467,714.96191,-438.85501,920.99261
178,1.475,722.71027,-438.44543,919.94965
179,1.483,731.20697,-440.54422,919.31177
180,1.492,739.92609,-441.39551,917.81274
181,1.5,747.52905,-443.09436,917.08746
182,1.508,756.49878,-442.90759,915.89063
183,1.517,764.64044,-444.07986,914.68835
184,1.525,773.64728,-444.95093,914.59973
185,1.533,782.35461,-446.15765,915.28363
186,1.542,789.00507,-447.30591,914.26587
187,1.55,798.39606,-448.32715,913.56616
188,1.558,805.95068,-449.66922,913.75415
189,1.567,814.66852,-449.89752,914.43036
190,1.575,823.60779,-451.67459,915.37311
191,1.583,831.07294,-451.58176,915.70581
192,1.592,839.35382,-451.76389,916.68665
193,1.6,847.8866,-453.86502,918.09711
194,1.608,854.56909,-454.26254,918.6474
195,1.617,863.06097,-455.28854,919.64496
196,1.625,871.1593,-454.96365,920.36865
197,1.633,880.42657,-456.05978,921.89185
198,1.642,887.88818,-456.69421,923.00128
199,1.65,895.42493,-457.15469,924.89752
200,1.658,903.51276,-458.00497,925.5553
201,1.667,912.23547,-459.41046,926.65735
202,1.675,919.89105,-459.74365,928.72986
203,1.683,925.93384,-460.5072,929.31635
204,1.692,932.94232,-460.75003,931.16217
205,1.7,941.61298,-461.52234,932.75568
206,1.708,950.38043,-461.92902,932.64301
207,1.717,957.59088,-462.52008,933.83582
208,1.725,965.41327,-462.77914,934.89398
209,1.733,972.96765,-463.29471,935.74628
210,1.742,978.98798,-465.69022,935.68073
211,1.75,987.10565,-465.48798,936.59772
212,1.758,995.73779,-466.70428,936.60083
213,1.767,1001.80695,-466.71024,937.1524
214,1.775,1008.87695,-466.90115,936.54102
215,1.783,1017.0072,-466.96182,936.70667
216,1.792,1026.88306,-467.05179,938.70197
217,1.8,1034.01636,-467.61401,938.68713
218,1.808,1041.45349,-467.82385,938.30347
219,1.817,1048.23975,-468.91113,938.56677
220,1.825,1054.99988,-470.02509,938.88263
221,1.833,1063.97144,-469.76495,937.94751
222,1.842,1073.07007,-469.92804,938.88068
223,1.85,1078.24011,-472.06833,939.20959
224,1.858,1085.26648,-471.12305,939.19897
225,1.867,1092.97656,-472.54886,939.41357
226,1.875,1100.2644,-471.43048,938.60022
227,1.883,1107.90649,-472.08905,938.47308
228,1.892,1117.93579,-472.5527,937.79156
229,1.9,1125.55225,-473.53079,939.24933
230,1.908,1132.83228,-473.99246,939.17816
231,1.917,1140.88818,-473.5416,938.79309
232,1.925,1149.47986,-473.13391,937.12439
233,1.933,1157.84192,-473.1738,937.03546
234,1.942,1165.52429,-473.54959,937.56421
235,1.95,1172.97449,-475.10599,937.40924
236,1.958,1182.15112,-474.37152,936.7829
237,1.967,1190.84851,-475.5509,935.58539
238,1.975,1199.64026,-475.22266,935.75476
239,1.983,1208.27808,-475.51456,935.43579
240,1.992,1216.31921,-477.69778,935.16742
241,2,1223.11975,-477.5885,934.14661
242,2.008,1231.20044,-478.02295,933.9928
243,2.017,1240.27881,-477.96603,932.9881
244,2.025,1248.72009,-478.17587,932.32654
245,2.033,1256.48059,-477.86673,931.66791
246,2.042,1264.02356,-479.00137,931.69238
247,2.05,1273.70398,-478.48132,931.42578
248,2.058,1281.97302,-478.62268,930.93781
249,2.067,1289.29407,-478.55078,929.97552
250,2.075,1297.54529,-478.71262,929.49396
251,2.083,1306.27917,-480.55826,929.19855
252,2.092,1313.68005,-479.61456,929.67676
253,2.1,1321.54944,-480.16815,929.38727
254,2.108,1330.33594,-479.78839,929.83466
255,2.117,1338.974,-479.57339,929.5531
256,2.125,1346.99841,-479.70798,929.92767
257,2.133,1354.50769,-481.01749,929.51422
258,2.142,1362.93713,-481.23438,930.38684
259,2.15,1369.98035,-482.30103,930.59253
260,2.158,1377.53638,-480.65701,930.78131
261,2.167,1385.98999,-480.73248,931.56909
262,2.175,1392.69177,-481.97794,932.68622
263,2.183,1398.73511,-482.32425,933.01263
264,2.192,1408.23901,-481.46936,934.25305
265,2.2,1415.80408,-482.12125,935.34283
266,2.208,1421.68042,-482.24469,935.4411
267,2.217,1429.67944,-482.3187,936.81677
268,2.225,1435.66589,-482.04105,937.90137
269,2.233,1443.44653,-482.63235,937.93213
270,2.242,1451.07385,-483.57993,940.04761
271,2.25,1456.98889,-483.00439,940.46722
272,2.258,1463.57104,-482.52341,940.72156
273,2.267,1470.73572,-483.69962,942.24823
274,2.275,1478.2085,-484.07013,943.03571
275,2.283,1484.8241,-483.91803,943.95233
276,2.292,1489.76526,-483.52362,945.59515
277,2.3,1496.56042,-483.75079,946.21448
278,2.308,1505.24146,-483.71548,946.83557
279,2.317,1509.31165,-483.26251,949.18787
280,2.325,1516.12305,-484.01712,949.2868
281,2.333,1523.922,-484.49265,950.64246
282,2.342,1529.19922,-483.80862,951.52911
283,2.35,1535.92761,-484.4953,953.03949
284,2.358,1542.96863,-485.03851,954.26593
285,2.367,1549.10913,-485.6268,954.42389
286,2.375,1556.12219,-485.17615,956.11523
287,2.383,1561.88953,-485.84576,956.66113
288,2.392,1568.01099,-486.44562,956.82391
289,2.4,1575.36694,-485.51428,958.43414
290,2.408,1579.77991,-487.43771,958.31909
291,2.417,1584.52783,-485.35422,958.31146
292,2.425,1591.78101,-486.19415,958.86041
293,2.433,1599.24182,-487.35403,959.71826
294,2.442,1603.81458,-486.3616,960.44147
295,2.45,1610.3606,-487.38,959.49292
296,2.458,1616.71887,-489.44495,958.42896
297,2.467,1623.04797,-487.3252,958.45526
298,2.475,1628.73975,-489.17728,958.79529
299,2.483,1635.95398,-490.14511,958.88995
300,2.492,1641.73193,-488.06375,959.20355
301,2.5,1649.17542,-489.15326,957.53247
