Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
289,2.4,1374.10803,-334.02451,1485.45569
290,2.408,1379.95105,-334.86673,1485.10205
291,2.417,1389.55115,-334.70718,1486.80457
292,2.425,1392.32288,-333.1763,1487.57495
293,2.433,1401.02258,-332.78589,1485.83826
294,2.442,1410.20105,-332.55084,1487.03198
295,2.45,1414.55676,-335.7753,1485.35535
296,2.458,1420.34631,-332.58176,1483.4436
297,2.467,1428.4574,-333.33054,1484.15723
298,2.475,1437.39465,-333.45706,1485.54907
299,2.483,1446.99219,-333.56384,1484.52454
300,2.492,1448.66724,-331.4393,1482.78479
301,2.5,1456.37573,-332.53751,1483.50464
302,2.508,1464.95422,-333.06171,1481.63538
303,2.517,1472.78137,-334.62396,1482.17334
304,2.525,1475.75842,-333.36487,1480.83997
305,2.533,1484.81702,-332.66415,1479.72156
306,2.542,1493.2738,-334.54117,1481.15942
307,2.55,1502.74585,-334.19696,1478.39417
308,2.558,1507.42456,-334.22449,1477.34668
309,2.567,1513.1582,-333.23508,1478.38074
310,2.575,1521.29675,-334.08157,1475.57532
311,2.583,1528.56592,-335.96649,1476.44727
312,2.592,1535.55457,-337.87689,1473.17627
313,2.6,1540.64197,-335.37143,1471.66895
314,2.608,1549.45325,-335.70795,1470.5636
315,2.617,1557.64685,-336.6832,1470.40454
316,2.625,1565.32336,-338.53909,1467.49072
317,2.633,1572.69556,-340.10986,1468.05994
318,2.642,1580.60754,-341.16611,1465.56592
319,2.65,1588.75684,-342.63007,1465.27698
320,2.658,1593.84595,-341.70688,1462.83618
321,2.667,1602.24512,-341.18845,1462.44031
322,2.675,1609.89612,-342.56824,1462.80176
323,2.683,1618.18604,-343.57254,1459.25635
324,2.692,1622.45313,-348.47781,1457.23865
325,2.7,1634.68701,-346.87601,1456.71033
326,2.708,1642.6897,-348.55304,1457.53015
327,2.717,1651.73694,-348.91074,1454.8457
328,2.725,1658.6095,-351.74384,1455.71667
329,2.733,1665.94739,-353.48837,1456.31128
330,2.742,1676.48877,-354.67191,1457.73059
331,2.75,1685.55542,-354.78104,1455.63647
332,2.758,1693.20435,-356.9151,1456.2478
333,2.767,1700.31921,-359.05847,1457.15515
334,2.775,1708.36084,-360.10388,1458.47827
335,2.783,1716.77429,-359.08029,1458.37024
336,2.792,1722.81299,-361.72668,1459.51794
