Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,-823.78009,-338.8591,1573.30664,-617.03571,-286.84122,1477.70691
2,0.008,-815.48029,-338.64285,1572.99109,-607.8092,-287.72406,1476.43933
3,0.017,-809.51935,-337.13412,1573.15649,-601.06158,-287.49072,1476.53528
4,0.025,-800.77228,-337.25204,1573.65637,-594.11499,-286.72461,1475.01294
5,0.033,-792.82312,-336.69388,1572.1377,-586.85577,-286.2449,1474.93091
6,0.042,-786.00427,-335.93277,1572.34888,-580.48541,-284.39456,1474.3031
7,0.05,-778.72198,-334.4119,1571.50928,-571.44824,-285.84384,1473.0946
8,0.058,-771.39484,-334.72226,1570.82764,-565.81451,-283.26224,1472.11353
9,0.067,-764.22968,-332.93463,1570.54785,-556.08948,-285.60114,1471.94006
10,0.075,-757.11871,-333.6373,1569.57556,-550.44617,-283.00394,1470.95972
11,0.083,-749.12775,-333.61908,1569.90198,-543.73877,-282.58456,1471.3855
12,0.092,-741.33105,-332.90433,1568.81213,-536.55975,-280.66345,1469.57532
13,0.1,-734.86108,-333.14941,1568.59204,-527.92407,-284.88101,1467.802
14,0.108,-726.51428,-331.98593,1567.25061,-521.24146,-281.95233,1466.96985
15,0.117,-719.20587,-332.49496,1566.65283,-515.17999,-284.02539,1466.52991
16,0.125,-712.79816,-331.99548,1565.43726,-506.05356,-282.19775,1463.84802
17,0.133,-705.33929,-331.73065,1564.25195,-499.72925,-282.31665,1463.72766
18,0.142,-697.55481,-331.18536,1563.11438,-492.75522,-281.67673,1461.43994
19,0.15,-690.15582,-331.52612,1561.60547,-487.35803,-284.74731,1460.15051
20,0.158,-683.27747,-331.87259,1561.07983,-478.49954,-284.20383,1458.00708
21,0.167,-674.72382,-331.94589,1558.7384,-471.26575,-284.66614,1457.21838
22,0.175,-667.40094,-332.02499,1558.526,-463.99261,-284.56528,1455.32239
23,0.183,-660.22058,-332.49066,1557.1322,-456.04211,-282.4791,1454.62305
24,0.192,-652.19659,-332.19827,1555.92395,-449.01102,-285.05255,1453.10486
25,0.2,-644.06006,-332.70676,1554.52734,-440.10513,-284.43832,1451.13196
26,0.208,-636.46844,-333.11212,1553.2821,-432.84372,-286.99463,1449.34912
27,0.217,-627.74908,-334.11804,1552.33606,-424.23151,-285.83636,1448.28308
28,0.225,-619.98376,-334.40894,1551.35938,-416.77979,-288.4718,1447.38
29,0.233,-612.76105,-333.63559,1550.48694,-408.14511,-286.65906,1447.2196
30,0.242,-605.22296,-334.77014,1548.95593,-400.75269,-289.54016,1446.21863
31,0.25,-595.7514,-335.4335,1547.34314,-392.48996,-289.2977,1445.93604
32,0.258,-587.52356,-336.18063,1546.95105,-383.05624,-291.10587,1444.74512
33,0.267,-580.22626,-336.76474,1546.1228,-375.4718,-292.40039,1443.73743
34,0.275,-572.40283,-337.35138,1545.32947,-367.64343,-291.11154,1442.7478
35,0.283,-562.42993,-338.44876,1544.38184,-359.04114,-295.19464,1441.85535
36,0.292,-554.37573,-339.50912,1544.17725,-349.85541,-293.41644,1442.50232
37,0.3,-546.53491,-339.3757,1544.16248,-342.32553,-296.27579,1441.24548
38,0.308,-537.10162,-341.03021,1544.59314,-333.81018,-296.06998,1441.65137
39,0.317,-527.8877,-341.35165,1544.90894,-326.65836,-300.05267,1441.13928
40,0.325,-520.71075,-342.49088,1545.17834,-315.54813,-298.2699,1443.24402
41,0.333,-511.16806,-343.28671,1545.77783,-308.09106,-300.6582,1443.24414
42,0.342,-502.05283,-344.07635,1546.68701,-298.50974,-300.67822,1444.30847
43,0.35,-494.54788,-343.75626,1547.01001,-289.35159,-299.8927,1445.7196
44,0.358,-485.48984,-345.54117,1549.04358,-282.86981,-302.84204,1445.83337
45,0.367,-476.45813,-346.96924,1550.0907,-272.23248,-302.12854,1447.76367
46,0.375,-469.43942,-347.04895,1550.69531,-265.44083,-304.89105,1448.97607
47,0.383,-460.53906,-348.84821,1553.05396,-255.33138,-304.63931,1450.61597
48,0.392,-451.51324,-349.09213,1553.81079,-248.06108,-306.85284,1450.69348
49,0.4,-443.98187,-349.7771,1554.72107,-240.0481,-307.02979,1453.0564
50,0.408,-434.51166,-351.28442,1556.60327,-231.38498,-305.88168,1453.15564
51,0.417,-426.00586,-351.59064,1557.54822,-222.58537,-308.58984,1454.30298
52,0.425,-419.43689,-352.09372,1558.18652,-215.36571,-307.8027,1456.30249
53,0.433,-410.95685,-353.03317,1560.06226,-207.27452,-311.5658,1457.16113
54,0.442,-400.89072,-355.02631,1560.60571,-197.5271,-310.13098,1458.01624
55,0.45,-393.9068,-355.3306,1561.81348,-190.12337,-309.26068,1458.67834
56,0.458,-385.6543,-355.63373,1562.66919,-181.43495,-310.96994,1460.30042
57,0.467,-377.0174,-355.82385,1562.55994,-173.35757,-310.82446,1461.41162
58,0.475,-368.49951,-356.83795,1564.01123,-164.12677,-310.07104,1462.50671
59,0.483,-361.59802,-357.79056,1564.28918,-157.22945,-310.62411,1463.35193
60,0.492,-353.09686,-357.98831,1565.96301,-149.22942,-311.63217,1464.96252
61,0.5,-345.68973,-359.04739,1566.47778,-140.70988,-310.26544,1465.51501
62,0.508,-338.17285,-359.27664,1566.84485,-133.61627,-310.46283,1465.92981
63,0.517,-330.94992,-359.66537,1567.83472,-125.90738,-311.83051,1466.58313
64,0.525,-323.14465,-360.71042,1568.33496,-117.77029,-311.27872,1467.41602
65,0.533,-314.12088,-360.39886,1569.93994,-110.70807,-311.96933,1467.22046
