Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-823.32233,-397.88879,1395.297
2,0.008,-816.20349,-397.68674,1395.90942
3,0.017,-809.34814,-395.86908,1396.1825
4,0.025,-802.0285,-396.39902,1395.20459
5,0.033,-796.23938,-393.78494,1395.09656
6,0.042,-788.63586,-394.64902,1395.41943
7,0.05,-781.90674,-392.87073,1393.94226
8,0.058,-775.14581,-393.1167,1393.24695
9,0.067,-767.63641,-391.97852,1393.23083
10,0.075,-760.48035,-392.35278,1391.64026
11,0.083,-753.69128,-390.51352,1392.03638
12,0.092,-747.18726,-390.92444,1390.3656
13,0.1,-738.5578,-389.39856,1389.91968
14,0.108,-732.54456,-390.29541,1388.53894
15,0.117,-724.38611,-388.9617,1387.89014
16,0.125,-717.78595,-389.31424,1386.00452
17,0.133,-710.24939,-388.02716,1384.72595
18,0.142,-703.07141,-389.15619,1383.75281
19,0.15,-695.29553,-388.30801,1382.85596
20,0.158,-686.9928,-387.57562,1380.97717
21,0.167,-680.97559,-389.20169,1380.94238
22,0.175,-672.69305,-387.67001,1379.04163
23,0.183,-664.67627,-388.50922,1378.25195
24,0.192,-657.50092,-388.74152,1376.05408
25,0.2,-649.90643,-388.35211,1375.8429
26,0.208,-642.94989,-388.67554,1373.51904
27,0.217,-636.64648,-387.31339,1373.04333
28,0.225,-627.60522,-388.0791,1371.25989
29,0.233,-619.25671,-389.32407,1370.15552
30,0.242,-611.43634,-388.96683,1368.46985
31,0.25,-603.10376,-389.32724,1366.93799
32,0.258,-594.69171,-388.30515,1366.21643
33,0.267,-587.13672,-389.07315,1365.52625
34,0.275,-578.00238,-390.24658,1364.40002
35,0.283,-570.04175,-389.6189,1362.73669
36,0.292,-561.19794,-390.96704,1362.83862
37,0.3,-552.8501,-391.77069,1362.97815
38,0.308,-544.45789,-390.95123,1362.86462
39,0.317,-536.22253,-391.21198,1363.23547
40,0.325,-526.91309,-392.89874,1364.01477
41,0.333,-519.52069,-392.17072,1364.66821
42,0.342,-510.84259,-393.7399,1366.08899
43,0.35,-501.90396,-394.79688,1367.11914
44,0.358,-494.48032,-395.43585,1368.59155
45,0.367,-485.77161,-395.07397,1369.14209
46,0.375,-478.18839,-396.05893,1370.01123
47,0.383,-469.41132,-396.36639,1371.75879
48,0.392,-461.58063,-396.18469,1372.1344
49,0.4,-452.67404,-397.20328,1373.47266
50,0.408,-444.91263,-397.89059,1374.2644
51,0.417,-436.16165,-397.40353,1375.89648
52,0.425,-427.84146,-398.24933,1376.77625
53,0.433,-418.99188,-399.37613,1377.65649
54,0.442,-411.66406,-400.52664,1378.48633
55,0.45,-404.31573,-401.27109,1379.25525
56,0.458,-395.81186,-400.52103,1380.9248
57,0.467,-387.64578,-401.36984,1381.35266
58,0.475,-380.11682,-402.72861,1381.97522
59,0.483,-371.85229,-401.89478,1382.7301
60,0.492,-363.98807,-402.36163,1383.9751
61,0.5,-356.09576,-403.38199,1385.24463
62,0.508,-348.4762,-404.1008,1385.90076
63,0.517,-341.85727,-403.27945,1386.26013
64,0.525,-333.71948,-403.29318,1387.60046
65,0.533,-326.2785,-403.09967,1387.89014
66,0.542,-318.64615,-403.35782,1388.69653
67,0.55,-312.05893,-403.44992,1389.05884
68,0.558,-305.28574,-404.53613,1389.64258
69,0.567,-297.63437,-405.55945,1389.97412
70,0.575,-290.45145,-401.54587,1390.7511
71,0.583,-281.92767,-401.76617,1390.63208
72,0.592,-276.43481,-403.63983,1390.97876
73,0.6,-269.383,-403.50833,1391.18799
74,0.608,-261.4534,-404.21719,1390.98511
75,0.617,-254.33224,-404.43524,1391.3772
76,0.625,-247.05995,-403.26392,1391.4425
77,0.633,-239.50462,-402.62607,1390.7804
78,0.642,-232.97794,-403.5029,1390.80872
79,0.65,-225.66132,-403.10196,1390.18103
80,0.658,-218.90877,-403.07468,1389.81921
81,0.667,-211.6261,-402.38065,1389.21387
82,0.675,-203.38493,-402.55606,1388.5769
83,0.683,-196.16061,-401.51575,1388.71802
84,0.692,-188.78844,-401.20731,1387.38245
85,0.7,-181.69574,-400.72528,1386.95276
86,0.708,-174.02853,-401.55502,1386.57971
87,0.717,-166.08456,-400.71039,1386.01477
88,0.725,-159.15718,-399.66498,1384.96924
89,0.733,-151.19588,-399.09259,1383.99866
90,0.742,-143.15598,-398.14597,1383.48999
91,0.75,-136.40723,-398.54269,1382.05664
92,0.758,-128.2653,-396.51663,1381.73914
93,0.767,-120.89681,-395.65439,1380.2627
94,0.775,-112.79025,-395.86224,1379.11523
95,0.783,-105.27464,-394.4693,1378.53491
96,0.792,-98.21162,-393.11868,1377.49841
97,0.8,-90.24102,-392.7023,1376.17017
98,0.808,-82.374,-390.83142,1376.0166
99,0.817,-75.18413,-389.7641,1374.84973
100,0.825,-69.24065,-387.46417,1373.42285
101,0.833,-60.38194,-387.07211,1372.44165
102,0.842,-52.29923,-383.97202,1371.83618
103,0.85,-45.17943,-383.6312,1371.35803
104,0.858,-36.73198,-381.47961,1369.72205
105,0.867,-29.69552,-380.37479,1369.74097
106,0.875,-20.14684,-378.28976,1369.46448
107,0.883,-13.23517,-375.40906,1369.78577
108,0.892,-3.84435,-374.54126,1370.34131
109,0.9,3.98921,-373.58359,1371.10974
110,0.908,12.22377,-372.38171,1371.8772
111,0.917,19.7291,-370.95337,1372.38916
112,0.925,29.07785,-369.64819,1373.1311
113,0.933,36.68128,-368.90259,1374.15979
114,0.942,44.38471,-367.84442,1375.51135
115,0.95,52.46397,-366.62888,1376.88489
116,0.958,60.39592,-365.44,1377.70398
117,0.967,67.35863,-364.97723,1379.396
118,0.975,75.77136,-364.41531,1379.7948
119,0.983,83.31055,-362.19226,1381.07617
120,0.992,91.32081,-361.66504,1382.11682
121,1,98.96552,-360.40155,1383.40515
122,1.008,106.67929,-359.86591,1384.78906
123,1.017,114.45197,-359.26651,1385.75977
124,1.025,120.73318,-358.62277,1386.86914
125,1.033,129.49223,-357.61603,1386.70654
126,1.042,137.19342,-357.19092,1388.19934
127,1.05,143.64758,-355.81277,1389.70789
128,1.058,150.96193,-355.52856,1390.90527
129,1.067,159.19547,-354.5368,1392.15015
130,1.075,166.26285,-354.10495,1393.12769
131,1.083,173.2603,-353.79681,1394.2876
132,1.092,180.22888,-352.44421,1396.22375
133,1.1,186.94977,-352.25443,1397.13208
134,1.108,193.67096,-351.7355,1398.323
135,1.117,201.50562,-351.74789,1398.98425
136,1.125,208.55042,-350.77548,1400.4917
137,1.133,214.95042,-350.7215,1400.46106
138,1.142,221.99139,-350.74576,1401.90332
139,1.15,228.71042,-350.24072,1402.91577
140,1.158,235.52176,-349.58765,1403.29675
141,1.167,241.57353,-349.12009,1403.61707
142,1.175,249.04294,-348.13712,1404.13672
143,1.183,256.37323,-348.8678,1404.53796
144,1.192,263.26126,-348.94983,1404.99536
145,1.2,269.86798,-348.70404,1405.49915
146,1.208,276.54095,-347.81516,1404.71643
147,1.217,283.5025,-348.23895,1405.50159
148,1.225,290.75745,-348.40997,1404.703
149,1.233,297.7435,-346.86996,1404.54016
150,1.242,303.99442,-347.26584,1404.32446
151,1.25,310.69708,-347.98837,1404.05896
152,1.258,318.15402,-347.29114,1403.51331
153,1.267,325.08179,-347.16473,1403.0166
154,1.275,331.49411,-348.02432,1401.99426
155,1.283,339.56296,-347.88739,1402.53577
156,1.292,346.59726,-348.23221,1401.61694
157,1.3,352.46893,-348.20255,1400.84558
158,1.308,359.58725,-348.28616,1400.31433
159,1.317,366.61301,-349.63614,1399.07764
160,1.325,374.27808,-349.07022,1398.43591
161,1.333,381.77737,-349.44495,1397.53088
162,1.342,389.16367,-349.47879,1396.95386
163,1.35,395.75632,-350.27893,1394.34937
164,1.358,403.73892,-350.39804,1393.0144
165,1.367,410.73639,-352.04556,1392.88464
166,1.375,417.9855,-352.92825,1391.20947
167,1.383,426.15741,-351.52472,1390.30542
168,1.392,432.83807,-355.27243,1388.1593
169,1.4,441.04227,-355.38187,1386.71729
170,1.408,448.04993,-355.29895,1385.97925
171,1.417,454.86676,-356.61795,1383.59961
172,1.425,462.83154,-356.81601,1381.67615
173,1.433,470.09891,-358.75052,1380.50513
174,1.442,478.92719,-359.46701,1379.06653
175,1.45,484.84854,-360.87457,1377.10718
176,1.458,492.91461,-361.92426,1375.72119
177,1.467,501.33673,-361.97864,1374.27917
178,1.475,509.85123,-364.62631,1372.86548
179,1.483,516.86438,-364.79019,1371.68774
180,1.492,524.50568,-366.89874,1371.51904
181,1.5,532.4787,-367.59943,1370.86462
182,1.508,541.75476,-369.21753,1370.51685
183,1.517,548.61084,-371.02243,1370.39038
184,1.525,557.90729,-373.60632,1371.85291
185,1.533,565.70038,-373.39511,1372.27161
186,1.542,574.08472,-375.25555,1372.4436
187,1.55,582.07983,-376.33456,1373.22827
188,1.558,589.49609,-378.51508,1374.30823
189,1.567,597.42572,-379.25537,1375.25525
190,1.575,605.54187,-381.18042,1375.9989
191,1.583,614.25781,-382.15237,1377.80444
192,1.592,621.7843,-385.17273,1378.58069
193,1.6,629.31177,-386.54391,1379.42615
194,1.608,638.24908,-388.4631,1380.30078
195,1.617,645.26648,-389.40808,1381.79395
196,1.625,653.05908,-390.79318,1381.94434
197,1.633,661.14679,-392.10944,1383.08203
198,1.642,669.79633,-393.16705,1384.53455
199,1.65,677.27063,-395.25607,1385.21118
200,1.658,683.94006,-395.93466,1385.17627
201,1.667,692.94513,-397.15335,1386.21082
202,1.675,699.49701,-399.27805,1386.85632
203,1.683,707.67505,-398.77075,1388.28601
204,1.692,716.4975,-400.06885,1388.69653
205,1.7,723.27594,-400.27539,1388.97876
206,1.708,730.60413,-401.91385,1390.51038
207,1.717,737.51575,-403.01193,1390.48499
208,1.725,745.07715,-403.59619,1392.28027
209,1.733,753.69019,-404.9191,1391.94995
210,1.742,759.66394,-405.35031,1392.56128
211,1.75,767.18658,-407.24384,1393.42371
212,1.758,772.64648,-410.14481,1392.95667
213,1.767,780.86719,-410.08475,1393.84961
214,1.775,788.80988,-411.0148,1393.18115
215,1.783,796.3266,-411.25861,1395.30176
216,1.792,803.61926,-412.46698,1394.7406
