Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
72,0.592,-286.13025,-272.28467,1412.29443
73,0.6,-278.36246,-272.66492,1412.94629
74,0.608,-271.05923,-273.23892,1413.02222
75,0.617,-264.40738,-272.21808,1413.31848
76,0.625,-257.34509,-272.64563,1413.40186
77,0.633,-250.19562,-272.52426,1413.03662
78,0.642,-243.63937,-273.20435,1412.84363
79,0.65,-236.79541,-272.94128,1412.47632
80,0.658,-229.23891,-271.8739,1412.17688
81,0.667,-221.76936,-271.75824,1411.95068
82,0.675,-214.57813,-271.3696,1411.53418
83,0.683,-207.88254,-271.87228,1410.91919
84,0.692,-200.62543,-271.58817,1409.85754
85,0.7,-193.70299,-271.15009,1409.32471
86,0.708,-186.16322,-270.76718,1408.28088
87,0.717,-178.23137,-270.2562,1407.86304
88,0.725,-170.97676,-269.05743,1406.80103
89,0.733,-163.50969,-267.77335,1405.92493
90,0.742,-156.00053,-266.62796,1405.18213
91,0.75,-148.14891,-266.74225,1403.77283
92,0.758,-140.16586,-265.90472,1402.57214
93,0.767,-132.94081,-265.61853,1401.69336
94,0.775,-125.62428,-264.51437,1400.5564
95,0.783,-118.06338,-262.22412,1399.0271
96,0.792,-109.90386,-261.95728,1397.37598
97,0.8,-102.63277,-260.36386,1396.64319
98,0.808,-94.93829,-259.41071,1394.66968
99,0.817,-87.68507,-257.69815,1393.33801
100,0.825,-79.71326,-255.61224,1392.28625
101,0.833,-71.93558,-254.80174,1391.53857
102,0.842,-64.85526,-253.91086,1389.95593
103,0.85,-56.87838,-251.61522,1388.86499
104,0.858,-49.19127,-250.14433,1388.65039
105,0.867,-40.7468,-249.34505,1387.67883
106,0.875,-32.64198,-247.70735,1386.94849
107,0.883,-24.72355,-246.4924,1387.19543
108,0.892,-16.84546,-244.21913,1387.41602
109,0.9,-9.06992,-242.98067,1387.06226
110,0.908,-1.1428,-241.70197,1387.90942
111,0.917,6.76223,-240.2363,1388.20435
112,0.925,14.72381,-239.25771,1388.2981
113,0.933,22.95452,-237.77106,1389.46558
114,0.942,31.41069,-236.15932,1390.05774
115,0.95,38.70448,-234.99805,1390.63
116,0.958,46.08498,-234.47154,1391.22314
117,0.967,54.75326,-233.98909,1391.98987
118,0.975,62.28067,-231.7146,1392.46643
119,0.983,70.05343,-231.09709,1393.49561
120,0.992,77.8299,-230.22298,1393.47009
121,1,85.3658,-229.57343,1394.19067
122,1.008,93.34661,-227.90199,1395.61255
123,1.017,101.23682,-227.62291,1396.77844
124,1.025,108.96994,-227.32231,1397.67737
125,1.033,116.98415,-224.89284,1398.69434
126,1.042,124.46365,-225.1962,1399.65796
127,1.05,132.51802,-223.90839,1400.79419
128,1.058,140.17798,-223.06575,1402.10376
129,1.067,147.06984,-223.12817,1404.51758
130,1.075,154.26343,-221.96875,1405.45105
131,1.083,161.18544,-221.18819,1406.3302
132,1.092,169.22964,-221.79659,1407.84363
133,1.1,176.28607,-220.05611,1409.08777
134,1.108,183.17532,-218.01195,1410.5415
135,1.117,191.17566,-218.20404,1412.0957
136,1.125,198.13297,-219.86096,1412.3595
137,1.133,204.98404,-218.79688,1413.24194
138,1.142,212.05882,-217.52238,1414.33154
139,1.15,220.22836,-216.51807,1415.31311
140,1.158,226.45349,-218.23425,1415.33533
141,1.167,232.80966,-215.92349,1415.93787
142,1.175,240.58771,-215.68707,1416.8429
143,1.183,247.59489,-216.19826,1417.07996
144,1.192,254.81612,-217.00444,1417.43323
145,1.2,261.51373,-215.78706,1417.46045
146,1.208,269.24289,-215.0739,1417.74268
147,1.217,275.77298,-215.26935,1417.96216
148,1.225,282.98141,-215.33417,1417.71033
149,1.233,290.32996,-215.56422,1418.43774
150,1.242,297.34738,-216.12427,1417.81226
151,1.25,304.64642,-214.06679,1417.67517
152,1.258,311.51248,-214.36487,1418.04163
153,1.267,319.14011,-214.72063,1417.96167
154,1.275,325.97751,-215.11624,1417.95837
155,1.283,333.21265,-216.70743,1417.27502
156,1.292,340.39493,-216.64348,1417.00574
157,1.3,348.45404,-216.12012,1417.01233
158,1.308,354.1572,-216.06525,1414.87146
159,1.317,361.49561,-216.21788,1413.32898
160,1.325,369.35272,-216.7771,1413.0708
161,1.333,376.61475,-218.70911,1413.20325
162,1.342,383.73041,-219.97705,1412.67712
163,1.35,390.95972,-219.01622,1411.69702
164,1.358,398.17572,-220.71474,1410.65845
165,1.367,406.22711,-219.95897,1408.53809
166,1.375,413.36057,-220.26123,1407.5957
167,1.383,419.71146,-220.96486,1406.20251
168,1.392,427.96552,-221.44644,1405.01563
169,1.4,435.73898,-222.5192,1403.39539
170,1.408,442.94083,-223.85252,1401.45728
171,1.417,450.41235,-223.69469,1401.01843
172,1.425,458.3848,-225.97546,1398.73511
173,1.433,465.52057,-226.16574,1396.92603
174,1.442,474.009,-228.69893,1396.79248
175,1.45,481.15326,-229.16975,1395.02332
176,1.458,489.47623,-229.94984,1394.39478
177,1.467,497.5578,-231.45419,1391.32275
178,1.475,505.67319,-232.00987,1390.60938
179,1.483,513.46918,-234.55768,1390.24939
180,1.492,522.78442,-235.44794,1389.04529
181,1.5,530.8053,-236.83615,1389.35669
182,1.508,539.50488,-238.79437,1389.37341
183,1.517,547.22394,-239.07733,1389.64001
184,1.525,555.46814,-240.74475,1390.13757
185,1.533,563.30939,-241.97214,1390.67468
186,1.542,571.78339,-243.74715,1391.59265
187,1.55,579.52637,-244.24579,1391.26855
188,1.558,588.43622,-247.53029,1392.63953
189,1.567,596.10858,-247.90848,1393.48462
190,1.575,604.78949,-248.50584,1394.54126
191,1.583,612.63489,-250.33067,1395.62085
192,1.592,621.32721,-252.06412,1396.78308
193,1.6,628.29395,-253.2554,1398.09546
194,1.608,636.63409,-254.90407,1398.62634
195,1.617,644.26245,-256.68454,1400.10168
196,1.625,651.56818,-258.33704,1400.91956
197,1.633,659.1026,-260.62637,1402.25085
198,1.642,667.44434,-260.64969,1402.81641
199,1.65,674.41528,-261.63812,1405.21375
200,1.658,682.54242,-262.98981,1404.96521
201,1.667,689.70197,-264.58896,1406.32654
202,1.675,697.14337,-264.61844,1407.00928
203,1.683,704.05273,-266.5126,1407.56372
204,1.692,711.42377,-267.12619,1408.38599
205,1.7,719.16705,-267.83948,1409.4314
206,1.708,726.41718,-269.84613,1410.09924
207,1.717,733.09497,-270.79782,1412.00989
208,1.725,740.52954,-272.0246,1412.48328
209,1.733,747.80664,-272.30276,1412.85388
210,1.742,754.72668,-273.89014,1413.15393
211,1.75,761.37634,-274.6705,1413.74695
212,1.758,768.08301,-276.20474,1414.53149
213,1.767,774.47955,-276.81564,1415.19092
214,1.775,782.5791,-278.71185,1416.07886
215,1.783,789.29272,-279.4921,1416.57617
216,1.792,795.54279,-279.936,1416.3147
217,1.8,802.98492,-280.80798,1416.64661
218,1.808,810.18201,-282.1163,1416.83069
219,1.817,816.20776,-281.68948,1416.31604
220,1.825,823.38458,-283.01431,1416.48816
221,1.833,829.75946,-284.48938,1415.76782
222,1.842,837.41626,-284.76578,1416.5769
223,1.85,844.93134,-285.83661,1415.32288
224,1.858,851.4859,-286.07675,1415.39465
225,1.867,857.91571,-286.93185,1415.10706
226,1.875,865.96832,-286.85968,1413.98608
227,1.883,873.39783,-286.37656,1413.50806
228,1.892,880.21741,-287.56668,1413.40088
229,1.9,887.75604,-288.02982,1412.80188
230,1.908,893.95758,-288.73242,1411.69946
231,1.917,901.61615,-288.58621,1411.09973
232,1.925,908.8064,-289.27835,1409.06372
233,1.933,916.19879,-288.54828,1408.9198
234,1.942,922.97791,-288.55142,1407.30566
235,1.95,930.71045,-288.84644,1407.10632
236,1.958,938.52826,-289.36182,1404.81799
237,1.967,945.52081,-289.18167,1404.21753
238,1.975,953.24371,-288.77753,1403.15137
239,1.983,960.51691,-287.51227,1402.93469
240,1.992,968.22168,-287.90332,1401.20203
241,2,975.15253,-288.02887,1400.42041
242,2.008,982.74518,-287.95413,1399.75073
243,2.017,990.37299,-287.34958,1398.80249
244,2.025,998.05212,-286.34134,1397.39246
245,2.033,1005.60376,-286.65808,1395.80066
246,2.042,1012.41223,-286.76508,1394.56409
247,2.05,1020.56805,-285.84644,1394.22656
248,2.058,1028.88281,-285.12689,1393.33484
249,2.067,1036.8634,-285.18604,1391.8833
250,2.075,1045.78235,-283.76675,1390.77014
251,2.083,1052.17456,-282.18533,1391.21985
252,2.092,1060.60339,-281.85565,1389.09802
253,2.1,1068.23596,-280.84122,1388.87268
254,2.108,1076.75122,-279.43179,1388.85278
255,2.117,1084.5105,-278.78271,1388.77063
256,2.125,1093.35913,-278.92349,1388.9115
257,2.133,1102.53564,-277.33475,1388.86292
258,2.142,1109.66687,-275.97174,1388.93347
259,2.15,1117.35522,-275.09616,1389.76831
260,2.158,1125.89124,-274.71414,1389.45276
261,2.167,1133.41077,-274.47311,1389.90576
262,2.175,1142.86707,-273.22897,1391.47302
263,2.183,1150.11902,-273.78784,1391.50195
264,2.192,1158.19067,-271.75861,1391.63135
265,2.2,1166.4613,-271.95911,1393.08728
266,2.208,1173.87585,-271.93079,1392.28296
267,2.217,1180.86792,-270.96783,1393.10657
268,2.225,1189.37109,-270.36536,1394.18689
269,2.233,1195.79614,-268.96878,1394.92139
270,2.242,1203.22998,-269.64789,1394.927
271,2.25,1211.58276,-269.80264,1395.63416
272,2.258,1219.07263,-267.83691,1397.50513
273,2.267,1226.11804,-267.6666,1398.60571
274,2.275,1232.88708,-265.60468,1399.41211
275,2.283,1240.32861,-267.2377,1400.29712
276,2.292,1247.73267,-266.70764,1401.9231
277,2.3,1255.61304,-266.5488,1404.2616
278,2.308,1260.54443,-266.17932,1403.8689
279,2.317,1268.68945,-264.68359,1405.8562
280,2.325,1274.8656,-266.51672,1406.04822
281,2.333,1283.32715,-265.16171,1408.10193
282,2.342,1288.48877,-265.26859,1408.68713
283,2.35,1296.09937,-264.84344,1410.8927
284,2.358,1303.96619,-264.19165,1411.9054
285,2.367,1310.69287,-264.70721,1411.97742
286,2.375,1316.92651,-264.58066,1413.60901
287,2.383,1322.6521,-261.88852,1413.7218
288,2.392,1329.67578,-262.39264,1415.0177
289,2.4,1336.9917,-263.26718,1414.86108
290,2.408,1343.41711,-262.1312,1414.42542
291,2.417,1350.30103,-260.75702,1415.77307
292,2.425,1356.92249,-262.04166,1414.52441
293,2.433,1365.07898,-261.56293,1415.32544
294,2.442,1372.51135,-261.67261,1416.13855
295,2.45,1378.22034,-261.25668,1416.18555
296,2.458,1384.77539,-259.36066,1415.5686
297,2.467,1393.61865,-260.99863,1416.07654
298,2.475,1401.18213,-260.40445,1416.49182
299,2.483,1407.0885,-261.05692,1414.67798
300,2.492,1412.00757,-261.09628,1413.45544
301,2.5,1420.12952,-261.45694,1414.51746
302,2.508,1425.44409,-260.97147,1413.41345
303,2.517,1432.56274,-260.59662,1412.63281
304,2.525,1438.57666,-260.6095,1412.47278
305,2.533,1445.72668,-261.23584,1411.16895
306,2.542,1453.76563,-261.83636,1410.02808
307,2.55,1461.11304,-263.93958,1408.53296
308,2.558,1467.78613,-262.14029,1407.79395
309,2.567,1473.4231,-262.39053,1407.06567
310,2.575,1481.81543,-262.97891,1405.21582
311,2.583,1489.57043,-264.67303,1404.26782
312,2.592,1496.78772,-264.45306,1403.02051
313,2.6,1505.34521,-263.95581,1402.74304
314,2.608,1510.44482,-265.07776,1401.16846
315,2.617,1519.41992,-266.50137,1399.97876
316,2.625,1526.00281,-267.65289,1399.21582
317,2.633,1534.16333,-267.39575,1397.97351
318,2.642,1542.10754,-270.32629,1396.37866
319,2.65,1548.48901,-271.20859,1395.36426
320,2.658,1557.50208,-272.5296,1394.59375
321,2.667,1563.5155,-273.11023,1392.66016
322,2.675,1569.59656,-272.01605,1391.172
323,2.683,1578.80127,-271.832,1390.91833
324,2.692,1584.58899,-274.82535,1389.69812
325,2.7,1595.5061,-274.646,1388.21045
326,2.708,1603.46167,-275.9295,1388.04089
327,2.717,1610.82239,-277.33191,1387.12122
328,2.725,1619.64502,-279.2157,1387.21558
329,2.733,1626.81921,-280.80945,1388.63184
330,2.742,1635.20471,-281.74405,1388.07227
331,2.75,1643.44666,-283.00418,1388.75244
332,2.758,1653.16333,-283.16125,1387.56006
333,2.767,1660.19482,-284.8226,1387.87512
334,2.775,1668.55261,-286.47263,1390.00476
335,2.783,1677.19543,-286.53345,1390.21313
336,2.792,1685.52991,-287.8316,1392.29016
