Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,-757.90125,-607.22662,1112.36487
2,0.008,-752.33582,-605.60736,1112.04822
3,0.017,-746.32281,-605.6756,1112.55737
4,0.025,-741.39099,-604.7655,1111.62439
5,0.033,-735.6355,-604.07526,1112.02478
6,0.042,-728.85358,-604.53333,1111.56665
7,0.05,-723.76666,-602.82782,1110.75269
8,0.058,-717.98254,-603.92957,1111.08899
9,0.067,-711.71606,-601.98456,1110.07861
10,0.075,-706.15869,-602.52771,1109.20459
11,0.083,-699.36774,-601.45789,1108.73071
12,0.092,-693.63428,-601.77454,1107.86548
13,0.1,-687.39514,-600.7121,1107.09937
14,0.108,-680.68945,-600.5343,1105.97424
15,0.117,-674.19244,-600.64056,1105.41565
16,0.125,-666.9906,-600.31458,1104.42737
17,0.133,-660.79596,-599.43256,1103.28284
18,0.142,-654.26581,-599.94629,1102.30347
19,0.15,-647.5675,-599.3819,1101.30212
20,0.158,-640.33502,-599.16156,1100.40515
21,0.167,-633.15302,-599.32147,1099.31567
22,0.175,-626.2973,-598.9787,1098.4314
23,0.183,-618.63507,-598.69489,1096.74512
24,0.192,-611.65277,-598.76514,1095.17578
25,0.2,-603.90424,-598.5119,1093.99548
26,0.208,-596.91644,-598.56555,1093.2583
27,0.217,-589.27551,-598.20288,1090.52197
28,0.225,-582.51941,-598.79883,1089.51721
29,0.233,-574.2193,-598.28979,1087.41333
30,0.242,-567.33459,-598.26056,1086.1449
31,0.25,-558.70013,-598.63397,1084.34851
32,0.258,-551.43591,-598.15393,1082.64124
33,0.267,-543.84509,-597.86554,1081.89856
34,0.275,-535.22729,-597.07117,1079.36035
35,0.283,-528.17303,-597.88629,1078.55469
36,0.292,-518.3996,-596.91541,1077.95374
37,0.3,-510.57559,-597.44781,1076.13733
38,0.308,-502.28458,-596.85706,1076.01318
39,0.317,-493.91461,-596.89874,1075.07837
40,0.325,-486.16299,-595.90155,1075.37793
41,0.333,-477.04944,-594.53284,1074.29761
42,0.342,-468.30365,-595.2005,1075.37622
43,0.35,-460.37985,-595.25848,1075.52747
44,0.358,-451.65393,-594.48407,1074.62769
45,0.367,-442.95175,-592.62164,1075.34949
46,0.375,-434.72476,-594.03552,1076.69702
47,0.383,-425.44904,-592.85626,1077.48364
48,0.392,-417.82117,-593.04749,1077.75903
49,0.4,-410.02151,-593.02405,1079.02478
50,0.408,-401.37625,-592.29675,1079.10144
51,0.417,-393.3602,-591.79053,1079.60559
52,0.425,-384.80737,-592.65363,1080.41724
53,0.433,-376.66019,-593.9339,1081.91382
54,0.442,-368.38419,-593.37201,1082.11523
55,0.45,-360.4917,-593.31506,1082.50635
56,0.458,-352.91418,-593.31952,1083.47937
57,0.467,-344.24152,-593.43951,1083.92712
58,0.475,-336.46252,-595.08264,1084.8092
59,0.483,-327.93692,-594.23523,1085.00842
60,0.492,-320.54514,-595.13959,1085.70374
61,0.5,-311.63419,-595.29614,1087.11157
62,0.508,-302.5192,-595.49115,1086.56152
63,0.517,-294.99011,-596.68738,1087.29675
64,0.525,-286.50455,-595.49274,1087.87878
65,0.533,-278.70645,-596.59808,1088.88879
66,0.542,-269.76907,-596.83478,1089.26196
67,0.55,-260.94812,-596.89343,1089.89648
68,0.558,-253.06462,-597.93347,1090.77734
69,0.567,-244.62091,-597.72498,1090.79004
70,0.575,-236.77277,-597.85883,1091.29211
71,0.583,-227.92282,-598.48187,1090.83057
72,0.592,-219.92816,-597.63904,1091.80725
73,0.6,-211.62082,-598.20227,1091.89661
74,0.608,-203.27039,-598.40729,1091.77234
75,0.617,-195.92474,-598.65631,1091.43018
76,0.625,-187.33636,-598.64026,1090.82275
77,0.633,-179.02489,-598.37384,1091.06836
78,0.642,-171.4321,-598.35455,1091.19958
79,0.65,-162.93648,-599.3584,1091.00793
80,0.658,-154.83391,-597.99493,1090.42871
81,0.667,-147.55278,-599.55676,1090.85291
82,0.675,-139.45724,-599.02972,1089.30078
83,0.683,-130.40948,-598.52032,1089.26221
84,0.692,-122.3057,-599.18457,1089.33154
85,0.7,-114.02651,-599.50983,1089.07959
86,0.708,-105.47212,-598.04669,1088.25464
87,0.717,-97.78403,-598.48865,1088.07166
88,0.725,-89.09169,-599.13873,1088.03699
89,0.733,-80.75983,-598.28998,1087.42322
90,0.742,-72.42802,-597.52509,1086.61292
91,0.75,-64.1183,-597.34479,1086.51855
92,0.758,-54.66387,-597.45258,1086.02661
93,0.767,-46.29323,-598.10529,1084.66992
94,0.775,-38.27491,-597.15491,1084.5708
95,0.783,-29.62957,-596.92743,1084.63806
96,0.792,-20.56487,-596.13647,1083.36902
97,0.8,-13.29349,-595.56763,1082.4928
98,0.808,-4.16381,-595.47992,1082.11133
99,0.817,5.11534,-594.50525,1081.06787
100,0.825,12.80407,-593.53882,1081.49622
101,0.833,22.28084,-592.54742,1081.27136
102,0.842,30.78554,-591.62793,1080.62219
103,0.85,38.60283,-590.55988,1080.37573
104,0.858,47.64661,-589.02704,1080.31946
105,0.867,55.60447,-587.92737,1081.1958
106,0.875,63.6934,-586.89221,1080.37708
107,0.883,71.54226,-586.15656,1081.76453
108,0.892,79.95522,-584.30896,1082.22498
109,0.9,88.17796,-583.18304,1083.76917
110,0.908,95.43083,-581.54852,1084.45007
111,0.917,103.10983,-580.95673,1086.28235
112,0.925,111.14142,-579.12146,1087.43359
113,0.933,119.24844,-577.58545,1088.7843
114,0.942,126.46644,-576.65906,1090.41125
115,0.95,133.9424,-576.23633,1091.91418
