Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
218,1.808,959.26788,-424.40833,1415.80652
219,1.817,967.07935,-425.79007,1416.16357
220,1.825,973.68896,-425.87247,1415.97046
221,1.833,981.39764,-426.35645,1415.948
222,1.842,988.81506,-426.15787,1415.9353
223,1.85,996.31177,-426.88998,1416.39624
224,1.858,1002.92938,-426.27704,1415.51086
225,1.867,1010.01202,-426.18387,1415.52515
226,1.875,1017.85132,-426.62564,1414.89197
227,1.883,1025.43506,-427.38248,1414.45276
228,1.892,1032.72656,-428.12662,1413.52771
229,1.9,1038.99304,-427.47601,1413.80872
230,1.908,1047.00183,-428.16705,1412.45898
231,1.917,1052.91516,-427.41333,1412.52173
232,1.925,1060.71069,-428.17578,1411.73743
233,1.933,1068.45667,-428.55695,1411.00732
234,1.942,1075.22583,-428.69418,1410.1344
235,1.95,1083.36707,-429.03439,1409.56165
236,1.958,1089.44067,-428.57886,1408.28198
237,1.967,1097.52551,-427.93405,1407.54688
238,1.975,1105.99536,-428.15735,1407.76807
239,1.983,1112.87842,-427.90988,1405.93115
240,1.992,1119.83569,-427.66605,1405.67358
241,2,1127.92932,-428.19833,1404.6709
242,2.008,1136.2699,-426.36307,1405.28418
243,2.017,1142.54187,-426.03152,1404.08044
244,2.025,1151.00024,-426.35129,1403.30969
245,2.033,1158.61829,-425.13052,1402.82373
246,2.042,1165.80078,-424.51947,1402.70898
247,2.05,1173.70374,-423.55499,1402.41199
248,2.058,1181.99939,-423.59543,1401.85364
249,2.067,1189.98523,-422.64853,1402.33643
250,2.075,1197.24207,-421.74289,1400.92395
251,2.083,1205.7655,-421.14642,1401.1792
252,2.092,1213.45129,-420.44226,1401.64246
253,2.1,1221.75635,-419.57141,1399.95276
254,2.108,1229.83704,-418.3161,1400.56433
255,2.117,1237.42212,-417.88385,1400.98718
256,2.125,1246.11731,-416.2337,1399.90063
257,2.133,1254.10754,-415.39627,1401.54749
258,2.142,1262.02161,-414.4631,1401.85876
259,2.15,1270.54736,-413.86359,1401.84216
260,2.158,1279.25659,-412.70758,1402.20984
261,2.167,1286.92798,-412.5845,1403.78687
262,2.175,1295.20728,-411.96295,1404.67249
263,2.183,1302.71948,-411.64749,1404.60938
264,2.192,1309.90942,-410.64523,1406.19824
265,2.2,1318.1897,-409.62653,1406.48547
266,2.208,1325.52649,-408.82648,1408.40771
267,2.217,1333.38965,-408.84286,1408.47522
268,2.225,1341.21851,-408.04996,1409.08374
269,2.233,1347.56653,-407.34711,1409.67517
270,2.242,1355.59546,-407.78159,1410.99268
271,2.25,1362.72729,-408.11972,1411.68738
272,2.258,1371.1366,-408.46652,1411.27417
273,2.267,1378.7937,-408.58969,1413.18005
274,2.275,1383.354,-407.21411,1413.68494
275,2.283,1390.75562,-408.48654,1415.26489
276,2.292,1397.1521,-407.37268,1415.26697
277,2.3,1404.87317,-408.18289,1417.03503
278,2.308,1411.74695,-407.13873,1418.10876
279,2.317,1417.73584,-407.60147,1418.43091
280,2.325,1424.4812,-406.94812,1420.36707
281,2.333,1431.28015,-408.06314,1421.43433
282,2.342,1436.27429,-406.23904,1423.46558
283,2.35,1443.12646,-407.34781,1424.07214
284,2.358,1451.32056,-407.75397,1424.06934
285,2.367,1458.10156,-406.88275,1425.35767
286,2.375,1464.36487,-407.17255,1425.74451
287,2.383,1469.18726,-405.91031,1426.92908
288,2.392,1476.3114,-405.56265,1428.07483
289,2.4,1484.45215,-406.73785,1427.82837
290,2.408,1491.58582,-406.97974,1427.74731
291,2.417,1497.07642,-406.02252,1428.29114
292,2.425,1504.15588,-405.86237,1428.35803
293,2.433,1511.05029,-405.13174,1428.10461
294,2.442,1518.88196,-405.66849,1427.11365
295,2.45,1525.12219,-406.10922,1426.89771
296,2.458,1532.07495,-405.52667,1426.79858
297,2.467,1539.11267,-404.33664,1426.63965
298,2.475,1546.05481,-405.41849,1426.83643
299,2.483,1554.44458,-406.12973,1425.75256
300,2.492,1561.17029,-405.68909,1424.18567
301,2.5,1567.63904,-405.19327,1423.76941
302,2.508,1576.2688,-405.2507,1423.39368
303,2.517,1582.10107,-404.41388,1422.29834
304,2.525,1589.26025,-404.16144,1420.97131
305,2.533,1595.95801,-405.03766,1420.29102
306,2.542,1602.70935,-405.83826,1420.24133
307,2.55,1610.995,-405.51361,1420.25281
308,2.558,1617.4657,-405.47571,1418.58508
309,2.567,1624.53027,-405.31995,1417.13831
310,2.575,1632.3634,-406.61258,1415.04138
311,2.583,1639.26477,-407.01611,1415.63501
312,2.592,1645.73877,-408.17056,1414.0929
313,2.6,1654.15918,-407.47501,1412.77344
314,2.608,1661.51611,-408.69382,1411.49988
315,2.617,1668.66272,-409.69913,1411.03503
316,2.625,1675.97253,-409.78568,1409.18787
317,2.633,1682.78723,-410.8815,1407.7572
318,2.642,1690.48413,-410.2182,1406.49475
319,2.65,1698.53369,-412.09311,1405.78979
320,2.658,1705.87927,-412.38141,1403.80029
321,2.667,1712.87683,-412.7442,1402.13354
322,2.675,1720.98987,-415.07581,1401.16345
323,2.683,1729.79968,-415.65152,1400.43958
324,2.692,1737.60095,-416.151,1399.04285
325,2.7,1746.48315,-419.62421,1397.61108
326,2.708,1752.94519,-418.1181,1395.99744
327,2.717,1761.82288,-419.92413,1395.04041
328,2.725,1770.27295,-422.17508,1395.72827
329,2.733,1777.73706,-422.04565,1394.29541
330,2.742,1786.42944,-423.53152,1394.56152
331,2.75,1794.49695,-424.93063,1394.29578
332,2.758,1802.63452,-427.01477,1395.52954
333,2.767,1811.43225,-427.98395,1395.68811
334,2.775,1818.21423,-427.52417,1394.63464
335,2.783,1826.29016,-428.00824,1395.8772
336,2.792,1835.78052,-430.41107,1396.26282
