Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,-843.44916,-407.38501,1285.58264,-731.1333,-564.46222,1255.57117
2,0.008,-837.10388,-406.47232,1285.40234,-726.40472,-564.65515,1256.45081
3,0.017,-829.81555,-406.51062,1285.43115,-720.82343,-565.4646,1256.27368
4,0.025,-822.93091,-405.59756,1285.19873,-713.00403,-561.77679,1256.07947
5,0.033,-816.63,-405.15295,1285.46326,-708.37054,-562.8291,1254.82922
6,0.042,-809.72626,-404.39264,1285.10107,-700.72998,-560.6712,1255.0155
7,0.05,-802.46259,-404.0408,1284.34485,-696.54077,-561.71991,1254.71729
8,0.058,-796.12415,-402.83289,1284.35388,-690.53149,-561.18988,1254.32153
9,0.067,-789.01978,-403.28546,1283.74939,-682.88812,-560.81299,1254.95618
10,0.075,-782.00024,-401.33765,1282.88123,-676.98541,-559.65234,1252.55566
11,0.083,-774.94122,-401.81665,1281.82056,-669.03955,-560.03479,1252.59253
12,0.092,-767.7337,-400.9205,1281.33582,-662.41357,-561.16913,1251.61023
13,0.1,-760.80334,-401.07526,1280.52612,-656.76495,-560.00983,1250.52856
14,0.108,-753.25244,-399.70212,1279.4873,-650.14465,-560.3833,1249.54639
15,0.117,-746.3891,-399.70148,1277.80444,-643.40997,-558.70441,1248.6405
16,0.125,-738.93884,-398.94095,1277.61218,-637.08704,-560.34326,1248.19531
17,0.133,-731.13934,-399.06345,1275.88794,-628.99487,-558.59412,1246.89185
18,0.142,-724.35687,-398.39749,1274.69739,-623.74292,-559.34424,1246.54456
19,0.15,-716.83246,-398.72452,1273.45557,-615.47894,-557.97162,1244.78772
20,0.158,-708.34082,-398.09344,1272.08362,-608.70947,-558.83209,1243.6604
21,0.167,-700.98523,-397.90112,1270.74548,-600.21222,-557.70178,1241.81982
22,0.175,-694.31567,-398.22711,1269.46057,-594.75366,-559.49438,1241.35645
23,0.183,-685.93372,-397.52756,1268.77197,-586.52234,-557.39581,1239.58411
24,0.192,-679.61359,-397.49203,1267.50879,-579.18304,-558.79321,1238.70544
25,0.2,-671.36768,-397.45981,1265.63281,-571.48608,-557.65253,1237.27319
26,0.208,-663.80792,-397.08752,1264.46533,-563.87793,-558.53082,1235.04419
27,0.217,-655.71063,-397.59073,1263.19226,-556.19073,-558.11401,1233.63696
28,0.225,-647.57391,-397.78369,1261.56543,-548.91644,-558.69788,1232.04407
29,0.233,-640.2099,-397.63831,1259.97607,-541.12817,-558.7099,1230.94153
30,0.242,-630.8515,-397.12274,1259.3208,-533.42096,-558.24683,1229.03748
31,0.25,-622.80975,-396.99216,1257.23059,-525.92603,-558.59546,1228.45544
32,0.258,-615.59601,-397.09818,1256.703,-517.93555,-558.55396,1225.9707
33,0.267,-606.04071,-395.93405,1254.88611,-510.86688,-559.66797,1225.42419
34,0.275,-599.05365,-396.4455,1253.7937,-502.71643,-559.3877,1223.80798
35,0.283,-590.40985,-396.93451,1252.94495,-494.61777,-560.50635,1223.06714
36,0.292,-581.79224,-397.05197,1252.95215,-486.41315,-560.0896,1221.91797
37,0.3,-573.70685,-396.9982,1252.73291,-477.99963,-561.06732,1221.14978
38,0.308,-564.96802,-396.73334,1252.42151,-469.46671,-561.78442,1219.8335
39,0.317,-556.04895,-396.92557,1252.8938,-460.47412,-561.26996,1220.01257
40,0.325,-547.78485,-397.80145,1253.729,-452.63031,-560.63654,1219.17761
41,0.333,-539.6554,-397.92355,1254.49365,-442.99728,-561.01355,1219.9209
42,0.342,-531.79572,-398.16287,1255.71533,-434.19156,-559.73853,1219.6322
43,0.35,-523.3996,-398.21655,1255.85486,-425.62607,-560.84906,1220.23157
44,0.358,-515.31317,-398.44864,1256.54639,-417.97116,-560.62219,1220.76404
45,0.367,-507.052,-397.94153,1258.34607,-409.19809,-561.16284,1220.49609
46,0.375,-498.59827,-398.00165,1258.81152,-400.73965,-561.29071,1221.20288
47,0.383,-490.86017,-398.28326,1260.37891,-392.77475,-561.3335,1221.63733
48,0.392,-482.30133,-398.07611,1261.42053,-384.72934,-562.64783,1222.89526
49,0.4,-474.00977,-398.5965,1262.23645,-375.90845,-561.85095,1223.70056
50,0.408,-465.82651,-398.05374,1264.01416,-369.17917,-562.6886,1224.96228
51,0.417,-457.73422,-398.99161,1264.42603,-359.74713,-561.58313,1225.82349
52,0.425,-449.34595,-399.0528,1266.11353,-352.47656,-563.53156,1227.11414
53,0.433,-441.51813,-399.56763,1266.31396,-343.99057,-563.19843,1227.88257
54,0.442,-433.10654,-399.99371,1267.97424,-335.91614,-563.71014,1228.4137
55,0.45,-424.9718,-399.94577,1268.56628,-328.2178,-564.09656,1228.11646
56,0.458,-417.10217,-400.9491,1269.6825,-319.6384,-563.9126,1228.7887
57,0.467,-408.75848,-400.50601,1271.05347,-312.78207,-565.19763,1230.28088
58,0.475,-401.84027,-400.23724,1271.42798,-303.25232,-564.80493,1230.81396
59,0.483,-394.01898,-401.4567,1272.15161,-295.60699,-565.68463,1231.33569
60,0.492,-387.00189,-402.18332,1272.92566,-287.5549,-565.61938,1231.63269
61,0.5,-379.35248,-401.44684,1274.13367,-279.0582,-566.55084,1232.51782
62,0.508,-372.25443,-402.28348,1275.31689,-270.87872,-566.65625,1232.17371
63,0.517,-365.16992,-402.37534,1276.07751,-262.89178,-566.18976,1232.3208
64,0.525,-357.40286,-401.59164,1277.14941,-253.91856,-566.58246,1234.01062
65,0.533,-349.4827,-401.94189,1277.82739,-247.20355,-565.50952,1234.55261
66,0.542,-342.46359,-401.3996,1278.52954,-238.24849,-565.41986,1235.02991
67,0.55,-335.40332,-400.63394,1278.65906,-231.62469,-566.33557,1235.83435
68,0.558,-329.11298,-401.4646,1279.37756,-222.2269,-565.9975,1235.51062
69,0.567,-321.57468,-402.56061,1279.85229,-214.53413,-566.55542,1235.75
70,0.575,-314.51334,-401.48074,1280.63342,-207.2058,-567.09155,1236.42371
71,0.583,-306.89539,-401.5755,1281.12,-199.21117,-566.75189,1236.86035
72,0.592,-299.85791,-401.7132,1281.1875,-192.31779,-567.23846,1237.09998
73,0.6,-293.03818,-400.64368,1280.48438,-183.99263,-565.99103,1237.27441
74,0.608,-285.23874,-401.32077,1281.02795,-175.97977,-566.19684,1236.62524
75,0.617,-278.71561,-402.36533,1281.11584,-168.31131,-566.7395,1236.86853
76,0.625,-271.75211,-401.68143,1280.33325,-160.5495,-565.95148,1237.56885
77,0.633,-263.39633,-401.3819,1280.67822,-153.90868,-566.16229,1237.13635
78,0.642,-256.55652,-401.22705,1280.61768,-145.87169,-566.73712,1236.96338
79,0.65,-248.99469,-399.76685,1280.13208,-137.78445,-566.33362,1236.53979
80,0.658,-241.65341,-400.12778,1279.76208,-130.47983,-567.14972,1236.2876
81,0.667,-234.02347,-399.82837,1279.18567,-122.94798,-566.93134,1237.57153
82,0.675,-226.60329,-399.43271,1279.41992,-114.09461,-566.17035,1236.45142
83,0.683,-219.35968,-400.02811,1278.34387,-107.51279,-566.3363,1235.69739
84,0.692,-212.2686,-399.0051,1277.42004,-99.64996,-565.93262,1235.51294
85,0.7,-204.27007,-398.6188,1277.07043,-91.28217,-564.72736,1235.37891
86,0.708,-196.98268,-398.74512,1277.12439,-83.73315,-565.4566,1235.23706
87,0.717,-189.44815,-396.80347,1275.31653,-75.95158,-565.09595,1234.20081
88,0.725,-180.96143,-396.68582,1274.88074,-68.07355,-564.56537,1234.3512
89,0.733,-173.43611,-395.83005,1274.44409,-59.11232,-563.14911,1233.47363
90,0.742,-166.00409,-395.31107,1273.85107,-51.117,-564.42096,1233.60608
91,0.75,-158.48854,-395.20508,1272.21399,-43.91381,-563.16516,1232.52258
92,0.758,-150.90602,-394.44467,1271.68079,-36.04282,-562.11615,1231.80042
93,0.767,-143.10046,-395.06802,1270.60144,-26.91566,-561.50885,1231.50903
94,0.775,-135.45691,-392.07156,1269.5708,-18.69361,-560.79474,1231.12292
95,0.783,-127.64373,-392.31458,1268.78748,-11.4221,-560.87616,1230.67676
96,0.792,-119.18468,-391.16547,1266.76306,-2.73765,-561.23157,1229.57947
97,0.8,-111.60626,-390.81903,1266.53137,5.95263,-559.77991,1229.36694
98,0.808,-103.56094,-389.03229,1265.40601,13.99072,-558.854,1228.18188
99,0.817,-96.42513,-387.702,1263.37378,22.50952,-557.52539,1228.27246
100,0.825,-88.05592,-386.30493,1263.08496,30.39218,-554.8537,1227.43115
101,0.833,-79.95145,-386.28452,1262.77258,39.47995,-554.72589,1227.56409
102,0.842,-71.21782,-383.86517,1260.48474,46.56947,-552.30316,1227.00696
103,0.85,-63.93116,-382.76154,1260.21863,54.62452,-551.98517,1226.63025
104,0.858,-55.64537,-381.32449,1258.67664,62.25969,-550.05548,1225.95667
105,0.867,-47.17894,-379.68973,1258.62646,70.89263,-549.91864,1227.01355
106,0.875,-38.86734,-379.10843,1258.40625,77.86142,-547.55688,1227.16809
107,0.883,-30.00528,-377.79526,1258.95142,87.08588,-546.31683,1227.80103
108,0.892,-22.6633,-376.55807,1259.29443,94.62093,-545.07806,1228.21558
109,0.9,-14.61908,-376.39279,1259.81299,103.04326,-544.10938,1229.7998
110,0.908,-5.98107,-374.86847,1260.70044,111.31729,-541.27649,1230.83069
111,0.917,2.15245,-375.16266,1262.3031,119.35825,-540.60315,1232.57629
112,0.925,10.78369,-373.16638,1262.64819,126.80739,-539.18219,1233.49609
113,0.933,19.24093,-373.19931,1263.48547,134.82832,-537.37183,1234.45801
114,0.942,27.35155,-372.11246,1264.8269,143.28227,-536.03229,1236.16479
115,0.95,35.80422,-372.02686,1266.3761,150.73962,-534.51215,1237.02173
116,0.958,43.7108,-372.16861,1267.30627,158.40178,-534.53717,1238.3988
117,0.967,51.80039,-371.50317,1268.32971,165.77084,-533.63953,1239.85742
118,0.975,60.20708,-370.56854,1269.18396,173.56615,-531.4306,1241.10632
119,0.983,66.7648,-370.26755,1269.92847,181.20631,-531.224,1242.74805
120,0.992,74.29926,-368.59235,1270.42896,187.96751,-530.42072,1243.78674
121,1,82.16547,-368.12109,1271.65686,195.5312,-529.39709,1245.03955
122,1.008,89.85926,-366.36182,1273.08105,203.15833,-528.87744,1246.16675
123,1.017,96.57715,-366.24057,1274.17834,210.0545,-528.60413,1247.35852
124,1.025,104.20174,-366.05817,1275.69836,216.65408,-527.40369,1248.09766
125,1.033,111.92397,-364.07721,1276.76648,224.9481,-527.07336,1249.0321
126,1.042,118.81311,-364.82651,1277.65747,232.24118,-526.01093,1249.56458
127,1.05,125.55985,-362.30582,1279.28967,237.88741,-526.55707,1250.34937
128,1.058,132.17094,-361.8038,1281.21472,246.64072,-526.32037,1251.70557
129,1.067,139.61206,-362.06525,1282.37659,253.16432,-524.24786,1252.40381
130,1.075,146.5807,-362.2345,1283.93091,260.09128,-523.97479,1253.07117
131,1.083,152.84854,-360.16077,1284.43176,266.66821,-523.28662,1253.85413
132,1.092,159.67354,-359.98181,1285.13855,273.85184,-523.80945,1255.28943
133,1.1,167.19069,-360.70105,1286.93994,280.25058,-523.47595,1255.43616
134,1.108,173.71516,-357.9953,1287.45361,287.77246,-522.7832,1256.72693
135,1.117,179.66623,-357.80234,1289.33337,293.3569,-522.5722,1257.92334
136,1.125,186.56155,-357.68457,1290.30066,301.14185,-523.15503,1259.06079
137,1.133,194.78105,-356.63681,1290.75305,306.93491,-521.74573,1259.11145
138,1.142,199.08226,-357.45111,1292.37622,313.80368,-522.4726,1260.08594
139,1.15,205.51396,-357.1218,1293.35596,320.11749,-521.73334,1260.88086
140,1.158,213.52699,-354.44809,1294.02612,326.59583,-522.28351,1261.39624
141,1.167,219.60143,-355.36401,1294.42834,332.13126,-521.07526,1261.86182
142,1.175,226.48651,-355.80066,1294.5968,338.61023,-521.52362,1262.41443
143,1.183,233.55827,-355.19019,1295.2207,345.1947,-521.32593,1262.85815
144,1.192,240.47086,-353.4855,1295.46643,351.37323,-521.74402,1262.56775
145,1.2,247.24525,-354.24234,1295.65137,357.06274,-521.26068,1262.2832
146,1.208,253.71655,-354.16959,1296.07397,363.77533,-521.06927,1262.51221
147,1.217,260.99667,-353.52173,1295.18237,369.53238,-521.16248,1262.58289
148,1.225,266.91714,-353.52267,1295.7583,375.57379,-522.14178,1262.58069
149,1.233,273.952,-353.72949,1295.14441,382.65347,-522.31165,1261.84656
150,1.242,280.94711,-353.3111,1295.37488,388.7063,-521.95917,1261.25415
151,1.25,287.74988,-354.45639,1294.7439,394.45126,-521.95245,1261.09668
152,1.258,294.70609,-353.04541,1294.77295,401.65179,-521.76044,1260.63647
153,1.267,301.84155,-352.70422,1294.93005,407.78784,-521.13965,1260.03223
154,1.275,309.02771,-353.66156,1293.00122,412.64728,-522.61188,1259.97314
155,1.283,315.19476,-354.39877,1292.77222,419.72086,-521.09375,1259.25708
156,1.292,322.30466,-354.44388,1292.51257,427.37155,-522.47589,1258.29871
157,1.3,328.79007,-355.88879,1292.92126,432.75381,-522.10889,1257.67871
158,1.308,336.61374,-354.8226,1291.01758,440.24631,-522.50757,1256.70471
159,1.317,344.83533,-354.51007,1290.3916,446.96603,-523.32642,1256.29016
160,1.325,351.46848,-355.3945,1289.54358,453.21848,-523.01251,1255.51953
