Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,-800.08838,-543.24634,1088.35461
2,0.008,-794.64813,-542.20203,1088.4281
3,0.017,-788.84308,-542.03522,1088.85046
4,0.025,-782.82184,-542.33887,1088.26025
5,0.033,-776.68048,-540.99017,1088.26489
6,0.042,-769.70142,-540.50061,1087.59045
7,0.05,-764.32825,-538.92621,1087.16272
8,0.058,-758.21594,-538.77124,1087.0387
9,0.067,-752.07587,-538.54626,1086.18811
10,0.075,-745.91614,-538.5249,1085.79675
11,0.083,-740.21277,-538.23877,1084.64697
12,0.092,-733.40869,-537.21497,1084.39697
13,0.1,-726.62146,-537.21124,1083.66907
14,0.108,-720.39508,-536.23267,1082.27771
15,0.117,-713.75165,-536.67017,1082.44141
16,0.125,-707.3891,-535.07568,1081.82178
17,0.133,-700.7019,-535.5835,1080.29053
18,0.142,-693.67291,-534.65363,1079.23511
19,0.15,-687.58612,-534.93237,1078.18091
20,0.158,-679.8056,-534.4859,1077.77185
21,0.167,-673.10638,-534.55774,1076.17639
22,0.175,-665.8009,-533.69141,1075.05957
23,0.183,-658.28674,-533.45197,1073.56812
24,0.192,-650.37402,-532.93866,1073.04028
25,0.2,-643.15747,-533.79553,1071.71167
26,0.208,-635.36157,-532.67914,1069.78503
27,0.217,-628.18616,-533.59967,1068.31372
28,0.225,-620.71204,-531.82166,1066.76819
29,0.233,-612.94928,-532.55487,1065.1593
30,0.242,-604.69653,-532.76392,1063.35339
31,0.25,-597.15735,-532.49274,1062.06104
32,0.258,-589.13214,-531.43488,1060.87646
33,0.267,-581.33014,-531.67456,1058.92859
34,0.275,-572.71332,-531.01569,1058.39368
35,0.283,-565.08936,-531.99005,1056.96045
36,0.292,-556.34009,-532.24854,1056.05493
37,0.3,-548.14801,-531.9325,1055.35596
38,0.308,-539.49194,-530.62408,1054.7998
39,0.317,-531.00165,-530.6145,1054.11316
40,0.325,-522.3905,-529.54608,1054.16064
41,0.333,-513.44849,-529.23132,1053.91162
42,0.342,-505.52975,-528.09167,1054.17786
43,0.35,-496.59589,-528.54504,1055.21729
44,0.358,-488.03812,-528.42383,1055.6842
45,0.367,-478.20364,-526.04492,1056.59595
46,0.375,-470.10385,-526.40936,1056.52954
47,0.383,-461.89813,-524.78656,1057.47534
48,0.392,-453.81543,-524.53973,1058.27551
49,0.4,-445.38632,-524.2749,1058.81104
50,0.408,-437.09033,-524.38446,1059.83191
51,0.417,-428.38461,-524.31049,1061.06824
52,0.425,-420.89932,-523.8476,1061.2832
53,0.433,-412.22183,-525.71405,1062.22437
54,0.442,-404.7254,-524.15741,1063.89771
55,0.45,-397.05508,-526.31537,1064.49231
56,0.458,-389.53116,-524.44043,1064.69019
57,0.467,-381.24188,-526.15979,1065.36023
58,0.475,-373.7569,-527.31934,1066.43652
59,0.483,-365.71582,-527.51599,1067.22595
60,0.492,-357.55734,-527.36377,1067.62158
61,0.5,-349.66736,-528.63373,1068.03943
62,0.508,-342.05972,-529.47229,1068.5437
63,0.517,-333.66425,-528.71564,1069.07703
64,0.525,-325.15823,-529.90906,1070.11292
65,0.533,-317.64954,-529.54193,1070.3429
66,0.542,-308.8992,-529.66772,1071.15479
67,0.55,-301.56027,-530.39838,1071.22974
68,0.558,-293.20172,-531.83478,1071.51929
69,0.567,-285.2381,-532.65674,1071.49475
70,0.575,-277.12286,-533.08325,1072.16052
71,0.583,-269.11206,-532.00568,1072.27051
72,0.592,-261.13712,-533.51892,1072.14624
73,0.6,-253.39063,-532.7265,1072.3324
74,0.608,-245.07623,-533.40698,1072.3136
75,0.617,-236.99596,-534.30957,1071.56677
76,0.625,-229.0208,-533.63019,1071.23206
77,0.633,-221.81528,-535.03534,1071.12244
78,0.642,-213.40256,-534.59186,1070.80969
79,0.65,-205.83308,-534.77924,1070.88708
80,0.658,-197.71132,-534.85785,1070.9978
81,0.667,-189.03108,-534.23761,1070.2959
82,0.675,-181.49442,-534.64783,1070.03784
83,0.683,-173.07399,-535.00995,1068.6322
84,0.692,-165.37727,-535.00665,1068.13989
85,0.7,-156.72229,-535.10217,1067.5249
86,0.708,-149.1701,-534.23309,1067.36328
87,0.717,-141.5096,-534.4436,1066.96069
88,0.725,-132.8781,-534.5058,1066.25342
89,0.733,-124.96149,-534.77734,1065.71423
90,0.742,-115.79035,-534.72278,1064.90637
91,0.75,-108.48074,-534.80878,1064.51843
92,0.758,-99.81396,-534.38751,1063.61487
93,0.767,-90.83076,-533.56604,1062.245
94,0.775,-84.091,-534.0542,1061.85315
95,0.783,-75.13239,-533.62561,1060.41455
96,0.792,-65.07422,-533.50513,1060.66296
97,0.8,-56.82365,-532.7796,1059.43542
98,0.808,-47.4565,-533.24005,1059.53113
99,0.817,-38.55959,-532.59003,1058.06262
100,0.825,-31.30742,-531.87091,1057.23303
101,0.833,-22.30852,-531.97119,1056.11292
102,0.842,-13.65512,-530.21143,1056.32263
103,0.85,-5.22784,-529.24976,1056.61438
104,0.858,2.28311,-528.03418,1056.25659
105,0.867,11.57134,-527.34564,1056.1698
106,0.875,20.47568,-526.31409,1056.14258
107,0.883,27.65998,-524.69958,1056.48401
108,0.892,36.73296,-524.25598,1056.62122
109,0.9,44.40221,-520.94781,1057.97266
110,0.908,52.76071,-519.90741,1058.38354
111,0.917,60.70561,-518.75726,1060.84082
112,0.925,69.07492,-515.83966,1061.27112
113,0.933,76.0799,-514.9389,1063.14563
114,0.942,84.96532,-513.77319,1064.87244
115,0.95,92.2356,-513.00055,1066.67932
116,0.958,100.01686,-510.27521,1067.12329
117,0.967,108.39455,-510.4856,1069.05859
118,0.975,115.5394,-508.57394,1071.30383
119,0.983,121.80356,-508.20343,1071.77039
120,0.992,129.87386,-508.2229,1072.81616
121,1,136.38084,-506.55536,1074.13159
122,1.008,144.33505,-507.08359,1074.77173
123,1.017,150.96985,-505.81888,1075.89172
124,1.025,157.19308,-505.43338,1077.4845
125,1.033,164.0495,-505.78143,1078.14453
126,1.042,172.05087,-503.50449,1078.8092
127,1.05,179.99973,-503.78531,1079.89343
128,1.058,183.94467,-504.17453,1081.12085
129,1.067,192.69461,-502.75241,1081.62024
130,1.075,198.74362,-502.02808,1083.12634
131,1.083,204.60065,-501.47256,1084.93896
132,1.092,211.16357,-502.00803,1085.23767
133,1.1,217.42064,-500.84058,1085.62585
134,1.108,225.13243,-501.20169,1087.43872
135,1.117,230.85431,-500.75433,1088.23132
136,1.125,238.22919,-500.15424,1089.19409
137,1.133,242.85995,-500.47476,1089.97327
138,1.142,250.04829,-500.62454,1090.79822
139,1.15,257.09201,-498.55154,1092.14258
140,1.158,262.1904,-498.78506,1092.04736
141,1.167,268.60641,-499.55615,1092.91687
142,1.175,274.98892,-498.79395,1093.328
143,1.183,280.64413,-499.81192,1093.91174
144,1.192,287.00449,-498.15524,1093.4928
145,1.2,294.45157,-498.6254,1094.01062
146,1.208,299.11942,-499.1781,1093.65857
147,1.217,306.45792,-497.59082,1093.21558
148,1.225,310.81473,-498.52261,1093.82886
149,1.233,316.90161,-498.31485,1092.73279
150,1.242,323.6965,-497.94931,1092.78442
151,1.25,330.53174,-497.21844,1093.37329
152,1.258,336.06351,-496.90396,1092.30457
153,1.267,341.49817,-497.23212,1092.54211
154,1.275,347.88181,-497.68488,1091.56921
155,1.283,356.59338,-495.24051,1089.87854
156,1.292,361.78763,-496.92923,1090.36609
157,1.3,368.50131,-496.88428,1089.64856
158,1.308,374.26529,-497.48816,1089.23987
159,1.317,381.44852,-496.50562,1088.87292
160,1.325,389.11426,-496.35532,1087.24402
161,1.333,394.87833,-498.11276,1086.61108
162,1.342,400.91519,-497.44077,1085.64221
163,1.35,409.31018,-498.33163,1085.15076
164,1.358,416.59863,-497.65366,1084.16589
165,1.367,422.75317,-497.48468,1081.89807
166,1.375,429.95331,-499.3587,1081.46448
167,1.383,437.4917,-500.11838,1080.76807
168,1.392,444.29962,-500.03665,1079.19202
169,1.4,451.58661,-501.08615,1077.2063
170,1.408,460.77536,-501.19455,1075.94714
171,1.417,467.38641,-500.6915,1074.5813
172,1.425,474.5061,-502.5629,1073.27393
173,1.433,482.95065,-503.46423,1071.48999
174,1.442,489.37128,-506.11383,1070.14514
175,1.45,496.75937,-506.03635,1068.22974
176,1.458,505.41165,-507.05423,1067.24316
177,1.467,513.1438,-508.17392,1065.67786
178,1.475,521.63165,-507.50955,1063.79126
179,1.483,530.841,-508.26572,1062.64014
180,1.492,536.99097,-509.88547,1061.17688
181,1.5,546.79401,-511.28918,1060.30847
182,1.508,553.35303,-511.0921,1059.54016
183,1.517,561.51227,-511.70154,1059.4917
184,1.525,570.88666,-510.66455,1059.63123
185,1.533,579.82727,-511.80536,1060.2605
186,1.542,587.45941,-513.15723,1059.87756
187,1.55,595.51874,-511.19379,1060.46582
188,1.558,603.99768,-512.04065,1061.10144
189,1.567,612.89484,-512.20166,1061.26599
190,1.575,620.00653,-514.28589,1062.24182
191,1.583,629.09088,-514.64618,1063.3949
192,1.592,636.88562,-514.47571,1064.10657
193,1.6,645.06189,-515.30603,1065.0144
194,1.608,654.22827,-515.33356,1065.1991
195,1.617,662.29462,-517.45636,1066.42188
196,1.625,669.18921,-518.25458,1066.54028
197,1.633,676.45416,-519.6767,1067.44751
198,1.642,684.80322,-521.4328,1069.01514
199,1.65,693.50836,-521.67432,1069.86963
200,1.658,701.01031,-524.43994,1070.70288
201,1.667,708.82593,-525.52466,1071.78748
202,1.675,715.73871,-527.02667,1071.86829
203,1.683,723.46069,-528.3681,1072.93738
204,1.692,730.30804,-530.02631,1073.97742
205,1.7,738.86707,-531.57532,1074.51221
206,1.708,746.70465,-532.65466,1075.47754
207,1.717,754.40479,-533.91748,1076.078
208,1.725,761.17755,-535.71185,1076.45703
209,1.733,769.58966,-535.43359,1076.06909
210,1.742,778.70386,-538.26062,1076.14319
211,1.75,785.78613,-538.81964,1076.87646
212,1.758,792.61206,-540.31848,1077.25
213,1.767,801.48431,-541.36969,1077.67444
214,1.775,808.42981,-542.37299,1078.30249
215,1.783,816.98749,-542.61206,1079.24915
216,1.792,824.35016,-544.92334,1079.84216
217,1.8,831.68622,-546.39783,1080.29565
218,1.808,839.55505,-546.92432,1080.22339
219,1.817,847.98846,-547.98846,1080.50781
220,1.825,855.99829,-549.51202,1081.14685
221,1.833,863.41418,-550.98248,1080.95667
222,1.842,871.19263,-551.99243,1080.82849
223,1.85,878.52557,-552.20087,1081.11047
224,1.858,886.1521,-553.95868,1081.37695
225,1.867,895.33356,-553.32892,1079.58887
226,1.875,902.69562,-554.56024,1079.56421
227,1.883,909.54681,-555.55811,1079.59192
