Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,-700.30865,-224.17432,1419.28162,-723.87091,-492.84283,1424.87109,-773.01318,-142.9295,1451.38989
2,0.008,-693.43695,-223.61153,1419.35083,-715.90851,-491.79382,1423.03894,-765.1344,-142.02206,1450.83887
3,0.017,-686.13129,-222.65143,1419.16492,-713.14795,-490.72635,1425.93872,-757.99097,-140.29613,1450.48364
4,0.025,-678.79529,-222.67169,1418.51367,-707.76788,-490.62646,1426.19495,-750.38666,-140.636,1450.79688
5,0.033,-671.74634,-222.17426,1417.70435,-700.17993,-489.62424,1424.5166,-743.94501,-139.05713,1450.75195
6,0.042,-665.2713,-220.86531,1416.73584,-692.18921,-489.58414,1424.00781,-736.51843,-138.51088,1450.18628
7,0.05,-657.52582,-220.3109,1416.97156,-685.54895,-489.2327,1423.37463,-728.19891,-138.79268,1449.01233
8,0.058,-649.99127,-220.30264,1415.86926,-677.1496,-488.57889,1421.46021,-721.65765,-137.78966,1448.46399
9,0.067,-642.98126,-219.0237,1414.99634,-672.92706,-488.38705,1423.24402,-714.32275,-137.49947,1447.99292
10,0.075,-636.23474,-219.30521,1414.53491,-661.06812,-487.68735,1419.88269,-704.4024,-136.83525,1447.12927
11,0.083,-628.50146,-218.46257,1413.35815,-655.35461,-487.77777,1420.06152,-696.44745,-137.83165,1446.47363
12,0.092,-621.77521,-219.16081,1412.28442,-648.12488,-486.49954,1418.9729,-689.81238,-136.7841,1445.21021
13,0.1,-614.19653,-218.1967,1412.07642,-640.55762,-487.36978,1418.2196,-682.698,-135.78986,1444.18347
14,0.108,-605.427,-218.08781,1410.60425,-637.33063,-485.47144,1416.98254,-674.59314,-135.24184,1443.88733
15,0.117,-597.78802,-218.11066,1410.50574,-629.2207,-485.75784,1415.92114,-668.02545,-134.66173,1442.24646
16,0.125,-591.21008,-217.06306,1409.36377,-623.18402,-484.71594,1415.00281,-660.7464,-134.49011,1441.55737
17,0.133,-583.33392,-217.48332,1408.37427,-616.27985,-485.77808,1414.42725,-653.21008,-134.47227,1439.94995
18,0.142,-576.33655,-217.53833,1406.49927,-609.41669,-484.32401,1413.29541,-644.36029,-135.04272,1439.55847
19,0.15,-569.25037,-217.13753,1405.03516,-600.19501,-486.19366,1411.81274,-638.15936,-134.68233,1438.7113
20,0.158,-562.18457,-218.09711,1404.61182,-594.42719,-484.73602,1410.95593,-629.04144,-134.01752,1437.3147
21,0.167,-552.26288,-217.34181,1403.34424,-585.49384,-485.79578,1410.052,-621.57849,-134.74191,1436.05078
22,0.175,-544.24438,-218.11153,1401.573,-577.62732,-485.33429,1408.84656,-614.70306,-134.80751,1435.58887
23,0.183,-537.2583,-218.27988,1400.67188,-570.90503,-485.67712,1407.79431,-606.51184,-134.63057,1434.42041
24,0.192,-529.90057,-216.54601,1400.42004,-563.27063,-485.45865,1405.17554,-598.54614,-135.44197,1433.34229
25,0.2,-522.78076,-219.02397,1399.14673,-556.12128,-485.89648,1404.61609,-590.28241,-134.52879,1431.46545
26,0.208,-513.47485,-218.44933,1397.76147,-548.30206,-486.11621,1402.51184,-582.1507,-136.33978,1431.00354
