Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,206.46001,-134.52362,1399.81311,229.16197,116.37617,1416.62524,61.48163,-89.908,1398.64661,75.92874,94.34737,1411.52441,24.72619,-92.40577,1300.27039
2,0.008,205.96225,-133.77542,1399.6593,229.06238,116.74694,1416.63171,61.69133,-89.70173,1398.63892,76.79486,95.7253,1411.54028,24.72174,-91.84953,1300.28967
3,0.017,205.69086,-133.31454,1399.72717,229.34865,116.66534,1416.63574,61.7037,-89.29463,1398.49695,77.46105,96.40441,1411.84863,25.08005,-90.88065,1300.1853
4,0.025,205.49231,-132.75974,1399.46606,229.78072,117.25945,1416.12329,62.29478,-88.01426,1398.66199,77.9614,96.6156,1411.45129,25.15401,-89.64931,1300.17346
5,0.033,205.48503,-132.48196,1399.43628,229.85666,117.43595,1415.99622,62.4801,-87.37542,1398.50012,78.09295,96.8432,1411.33826,24.96864,-88.9879,1300.349
6,0.042,205.44493,-132.31056,1399.47876,230.1734,117.74145,1416.14319,62.4801,-87.37542,1398.50012,78.05083,97.02336,1411.54553,24.82813,-88.25561,1300.21912
7,0.05,205.42163,-131.95663,1399.41821,230.71323,117.98727,1415.86035,62.39971,-86.8708,1398.45618,78.09183,97.43915,1411.59961,25.07329,-88.25047,1300.06409
8,0.058,205.43274,-131.37755,1399.01001,230.68477,118.13162,1415.62305,62.22202,-86.32761,1398.34778,78.07337,97.73188,1411.521,24.95474,-87.86709,1299.99219
9,0.067,205.17856,-131.31175,1399.3645,231.01331,118.63402,1415.51831,62.17595,-85.58763,1398.14001,78.07562,98.02937,1410.82507,24.8492,-87.82484,1299.79272
10,0.075,205.26648,-131.36516,1399.24927,231.5103,118.62409,1415.35767,62.35966,-85.42381,1397.92908,77.95921,98.31562,1409.74365,24.64188,-87.64705,1299.62683
