Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z,L.Toe.x,L.Toe.y,L.Toe.z,L.MedFoot.x,L.MedFoot.y,L.MedFoot.z
1,0,509.22385,122.92127,56.80409,702.60486,222.78033,40.73727,673.1911,158.63785,53.81478
2,0.008,509.22385,122.92127,56.80409,702.60486,222.78033,40.73727,672.62354,158.84125,53.48996
3,0.017,509.19577,122.79637,56.71091,702.43561,222.88788,40.66128,672.53149,158.72768,53.11336
4,0.025,509.19577,122.79637,56.71091,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
5,0.033,509.19577,122.79637,56.71091,702.60486,222.78033,40.73727,673.09918,158.52429,53.43828
6,0.042,509.29364,122.95795,56.71918,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
7,0.05,509.29364,122.95795,56.71918,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
8,0.058,509.29364,122.95795,56.71918,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
9,0.067,509.29364,122.95795,56.71918,702.50452,222.94437,40.8363,673.09918,158.52429,53.43828
10,0.075,509.29364,122.95795,56.71918,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
11,0.083,509.12875,122.70193,56.64443,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
12,0.092,509.19577,122.79637,56.71091,702.33527,223.05191,40.76031,672.53149,158.72768,53.11336
13,0.1,509.19577,122.79637,56.71091,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
14,0.108,509.29364,122.95795,56.71918,702.60486,222.78033,40.73727,672.63739,158.49217,52.9712
15,0.117,509.29364,122.95795,56.71918,702.60486,222.78033,40.73727,673.09918,158.52429,53.43828
16,0.125,509.29443,123.25098,56.72845,702.50452,222.94437,40.8363,673.09918,158.52429,53.43828
17,0.133,509.39197,123.27129,56.65807,702.50452,222.94437,40.8363,673.09918,158.52429,53.43828
18,0.142,509.29443,123.25098,56.72845,702.60486,222.78033,40.73727,672.53149,158.72768,53.11336
19,0.15,509.22626,122.72224,56.57405,702.60486,222.78033,40.73727,672.53149,158.72768,53.11336
20,0.158,509.19577,122.79637,56.71091,702.60486,222.78033,40.73727,672.53149,158.72768,53.11336
21,0.167,509.19577,122.79637,56.71091,702.60486,222.78033,40.73727,673.09918,158.52429,53.43828
22,0.175,509.39114,122.97826,56.64881,702.50452,222.94437,40.8363,672.53149,158.72768,53.11336
23,0.183,509.39197,123.27129,56.65807,702.21704,222.57751,40.73023,672.53149,158.72768,53.11336
24,0.192,509.29443,123.25098,56.72845,702.31219,222.40427,40.63027,672.53149,158.72768,53.11336
25,0.2,509.39197,123.27129,56.65807,702.31219,222.40427,40.63027,673.09918,158.52429,53.43828
26,0.208,509.29443,123.25098,56.72845,702.21704,222.57751,40.73023,672.53149,158.72768,53.11336
27,0.217,509.29364,122.95795,56.71918,702.21704,222.57751,40.73023,672.53149,158.72768,53.11336
28,0.225,509.39114,122.97826,56.64881,702.21704,222.57751,40.73023,672.53149,158.72768,53.11336
29,0.233,509.29324,122.81668,56.64054,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
30,0.242,509.39197,123.27129,56.65807,702.21704,222.57751,40.73023,672.53149,158.72768,53.11336
31,0.25,509.29443,123.25098,56.72845,702.31219,222.40427,40.63027,672.53149,158.72768,53.11336
32,0.258,509.29443,123.25098,56.72845,702.21704,222.57751,40.73023,672.53149,158.72768,53.11336
33,0.267,509.29443,123.25098,56.72845,702.03204,222.69139,40.63849,673.09918,158.52429,53.43828
34,0.275,509.15683,122.82683,56.73761,702.21704,222.57751,40.73023,673.1911,158.63785,53.81478
35,0.283,509.22385,122.92127,56.80409,702.31219,222.40427,40.63027,673.1911,158.63785,53.81478
36,0.292,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
37,0.3,509.22461,123.21429,56.81336,702.03204,222.69139,40.63849,672.62354,158.84125,53.48996
38,0.308,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
39,0.317,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,673.29913,158.32446,54.11269
40,0.325,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
41,0.333,509.32214,123.2346,56.74298,702.21704,222.57751,40.73023,673.1911,158.63785,53.81478
42,0.342,509.22461,123.21429,56.81336,702.31219,222.40427,40.63027,673.1911,158.63785,53.81478
43,0.35,509.22385,122.92127,56.80409,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
44,0.358,509.22385,122.92127,56.80409,702.31219,222.40427,40.63027,672.62354,158.84125,53.48996
45,0.367,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
46,0.375,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
47,0.383,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,673.1911,158.63785,53.81478
48,0.392,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
49,0.4,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
50,0.408,509.22461,123.21429,56.81336,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
51,0.417,509.22385,122.92127,56.80409,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
52,0.425,509.22385,122.92127,56.80409,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
53,0.433,509.22385,122.92127,56.80409,702.21704,222.57751,40.73023,672.62354,158.84125,53.48996
