Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z,R.Ankle.x,R.Ankle.y,R.Ankle.z,R.Ankle.Medial.x,R.Ankle.Medial.y,R.Ankle.Medial.z
1,0,159.63593,-223.70035,267.71457,42.91234,-222.7095,79.52759,88.08701,-122.25233,114.29721
2,0.008,159.53789,-223.82089,267.78195,42.81327,-222.84717,79.6117,88.10404,-122.42331,114.19064
3,0.017,159.56863,-224.03845,268.09018,42.81327,-222.84717,79.6117,88.08701,-122.25233,114.29721
4,0.025,159.70815,-223.54175,267.88608,42.81327,-222.84717,79.6117,88.0071,-122.54532,114.38757
5,0.033,159.5153,-223.82458,267.86932,42.592,-223.01329,79.40897,88.47966,-122.56668,114.49734
6,0.042,159.52644,-223.83946,267.87912,42.71254,-222.83549,79.30502,88.08701,-122.25233,114.29721
7,0.05,159.54814,-223.96387,267.71115,42.91234,-222.7095,79.52759,88.10404,-122.42331,114.19064
8,0.058,159.55962,-223.94536,267.61398,42.91234,-222.7095,79.52759,88.10404,-122.42331,114.19064
9,0.067,159.55679,-224.08394,267.48001,42.91234,-222.7095,79.52759,88.08701,-122.25233,114.29721
10,0.075,159.60246,-223.94388,267.63388,42.81015,-222.67973,79.45496,88.10404,-122.42331,114.19064
11,0.083,159.49863,-224.09746,267.79587,42.74458,-222.82036,79.69101,87.99007,-122.37434,114.49413
12,0.092,159.63057,-224.09169,267.83652,42.7769,-222.77466,79.42435,87.99007,-122.37434,114.49413
13,0.1,159.57709,-224.24922,267.77441,42.86263,-222.86925,79.73521,87.99007,-122.37434,114.49413
14,0.108,159.44444,-224.20427,267.7171,42.91234,-222.7095,79.52759,88.22945,-122.6776,114.23579
15,0.117,159.53838,-224.36299,267.85477,42.94584,-222.71245,79.67953,88.70207,-122.69904,114.34554
16,0.125,159.40575,-224.31804,267.79749,42.9989,-222.54517,79.49056,88.21241,-122.50663,114.34235
17,0.133,159.49594,-224.67178,267.95685,42.94458,-222.73466,79.39451,88.11548,-122.62865,114.53928
18,0.142,159.42232,-224.56755,267.88467,42.9989,-222.54517,79.49056,88.62221,-122.99204,114.43594
19,0.15,159.55493,-224.61249,267.94196,42.74333,-222.84258,79.40601,88.11548,-122.62865,114.53928
20,0.158,159.70653,-224.70752,268.09128,42.74333,-222.84258,79.40601,88.62221,-122.99204,114.43594
21,0.167,159.55493,-224.61249,267.94196,42.82989,-222.67825,79.36897,88.11548,-122.62865,114.53928
22,0.175,159.55493,-224.61249,267.94196,42.74333,-222.84258,79.40601,88.13251,-122.79962,114.43272
23,0.183,159.57391,-224.6626,268.034,42.74333,-222.84258,79.40601,88.13251,-122.79962,114.43272
24,0.192,159.57391,-224.6626,268.034,42.92895,-222.54056,79.28484,88.13251,-122.79962,114.43272
25,0.2,159.31601,-224.50717,267.59924,42.71338,-222.56502,79.14772,88.13251,-122.79962,114.43272
26,0.208,159.38965,-224.6114,267.67142,42.81243,-222.42729,79.06357,88.13251,-122.79962,114.43272
27,0.217,159.30856,-224.56441,267.41071,42.67243,-222.51361,78.76906,88.13251,-122.79962,114.43272
28,0.225,159.40968,-224.57724,267.5206,42.77608,-222.35471,78.87619,88.62221,-122.99204,114.43594
29,0.233,159.40968,-224.57724,267.5206,42.86746,-222.44247,78.90919,88.71914,-122.87,114.23898
30,0.242,159.30856,-224.56441,267.41071,42.71861,-222.38321,78.81319,88.71914,-122.87,114.23898
31,0.25,159.30856,-224.56441,267.41071,42.61956,-222.52095,78.89736,88.62221,-122.99204,114.43594
32,0.258,159.31653,-224.76981,267.54288,42.77608,-222.35471,78.87619,88.62221,-122.99204,114.43594
33,0.267,159.40968,-224.57724,267.5206,42.71861,-222.38321,78.81319,88.62221,-122.99204,114.43594
34,0.275,159.30856,-224.56441,267.41071,42.77608,-222.35471,78.87619,88.62221,-122.99204,114.43594
35,0.283,159.30856,-224.56441,267.41071,42.71861,-222.38321,78.81319,88.71914,-122.87,114.23898
36,0.292,159.30856,-224.56441,267.41071,42.77608,-222.35471,78.87619,88.71914,-122.87,114.23898
37,0.3,159.62149,-224.85381,267.6955,42.77608,-222.35471,78.87619,88.71914,-122.87,114.23898
38,0.308,159.57101,-224.77151,267.65604,42.61956,-222.52095,78.89736,88.78474,-123.00568,114.58552
39,0.317,159.4449,-224.89337,267.56757,42.60038,-222.63853,78.98387,88.76768,-122.83472,114.69205
40,0.325,159.37675,-224.95125,267.56845,42.54292,-222.66704,78.92088,88.62221,-122.99204,114.43594
41,0.333,159.5549,-224.95592,267.75604,42.77608,-222.35471,78.87619,88.62221,-122.99204,114.43594
42,0.342,159.30217,-224.84804,267.49683,42.79978,-222.52867,78.8112,88.22945,-122.6776,114.23579
43,0.35,159.62149,-224.85381,267.6955,42.77608,-222.35471,78.87619,88.71914,-122.87,114.23898
44,0.358,159.57101,-224.77151,267.65604,42.77608,-222.35471,78.87619,88.29501,-122.81323,114.58229
45,0.367,159.54692,-224.75055,267.62387,42.90083,-222.69293,78.83618,88.29501,-122.81323,114.58229
46,0.375,159.5338,-224.76373,267.63223,42.7707,-222.63788,78.89335,88.62221,-122.99204,114.43594
47,0.383,159.62988,-224.86298,267.54816,42.7707,-222.63788,78.89335,88.78474,-123.00568,114.58552
48,0.392,159.61368,-224.87131,267.78723,42.72847,-222.71016,79.03217,88.88166,-122.88364,114.38855
49,0.4,159.61368,-224.87131,267.78723,42.84593,-222.43858,79.07413,88.71914,-122.87,114.23898
50,0.408,159.43402,-224.54166,267.39417,42.72847,-222.71016,79.03217,88.71914,-122.87,114.23898
51,0.417,159.30856,-224.56441,267.41071,42.6572,-222.5731,79.03854,88.59366,-122.61564,114.19382
52,0.425,159.56128,-224.67229,267.66992,42.82957,-222.55588,78.84255,88.10404,-122.42331,114.19064
53,0.433,159.5063,-224.48839,267.66818,42.87826,-222.38452,78.94884,88.0071,-122.54532,114.38757
54,0.442,159.62045,-224.46878,267.4498,43.04474,-222.51216,79.07906,87.99007,-122.37434,114.49413
55,0.45,159.6299,-224.32343,267.51935,42.84593,-222.43858,79.07413,88.57659,-122.44466,114.30039
