Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-1283.3678,-109.3383,1359.90601,-1355.35059,-137.29855,1181.43237,-1344.64795,-41.23976,1170.72864
2,0.008,-1277.80847,-108.15311,1359.125,-1353.03381,-137.36397,1180.92212,-1341.12671,-39.95539,1169.89404
3,0.017,-1274.64636,-108.67459,1359.75806,-1350.50439,-137.29315,1181.1145,-1337.96179,-39.63818,1169.21143
4,0.025,-1271.23059,-107.3268,1359.07385,-1345.12683,-135.39745,1180.5166,-1333.08484,-38.68035,1169.30054
5,0.033,-1264.81934,-106.80178,1357.62488,-1341.44226,-134.71582,1179.99658,-1329.25183,-37.72687,1168.83679
6,0.042,-1262.07703,-106.99773,1356.50366,-1338.02356,-135.40538,1179.36804,-1323.76929,-38.1775,1167.65454
7,0.05,-1257.71265,-107.23358,1357.18921,-1334.48401,-135.5713,1179.60388,-1321.68237,-37.31651,1166.67004
8,0.058,-1252.77332,-107.47547,1356.31067,-1326.64099,-133.61711,1176.51648,-1316.73242,-37.92712,1167.3551
9,0.067,-1250.59607,-107.88013,1355.97302,-1322.81934,-134.5742,1175.93176,-1312.62817,-38.56753,1166.50464
10,0.075,-1244.49731,-107.96774,1355.20032,-1318.6012,-135.77647,1176.59717,-1307.13916,-38.76118,1165.33472
11,0.083,-1239.93323,-108.15238,1355.25464,-1315.65625,-137.03786,1176.22327,-1302.47888,-39.1688,1165.26868
12,0.092,-1235.29785,-108.48116,1354.39307,-1311.74963,-138.24873,1176.13721,-1297.64355,-40.51757,1163.90369
13,0.1,-1231.53821,-109.77441,1353.77173,-1306.88782,-139.62625,1176.37805,-1293.23523,-41.3057,1163.15039
14,0.108,-1227.35791,-111.0855,1353.80347,-1301.06702,-138.92709,1174.70715,-1288.43018,-41.57102,1162.95801
15,0.117,-1222.13843,-111.82121,1353.32715,-1295.81628,-138.99297,1173.1095,-1283.37476,-43.06699,1161.54468
16,0.125,-1216.00415,-110.67743,1351.49561,-1290.97498,-141.17509,1173.17932,-1278.84424,-44.41713,1160.94202
17,0.133,-1212.48926,-112.69634,1351.42126,-1286.55603,-142.87682,1172.75134,-1273.48254,-45.24002,1160.40613
18,0.142,-1206.57898,-114.12286,1351.0033,-1282.87585,-144.49854,1172.74695,-1268.2572,-46.74601,1159.41809
19,0.15,-1202.83496,-115.07343,1349.8717,-1278.33606,-145.74278,1172.41785,-1262.96313,-47.41383,1159.01404
20,0.158,-1196.35767,-114.67372,1349.06824,-1271.76367,-146.29041,1170.04968,-1258.30688,-48.92186,1157.22595
21,0.167,-1190.68408,-115.55894,1347.30212,-1264.96936,-146.35071,1168.3158,-1253.24109,-49.39169,1157.16699
22,0.175,-1185.48401,-118.42925,1346.83643,-1260.33899,-147.67792,1168.88354,-1248.87378,-50.53474,1156.11536
23,0.183,-1179.77515,-119.18987,1345.27258,-1255.91089,-148.60674,1168.06824,-1243.18994,-51.45758,1154.92419
24,0.192,-1176.07141,-120.79569,1345.22424,-1252.04956,-150.36902,1167.63757,-1236.97314,-52.40207,1154.31689
25,0.2,-1167.83972,-120.1278,1342.49902,-1245.28247,-149.7397,1164.38049,-1231.17102,-52.80868,1152.43921
26,0.208,-1163.59741,-122.15472,1341.54871,-1240.18591,-150.47269,1163.42908,-1226.55774,-53.0533,1152.08423
27,0.217,-1157.47241,-122.67519,1340.32153,-1234.26624,-151.90918,1162.29529,-1219.59644,-54.16954,1150.50708
28,0.225,-1152.79382,-124.6085,1339.47095,-1230.25537,-152.56802,1161.37207,-1214.40649,-55.37806,1149.93945
29,0.233,-1148.02283,-125.86021,1338.69885,-1221.79236,-151.15616,1158.27588,-1209.03613,-55.71402,1148.28003
30,0.242,-1142.70178,-126.92867,1335.72241,-1215.80225,-153.16283,1157.91345,-1204.28149,-56.3287,1146.97498
31,0.25,-1138.14709,-128.64371,1335.66699,-1211.05298,-155.28079,1156.61475,-1198.06421,-58.89532,1145.59741
32,0.258,-1130.53748,-129.41891,1334.70471,-1205.3772,-157.0498,1153.76355,-1191.76428,-59.503,1144.14099
33,0.267,-1126.01697,-131.46455,1334.11047,-1197.94482,-157.64441,1153.21179,-1185.80334,-60.85151,1142.69263
34,0.275,-1120.93542,-134.1237,1333.03711,-1191.10474,-158.15581,1152.75769,-1179.68408,-62.48841,1141.94653
35,0.283,-1115.69238,-134.70111,1332.60535,-1185.32788,-160.08818,1152.67334,-1173.48682,-63.72361,1141.22742
36,0.292,-1108.1554,-135.38969,1332.47302,-1180.875,-162.2924,1153.07947,-1167.68262,-65.04047,1141.42529
37,0.3,-1103.92517,-137.47412,1333.20313,-1173.70386,-164.81735,1152.50281,-1161.68347,-67.59889,1141.64648
