Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z,L.Ankle.x,L.Ankle.y,L.Ankle.z,L.Ankle.Medial.x,L.Ankle.Medial.y,L.Ankle.Medial.z
1,0,267.1138,253.11496,304.37808,268.95496,181.93095,59.18523,317.26843,121.04775,115.92611
2,0.008,266.98508,253.1714,304.54465,269.81686,182.94687,59.58255,317.21063,121.75087,116.4085
3,0.017,267.3718,253.43292,304.84982,269.81686,182.94687,59.58255,317.21063,121.75087,116.4085
4,0.025,266.63641,254.15797,304.71686,269.81686,182.94687,59.58255,317.19586,122.3453,116.52834
5,0.033,266.33853,254.74254,304.68338,269.90216,183.18855,59.48928,317.3175,122.60938,116.64931
6,0.042,266.12564,255.37509,304.52713,269.73053,183.28296,59.42958,317.01047,123.02155,116.70134
7,0.05,265.78094,255.81398,304.72845,268.97842,183.86758,59.20929,316.80548,123.30132,116.6127
8,0.058,265.77982,255.66682,304.64075,268.88229,183.7672,58.625,316.65628,123.28634,116.61365
9,0.067,265.86063,255.19859,304.37955,268.80157,183.86316,58.55506,316.15936,123.15071,116.32081
10,0.075,265.37555,254.81601,304.14301,268.60724,183.79599,58.04162,315.81345,123.07551,115.93281
11,0.083,265.15463,254.39598,303.22021,268.41284,183.28806,57.79515,315.76645,122.44671,115.60454
12,0.092,264.79556,253.2997,303.0199,268.81244,182.69797,57.29172,315.75793,121.68309,115.33165
13,0.1,264.61508,253.29431,302.57175,267.85413,182.519,58.05143,315.17606,120.85786,114.8446
14,0.108,264.84155,252.61739,301.87271,267.74698,181.63864,58.10717,315.40527,120.26221,114.2134
15,0.117,264.62582,252.12885,301.84457,267.5304,180.82057,57.94041,315.75717,119.62856,114.03149
16,0.125,264.72,251.99638,301.80447,268.19467,179.76143,56.96361,315.77203,119.43457,113.75687
17,0.133,264.56403,251.69356,301.92056,268.40631,179.4072,56.94511,315.79584,119.24351,113.83998
18,0.142,264.85696,251.78505,302.18085,268.92157,180.06544,57.68703,316.07239,119.15193,114.48138
19,0.15,265.01666,251.36586,302.8324,269.50153,180.55301,58.43568,316.35052,119.70689,114.79707
20,0.158,265.27707,251.52892,303.15891,269.36191,181.04892,58.57322,316.97006,119.74258,114.85423
21,0.167,265.91934,251.25694,303.2757,269.71878,181.34953,58.49188,317.50143,120.45069,115.10729
22,0.175,265.89578,251.63382,303.65656,269.50702,181.36737,58.74533,317.39084,120.55212,115.50874
23,0.183,265.82755,251.87448,304.12845,269.48578,181.25465,58.83936,317.43945,120.854,115.80102
24,0.192,265.41669,252.0988,304.25488,268.95239,181.82332,59.27324,317.37851,120.97778,115.99207
25,0.2,265.63629,252.71008,304.50372,268.97574,181.83115,59.60937,317.33682,121.44472,116.38555
26,0.208,265.80417,253.44165,304.55136,269.03568,182.6783,60.64378,317.21063,121.75087,116.4085
27,0.217,265.78461,253.83716,305.06512,269.45438,182.90733,61.02604,317.30386,122.23394,116.63541
28,0.225,265.77478,254.71933,304.51642,269.29623,182.9052,61.03934,317.42548,122.49801,116.75638
29,0.233,265.63501,255.65834,304.79993,269.31232,183.01433,60.97569,317.47687,122.77475,116.99171
30,0.242,265.63501,255.65834,304.79993,269.37564,183.25299,60.92101,317.23602,123.02562,116.91143
31,0.25,265.83118,255.93277,304.82599,269.23193,183.68118,60.93826,317.34836,123.65173,117.01884
32,0.258,265.83118,255.93277,304.82599,269.66394,183.62738,59.48027,317.10461,123.62025,116.83949
33,0.267,265.57437,256.18152,304.56848,269.07834,183.95717,59.12641,316.82114,123.46635,116.74472
34,0.275,265.03732,256.24881,304.28897,268.95758,184.17963,58.10791,316.2659,123.72141,116.381
