Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,1947.61426,226.65524,1057.0802
2,0.008,1943.33508,226.51442,1056.48352
3,0.017,1938.41699,226.3428,1055.55188
4,0.025,1935.10034,226.26237,1056.53137
5,0.033,1930.53687,226.77711,1054.75781
6,0.042,1925.38318,226.56039,1054.72864
7,0.05,1920.25244,226.97525,1054.19189
8,0.058,1918.0177,228.03697,1052.41907
9,0.067,1912.65784,227.53743,1052.75757
10,0.075,1906.52539,227.54396,1052.40271
11,0.083,1903.96509,229.59285,1050.91052
12,0.092,1898.53308,229.77467,1049.50293
13,0.1,1893.16956,229.45583,1048.98425
14,0.108,1887.01672,230.40605,1047.96094
15,0.117,1883.21057,231.50887,1047.20435
16,0.125,1878.58191,233.10725,1046.43396
17,0.133,1873.43616,233.29974,1043.92957
18,0.142,1867.37976,234.08377,1042.82617
19,0.15,1862.41382,235.19429,1042.62207
20,0.158,1857.8938,235.77565,1040.6405
21,0.167,1852.95544,236.6048,1040.6095
22,0.175,1846.55518,237.06546,1038.48157
23,0.183,1840.82373,237.50659,1036.68433
24,0.192,1837.51208,238.80655,1036.02771
25,0.2,1829.75159,239.74286,1035.00281
26,0.208,1826.1012,242.20627,1033.91956
27,0.217,1820.70654,243.22765,1032.63831
28,0.225,1813.94873,244.22734,1029.93823
29,0.233,1808.47192,246.272,1029.80481
30,0.242,1801.29871,246.84962,1028.11914
31,0.25,1795.81067,248.35616,1026.70715
32,0.258,1789.58167,250.67743,1025.86511
33,0.267,1782.75513,251.66087,1025.71411
34,0.275,1776.42993,252.02899,1024.91602
35,0.283,1767.98584,253.27084,1024.10107
36,0.292,1761.72998,254.85506,1024.08752
37,0.3,1757.46008,257.1543,1023.88898
38,0.308,1751.72656,259.33533,1023.74194
39,0.317,1745.05945,260.25092,1023.88794
40,0.325,1737.79102,261.63989,1024.27881
41,0.333,1731.10681,261.73434,1023.33417
42,0.342,1724.2915,264.95929,1023.60339
43,0.35,1719.24426,266.92856,1025.67847
44,0.358,1712.69397,268.30728,1025.75342
45,0.367,1707.03967,270.18408,1027.49829
46,0.375,1700.19116,270.36295,1027.64917
47,0.383,1692.75671,272.1283,1028.49316
