Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,1929.85168,297.09561,906.55493
2,0.008,1924.97839,297.01093,905.37543
3,0.017,1922.81982,297.92776,905.78644
4,0.025,1916.68066,297.31995,904.85925
5,0.033,1914.88,298.27548,904.52051
6,0.042,1910.28955,298.30499,903.68481
7,0.05,1905.2406,297.504,903.48199
8,0.058,1902.87146,299.34238,902.38885
9,0.067,1897.78479,298.68088,902.02051
10,0.075,1893.37646,299.90857,901.33984
11,0.083,1889.30164,300.08112,899.79279
12,0.092,1884.31055,299.53488,899.31982
13,0.1,1879.78711,299.75064,897.82233
14,0.108,1876.04272,301.80048,897.42365
15,0.117,1869.76599,301.07071,896.63489
16,0.125,1864.91797,301.70804,895.26959
17,0.133,1861.28369,303.15683,894.12
18,0.142,1855.58142,304.05127,892.32117
19,0.15,1851.07227,304.30609,891.5321
20,0.158,1844.46912,304.32547,890.1308
21,0.167,1840.6001,306.74551,889.37158
22,0.175,1834.27795,306.9313,887.86987
23,0.183,1829.40137,307.78632,885.83997
24,0.192,1823.41968,308.5795,884.59839
25,0.2,1816.65906,308.62762,883.14905
26,0.208,1811.31238,310.43494,882.02374
27,0.217,1806.55603,311.56122,880.43005
28,0.225,1800.32922,312.47708,878.39935
29,0.233,1793.1875,314.29468,877.52362
30,0.242,1786.51746,314.56534,876.47137
31,0.25,1779.57349,315.30405,874.85309
32,0.258,1773.53088,316.46658,874.1178
33,0.267,1765.39014,317.82581,872.84015
34,0.275,1759.44019,318.77191,872.57172
35,0.283,1752.21411,318.70486,871.63965
36,0.292,1748.20483,320.81317,871.84277
37,0.3,1740.0874,321.53558,870.81781
38,0.308,1734.30334,322.92902,870.63324
39,0.317,1727.64417,324.20279,870.41547
40,0.325,1721.56128,325.00769,871.64734
41,0.333,1714.00122,325.62158,871.9693
42,0.342,1706.56787,327.08786,871.49402
43,0.35,1699.48242,327.63321,871.94604
44,0.358,1693.01978,328.43481,872.34644
45,0.367,1686.54456,330.69522,873.71417
46,0.375,1679.41296,331.69272,874.13922
47,0.383,1672.979,333.47137,875.40582
48,0.392,1665.58655,335.41507,876.2348
49,0.4,1659.26636,337.08002,876.79132
50,0.408,1650.9375,337.32336,878.85718
51,0.417,1642.71204,338.06369,879.90497
52,0.425,1638.15747,340.79681,880.22089
53,0.433,1631.21411,342.73599,880.97913
54,0.442,1623.46509,344.56305,882.12701
55,0.45,1615.97766,346.358,882.42035
56,0.458,1608.99866,348.25571,883.97827
57,0.467,1602.5426,349.62207,884.9151
58,0.475,1595.2478,352.15704,885.27209
59,0.483,1587.86401,352.79922,885.58264
60,0.492,1580.77893,354.56583,886.62878
61,0.5,1574.5907,356.46619,887.60889
62,0.508,1568.84534,358.80383,888.88965
63,0.517,1561.87537,360.77756,889.1933
64,0.525,1554.93677,362.09146,889.70703
65,0.533,1547.76453,362.59225,889.78253
66,0.542,1540.97559,363.95914,890.72998
67,0.55,1535.8031,366.40915,892.16022
68,0.558,1528.92749,366.46375,891.6875
69,0.567,1522.98035,367.42743,893.14551
70,0.575,1517.44482,369.68079,893.49628
71,0.583,1511.03259,369.78387,893.52124
72,0.592,1504.55286,370.81235,894.37939
73,0.6,1498.16223,371.07806,893.52808
74,0.608,1491.57678,371.80893,894.7077
75,0.617,1487.30188,372.51926,894.59601
76,0.625,1481.99744,372.96173,894.14471
77,0.633,1475.53735,373.89648,895.12054
