Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,1973.41614,18.36941,1331.14819
2,0.008,1967.83447,18.41474,1330.55347
3,0.017,1963.31067,18.88934,1329.8175
4,0.025,1959.59155,19.06676,1329.89417
5,0.033,1954.16016,18.82896,1329.30627
6,0.042,1948.94153,19.81639,1329.08191
7,0.05,1944.78345,19.775,1328.42603
8,0.058,1939.20032,20.57583,1327.68372
9,0.067,1934.27661,21.21484,1326.98682
10,0.075,1929.81653,22.17122,1326.52576
11,0.083,1924.88623,23.02277,1326.11255
12,0.092,1919.85046,22.72065,1324.80054
13,0.1,1915.07678,23.25039,1323.9668
14,0.108,1909.9762,24.95314,1323.177
15,0.117,1904.81165,26.14262,1322.76184
16,0.125,1899.77478,27.82902,1321.57349
17,0.133,1895.245,27.65606,1320.41455
18,0.142,1890.24988,29.43363,1319.50659
19,0.15,1885.26184,31.85125,1319.11865
20,0.158,1880.01111,32.88474,1318.07007
21,0.167,1874.50403,33.32775,1316.49048
22,0.175,1869.45947,34.02136,1315.73804
23,0.183,1864.35693,36.15044,1314.45349
24,0.192,1859.22559,38.23521,1314.40552
25,0.2,1853.41113,38.48198,1312.70251
26,0.208,1848.39453,40.72519,1312.10754
27,0.217,1842.8877,43.97441,1311.10742
28,0.225,1837.41394,44.48314,1310.10938
29,0.233,1832.58435,46.26585,1308.79297
30,0.242,1827.19336,47.83549,1307.60339
31,0.25,1821.5127,50.71683,1307.65723
32,0.258,1815.08362,52.37504,1306.54321
33,0.267,1809.66492,53.82478,1306.30737
34,0.275,1803.56824,56.11337,1306.82031
35,0.283,1798.29248,58.7449,1306.09937
36,0.292,1792.34277,60.53581,1306.61548
37,0.3,1786.80945,61.97423,1306.54663
38,0.308,1781.08057,64.70961,1307.01733
39,0.317,1776.09143,66.74541,1306.58569
40,0.325,1769.5387,68.00213,1307.79736
41,0.333,1765.00488,70.64153,1308.21228
42,0.342,1758.96863,73.26962,1309.84595
43,0.35,1753.99988,75.19968,1310.54883
44,0.358,1748.47571,76.14964,1312.23022
45,0.367,1743.28162,78.77927,1313.01074
46,0.375,1737.9165,80.88699,1313.63953
47,0.383,1731.96582,83.33496,1314.73645
48,0.392,1726.40808,85.44247,1315.98303
49,0.4,1720.94153,87.36087,1316.37
50,0.408,1715.38477,88.66245,1317.45068
51,0.417,1710.39526,90.63741,1317.71545
52,0.425,1704.62598,92.42831,1319.63269
53,0.433,1698.59143,95.43411,1320.27344
54,0.442,1693.67139,97.21434,1321.32397
55,0.45,1687.89929,98.74124,1322.3446
56,0.458,1683.22119,101.25256,1322.73975
57,0.467,1677.15686,102.85999,1323.24158
58,0.475,1672.34729,103.75185,1323.54688
59,0.483,1666.46045,106.16154,1324.31018
60,0.492,1660.5647,107.98019,1324.81116
61,0.5,1657.24658,109.2546,1325.91675
62,0.508,1650.45496,109.97392,1326.17798
63,0.517,1645.22156,111.18864,1326.61072
64,0.525,1639.87842,113.15958,1327.26086
65,0.533,1634.38538,114.87418,1327.97742
66,0.542,1629.21643,115.33952,1328.32166
67,0.55,1625.25244,116.77576,1328.35022
68,0.558,1618.22998,117.6596,1329.52588
69,0.567,1614.20972,117.96982,1330.58984
70,0.575,1609.74805,119.78822,1330.07117
71,0.583,1603.13696,120.09114,1331.45496
72,0.592,1598.9812,120.61787,1331.03394
73,0.6,1593.61646,122.8251,1331.37024
74,0.608,1588.47839,123.36232,1332.03943
75,0.617,1583.34192,124.38291,1332.10413
76,0.625,1579.14697,124.32352,1332.5387
77,0.633,1573.60059,124.82651,1332.13977
78,0.642,1568.44873,125.7,1332.03784
79,0.65,1564.64551,125.70541,1331.39917
