Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,2015.66101,-5.56365,1257.00964,1910.12756,171.84547,1204.33948
2,0.008,2011.42346,-5.55932,1255.94446,1907.22131,172.07883,1203.46411
3,0.017,2006.50476,-5.18668,1255.54114,1902.15625,172.83376,1203.90015
4,0.025,2002.08154,-6.30366,1255.25818,1898.28638,174.08531,1202.79175
5,0.033,1997.05432,-5.55341,1255.27344,1893.42468,172.35771,1202.66016
6,0.042,1992.65649,-5.32245,1254.89246,1887.88647,172.50478,1201.78613
7,0.05,1988.44849,-4.28976,1253.98132,1884.11951,174.30206,1201.02563
8,0.058,1982.46313,-3.5676,1253.9834,1880.00305,174.8632,1200.36609
9,0.067,1978.12305,-3.01914,1253.1604,1874.12329,174.99686,1200.02954
10,0.075,1973.13586,-3.01337,1252.6781,1870.33643,176.80157,1199.26721
11,0.083,1968.06677,-2.18492,1251.47034,1864.30518,177.74191,1198.38318
12,0.092,1963.57532,-0.62552,1251.62915,1861.21948,177.53813,1196.78369
13,0.1,1958.12195,-0.64503,1250.29688,1856.38684,179.19757,1195.87231
14,0.108,1953.48083,0.4114,1249.81946,1849.64417,177.82454,1194.94946
15,0.117,1948.66016,1.46902,1248.52954,1843.5531,178.77347,1194.05505
16,0.125,1944.04797,2.65386,1248.07349,1840.2251,179.19235,1193.04895
17,0.133,1939.14063,3.8954,1247.16541,1835.65881,181.78084,1192.27039
18,0.142,1933.29163,4.52122,1246.1499,1830.26392,181.97461,1191.38025
19,0.15,1928.67896,5.43007,1245.00696,1824.19006,182.80652,1189.52478
20,0.158,1923.26868,6.63553,1243.84888,1818.45679,183.95905,1189.49365
21,0.167,1918.29236,8.36944,1243.33276,1814.32825,184.53517,1188.30518
22,0.175,1913.38306,9.21626,1241.95105,1808.86194,186.48386,1186.90076
23,0.183,1907.74207,11.56938,1241.45728,1803.43018,187.85089,1184.42297
24,0.192,1901.52478,12.88506,1239.76709,1797.71863,189.66884,1182.96558
25,0.2,1896.84924,14.61698,1239.23206,1792.53821,190.17867,1183.1377
26,0.208,1891.88684,15.89355,1237.771,1786.02173,191.21185,1182.05823
27,0.217,1886.36707,17.31124,1236.58752,1780.99268,191.32178,1180.09827
