Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,1834.72058,30.36791,1309.65088
2,0.008,1827.83057,30.60747,1309.14307
3,0.017,1824.76318,31.02379,1308.91333
4,0.025,1819.97205,31.56895,1307.23962
5,0.033,1814.70483,32.02781,1306.35425
6,0.042,1810.02991,32.06174,1306.6947
7,0.05,1805.88794,32.17204,1306.04309
8,0.058,1799.9375,32.29501,1304.5946
9,0.067,1795.86316,33.20433,1303.51135
10,0.075,1790.2854,34.04677,1302.82825
11,0.083,1786.35303,34.448,1302.57654
12,0.092,1779.16504,35.65789,1301.08264
13,0.1,1777.05762,35.21485,1300.78845
14,0.108,1770.34436,37.49377,1299.93237
15,0.117,1766.5946,37.59741,1299.56226
16,0.125,1761.3689,38.08261,1298.02112
17,0.133,1755.54346,40.59148,1297.51379
18,0.142,1751.76294,40.9213,1296.77686
19,0.15,1746.14783,42.41798,1296.35718
20,0.158,1739.77283,43.80289,1294.70618
21,0.167,1736.56201,43.65637,1294.44031
22,0.175,1730.35229,45.61075,1293.25
23,0.183,1724.10535,47.59212,1292.07813
24,0.192,1719.92358,48.34537,1291.38354
25,0.2,1714.37024,49.68033,1290.38074
26,0.208,1707.31445,52.0085,1289.32385
27,0.217,1702.74744,52.48242,1288.88611
28,0.225,1698.83813,53.67982,1288.16602
29,0.233,1691.3717,56.48456,1287.10706
30,0.242,1685.70374,58.43727,1286.27124
31,0.25,1681.87708,59.7594,1285.98865
32,0.258,1675.88672,60.8266,1285.10547
33,0.267,1668.81458,62.50964,1284.18079
34,0.275,1663.25732,64.54842,1284.15613
35,0.283,1658.67346,66.63553,1284.09778
36,0.292,1652.38306,67.71377,1283.25977
37,0.3,1646.61951,68.51797,1283.41199
38,0.308,1641.18701,70.96266,1284.10034
39,0.317,1634.63806,74.84115,1285.43359
40,0.325,1630.20483,75.5635,1286.10522
41,0.333,1623.66284,76.89784,1286.24438
42,0.342,1618.42627,78.50306,1288.37024
43,0.35,1613.50537,81.1498,1289.1792
44,0.358,1606.91553,82.82939,1290.10803
45,0.367,1601.78125,84.93948,1292.36182
46,0.375,1595.94861,86.6732,1293.7085
47,0.383,1591.48511,88.49624,1294.62671
48,0.392,1584.95471,90.28045,1296.58569
49,0.4,1579.08142,90.89295,1297.89917
50,0.408,1574.3075,93.12452,1298.54749
51,0.417,1569.00159,94.47528,1299.96472
52,0.425,1563.23584,96.8678,1300.64685
53,0.433,1557.57202,97.16165,1301.94702
54,0.442,1552.32703,99.03792,1302.89136
55,0.45,1546.80811,99.98608,1303.79688
56,0.458,1542.20325,102.66685,1304.83325
57,0.467,1536.50208,102.24368,1304.55237
58,0.475,1531.13379,103.63291,1304.68127
59,0.483,1525.01416,105.62526,1305.89954
60,0.492,1519.79578,105.89484,1306.74536
61,0.5,1514.75037,107.2816,1306.84277
62,0.508,1509.4292,108.098,1307.64551
63,0.517,1503.93323,109.02216,1307.63245
64,0.525,1498.73596,108.10478,1307.24048
65,0.533,1493.6427,109.78254,1308.11597
66,0.542,1489.11755,109.78522,1307.46912
67,0.55,1483.61316,110.7275,1307.47424
68,0.558,1477.79614,111.36048,1306.97095
69,0.567,1473.35144,112.00635,1307.36072
70,0.575,1468.15308,112.2952,1307.98669
71,0.583,1461.92664,113.03748,1308.83887
72,0.592,1458.12805,112.99974,1309.45581
73,0.6,1452.45337,114.52468,1308.75244
74,0.608,1446.96265,113.7982,1308.8905
75,0.617,1442.53589,114.51162,1309.60205
76,0.625,1437.82092,114.89156,1309.47412
77,0.633,1432.81372,115.57348,1308.83765
78,0.642,1429.14685,116.08971,1308.61194
79,0.65,1423.04871,116.65028,1309.08337
80,0.658,1418.30078,115.54583,1308.9248
81,0.667,1413.6189,116.24484,1308.64441
82,0.675,1408.84143,116.48129,1308.43909
83,0.683,1404.74365,116.4378,1308.37109
84,0.692,1399.31604,116.31905,1308.47864
85,0.7,1394.48828,116.239,1307.52966
86,0.708,1390.24792,116.61634,1306.82898
87,0.717,1385.69849,116.01862,1306.36426
88,0.725,1380.62842,115.32018,1305.15991
89,0.733,1375.34741,115.67002,1304.85632
90,0.742,1370.40247,114.69737,1304.05103
