Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,1880.42627,356.78983,858.88617
2,0.008,1877.27795,357.96243,858.82947
3,0.017,1874.64465,358.50861,858.65381
4,0.025,1870.73181,359.04105,858.3374
5,0.033,1865.39709,358.15045,857.25909
6,0.042,1862.83948,357.84656,857.56104
7,0.05,1857.62781,358.46429,856.50024
8,0.058,1855.09875,359.66919,855.28558
9,0.067,1849.29895,360.45551,854.84564
10,0.075,1847.90881,360.2865,853.66327
11,0.083,1841.71423,360.48853,852.77374
12,0.092,1837.5166,361.49695,851.9541
13,0.1,1834.07788,361.24316,849.742
14,0.108,1827.41565,362.43222,848.47144
15,0.117,1825.43481,364.15875,848.49365
16,0.125,1820.68982,364.1373,847.75458
17,0.133,1814.05371,363.70624,846.0918
18,0.142,1810.74268,364.53839,844.78821
19,0.15,1805.17029,365.54703,843.43494
20,0.158,1798.92358,366.45749,841.87311
21,0.167,1796.03101,368.41971,840.24792
22,0.175,1789.85437,368.82425,839.08929
23,0.183,1783.02539,368.02899,838.29022
24,0.192,1776.95972,368.85181,836.29883
25,0.2,1770.81494,370.46191,834.96051
26,0.208,1764.02686,369.99606,832.94482
27,0.217,1756.55225,370.36066,830.86066
28,0.225,1753.88293,372.57443,829.76233
29,0.233,1747.58655,373.93048,829.04156
30,0.242,1740.68359,376.16806,828.74292
31,0.25,1734.42407,375.49966,825.52356
32,0.258,1728.08069,375.3847,824.68201
33,0.267,1721.13538,377.12543,823.19409
34,0.275,1715.27954,378.19504,823.54718
35,0.283,1707.9729,377.56241,822.67609
36,0.292,1701.27832,379.48468,822.25098
37,0.3,1694.49158,381.35474,821.74878
38,0.308,1687.23132,382.22607,820.69385
39,0.317,1679.94434,381.92807,820.54358
40,0.325,1673.13525,383.11044,820.70935
41,0.333,1666.77209,384.50677,821.03607
42,0.342,1656.84131,382.87952,820.13684
43,0.35,1649.0769,384.39249,821.12177
44,0.358,1642.17017,385.48123,822.83716
45,0.367,1635.81177,385.91028,823.80212
46,0.375,1628.69897,386.88068,824.93219
47,0.383,1621.56689,388.94327,825.40845
48,0.392,1611.39697,387.47528,825.4201
49,0.4,1600.3761,391.44522,825.15033
50,0.408,1596.48096,391.90497,827.5448
51,0.417,1590.01587,392.59747,829.0473
52,0.425,1583.12695,393.44089,829.99725
53,0.433,1575.67456,395.82358,830.95325
54,0.442,1568.87927,397.45422,832.38574
55,0.45,1562.62549,399.25366,833.95453
56,0.458,1552.49951,398.51285,834.46698
57,0.467,1545.44348,401.38257,834.02356
58,0.475,1538.32947,403.3504,835.90045
59,0.483,1531.27673,405.51978,836.69708
60,0.492,1523.96863,407.64203,838.36481
61,0.5,1515.43262,408.6553,837.63525
62,0.508,1511.21313,410.01254,839.47705
63,0.517,1504.28418,412.39685,839.73706
64,0.525,1497.70117,413.77225,840.18872
65,0.533,1490.76294,413.73788,841.56146
66,0.542,1481.92126,413.82779,842.47986
67,0.55,1475.21191,416.07489,844.29498
68,0.558,1470.0918,416.99368,844.76038
69,0.567,1463.33289,415.84863,844.99731
70,0.575,1457.33655,417.13596,845.11188
71,0.583,1450.76575,419.02054,846.04852
72,0.592,1444.22009,418.0481,846.01752
73,0.6,1438.38672,418.86066,846.36493
74,0.608,1430.50623,421.46222,845.54993
75,0.617,1426.35278,418.70023,847.45001
76,0.625,1418.2373,419.60382,847.47992
77,0.633,1413.18213,420.42557,847.14929
78,0.642,1405.18274,421.7695,846.54596
79,0.65,1399.5564,421.34039,847.13281
80,0.658,1394.06104,422.7767,846.19708
81,0.667,1388.56421,422.28113,846.89807
82,0.675,1385.2334,420.21783,846.95386
83,0.683,1380.22534,420.97388,846.76337
84,0.692,1373.67712,422.41895,844.29095
85,0.7,1367.20178,421.41968,843.40778
86,0.708,1362.50073,421.17032,844.03137
87,0.717,1359.20471,419.05042,843.93274
88,0.725,1354.81641,418.02661,842.71271
89,0.733,1350.25488,418.35934,841.50354
90,0.742,1345.0675,417.96237,841.4668
91,0.75,1340.26929,417.28534,840.6275
92,0.758,1335.61682,417.37863,840.17023
93,0.767,1328.86304,416.82242,838.77966
94,0.775,1326.84888,414.66971,837.68518
95,0.783,1321.03918,415.41226,836.77673
96,0.792,1316.1637,413.68893,835.76941
97,0.8,1311.45715,413.58313,834.99164
98,0.808,1307.66162,412.24597,834.08295
99,0.817,1300.98389,413.24039,832.56506
100,0.825,1296.85889,412.44818,831.51099
101,0.833,1292.04382,410.35815,831.3222
102,0.842,1289.22791,407.50754,831.85614
103,0.85,1284.54211,408.54471,830.59631
104,0.858,1279.84131,406.73209,829.70135
105,0.867,1275.38269,405.61658,827.78973
106,0.875,1271.03552,404.51276,827.75818
107,0.883,1265.48889,403.83008,827.57562
108,0.892,1261.78687,403.37915,826.9054
109,0.9,1255.8374,402.06924,825.98474
110,0.908,1251.02515,401.53394,825.40912
111,0.917,1246.32605,400.75513,825.42505
112,0.925,1241.83154,399.55942,824.81323
113,0.933,1238.75623,399.67761,824.96698
114,0.942,1234.302,398.43451,824.73895
115,0.95,1229.93311,396.82391,824.0863
116,0.958,1224.75513,396.15915,824.64191
117,0.967,1220.57141,394.18829,824.29663
118,0.975,1216.22546,393.90106,824.46606
119,0.983,1211.12793,391.95413,825.09918
120,0.992,1206.74097,390.69122,826.13263
121,1,1201.44006,389.53891,826.89935
122,1.008,1196.93286,388.83661,827.44727
123,1.017,1192.08472,387.66409,828.87299
124,1.025,1187.51477,386.84296,829.77295
125,1.033,1182.31714,386.20963,830.0246
126,1.042,1177.83728,384.23431,830.90894
127,1.05,1173.39185,383.40189,832.7876
128,1.058,1167.81995,381.02927,833.94086
129,1.067,1163.99585,379.49295,835.18451
130,1.075,1159.84045,376.90186,836.27905
131,1.083,1155.25415,376.69925,837.86005
132,1.092,1149.5094,374.39697,838.65363
133,1.1,1146.18054,374.68036,840.13495
134,1.108,1141.2373,372.46994,841.6192
135,1.117,1137.07678,371.55276,842.7002
136,1.125,1133.6936,370.75427,843.61609
137,1.133,1128.70654,368.24905,844.68585
138,1.142,1124.26965,368.13251,845.40308
139,1.15,1120.18347,364.75983,845.90131
140,1.158,1117.59521,364.08893,846.54077
141,1.167,1112.79431,363.63562,848.15167
142,1.175,1107.58508,362.46368,847.55579
143,1.183,1104.46619,361.91141,848.26154
144,1.192,1100.26733,361.17709,848.17395
145,1.2,1096.53284,359.51212,848.77698
146,1.208,1092.59766,357.42947,848.94366
147,1.217,1087.89063,356.2991,848.31763
148,1.225,1083.99182,356.19852,848.88452
149,1.233,1080.97339,354.06818,849.84222
150,1.242,1077.03186,352.95044,850.24268
151,1.25,1073.54321,352.90564,850.03662
152,1.258,1069.41187,351.19742,850.99927
153,1.267,1066.52173,350.1665,850.82855
154,1.275,1062.67822,350.47195,851.42896
155,1.283,1058.89697,348.85699,851.49518
156,1.292,1055.70801,348.56958,852.18359
157,1.3,1051.56616,348.59637,853.19043
158,1.308,1049.27905,348.04846,853.41724
159,1.317,1045.54419,347.26111,852.86749
160,1.325,1042.32861,347.12665,853.42969
161,1.333,1039.03052,347.47983,853.26959
162,1.342,1036.05127,347.17313,852.68341
163,1.35,1033.07458,347.85345,852.68231
164,1.358,1029.75073,346.57932,852.59338
165,1.367,1025.92432,347.99185,852.93311
166,1.375,1023.54602,348.3129,853.26129
167,1.383,1020.21069,347.81497,853.22644
168,1.392,1016.59833,350.57416,853.58051
169,1.4,1014.0083,351.13037,853.53107
170,1.408,1010.46838,350.96384,853.29596
171,1.417,1006.22247,351.4675,853.44305
172,1.425,1003.17981,351.76733,851.50421
173,1.433,998.83307,352.70575,851.56305
174,1.442,996.47351,352.69754,851.63287
175,1.45,991.49084,352.40961,851.31116
176,1.458,988.50812,353.59781,851.47626
177,1.467,984.95325,355.47128,850.57965
178,1.475,980.41937,356.54086,849.33557
179,1.483,975.71173,356.36752,848.79791
180,1.492,971.21722,357.33469,848.31799
181,1.5,967.40027,358.28519,847.91089
182,1.508,962.4823,359.21439,847.06464
183,1.517,956.31891,359.64703,845.55255
184,1.525,952.76532,360.59528,844.54218
185,1.533,947.62006,363.05011,844.07739
186,1.542,942.02991,363.09439,842.74066
187,1.55,937.45197,364.89273,842.08643
188,1.558,932.04578,365.83893,840.42181
189,1.567,925.46527,365.3674,839.22009
190,1.575,920.05011,368.27365,838.64038
191,1.583,913.76147,369.659,837.09558
192,1.592,907.44617,369.80063,835.49646
193,1.6,901.50494,371.26352,834.34613
194,1.608,894.91693,372.79587,832.82861
195,1.617,888.80005,371.79678,831.15704
196,1.625,882.62006,374.79559,830.4093
197,1.633,874.71454,376.12085,829.95868
198,1.642,869.54431,376.9537,828.53168
199,1.65,861.4599,376.96481,828.30383
200,1.658,854.81323,377.8338,827.47809
201,1.667,847.12024,379.12393,827.07166
202,1.675,840.2251,380.29971,827.29474
203,1.683,831.73938,380.57971,826.76819
204,1.692,825.22437,381.47034,826.97131
205,1.7,818.21069,382.13849,827.05225
206,1.708,810.24286,383.05081,828.26654
207,1.717,801.88623,382.98743,828.38141
208,1.725,794.73718,385.388,829.8512
209,1.733,786.11719,385.8833,830.78088
210,1.742,778.24713,386.806,831.28711
211,1.75,770.85492,386.08344,831.41248
212,1.758,763.25684,388.38834,833.36914
213,1.767,754.62878,390.01334,833.49023
214,1.775,746.62061,390.6741,834.79633
215,1.783,738.58502,391.06348,834.93018
216,1.792,731.14587,391.60422,836.02252
217,1.8,722.47186,393.87384,836.69324
218,1.808,714.26501,395.92987,838.84875
219,1.817,707.20239,396.62347,839.6261
220,1.825,699.72516,397.1897,840.31891
221,1.833,690.71576,399.61343,840.81793
222,1.842,682.47955,401.46075,842.14435
223,1.85,674.60925,403.4407,842.96478
224,1.858,667.77112,404.75217,844.7442
225,1.867,660.02155,406.75436,845.54303
226,1.875,651.14227,407.18359,845.6059
227,1.883,643.29999,407.88678,847.28125
228,1.892,635.92944,409.65179,847.87994
229,1.9,628.48901,411.08005,849.57202
230,1.908,619.92365,411.4744,850.04095
231,1.917,613.13135,412.15881,850.61377
232,1.925,606.01208,412.47394,850.56207
233,1.933,596.84595,413.22604,851.50964
234,1.942,591.42487,414.67184,852.59955
235,1.95,583.82867,414.65765,853.8894
236,1.958,576.04169,415.46408,854.62268
237,1.967,568.77454,414.97586,854.10229
238,1.975,562.94238,414.89099,855.35596
239,1.983,554.54199,415.79593,855.13904
240,1.992,548.61499,414.64948,854.92792
241,2,541.28833,415.85339,855.47888
242,2.008,533.11169,414.7652,855.34485
243,2.017,528.18646,414.17914,855.15045
244,2.025,520.2879,415.36154,856.53986
245,2.033,515.3938,415.21777,856.31134
246,2.042,507.159,415.51221,855.67877
247,2.05,501.44397,413.96118,854.90338
248,2.058,495.0163,414.22302,855.2179
249,2.067,488.67273,412.66568,854.74969
250,2.075,482.63684,411.10474,853.02875
251,2.083,476.47101,410.4971,852.24994
252,2.092,471.18906,410.66809,851.72858
253,2.1,464.34515,408.88809,850.93994
254,2.108,459.55518,407.96948,851.16681
255,2.117,452.96555,407.80597,850.78082
256,2.125,447.54974,405.15427,848.73773
257,2.133,441.62854,404.35605,847.28485
258,2.142,437.65677,403.00809,847.05579
259,2.15,430.92856,402.6022,846.25525
260,2.158,425.49268,401.83951,844.92627
261,2.167,419.63605,400.40244,843.81549
262,2.175,414.52246,398.68869,842.80725
263,2.183,409.80875,397.41309,842.15308
