Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1826.38135,-161.76987,1311.61646,1903.19128,119.76128,1315.50513,1878.62366,-251.76335,1310.96729
2,0.008,1821.42419,-161.61737,1310.09277,1898.57776,119.48928,1314.77637,1873.22754,-251.00044,1310.67444
3,0.017,1817.42456,-161.08128,1310.36743,1893.46582,119.63896,1314.26135,1868.65723,-251.25359,1310.02991
4,0.025,1812.50403,-161.7887,1309.53931,1888.35254,120.51896,1313.61316,1863.59045,-250.95425,1309.39734
5,0.033,1808.08313,-161.41422,1308.49524,1884.50378,121.52709,1313.38928,1858.27759,-249.79031,1309.45801
6,0.042,1803.86011,-162.0072,1309.12207,1879.5365,121.17843,1312.46875,1854.72827,-250.03296,1309.4436
7,0.05,1797.62219,-160.19908,1307.68799,1874.64258,120.65748,1311.9491,1849.18677,-250.23112,1308.13208
8,0.058,1793.93994,-161.1255,1307.61755,1868.54602,121.27364,1310.51843,1844.72839,-248.92374,1307.84973
9,0.067,1788.03857,-159.20039,1307.19238,1865.20618,122.61352,1309.93311,1840.8877,-249.42244,1307.51843
10,0.075,1785.69397,-159.99931,1306.75867,1859.8114,124.75317,1309.24841,1835.97058,-247.60101,1307.04883
11,0.083,1777.59595,-159.22745,1305.85889,1855.07886,124.32881,1308.44202,1830.27686,-247.13138,1306.15442
12,0.092,1774.35596,-158.83685,1305.93311,1849.30383,124.37334,1307.08447,1825.98267,-246.9453,1306.1864
13,0.1,1768.97424,-157.14264,1304.77417,1845.88867,125.53967,1306.66553,1821.30505,-246.96193,1305.4502
14,0.108,1765.12097,-155.50165,1303.5188,1841.63806,126.51783,1305.34314,1816.74646,-245.89137,1304.88574
15,0.117,1758.87134,-156.71591,1302.80249,1835.17419,127.26474,1305.45837,1811.80139,-244.29816,1304.51172
16,0.125,1754.88354,-154.80096,1302.79761,1830.15588,127.58488,1304.46191,1806.95984,-243.5509,1304.29932
17,0.133,1749.78064,-153.49835,1303.14197,1826.11157,129.42218,1302.74414,1802.64307,-242.59734,1303.49976
18,0.142,1744.97974,-151.67993,1301.61377,1821.48376,131.43202,1301.78076,1796.776,-241.41316,1302.90955
19,0.15,1740.59009,-151.71596,1301.43542,1817.02429,132.74869,1300.89722,1793.68018,-240.98779,1302.31641
20,0.158,1733.94751,-150.77373,1299.52161,1809.52759,133.28854,1299.8302,1787.53308,-238.95535,1301.33679
21,0.167,1729.75854,-149.91177,1300.25134,1804.54956,135.08502,1298.89771,1782.53955,-236.51205,1300.0658
22,0.175,1725.34656,-147.37343,1298.73584,1800.55322,136.57616,1297.48596,1779.00476,-236.89624,1300.15515
23,0.183,1719.62512,-145.97844,1298.86487,1794.5354,136.78763,1297.36914,1772.97119,-234.66182,1299.35181
24,0.192,1713.86621,-146.44502,1297.95862,1789.1106,139.08423,1296.35828,1768.54626,-233.83382,1298.849
25,0.2,1709.66467,-144.41614,1297.29468,1783.07532,141.07428,1293.71057,1762.68274,-230.96811,1298.6842
26,0.208,1703.91309,-142.8707,1296.80908,1778.09595,142.51207,1293.73315,1758.12988,-230.13313,1297.77307
27,0.217,1699.69617,-140.5731,1295.99915,1772.32678,143.89865,1291.94299,1753.80408,-229.49622,1296.82874
28,0.225,1693.99475,-139.06366,1295.65088,1766.23047,145.28606,1290.36755,1748.41528,-227.33215,1296.80615
29,0.233,1687.8429,-138.53766,1294.48975,1759.92224,146.95975,1289.01917,1742.72693,-224.91025,1296.9248
30,0.242,1683.58606,-135.97107,1294.18958,1754.42383,148.49203,1288.25696,1737.9231,-224.57445,1295.18835
31,0.25,1677.70459,-134.9964,1294.43762,1750.4104,150.52083,1287.64636,1733.60999,-223.44724,1295.74609
32,0.258,1671.23022,-132.15932,1293.87048,1744.93213,152.58434,1286.94495,1727.79956,-220.75726,1296.57446
33,0.267,1668.11072,-131.66731,1294.69031,1739.06372,155.12019,1285.51355,1722.2561,-220.19695,1296.14038
34,0.275,1660.79138,-129.67798,1293.51123,1731.67139,155.57884,1285.9469,1716.06042,-218.03577,1296.40674
35,0.283,1654.20996,-127.49518,1293.90894,1727.35535,157.75601,1285.41174,1710.32788,-214.78178,1296.29639
36,0.292,1649.19617,-125.64436,1294.21753,1720.32581,160.54413,1285.64392,1704.24683,-212.59181,1297.67297
37,0.3,1643.98303,-122.81734,1294.76721,1714.99829,161.50426,1286.07324,1698.4104,-210.65129,1297.9198
38,0.308,1638.9563,-121.94975,1295.70227,1708.31641,163.15337,1285.8949,1693.90259,-209.84328,1298.10364
39,0.317,1632.70862,-119.78505,1296.55615,1703.2135,165.99236,1286.85962,1689.04395,-207.51521,1298.43176
40,0.325,1627.69604,-117.97665,1297.41406,1697.62488,168.56575,1287.17371,1683.71362,-205.88063,1299.4126
41,0.333,1622.30664,-116.39753,1297.99097,1692.33337,169.7485,1287.77026,1677.99609,-202.44183,1300.65088
42,0.342,1617.24207,-114.5236,1299.15088,1687.17859,172.29257,1288.21667,1673.35547,-202.61891,1301.64783
43,0.35,1612.12341,-112.79901,1301.02307,1680.35657,172.84265,1288.93604,1668.85657,-200.25772,1303.1283
44,0.358,1607.25232,-110.86712,1301.94165,1673.14624,174.41682,1290.49719,1663.60229,-198.92441,1304.96631
45,0.367,1601.75171,-109.42897,1303.88806,1667.56262,176.86327,1291.79614,1658.97827,-196.56895,1305.98755
46,0.375,1597.91553,-107.28077,1305.22412,1662.6814,178.86447,1292.50964,1654.08606,-194.47552,1306.14954
47,0.383,1591.77893,-104.4903,1306.68286,1657.17053,180.21333,1293.63745,1648.39258,-191.42786,1308.16089
48,0.392,1586.36865,-103.58616,1308.62231,1652.25903,182.99513,1295.58289,1644.41919,-189.76003,1311.0481
49,0.4,1582.56116,-101.82964,1309.98779,1646.09131,185.81911,1296.70581,1640.39966,-188.75592,1312.17175
50,0.408,1577.21655,-99.6048,1310.73584,1641.75793,187.19223,1297.62561,1635.62109,-185.73039,1314.15747
51,0.417,1570.93408,-98.53749,1313.48865,1634.77148,187.11174,1298.60449,1630.34766,-184.03555,1314.83752
52,0.425,1567.61279,-96.96014,1314.13928,1631.34497,189.39879,1299.82935,1627.50098,-183.36601,1314.8075
53,0.433,1562.34192,-95.47903,1315.42603,1624.19263,192.45229,1300.0824,1623.19739,-181.49608,1316.82434
54,0.442,1558.11353,-93.91611,1316.6134,1616.88733,193.2906,1302.30676,1617.57214,-179.17296,1317.27344
55,0.45,1552.36743,-92.5883,1317.65674,1611.63525,194.75479,1303.12805,1612.95374,-178.47826,1317.88623
56,0.458,1548.31458,-91.55414,1318.82458,1607.89185,196.06114,1303.19189,1609.89124,-177.81769,1319.90991
57,0.467,1544.03772,-91.41982,1319.03662,1600.73303,196.49196,1303.30566,1605.06055,-174.96648,1320.19946
58,0.475,1539.57642,-89.50537,1319.07813,1595.02466,198.39406,1303.9187,1599.96545,-173.74118,1321.27722
59,0.483,1535.12939,-87.35883,1319.34009,1589.44702,199.76175,1305.96936,1597.02209,-172.95596,1322.37781
60,0.492,1530.99841,-86.6665,1321.01343,1583.02917,202.07106,1305.86145,1592.3468,-171.66313,1321.30615
61,0.5,1523.88025,-85.8537,1321.24548,1577.02905,202.25093,1305.37439,1585.86096,-169.74022,1322.68774
62,0.508,1519.8988,-86.13467,1321.29602,1570.10229,202.44545,1305.8606,1582.10791,-169.50096,1323.18604
63,0.517,1515.95129,-84.55894,1320.9259,1564.68274,204.16411,1306.25562,1577.78772,-168.15231,1323.25134
64,0.525,1510.17834,-83.76627,1321.448,1559.21912,205.51659,1305.99219,1572.33972,-166.54527,1323.97974
65,0.533,1505.59497,-81.86005,1321.83423,1554.30505,207.20442,1307.0741,1569.16565,-166.3806,1323.56213
66,0.542,1501.34363,-80.93438,1321.72778,1548.56885,207.64308,1307.92932,1564.38733,-166.64925,1324.1261
67,0.55,1496.30042,-81.78886,1321.68958,1542.15833,207.94858,1308.30017,1558.28662,-163.48065,1325.31592
68,0.558,1491.56421,-79.71829,1322.65112,1536.47192,208.64267,1308.71143,1554.5415,-163.38884,1325.69202
69,0.567,1487.81458,-78.75889,1322.9198,1531.05066,210.3399,1308.61536,1549.43396,-163.20128,1325.23499
70,0.575,1482.68396,-78.88411,1323.0498,1525.06775,210.13609,1310.65466,1544.88123,-162.50841,1324.92224
71,0.583,1478.29407,-77.91959,1323.13586,1519.60986,209.55234,1310.30981,1541.50403,-161.84482,1326.51477
72,0.592,1474.14417,-77.57944,1323.03479,1514.96533,212.2124,1310.03406,1535.99854,-160.88342,1326.72144
73,0.6,1469.4126,-76.55663,1322.38159,1510.53857,213.17064,1310.08276,1531.13062,-159.34021,1327.40955
74,0.608,1463.9823,-77.13319,1322.24268,1504.62671,213.06526,1310.54541,1528.63049,-160.62177,1327.19934
75,0.617,1460.24182,-75.62291,1323.45374,1499.09387,213.05722,1309.78589,1522.83948,-158.36009,1326.70056
76,0.625,1456.2251,-76.64156,1324.15967,1493.64441,214.16573,1311.04675,1520.22876,-159.30966,1326.87732
77,0.633,1452.27319,-75.79308,1324.01721,1490.43396,215.004,1311.68445,1514.75952,-157.72179,1327.38672
78,0.642,1448.53748,-75.05726,1323.56909,1483.84277,215.11525,1310.34534,1512.43701,-158.59125,1326.82861
79,0.65,1442.30139,-76.14276,1323.97839,1479.17737,215.0835,1310.7771,1506.69653,-158.20988,1326.4751
80,0.658,1438.19177,-76.12889,1321.89075,1474.52588,214.85829,1310.1366,1501.31519,-156.37,1326.96948
81,0.667,1433.61536,-75.01066,1322.74036,1470.11279,216.3063,1310.38928,1498.39063,-156.62802,1326.57678
82,0.675,1431.18665,-75.15762,1322.47644,1463.7926,214.02092,1310.422,1494.53845,-157.60858,1326.63538
83,0.683,1423.76123,-75.41163,1322.21045,1459.51892,214.99921,1309.34546,1488.69434,-155.94202,1326.05127
84,0.692,1419.58081,-75.55186,1322.19495,1455.34521,216.04677,1308.78149,1484.93933,-157.08859,1325.64136
85,0.7,1415.96692,-74.80093,1322.53491,1450.6355,215.79973,1308.3291,1480.84717,-156.84116,1325.57678
86,0.708,1410.95361,-76.65428,1322.15662,1444.84656,214.35025,1307.89539,1476.22437,-157.02408,1324.71057
87,0.717,1406.23621,-75.78841,1320.8645,1439.79285,215.07945,1307.59473,1471.36438,-158.15169,1323.70056
88,0.725,1401.89502,-75.42075,1321.14685,1437.63147,216.08936,1307.74768,1467.11963,-156.69547,1323.3042
89,0.733,1396.17297,-76.37623,1318.98035,1430.81128,214.13614,1306.83606,1463.21411,-158.06813,1322.99536
90,0.742,1391.67749,-76.38659,1318.87622,1426.29773,214.3493,1305.19214,1457.28479,-158.13086,1321.39185
91,0.75,1387.33167,-76.1189,1318.20337,1421.06323,214.76744,1305.07959,1453.60962,-159.61688,1321.30127
92,0.758,1381.86243,-77.38196,1318.29553,1415.62793,213.29561,1304.29944,1448.21826,-158.30568,1320.21399
93,0.767,1377.64148,-76.54515,1316.97925,1410.62317,212.96696,1304.48889,1442.77454,-159.08696,1320.08716
94,0.775,1373.21204,-78.09158,1315.40186,1406.50989,213.13649,1303.88855,1438.23132,-159.18098,1318.33313
95,0.783,1366.56616,-78.7389,1313.78796,1400.47449,211.90764,1302.20337,1431.46948,-158.90459,1318.79578
96,0.792,1363.255,-80.01133,1313.95581,1395.3186,211.85814,1301.94739,1427.83093,-160.4238,1316.59448
97,0.8,1356.33801,-80.98087,1313.09558,1392.48242,211.38512,1300.05554,1423.88818,-162.21678,1316.47046
