Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,1905.57983,-73.65446,1392.80566
2,0.008,1901.03345,-72.47687,1392.375
3,0.017,1895.46838,-73.30212,1392.24707
4,0.025,1890.87341,-73.60231,1391.53003
5,0.033,1886.8291,-72.92279,1391.12354
6,0.042,1881.39832,-72.93578,1390.81604
7,0.05,1877.03247,-71.59566,1390.29639
8,0.058,1872.01038,-71.99837,1389.65906
9,0.067,1867.38416,-71.8707,1389.26294
10,0.075,1862.61206,-69.87485,1388.33472
11,0.083,1857.26392,-69.16203,1387.92053
12,0.092,1852.9696,-68.96749,1386.89063
13,0.1,1848.33569,-68.01003,1386.3739
14,0.108,1843.04419,-67.33179,1385.07947
15,0.117,1838.09741,-65.72368,1385.2699
16,0.125,1833.09375,-63.94055,1384.76001
17,0.133,1827.78467,-63.78869,1383.33191
18,0.142,1822.99695,-62.73009,1382.45935
19,0.15,1818.03564,-61.08288,1381.91895
20,0.158,1812.80908,-59.48375,1381.83862
21,0.167,1808.21313,-58.86058,1380.72314
22,0.175,1802.60535,-57.71211,1379.66089
23,0.183,1798.26929,-55.4419,1378.95068
24,0.192,1792.75977,-54.02703,1378.3208
25,0.2,1787.94971,-52.47215,1376.92822
26,0.208,1783.12915,-50.43216,1376.05212
27,0.217,1778.3606,-49.36205,1375.00989
28,0.225,1772.87439,-47.74262,1374.64636
29,0.233,1766.7655,-45.39222,1374.01929
30,0.242,1761.51025,-42.73496,1373.17639
31,0.25,1756.2406,-42.10473,1372.74243
32,0.258,1750.17651,-39.44249,1372.27429
33,0.267,1745.65845,-37.4894,1372.4635
34,0.275,1739.30066,-35.61767,1372.58191
35,0.283,1735.00586,-34.02018,1372.84619
36,0.292,1728.00464,-31.18226,1372.45251
37,0.3,1724.68042,-29.25601,1373.66443
38,0.308,1718.56665,-28.4187,1373.04224
39,0.317,1713.19861,-25.67931,1374.25659
40,0.325,1707.41772,-23.37108,1374.8396
41,0.333,1702.38965,-22.39742,1375.36169
42,0.342,1696.22266,-19.60613,1376.54224
43,0.35,1691.70276,-17.54454,1376.82751
44,0.358,1686.06287,-15.96285,1378.82776
45,0.367,1681.32739,-12.9024,1379.81055
46,0.375,1674.96851,-10.96082,1380.41101
47,0.383,1670.74438,-9.2591,1382.02344
48,0.392,1665.32507,-7.55179,1383.22351
49,0.4,1659.90967,-5.71665,1384.47607
50,0.408,1654.91125,-3.64232,1386.10596
51,0.417,1650.20679,-0.93177,1386.37915
52,0.425,1644.14001,0.15212,1387.75879
53,0.433,1640.19556,2.41608,1387.78357
54,0.442,1634.36511,3.93927,1388.80798
55,0.45,1629.37769,4.07286,1390.24048
