Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,1749.39404,-89.78922,1573.77673,1674.63086,-75.52259,1446.78284
2,0.008,1745.01868,-90.49574,1573.526,1674.58289,-75.56675,1446.7323
3,0.017,1740.6311,-90.15927,1573.54004,1662.64526,-77.07468,1445.41345
4,0.025,1736.19946,-89.2224,1573.61609,1662.64526,-77.07468,1445.41345
5,0.033,1731.99133,-91.57186,1572.15356,1656.19934,-74.78113,1446.38733
6,0.042,1725.18665,-89.81194,1571.97534,1649.98901,-77.33705,1444.21582
7,0.05,1720.21643,-88.53258,1571.4231,1643.29956,-76.85966,1443.53687
8,0.058,1716.89404,-87.7029,1571.0033,1636.70264,-74.4167,1444.04468
9,0.067,1711.57983,-85.21494,1570.05493,1635.31409,-74.97208,1443.99438
10,0.075,1709.15344,-86.59116,1569.44946,1630.39563,-71.84966,1443.00684
11,0.083,1701.80896,-84.71983,1568.31873,1626.38708,-74.77549,1442.88391
12,0.092,1697.6322,-86.74117,1567.65015,1619.34338,-72.50606,1441.8313
13,0.1,1693.80457,-83.02427,1567.95447,1615.41077,-71.20219,1440.8667
14,0.108,1688.33411,-82.11183,1567.05774,1612.45911,-69.52522,1440.35583
15,0.117,1682.68298,-82.6,1564.8446,1605.44519,-67.55666,1440.55103
16,0.125,1679.84399,-81.95731,1565.63428,1601.28894,-70.22035,1438.26843
17,0.133,1674.79211,-82.50503,1564.7616,1595.22668,-67.8914,1438.15405
18,0.142,1669.36536,-78.1828,1563.34131,1591.47095,-66.70471,1437.03101
19,0.15,1663.96582,-77.34196,1563.89038,1587.96716,-65.69106,1436.79395
20,0.158,1661.17358,-75.74397,1562.70508,1582.58203,-63.24016,1437.03259
21,0.167,1656.31152,-77.46002,1562.54199,1577.35034,-62.90595,1435.59937
22,0.175,1650.38757,-75.9035,1562.23364,1573.83728,-62.80249,1434.98804
23,0.183,1645.28064,-73.02006,1561.30542,1567.86853,-59.67826,1434.32019
24,0.192,1639.53308,-70.4919,1560.91589,1564.44995,-60.40125,1433.35986
25,0.2,1634.99475,-69.80753,1559.53003,1559.27319,-57.80006,1434.49609
26,0.208,1631.41296,-67.67817,1559.52502,1552.67505,-55.86435,1433.48901
27,0.217,1625.14307,-65.34587,1558.63757,1545.59924,-54.24204,1434.82788
28,0.225,1621.93787,-63.74369,1557.73962,1542.55188,-56.18444,1433.00317
29,0.233,1615.77319,-63.60633,1558.20422,1537.604,-52.66115,1431.2301
30,0.242,1611.58704,-59.70615,1556.11536,1531.71899,-49.51723,1431.95691
31,0.25,1605.46509,-58.0407,1555.99023,1526.55103,-49.1868,1432.30115
32,0.258,1600.15039,-58.12746,1556.45862,1522.28479,-48.91405,1431.65967
33,0.267,1596.87549,-55.20294,1554.99475,1516.34216,-45.84448,1431.03906
34,0.275,1590.39746,-52.52969,1555.29077,1509.97754,-43.84824,1433.15161
35,0.283,1584.39026,-49.95883,1557.48486,1503.80847,-40.49689,1433.12036
36,0.292,1579.46667,-47.15337,1557.06873,1498.87207,-40.10654,1432.81714
37,0.3,1574.46826,-47.95969,1556.8905,1496.02246,-38.90844,1432.63367
38,0.308,1568.79993,-45.51605,1557.01636,1489.18835,-37.06685,1432.66504
39,0.317,1562.93066,-43.10598,1556.40442,1482.81006,-34.339,1433.50928
40,0.325,1556.3147,-40.29728,1558.65601,1476.42114,-31.23871,1435.46875
