Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
1,0,1837.56458,330.61304,849.6153
2,0.008,1837.07727,330.66989,849.64429
3,0.017,1831.02991,332.93423,849.44379
4,0.025,1825.91138,329.56079,847.46973
5,0.033,1820.84583,329.38467,847.34485
6,0.042,1818.021,330.43607,845.63599
7,0.05,1817.05212,330.55472,845.69574
8,0.058,1811.51025,332.7478,845.46954
9,0.067,1810.13416,333.3851,844.32245
10,0.075,1804.27979,336.43863,843.86102
11,0.083,1799.99438,332.80115,840.19818
12,0.092,1794.99841,333.80032,839.73474
13,0.1,1791.99719,334.92145,839.63977
14,0.108,1785.40637,337.10626,838.71448
15,0.117,1783.43481,336.99197,836.13605
16,0.125,1775.56995,336.5228,834.81085
17,0.133,1770.29114,335.65848,836.12946
18,0.142,1765.87976,337.0799,833.27484
19,0.15,1762.37488,338.38062,830.77325
20,0.158,1757.97034,338.94879,829.84534
21,0.167,1750.64465,341.27521,829.34052
22,0.175,1743.72034,339.57669,828.56073
23,0.183,1740.54675,341.53989,825.76086
24,0.192,1734.12927,343.81552,825.61859
25,0.2,1729.54639,344.6506,824.02679
26,0.208,1721.75879,341.83896,823.05438
27,0.217,1714.32483,343.57004,821.29797
28,0.225,1708.12195,345.75034,819.57672
29,0.233,1704.80347,347.01889,819.42896
30,0.242,1698.13208,349.92319,818.63824
31,0.25,1692.09998,348.60315,814.37817
32,0.258,1683.94763,350.12662,813.63171
33,0.267,1679.89636,351.45328,815.20532
34,0.275,1669.7146,349.01306,813.79156
35,0.283,1663.93689,350.16632,811.53729
36,0.292,1657.29175,352.10117,811.71686
37,0.3,1648.61133,351.19287,811.51318
38,0.308,1642.78711,352.35614,812.74072
39,0.317,1635.49744,354.74579,812.67151
40,0.325,1628.68213,353.15854,811.70618
41,0.333,1621.79688,354.85056,811.71936
42,0.342,1614.71362,356.7431,813.15967
43,0.35,1608.4585,356.65695,813.73645
44,0.358,1601.05103,355.86444,814.64746
45,0.367,1593.59045,357.44,815.69989
46,0.375,1585.61426,355.40491,816.78265
47,0.383,1578.41711,358.52829,818.15344
48,0.392,1571.53564,360.94537,817.89929
49,0.4,1565.28687,362.03067,821.82764
50,0.408,1555.94861,359.8678,820.64807
51,0.417,1549.32751,361.96881,823.08728
52,0.425,1542.88391,364.5242,823.81787
53,0.433,1532.91125,363.66129,824.41895
54,0.442,1527.89392,365.42395,825.51093
55,0.45,1521.05444,367.18671,826.06415
56,0.458,1513.41064,367.79102,826.49139
57,0.467,1506.74194,369.05682,828.54877
58,0.475,1499.5155,372.86334,830.63135
59,0.483,1492.86267,374.72583,830.57819
60,0.492,1485.95813,376.03195,830.91901
61,0.5,1477.3927,373.68979,832.25061
62,0.508,1470.14697,376.70789,832.87726
63,0.517,1463.60852,379.01007,833.51239
64,0.525,1457.9353,380.52768,835.10553
65,0.533,1449.37549,380.40771,836.43323
66,0.542,1442.83264,382.61176,836.45227
67,0.55,1437.08813,382.82755,837.31219
68,0.558,1428.50964,382.11926,837.43848
69,0.567,1423.06641,384.12088,838.51373
70,0.575,1417.02722,385.54474,840.15564
71,0.583,1410.94385,384.936,841.4986
72,0.592,1404.14417,385.60834,842.43677
73,0.6,1399.95251,385.9437,842.55914
74,0.608,1394.06628,387.15903,843.31787
75,0.617,1387.55005,385.44183,841.85004
76,0.625,1382.10449,386.13287,842.27045
77,0.633,1375.99707,387.55548,842.38806
78,0.642,1367.67188,385.18988,841.98413
79,0.65,1363.59302,385.93842,842.79913
80,0.658,1357.92432,386.57263,842.17651
81,0.667,1351.97241,385.57968,842.56384
82,0.675,1346.41211,386.66864,842.17578
83,0.683,1341.80969,387.42929,841.8775
84,0.692,1336.96167,385.30661,840.50385
85,0.7,1332.15051,387.41827,840.17926
86,0.708,1328.09119,387.84116,840.28754
87,0.717,1322.75745,384.94653,838.68317
88,0.725,1317.08679,385.54865,838.20398
89,0.733,1313.55444,385.95868,837.54877
90,0.742,1308.19177,382.79465,836.18512
91,0.75,1303.77991,382.4122,836.01355
92,0.758,1297.39648,381.84424,833.55432
93,0.767,1294.10376,379.89813,832.69257
94,0.775,1289.63159,381.01361,832.80145
95,0.783,1284.46228,378.53217,832.1261
96,0.792,1279.4397,378.99384,832.2923
97,0.8,1273.94934,376.41296,830.77423
98,0.808,1269.54932,376.69601,829.71948
99,0.817,1265.21179,377.86771,829.36481
100,0.825,1260.06519,374.60092,827.02588
101,0.833,1255.83716,375.09305,826.66626
102,0.842,1251.36304,374.79855,824.7038
103,0.85,1246.10632,372.27118,824.09674
104,0.858,1241.74182,373.01205,823.99323
105,0.867,1236.97681,369.99762,823.53784
106,0.875,1233.05627,370.03641,822.23553
107,0.883,1227.46179,371.01715,822.03113
108,0.892,1222.65894,368.20856,821.80286
109,0.9,1218.06177,368.20618,821.90356
110,0.908,1213.36523,364.1965,821.05286
111,0.917,1209.65442,365.35303,819.17749
112,0.925,1205.91272,364.67651,817.47968
113,0.933,1199.24207,364.13281,818.1712
114,0.942,1196.09998,362.88873,818.05292
115,0.95,1189.57935,362.38486,818.46924
116,0.958,1188.08386,361.23883,818.47345
117,0.967,1183.53296,361.25745,817.73694
118,0.975,1177.68872,358.94006,817.80804
119,0.983,1173.32141,359.91537,818.63422
120,0.992,1167.7345,356.51065,819.3053
121,1,1164.21265,356.82986,818.32684
122,1.008,1158.37085,355.3053,819.54889
123,1.017,1154.69324,354.09955,821.026
124,1.025,1148.69617,352.26563,821.31348
125,1.033,1144.724,350.38092,821.36194
126,1.042,1141.03894,350.69443,822.00354
127,1.05,1135.12146,347.19656,824.03284
128,1.058,1129.98828,348.13049,825.13959
129,1.067,1125.49133,344.65677,826.2121
130,1.075,1121.71741,345.27078,827.23029
131,1.083,1116.46838,342.36414,829.25891
132,1.092,1111.95203,341.99487,830.57422
133,1.1,1107.81335,341.08347,831.83099
134,1.108,1102.65991,339.77621,833.48199
135,1.117,1097.89685,339.70587,834.59753
136,1.125,1094.70374,336.77982,834.77643
137,1.133,1089.46802,337.34271,836.55328
138,1.142,1084.96436,333.94556,837.59479
139,1.15,1081.31213,333.306,838.5506
140,1.158,1076.05908,333.4259,839.58356
141,1.167,1072.48083,331.13147,839.30963
142,1.175,1067.33582,332.7359,840.49255
143,1.183,1063.81299,328.90576,840.39331
144,1.192,1058.98206,329.8334,840.56122
145,1.2,1055.48315,328.42035,841.03003
146,1.208,1051.2804,326.82626,841.25909
147,1.217,1048.46021,327.44998,841.70209
148,1.225,1043.83313,322.94131,841.25964
149,1.233,1039.98145,322.87018,841.70544
150,1.242,1035.99829,321.87814,841.48584
151,1.25,1033.21667,320.25223,841.80896
152,1.258,1028.57483,321.24673,842.9021
153,1.267,1025.4054,318.29147,841.40668
154,1.275,1022.46143,317.63629,842.55707
155,1.283,1018.81744,319.16681,842.82813
156,1.292,1015.12451,316.24127,842.77704
157,1.3,1011.28455,317.53116,841.99451
158,1.308,1008.74719,316.47446,842.0061
159,1.317,1005.34473,316.74826,843.21313
160,1.325,1002.00092,316.58975,844.48804
161,1.333,998.27417,316.54141,844.58795
162,1.342,995.43823,317.55392,844.20422
163,1.35,993.30212,317.47174,844.63477
164,1.358,988.02423,318.02661,844.22913
165,1.367,985.92444,316.97336,843.99988
166,1.375,982.09631,317.85532,844.23218
167,1.383,979.26349,317.51749,843.53015
168,1.392,976.19537,319.1257,843.03406
169,1.4,972.37659,320.70648,842.54431
170,1.408,968.87988,322.82056,842.67139
171,1.417,966.24719,321.41348,842.12518
172,1.425,961.77258,322.68353,842.14734
173,1.433,958.48572,321.57135,840.92371
174,1.442,953.91663,323.84424,841.08643
175,1.45,952.24762,323.59271,839.95459
176,1.458,947.86493,325.66702,839.86462
177,1.467,942.74988,327.02817,839.56134
178,1.475,937.75793,327.23199,838.30817
179,1.483,934.45172,328.1911,837.89545
180,1.492,929.98779,329.36017,836.09589
181,1.5,925.83099,331.19955,835.28424
182,1.508,921.01508,330.13196,834.66766
183,1.517,916.48022,330.92566,832.78009
184,1.525,911.16516,333.76315,833.04651
185,1.533,906.03198,335.51654,831.16077
186,1.542,899.86646,335.76239,830.18665
187,1.55,895.74072,335.81845,829.41321
188,1.558,890.31122,336.44461,828.6059
189,1.567,884.07556,339.25946,827.92523
190,1.575,878.88818,339.83954,826.58636
191,1.583,872.20587,339.40784,824.44281
192,1.592,866.42432,342.02057,823.38306
193,1.6,860.40533,341.866,822.09412
194,1.608,853.37384,341.99139,821.19415
195,1.617,848.04358,344.96289,819.92975
196,1.625,840.32172,346.04016,819.84827
197,1.633,834.14966,346.18069,818.78522
198,1.642,827.39063,348.39523,818.74512
199,1.65,819.81915,347.31152,817.1214
200,1.658,813.07294,348.63098,817.24072
201,1.667,804.86676,350.9863,818.12189
202,1.675,797.63312,352.0899,816.5816
203,1.683,790.66681,352.57965,817.00665
204,1.692,782.18945,351.78986,816.32172
205,1.7,776.49384,352.67108,817.05402
206,1.708,768.76636,352.32266,818.74689
207,1.717,761.591,353.17746,819.24402
208,1.725,753.45099,354.7077,819.56769
209,1.733,745.74438,356.58878,820.46167
210,1.742,736.87366,355.99261,821.32251
211,1.75,730.69928,356.97302,823.1778
212,1.758,722.68073,356.38507,823.74017
213,1.767,713.867,357.35907,825.0448
214,1.775,705.91962,360.013,826.5882
215,1.783,698.78137,361.23083,827.61719
216,1.792,690.67029,361.19019,829.71289
217,1.8,683.99805,360.25061,829.36462
218,1.808,674.93262,364.00342,830.52576
219,1.817,667.22131,365.94092,832.41199
220,1.825,659.18433,365.68573,832.45978
221,1.833,651.90399,367.09647,834.44269
222,1.842,643.96008,368.61456,834.53168
223,1.85,635.48547,370.49307,836.18933
224,1.858,628.6275,370.77664,836.4848
225,1.867,620.48877,372.89404,837.9411
226,1.875,611.73438,373.86053,839.76276
227,1.883,604.79883,373.9776,839.8288
228,1.892,598.12885,374.35056,839.85126
229,1.9,590.16327,375.82175,841.31122
230,1.908,582.62177,378.58987,843.10071
231,1.917,575.44269,378.39868,843.3725
232,1.925,567.81226,378.13916,844.42651
233,1.933,560.43835,377.58588,845.38654
234,1.942,553.82617,379.23721,845.40497
235,1.95,545.79419,379.51343,846.83429
236,1.958,539.49158,380.24796,847.98163
237,1.967,531.63397,379.77231,848.71808
238,1.975,524.09344,381.67017,849.92981
239,1.983,518.43445,381.34079,849.44733
240,1.992,511.48654,381.21191,849.77979
241,2,504.23343,379.10059,850.5918
242,2.008,497.51273,378.96506,850.53656
243,2.017,490.49243,379.26819,850.6394
244,2.025,484.67453,379.38159,851.07166
245,2.033,477.64694,377.69278,851.17352
246,2.042,471.53418,377.81967,850.58252
247,2.05,465.6095,376.49649,850.75366
248,2.058,460.17099,376.39426,850.34113
249,2.067,454.82291,375.59583,849.4873
250,2.075,447.20956,373.38449,849.23608
251,2.083,441.47925,372.47159,848.53955
252,2.092,435.60059,372.41846,848.97736
253,2.1,428.97104,371.13528,848.08325
254,2.108,424.32428,369.84555,847.18359
255,2.117,418.75058,368.54752,845.85272
256,2.125,413.73297,367.84064,845.43311
257,2.133,407.59729,367.6973,844.98016
258,2.142,401.30618,365.75562,844.37683
259,2.15,396.24207,363.84885,843.83313
260,2.158,392.06073,362.75867,842.25543
261,2.167,385.73843,361.255,841.46564
262,2.175,379.8316,360.56393,840.75507
263,2.183,375.31619,359.56647,839.98218
264,2.192,370.55325,357.12894,838.01099
265,2.2,364.78937,356.28741,836.57819
266,2.208,360.28351,354.83881,835.87695
267,2.217,355.95905,353.97357,835.33649
268,2.225,350.76636,353.47903,835.07239
269,2.233,344.02774,351.11087,833.59601
270,2.242,339.35815,349.15698,832.20898
271,2.25,335.26727,348.86157,831.72198
272,2.258,330.0943,348.59399,830.92444
273,2.267,325.8793,346.8924,829.98901
274,2.275,320.85214,344.23218,828.84521
275,2.283,316.95758,344.86514,828.35522
276,2.292,311.34698,343.67896,827.32574
277,2.3,307.66269,341.65591,825.88477
278,2.308,302.76666,341.69849,825.87402
279,2.317,298.18402,340.36707,826.14484
280,2.325,293.64847,338.55771,825.7746
281,2.333,289.21408,338.1311,825.65753
282,2.342,285.3399,336.76953,826.3443
283,2.35,281.43216,335.37671,825.97455
284,2.358,277.10696,333.65961,826.81995
285,2.367,273.23831,332.84128,827.23126
286,2.375,269.72198,332.49411,827.58954
287,2.383,266.00711,330.55374,827.21411
288,2.392,261.56015,329.31677,828.2453
289,2.4,258.07492,328.56702,829.11694
290,2.408,254.07217,327.61136,830.21814
291,2.417,251.17659,326.63376,830.37024
292,2.425,246.98645,326.48538,831.20245
293,2.433,244.23048,324.51636,832.1676
294,2.442,239.41817,324.11313,833.84406
295,2.45,237.22316,323.54916,833.68073
296,2.458,232.60997,323.47974,834.7948
297,2.467,230.04163,323.8558,835.38849
298,2.475,227.11049,323.2742,836.10846
299,2.483,223.07562,323.14496,837.35773
300,2.492,220.27553,323.92242,837.81885
301,2.5,217.11438,323.28931,837.77386
302,2.508,213.94894,323.43881,838.96436
303,2.517,210.49667,323.62314,838.68896
304,2.525,207.60657,323.92786,838.83014
305,2.533,204.79887,323.10437,838.6756
306,2.542,201.74577,323.00253,838.2475
307,2.55,198.97723,321.2858,838.23376
308,2.558,195.53355,320.35266,838.20258
309,2.567,194.00754,320.40732,838.33911
310,2.575,189.97537,320.26706,838.07501
311,2.583,187.58311,319.79303,838.54614
312,2.592,184.50238,319.71759,838.57922
313,2.6,182.0527,319.23419,838.15802
314,2.608,179.04721,319.14941,838.33838
315,2.617,176.83904,319.32324,838.60126
316,2.625,173.29912,319.16318,838.21313
317,2.633,170.44048,318.64676,838.18121
318,2.642,167.51169,318.37704,838.22034
319,2.65,164.77281,318.62106,838.14117
320,2.658,162.97186,318.67258,837.99292
321,2.667,159.15933,316.20425,837.90234
322,2.675,155.87766,316.46701,837.03064
323,2.683,153.62335,316.28391,837.38885
324,2.692,150.12537,316.71613,836.64752
325,2.7,146.71402,317.55118,835.80676
326,2.708,144.87997,318.51608,836.01709
327,2.717,141.49513,318.50333,835.63495
328,2.725,137.81635,319.14578,836.14185
329,2.733,134.89287,319.2478,834.78278
330,2.742,131.00761,320.54019,834.28082
331,2.75,127.58644,320.04395,833.35822
332,2.758,124.08412,320.68106,832.89441
333,2.767,120.85208,321.32202,831.94403
334,2.775,117.32099,321.9563,831.72302
335,2.783,113.12321,321.98947,830.34509
336,2.792,109.82107,322.81949,830.20599
337,2.8,105.22025,323.52634,829.61023
338,2.808,101.55821,324.89636,827.83752
339,2.817,97.09369,325.05722,827.31793
340,2.825,93.54747,327.00812,826.42889
341,2.833,88.34871,327.66333,825.20801
342,2.842,84.57808,327.69449,823.45734
343,2.85,80.08449,328.52045,823.26575
344,2.858,75.37298,329.41449,822.6048
345,2.867,69.08683,330.13425,821.3551
346,2.875,65.45759,332.54913,820.25885
347,2.883,60.20955,333.97214,818.87463
348,2.892,54.96283,334.42267,818.00696
349,2.9,49.66096,335.10385,816.56482
350,2.908,43.18093,335.47021,815.83612
351,2.917,37.72717,337.71835,814.36456
352,2.925,32.20442,339.13315,813.62292
353,2.933,24.99174,340.83627,812.89044
354,2.942,19.77139,342.43921,811.06488
355,2.95,13.05532,342.51486,810.60077
356,2.958,6.50825,343.50342,808.97388
357,2.967,-0.07606,346.22278,808.16162
358,2.975,-6.11332,347.28189,806.54626
359,2.983,-12.90389,348.27734,806.04126
360,2.992,-20.17468,350.70068,805.22699
361,3,-26.4142,351.98611,805.13684
362,3.008,-34.17176,353.46292,805.12726
363,3.017,-41.40304,353.9455,804.9201
364,3.025,-47.69493,354.98584,804.53375
365,3.033,-56.48557,355.72836,805.23712
366,3.042,-62.30032,357.16537,805.45197
367,3.05,-69.98,359.20972,805.68091
368,3.058,-76.92511,359.99564,805.98871
369,3.067,-85.49399,360.65869,807.67316
370,3.075,-92.58859,361.82169,809.23529
371,3.083,-100.54689,361.52356,809.42419
372,3.092,-107.64568,363.37872,810.34644
373,3.1,-115.75461,364.90302,811.93317
374,3.108,-123.47063,365.67542,813.12531
375,3.117,-130.30464,366.82251,814.13867
376,3.125,-137.58409,368.81006,815.25201
377,3.133,-145.2373,368.51575,815.68341
378,3.142,-152.73003,371.08313,817.60938
379,3.15,-160.49925,373.22064,819.33234
380,3.158,-168.06499,374.28317,819.91132
381,3.167,-175.44606,375.36246,820.12097
382,3.175,-183.67787,377.93054,821.51013
383,3.183,-190.66801,379.63531,822.17432
384,3.192,-199.46404,380.88336,822.9729
385,3.2,-205.83163,384.66962,823.31622
386,3.208,-214.45535,385.37521,824.56726
387,3.217,-222.32912,386.6926,825.62231
388,3.225,-228.74316,388.24405,826.88818
389,3.233,-236.97699,389.81561,827.15778
390,3.242,-245.00098,391.37204,828.42609
391,3.25,-251.54422,393.4985,828.73706
392,3.258,-259.70651,393.57147,829.40802
393,3.267,-267.47495,395.72693,830.18762
394,3.275,-274.216,396.52423,831.27362
395,3.283,-282.53534,397.3587,832.52399
396,3.292,-290.49655,397.96246,833.46625
397,3.3,-297.84937,399.01804,834.86981
398,3.308,-305.0932,399.70416,835.79889
399,3.317,-312.94977,399.87946,836.31128
